#code	name	width	height	gentype	stackable	rlvl	image	type	sockettype	class
270	Short Spear (3)	1	3	1	1	11	invssp	jave	1	-1
!14	Raptor Scythe (Sacred)	2	4	1	0	30	inv9s8u	nscy	1	2
195	Morning Star (2)	1	3	1	0	8	invmst	mace	1	-1
10@	Giant Sword (Sacred)	1	4	1	0	30	invgis	2hsd	1	-1
l13	Grim Wand (1)	1	2	1	0	5	invgwn	wand	1	2
!4!	Warp Blade (6)	2	3	1	0	31	inv9cru	scrd	1	1
j85	Maiden Spear (5)	2	4	1	0	22	invam3	aspe	1	0
3@F	Trebuchet (3)	2	3	1	0	15	inv8mxu	nxbw	1	2
162	Long Bow (1)	2	4	1	0	1	invlbw	bow	1	-1
433	Hunter's Bow (5)	2	3	1	0	19	invhbw	bow	1	-1
32@	War Scepter (Sacred)	2	3	1	0	30	invwsp	scep	1	-1
l30	Wand (6)	1	2	1	0	23	invwnd	wand	1	2
!92	Tepoztopilli (2)	2	4	1	0	11	inv9bru	pspe	1	3
240	Broad Sword (3)	2	3	1	0	12	invbsd	swor	1	-1
!53	Labrys (5)	2	4	1	0	26	invgaxu	2hbx	1	4
334	Grand Scepter (4)	1	3	1	0	16	invgsc	scep	1	-1
440	Short Sword (6)	1	3	1	0	23	invssd	swor	1	-1
230	Long Bow (2)	2	4	1	0	6	invlbw	bow	1	-1
115	Axe (1)	2	3	1	0	1	invaxe	axe	1	-1
299	Composite Bow (3)	2	3	1	0	11	invcbw	bow	1	-1
377	Long Sword (5)	2	3	1	0	22	invlsd	swor	1	-1
4@4	Recurve Bow (3)	2	3	1	0	15	invswbu	dbow	1	5
103	Falchion (1)	1	3	1	0	2	invflc	swor	1	-1
201	Pilum (2)	1	3	1	1	6	invpil	jave	1	-1
!72	Hexblade (3)	1	3	1	0	12	invkrsu	nknf	1	2
66@	Long Battle Bow (Sacred)	2	4	1	0	30	invlbb	bow	1	-1
423	Short Staff (5)	1	3	1	0	18	invsst	staf	1	-1
j39	Hatchet Hands (2)	1	3	1	0	6	invaxf	h2h	1	6
j79	Sacred Globe (5)	1	2	1	0	20	invob2	orb	1	1
j16	Reflex Bow (1)	2	4	1	0	5	invam2	abow	1	0
266	Grand Scepter (3)	1	3	1	0	11	invgsc	scep	1	-1
l70	Heavy Crossbow (5)	2	4	1	0	23	invhxb	xbow	1	-1
27@	Mace (Sacred)	1	3	1	0	30	invmac	mace	1	-1
j61	Eagle Orb (4)	1	2	1	0	13	invob1	orb	1	1
467	Morning Star (6)	1	3	1	0	26	invmst	mace	1	-1
174	War Sword (2)	1	3	1	0	10	invwsd	swor	1	-1
474	Short Spear (6)	1	3	1	1	25	invssp	jave	1	-1
481	Pike (6)	2	4	1	0	27	invpik	spea	1	-1
214	Throwing Knife (2)	1	2	1	1	4	invtkn	tkni	1	-1
o18	Cestus (6)	1	3	1	0	26	invaxf	h2h	1	6
!88	Holy Lance (5)	2	4	1	0	22	invtriu	pspe	1	3
07@	War Sword (Sacred)	1	3	1	0	30	invwsd	swor	1	-1
9@3	Viper Bow (6)	2	3	1	0	27	invsbbu	dbow	1	5
422	Balanced Axe (5)	2	3	1	1	21	invbal	taxe	1	-1
j55	Wrist Blade (3)	1	3	1	0	10	invktr	h2h	1	6
l61	Crossbow (3)	2	3	1	0	12	invmxb	xbow	1	-1
1@A	Goedendag (5)	1	3	1	0	21	inv7mas	pmac	1	3
o20	Blade Talons (6)	1	3	1	0	28	invclw	h2h	1	6
302	Short War Bow (3)	2	3	1	0	14	invswb	bow	1	-1
229	Hunter's Bow (2)	2	3	1	0	5	invhbw	bow	1	-1
l59	Repeating Crossbow (2)	2	3	1	0	10	invrxb	xbow	1	-1
8@4	Recurve Bow (Sacred)	2	3	1	0	30	invswbu	dbow	1	5
503	Composite Bow (6)	2	3	1	0	25	invcbw	bow	1	-1
4@1	Compound Bow (4)	2	3	1	0	16	invcbwu	dbow	1	5
!35	Ono (1)	2	3	1	0	0	inv9btu	2hbx	1	4
188	Broad Axe (2)	2	3	1	0	6	invbrx	2hax	1	-1
j24	Claws (1)	1	3	1	0	3	invclw	h2h	1	6
!45	Valaska (4)	2	3	1	0	19	invbtxu	2hbx	1	4
l52	Light Crossbow (1)	2	3	1	0	0	invlxb	xbow	1	-1
315	Flamberge (4)	2	4	1	0	17	invflb	2hsd	1	-1
402	Grand Scepter (5)	1	3	1	0	20	invgsc	scep	1	-1
338	Short Spear (4)	1	3	1	1	16	invssp	jave	1	-1
j43	Scissors Katar (2)	1	3	1	0	10	invskr	h2h	1	6
6@9	Goedendag (1)	1	3	1	0	3	inv7mas	pmac	1	3
!42	Valaska (1)	2	3	1	0	3	invbtxu	2hbx	1	4
222	Battle Staff (2)	1	4	1	0	8	invbst	staf	1	-1
!75	Hexblade (6)	1	3	1	0	27	invkrsu	nknf	1	2
j19	Maiden Javelin (1)	1	3	1	1	5	invam5	ajav	1	0
7@7	Bronze Sword (5)	2	3	1	0	23	invlsdu	bswd	1	4
484	Kriss (6)	1	3	1	0	26	invkrs	knif	1	-1
305	Scimitar (4)	1	3	1	0	15	invscm	swor	1	-1
o11	Reflex Bow (6)	2	4	1	0	28	invam2	abow	1	0
79@	Repeating Crossbow (Sacred)	2	3	1	0	30	invrxb	xbow	1	-1
40@	Brandistock (Sacred)	2	4	1	0	30	invbrn	spea	1	-1
217	Throwing Axe (2)	1	2	1	1	4	invtax	taxe	1	-1
328	Club (4)	1	3	1	0	13	invclb	mace	1	-1
j65	Jared's Stone (4)	1	3	1	0	19	invob5	orb	1	1
!20	Bonesplitter (6)	2	4	1	0	28	invscyu	nscy	1	2
239	Falchion (3)	1	3	1	0	12	invflc	swor	1	-1
122	Great Axe (1)	2	4	1	0	3	invgax	2hax	1	-1
!13	Raptor Scythe (6)	2	4	1	0	25	inv9s8u	nscy	1	2
53@	Long Staff (Sacred)	1	4	1	0	30	invlst	staf	1	-1
143	Dirk (1)	1	2	1	0	2	invdir	knif	1	-1
158	Scythe (1)	2	4	1	0	3	invscy	scyh	1	-1
269	Pilum (3)	1	3	1	1	10	invpil	jave	1	-1
281	Blade (3)	1	3	1	0	14	invbld	knif	1	-1
464	Club (6)	1	3	1	0	23	invclb	mace	1	-1
363	Halberd (4)	2	4	1	0	18	invhal	pole	1	-1
!3!	Warp Blade (5)	2	3	1	0	26	inv9cru	scrd	1	1
!66	Marrow Staff (4)	2	4	1	0	20	inv8wsu	nstf	1	2
!52	Labrys (4)	2	4	1	0	20	invgaxu	2hbx	1	4
j91	Cestus (5)	1	3	1	0	21	invaxf	h2h	1	6
!69	Marrow Staff (Sacred)	2	4	1	0	30	inv8wsu	nstf	1	2
!38	Ono (4)	2	3	1	0	15	inv9btu	2hbx	1	4
51@	Balanced Axe (Sacred)	2	3	1	1	30	invbal	taxe	1	-1
!81	Spirit Edge (5)	1	3	1	0	25	inv9blu	nknf	1	2
497	Voulge (6)	2	4	1	0	25	invvou	pole	1	-1
183	Axe (2)	2	3	1	0	6	invaxe	axe	1	-1
472	Javelin (6)	1	3	1	1	23	invjav	jave	1	-1
362	Scythe (4)	2	4	1	0	16	invscy	scyh	1	-1
439	Long War Bow (5)	2	4	1	0	24	invlwb	bow	1	-1
317	Crystal Sword (4)	2	3	1	0	19	invcrs	crsd	1	-1
l25	Grim Wand (4)	1	2	1	0	19	invgwn	wand	1	2
169	Scimitar (2)	1	3	1	0	5	invscm	swor	1	-1
411	Brandistock (5)	2	4	1	0	21	invbrn	spea	1	-1
132	Javelin (1)	1	3	1	1	0	invjav	jave	1	-1
l66	Heavy Crossbow (4)	2	4	1	0	18	invhxb	xbow	1	-1
478	Trident (6)	2	4	1	0	24	invtri	spea	1	-1
59@	Scythe (Sacred)	2	4	1	0	30	invscy	scyh	1	-1
384	Great Sword (5)	2	4	1	0	24	invgsd	2hsd	1	-1
9@B	Hand of God (1)	2	3	1	0	6	inv9gmu	pham	1	3
398	Mace (5)	1	3	1	0	21	invmac	mace	1	-1
!58	Flamen Staff (3)	1	4	1	0	12	invcstu	dstf	1	5
l45	Great Maul (4)	2	3	1	0	19	invgma	hamm	1	-1
14@	Crystal Sword (Sacred)	2	3	1	0	30	invcrs	crsd	1	-1
407	Glaive (5)	1	4	1	1	22	invglv	jave	1	-1
6@8	Kriegsmesser (6)	2	3	1	0	29	inv9lsu	bswd	1	4
!1!	Warp Blade (3)	2	3	1	0	16	inv9cru	scrd	1	1
2@1	Compound Bow (2)	2	3	1	0	7	invcbwu	dbow	1	5
376	Broad Sword (5)	2	3	1	0	22	invbsd	swor	1	-1
125	Spiked Club (1)	1	3	1	0	1	invspc	mace	1	-1
!08	Raptor Scythe (1)	2	4	1	0	0	inv9s8u	nscy	1	2
22@	Battle Axe (Sacred)	2	3	1	0	30	invbtx	2hax	1	-1
6@2	Maple Bow (1)	2	3	1	0	3	inv8s8u	dbow	1	5
190	Great Axe (2)	2	4	1	0	8	invgax	2hax	1	-1
298	Long Bow (3)	2	4	1	0	11	invlbw	bow	1	-1
313	Giant Sword (4)	1	4	1	0	16	invgis	2hsd	1	-1
243	Two-Handed Sword (3)	1	4	1	0	9	inv2hs	2hsd	1	-1
231	Composite Bow (2)	2	3	1	0	6	invcbw	bow	1	-1
7@D	Dart Thrower (3)	2	3	1	0	12	inv8lxu	nxbw	1	2
!22	Mammen Axe (1)	1	3	1	0	0	invhaxu	baxe	1	4
!47	Valaska (6)	2	3	1	0	29	invbtxu	2hbx	1	4
148	Balanced Knife (1)	1	2	1	1	3	invbkf	tkni	1	-1
95@	Blade Talons (Sacred)	1	3	1	0	30	invclw	h2h	1	6
o16	Wrist Blade (6)	1	3	1	0	24	invktr	h2h	1	6
504	Short Battle Bow (6)	2	3	1	0	26	invsbb	bow	1	-1
2@4	Recurve Bow (1)	2	3	1	0	6	invswbu	dbow	1	5
j81	Clasped Orb (5)	1	2	1	0	21	invob4	orb	1	1
343	Brandistock (4)	2	4	1	0	16	invbrn	spea	1	-1
l71	Repeating Crossbow (5)	2	3	1	0	24	invrxb	xbow	1	-1
l65	Crossbow (4)	2	3	1	0	16	invmxb	xbow	1	-1
397	Spiked Club (5)	1	3	1	0	20	invspc	mace	1	-1
2@9	Bonebreaker (4)	1	3	1	0	16	invspcu	pclb	1	3
!25	Mammen Axe (4)	1	3	1	0	15	invhaxu	baxe	1	4
63@	Long Bow (Sacred)	2	4	1	0	30	invlbw	bow	1	-1
!86	Holy Lance (3)	2	4	1	0	11	invtriu	pspe	1	3
106	War Sword (1)	1	3	1	0	6	invwsd	swor	1	-1
80@	Eagle Orb (Sacred)	1	2	1	0	30	invob1	orb	1	1
7@1	Compound Bow (Sacred)	2	3	1	0	30	invcbwu	dbow	1	5
157	Voulge (1)	2	4	1	0	1	invvou	pole	1	-1
3@A	Goedendag (Sacred)	1	3	1	0	30	inv7mas	pmac	1	3
j12	Smoked Sphere (1)	1	2	1	0	2	invob3	orb	1	1
203	Glaive (2)	1	4	1	1	8	invglv	jave	1	-1
261	Spiked Club (3)	1	3	1	0	10	invspc	mace	1	-1
l48	Great Maul (5)	2	3	1	0	24	invgma	hamm	1	-1
o17	Hatchet Hands (6)	1	3	1	0	25	invaxf	h2h	1	6
!17	Bonesplitter (3)	2	4	1	0	13	invscyu	nscy	1	2
j38	Wrist Blade (2)	1	3	1	0	5	invktr	h2h	1	6
!34	Hammerhead Axe (Sacred)	2	3	1	0	30	invaxeu	baxe	1	4
9@A	Angel Star (6)	1	3	1	0	27	invmstu	pmac	1	3
j94	Scissors Katar (5)	1	3	1	0	24	invskr	h2h	1	6
459	Large Axe (6)	2	3	1	0	23	invlax	2hax	1	-1
321	Military Pick (4)	2	3	1	0	17	invmpi	axe	1	-1
284	Balanced Knife (3)	1	2	1	1	13	invbkf	tkni	1	-1
j50	Reflex Bow (3)	2	4	1	0	15	invam2	abow	1	0
247	Flamberge (3)	2	4	1	0	13	invflb	2hsd	1	-1
52@	Short Staff (Sacred)	1	3	1	0	30	invsst	staf	1	-1
371	Long War Bow (4)	2	4	1	0	19	invlwb	bow	1	-1
55@	Battle Staff (Sacred)	1	4	1	0	30	invbst	staf	1	-1
9@2	Maple Bow (4)	2	3	1	0	17	inv8s8u	dbow	1	5
3@3	Maple Bow (Sacred)	2	3	1	0	30	inv8s8u	dbow	1	5
!07	Naginata (Sacred)	2	4	1	0	30	invwsc	nagi	1	6
204	Throwing Spear (2)	1	4	1	1	10	invtsp	jave	1	-1
!55	Labrys (Sacred)	2	4	1	0	30	invgaxu	2hbx	1	4
289	Gnarled Staff (3)	1	4	1	0	11	invcst	staf	1	-1
165	Long Battle Bow (1)	2	4	1	0	3	invlbb	bow	1	-1
20@	Large Axe (Sacred)	2	3	1	0	30	invlax	2hax	1	-1
435	Composite Bow (5)	2	3	1	0	20	invcbw	bow	1	-1
401	Scepter (5)	1	3	1	0	18	invscp	scep	1	-1
!67	Marrow Staff (5)	2	4	1	0	25	inv8wsu	nstf	1	2
!26	Mammen Axe (5)	1	3	1	0	20	invhaxu	baxe	1	4
1@D	Needle Crossbow (4)	2	3	1	0	16	invlxbu	nxbw	1	2
186	War Axe (2)	2	3	1	0	10	invwax	axe	1	-1
j62	Sacred Globe (4)	1	2	1	0	15	invob2	orb	1	1
l74	Heavy Crossbow (6)	2	4	1	0	27	invhxb	xbow	1	-1
147	Flying Knife (1)	1	2	1	1	2	invtkn	tkni	1	-1
j74	Cestus (4)	1	3	1	0	16	invaxf	h2h	1	6
j13	Clasped Orb (1)	1	2	1	0	3	invob4	orb	1	1
339	Glaive (4)	1	4	1	1	17	invglv	jave	1	-1
!39	Ono (5)	2	3	1	0	20	inv9btu	2hbx	1	4
228	Short Bow (2)	2	3	1	0	4	invsbw	bow	1	-1
92@	Hatchet Hands (Sacred)	1	3	1	0	30	invaxf	h2h	1	6
5@A	Angel Star (2)	1	3	1	0	8	invmstu	pmac	1	3
268	Javelin (3)	1	3	1	1	9	invjav	jave	1	-1
!97	Tepoztopilli (Sacred)	2	4	1	0	30	inv9bru	pspe	1	3
01@	Short Sword (Sacred)	1	3	1	0	30	invssd	swor	1	-1
345	Pike (4)	2	4	1	0	19	invpik	spea	1	-1
172	Broad Sword (2)	2	3	1	0	7	invbsd	swor	1	-1
319	Axe (4)	2	3	1	0	15	invaxe	axe	1	-1
5@8	Kriegsmesser (5)	2	3	1	0	25	inv9lsu	bswd	1	4
25@	Club (Sacred)	1	3	1	0	30	invclb	mace	1	-1
39@	Trident (Sacred)	2	4	1	0	30	invtri	spea	1	-1
223	War Staff (2)	2	4	1	0	9	invwst	staf	1	-1
404	Javelin (5)	1	3	1	1	18	invjav	jave	1	-1
l33	Grim Wand (6)	1	2	1	0	27	invgwn	wand	1	2
282	Throwing Knife (3)	1	2	1	1	9	invtkn	tkni	1	-1
09@	Claymore (Sacred)	1	4	1	0	30	invclm	2hsd	1	-1
420	Balanced Knife (5)	1	2	1	1	22	invbkf	tkni	1	-1
121	Battle Axe (1)	2	3	1	0	2	invbtx	2hax	1	-1
9@1	Serpent Bow (2)	2	4	1	0	8	inv8lbu	dbow	1	5
o10	Stag Bow (6)	2	4	1	0	26	invam1	abow	1	0
344	Spetum (4)	2	4	1	0	17	invspt	spea	1	-1
l35	Maul (1)	2	4	1	0	3	invmau	hamm	1	-1
487	Flying Knife (6)	1	2	1	1	25	invtkn	tkni	1	-1
494	Battle Staff (6)	1	4	1	0	26	invbst	staf	1	-1
j36	Maiden Javelin (2)	1	3	1	1	10	invam5	ajav	1	0
90@	Katar (Sacred)	1	3	1	0	30	invktr	h2h	1	6
8@1	Serpent Bow (1)	2	4	1	0	3	inv8lbu	dbow	1	5
238	Saber (3)	1	3	1	0	11	invsbr	swor	1	-1
49@	Balanced Knife (Sacred)	1	2	1	1	30	invbkf	tkni	1	-1
26@	Spiked Club (Sacred)	1	3	1	0	30	invspc	mace	1	-1
253	Military Pick (3)	2	3	1	0	13	invmpi	axe	1	-1
j44	Eagle Orb (3)	1	2	1	0	8	invob1	orb	1	1
!73	Hexblade (4)	1	3	1	0	17	invkrsu	nknf	1	2
448	Claymore (6)	1	4	1	0	25	invclm	2hsd	1	-1
j20	Katar (1)	1	3	1	0	0	invktr	h2h	1	6
209	Pike (2)	2	4	1	0	10	invpik	spea	1	-1
15@	Hand Axe (Sacred)	1	3	1	0	30	invhax	axe	1	-1
216	Balanced Knife (2)	1	2	1	1	8	invbkf	tkni	1	-1
357	Gnarled Staff (4)	1	4	1	0	16	invcst	staf	1	-1
72@	Grim Wand (Sacred)	1	2	1	0	30	invgwn	wand	1	2
117	Military Pick (1)	2	3	1	0	3	invmpi	axe	1	-1
!90	Holy Lance (Sacred)	2	4	1	0	30	invtriu	pspe	1	3
64@	Composite Bow (Sacred)	2	3	1	0	30	invcbw	bow	1	-1
l27	Yew Wand (5)	1	2	1	0	20	invywn	wand	1	2
455	Axe (6)	2	3	1	0	24	invaxe	axe	1	-1
!23	Mammen Axe (2)	1	3	1	0	4	invhaxu	baxe	1	4
j48	Jared's Stone (3)	1	3	1	0	14	invob5	orb	1	1
336	Javelin (4)	1	3	1	1	13	invjav	jave	1	-1
l46	War Hammer (5)	2	3	1	0	21	invwhm	hamm	1	-1
6@1	Compound Bow (6)	2	3	1	0	25	invcbwu	dbow	1	5
l54	Heavy Crossbow (1)	2	4	1	0	4	invhxb	xbow	1	-1
457	Military Pick (6)	2	3	1	0	26	invmpi	axe	1	-1
65@	Short Battle Bow (Sacred)	2	3	1	0	30	invsbb	bow	1	-1
179	Flamberge (2)	2	4	1	0	8	invflb	2hsd	1	-1
383	Flamberge (5)	2	4	1	0	22	invflb	2hsd	1	-1
l47	Maul (5)	2	4	1	0	22	invmau	hamm	1	-1
l16	Bone Wand (2)	1	2	1	0	7	invbwn	wand	1	2
297	Hunter's Bow (3)	2	3	1	0	10	invhbw	bow	1	-1
277	Pike (3)	2	4	1	0	14	invpik	spea	1	-1
!46	Valaska (5)	2	3	1	0	24	invbtxu	2hbx	1	4
l26	Wand (5)	1	2	1	0	18	invwnd	wand	1	2
48@	Flying Knife (Sacred)	1	2	1	1	30	invtkn	tkni	1	-1
j64	Clasped Orb (4)	1	2	1	0	17	invob4	orb	1	1
j22	Hatchet Hands (1)	1	3	1	0	2	invaxf	h2h	1	6
4@E	Stinger Crossbow (2)	2	3	1	0	9	invmxbu	nxbw	1	2
4@2	Serpent Bow (6)	2	4	1	0	26	inv8lbu	dbow	1	5
7@2	Maple Bow (2)	2	3	1	0	8	inv8s8u	dbow	1	5
9@7	Bronze Sword (Sacred)	2	3	1	0	30	invlsdu	bswd	1	4
l64	Light Crossbow (4)	2	3	1	0	15	invlxb	xbow	1	-1
2@2	Serpent Bow (4)	2	4	1	0	17	inv8lbu	dbow	1	5
505	Long Battle Bow (6)	2	4	1	0	26	invlbb	bow	1	-1
o15	Katar (6)	1	3	1	0	23	invktr	h2h	1	6
!09	Raptor Scythe (2)	2	4	1	0	4	inv9s8u	nscy	1	2
419	Flying Knife (5)	1	2	1	1	20	invtkn	tkni	1	-1
133	Pilum (1)	1	3	1	1	1	invpil	jave	1	-1
290	Battle Staff (3)	1	4	1	0	12	invbst	staf	1	-1
!70	Hexblade (1)	1	3	1	0	2	invkrsu	nknf	1	2
149	Throwing Axe (1)	1	2	1	1	0	invtax	taxe	1	-1
123	Giant Axe (1)	2	3	1	0	5	invgix	2hax	1	-1
304	Short Sword (4)	1	3	1	0	14	invssd	swor	1	-1
45@	Kriss (Sacred)	1	3	1	0	30	invkrs	knif	1	-1
j51	Maiden Spear (3)	2	4	1	0	12	invam3	aspe	1	0
!64	Marrow Staff (2)	2	4	1	0	10	inv8wsu	nstf	1	2
!28	Mammen Axe (Sacred)	1	3	1	0	30	invhaxu	baxe	1	4
210	Dagger (2)	1	2	1	0	4	invdgr	knif	1	-1
406	Short Spear (5)	1	3	1	1	21	invssp	jave	1	-1
396	Club (5)	1	3	1	0	18	invclb	mace	1	-1
258	Great Axe (3)	2	4	1	0	12	invgax	2hax	1	-1
38@	Spear (Sacred)	2	4	1	0	30	invspr	spea	1	-1
482	Dagger (6)	1	2	1	0	22	invdgr	knif	1	-1
j37	Katar (2)	1	3	1	0	5	invktr	h2h	1	6
173	Long Sword (2)	2	3	1	0	8	invlsd	swor	1	-1
2@E	Dart Thrower (Sacred)	2	3	1	0	30	inv8lxu	nxbw	1	2
499	Halberd (6)	2	4	1	0	27	invhal	pole	1	-1
!06	Naginata (6)	2	4	1	0	28	invwsc	nagi	1	6
365	Hunter's Bow (4)	2	3	1	0	15	invhbw	bow	1	-1
306	Saber (4)	1	3	1	0	16	invsbr	swor	1	-1
470	Grand Scepter (6)	1	3	1	0	25	invgsc	scep	1	-1
!40	Ono (6)	2	3	1	0	25	inv9btu	2hbx	1	4
1@1	Compound Bow (1)	2	3	1	0	2	invcbwu	dbow	1	5
7@A	Angel Star (4)	1	3	1	0	18	invmstu	pmac	1	3
l75	Repeating Crossbow (6)	2	3	1	0	28	invrxb	xbow	1	-1
166	Short War Bow (1)	2	3	1	0	4	invswb	bow	1	-1
75@	Great Maul (Sacred)	2	3	1	0	30	invgma	hamm	1	-1
141	Pike (1)	2	4	1	0	5	invpik	spea	1	-1
403	War Scepter (5)	2	3	1	0	22	invwsp	scep	1	-1
61@	Short Bow (Sacred)	2	3	1	0	30	invsbw	bow	1	-1
252	Double Axe (3)	2	3	1	0	12	inv2ax	axe	1	-1
466	Mace (6)	1	3	1	0	25	invmac	mace	1	-1
134	Short Spear (1)	1	3	1	1	2	invssp	jave	1	-1
283	Flying Knife (3)	1	2	1	1	11	invtkn	tkni	1	-1
156	Bardiche (1)	2	4	1	0	0	invbar	pole	1	-1
03@	Saber (Sacred)	1	3	1	0	30	invsbr	swor	1	-1
3@8	Kriegsmesser (3)	2	3	1	0	15	inv9lsu	bswd	1	4
x34	Maiden Spear (2)	2	4	1	0	8	invam3	aspe	1	0
421	Throwing Axe (5)	1	2	1	1	18	invtax	taxe	1	-1
37@	Throwing Spear (Sacred)	1	4	1	1	30	invtsp	jave	1	-1
450	Bastard Sword (6)	1	4	1	0	26	invbsw	2hsd	1	-1
!98	Warp Blade (1)	2	3	1	0	6	inv9cru	scrd	1	1
j14	Jared's Stone (1)	1	3	1	0	5	invob5	orb	1	1
l10	Wand (1)	1	2	1	0	0	invwnd	wand	1	2
4@9	Bonebreaker (6)	1	3	1	0	25	invspcu	pclb	1	3
94@	Claws (Sacred)	1	3	1	0	30	invclw	h2h	1	6
3@6	Backsword (6)	1	3	1	0	26	inv9sbu	bswd	1	4
271	Glaive (3)	1	4	1	1	12	invglv	jave	1	-1
l72	Light Crossbow (6)	2	3	1	0	25	invlxb	xbow	1	-1
491	Short Staff (6)	1	3	1	0	22	invsst	staf	1	-1
l68	Light Crossbow (5)	2	3	1	0	20	invlxb	xbow	1	-1
!31	Hammerhead Axe (4)	2	3	1	0	21	invaxeu	baxe	1	4
4@F	Trebuchet (4)	2	3	1	0	20	inv8mxu	nxbw	1	2
7@9	Goedendag (2)	1	3	1	0	7	inv7mas	pmac	1	3
219	Short Staff (2)	1	3	1	0	4	invsst	staf	1	-1
318	Hand Axe (4)	1	3	1	0	14	invhax	axe	1	-1
105	Long Sword (1)	2	3	1	0	4	invlsd	swor	1	-1
473	Pilum (6)	1	3	1	1	24	invpil	jave	1	-1
j33	Reflex Bow (2)	2	4	1	0	10	invam2	abow	1	0
185	Military Pick (2)	2	3	1	0	8	invmpi	axe	1	-1
390	War Axe (5)	2	3	1	0	24	invwax	axe	1	-1
j83	Stag Bow (5)	2	4	1	0	21	invam1	abow	1	0
248	Great Sword (3)	2	4	1	0	14	invgsd	2hsd	1	-1
146	Throwing Knife (1)	1	2	1	1	0	invtkn	tkni	1	-1
111	Flamberge (1)	2	4	1	0	3	invflb	2hsd	1	-1
93@	Cestus (Sacred)	1	3	1	0	30	invaxf	h2h	1	6
408	Throwing Spear (5)	1	4	1	1	23	invtsp	jave	1	-1
j77	Scissors Katar (4)	1	3	1	0	20	invskr	h2h	1	6
356	Long Staff (4)	1	4	1	0	15	invlst	staf	1	-1
5@9	Bonebreaker (Sacred)	1	3	1	0	30	invspcu	pclb	1	3
1@7	Ida (6)	2	3	1	0	27	invbsdu	bswd	1	4
8@2	Maple Bow (3)	2	3	1	0	13	inv8s8u	dbow	1	5
164	Short Battle Bow (1)	2	3	1	0	2	invsbb	bow	1	-1
196	Flail (2)	2	3	1	0	10	invfla	mace	1	-1
242	War Sword (3)	1	3	1	0	15	invwsd	swor	1	-1
0g1	\red;Elixir of Greater Greed	1	1	2	0	0	invxyz	hpot		-1
K0+	\orange;at the cost of wisdom \nPersistence comes \nShimmering Shrine (10 Charges)	1	2	2	0	0	jbscross	thng		-1
aqv	Arrow Quiver	1	3	2	1	0	invqvr	bowq	2	-1
quy	Cube Reagent (4/4)\n\orange;Dazzling Arcane Crystal	1	1	2	0	0	pearl2	thng		-1
P4+	\orange;refreshed \nDrink and be \nDivine Shrine (6 Charges)	1	2	2	0	0	jbscross	thng		-1
35+	25% Bonus to Attack Rating	1	1	2	0	0	pearl2	asaa		-1
&87	\orange;Mystic Orb\nWarbringer	1	1	2	0	0	pearl2	asaa		-1
29-	\dgrey;Location: Act 5 Arreat Summit\nTricky (3/8)\nSummoning Uberquest\n\n-- Assault on Mount Arreat --\n\red;Pearl of Wisdom	1	1	2	0	0	shiniePurple	thng		-1
&22	\orange;Mystic Orb	1	1	2	0	0	pearl1	asaa		-1
et1	\red;Elixir of Concentration	1	1	2	0	0	invxyz	hpot		-1
hp2	Light Healing Potion	1	1	2	0	0	invhp2	hpot		-1
&23	\orange;Mystic Orb	1	1	2	0	0	pearl1	asaa		-1
9xf	Fascia\nAmulet	1	1	2	0	0	invamu	amul		-1
bpl	Large Blue Potion	1	1	2	1	0	invbpl	mpot		-1
4oµ	Cube Reagent\n\orange;Oil of Enhancement	1	1	2	0	0	zelixir4	thng		-1
b@b	\red;Goodberry	1	1	2	0	0	cherries	hpot		-1
J8+	\orange;at the cost of wisdom \nSalvation comes \nSacred Shrine (2 Charges)	1	2	2	0	0	jbscross	thng		-1
9$a	\purple;Chipped Bloodstone	1	1	2	0	1	invgsca	gemp		-1
C2+	\orange;flows from within \nThe essence of life \nQuiet Shrine (8 Charges)	1	2	2	0	0	jbscross	thng		-1
&34	\orange;Mystic Orb	1	1	2	0	0	pearl2	asaa		-1
cm3	WARNING: HACKED ITEM\nGrand Charm	0	0	2	0	0	invsst	hpot		-1
27+	Total Character Defense Plus 1%	1	1	2	0	0	pearl1	asaa		-1
&a4	\orange;Mystic Orb	1	1	2	0	0	pearl3	asaa		-1
C3+	\orange;flows from within \nThe essence of life \nQuiet Shrine (7 Charges)	1	2	2	0	0	jbscross	thng		-1
E9+	\orange;is swift and sharp \nThe sword of justice \nWeird Shrine (1 Charge)	1	2	2	0	0	jbscross	thng		-1
!@B	\dgreen;Signet of Skill	1	1	2	0	0	sigil4B	poti		-1
r19	\purple;Fal Rune	1	1	2	0	41	invrFal	rune		-1
31+	+1% Experience Gained	1	1	2	0	0	pearl2	asaa		-1
B5+	\orange;be guided by fate \nThe hands of men may \nAbandoned Shrine (5 Charges)	1	2	2	0	0	jbscross	thng		-1
zog	\red;Life Pack	1	1	2	0	0	stonemars	poti		-1
gcy	\purple;Chipped Topaz	1	1	2	0	1	invgsya	gemt		-1
ne9	Cantor Trophy\nAmulet	1	1	2	0	0	invamu	amul		-1
45+	+5 Crafting Points	1	1	2	0	0	pearl3	asaa		-1
M8+	\orange;least expected \nRiches abound when \nSpiritual Shrine (2 Charges)	1	2	2	0	0	jbscross	thng		-1
ned	Overseer Skull\nAmulet	1	1	2	0	0	invamu	amul		-1
L6+	\orange;as one grows strong \nSome are weakened \nMysterious Shrine (4 Charges)	1	2	2	0	0	jbscross	thng		-1
