#code	name	spelldescstr	width	height	gentype	stackable	rlvl	rstr	rdex	1h2h	2h	1hMinDmg	1hMaxDmg	2hMinDmg	2hMaxDmg	throwMinDmg	throwMaxDmg	image	quest	type	sockettype	class
dog	Apple	Восстанавливает 1% жизни в секунду в течение 10 минут	1	1	2		0	0	0									newapple		poti		-1
dr01	Квестовый Предмет\n\gold;Depleted Riftstone (\green;1\gold;)	источник энергии, что позволит изучить его глубже...\nВозможно, смешав его с Arcane Crystal, удастся выпустить\n\nактиватор Rift'а, с которым вы так хорошо знакомы\nОн точно не из Санктуария, но при этом напоминает\n\nужасом от ощущения скрытой потусторонней энергии, проникающей из него\nКамень излучает лёгкое свечение. Удержание его в руке наполняет вас\n	1	1	2		0	0	0									DepletedRunestone		thng		-1
dr02	Квестовый Предмет\n\gold;Depleted Riftstone (\green;2\gold;)	Смешайте с Одним Arcane Crystal чтобы Зарядить\n	1	1	2		0	0	0									DepletedRunestone		thng		-1
dr03	Квестовый Предмет\n\gold;Depleted Riftstone (\green;3\gold;)	Смешайте с Одним Arcane Crystal чтобы Зарядить\n	1	1	2		0	0	0									DepletedRunestone		thng		-1
dr04	Квестовый Предмет\n\gold;Depleted Riftstone (\green;4\gold;)	Смешайте с Одним Arcane Crystal чтобы Зарядить\n	1	1	2		0	0	0									DepletedRunestone		thng		-1
dr05	Квестовый Предмет\n\gold;Depleted Riftstone (\green;5\gold;)	Смешайте с Одним Arcane Crystal чтобы Зарядить\n	1	1	2		0	0	0									DepletedRunestone		thng		-1
dr06	Квестовый Предмет\n\gold;Depleted Riftstone (\orange;6\gold;)	Смешайте с Двумя Arcane Crystal чтобы Зарядить\n	1	1	2		0	0	0									DepletedRunestone		thng		-1
dr07	Квестовый Предмет\n\gold;Depleted Riftstone (\orange;7\gold;)	Смешайте с Двумя Arcane Crystal чтобы Зарядить\n	1	1	2		0	0	0									DepletedRunestone		thng		-1
dr08	Квестовый Предмет\n\gold;Depleted Riftstone (\orange;8\gold;)	Смешайте с Двумя Arcane Crystal чтобы Зарядить\n	1	1	2		0	0	0									DepletedRunestone		thng		-1
dr09	Квестовый Предмет\n\gold;Depleted Riftstone (\orange;9\gold;)	Смешайте с Двумя Arcane Crystal чтобы Зарядить\n	1	1	2		0	0	0									DepletedRunestone		thng		-1
dr10	Квестовый Предмет\n\gold;Depleted Riftstone (\orange;10\gold;)	Смешайте с Двумя Arcane Crystal чтобы Зарядить\n	1	1	2		0	0	0									DepletedRunestone		thng		-1
dr11	Квестовый Предмет\n\gold;Depleted Riftstone (\red;11\gold;)	Смешайте с Тремя Arcane Crystal чтобы Зарядить\n	1	1	2		0	0	0									DepletedRunestone		thng		-1
dr12	Квестовый Предмет\n\gold;Depleted Riftstone (\red;12\gold;)	Смешайте с Тремя Arcane Crystal чтобы Зарядить\n	1	1	2		0	0	0									DepletedRunestone		thng		-1
dr13	Квестовый Предмет\n\gold;Depleted Riftstone (\red;13\gold;)	Смешайте с Тремя Arcane Crystal чтобы Зарядить\n	1	1	2		0	0	0									DepletedRunestone		thng		-1
dr14	Квестовый Предмет\n\gold;Depleted Riftstone (\red;14\gold;)	Смешайте с Тремя Arcane Crystal чтобы Зарядить\n	1	1	2		0	0	0									DepletedRunestone		thng		-1
dr15	Квестовый Предмет\n\gold;Depleted Riftstone (\red;15\gold;)	Смешайте с Тремя Arcane Crystal чтобы Зарядить\n	1	1	2		0	0	0									DepletedRunestone		thng		-1
dtm	\grey;Реагент Куба\n\orange;Темный Том 	\blue;+1 к Темному Порталу\n\grey;Смешайте с Классовым Талисманом для Добавления Бонуса\n	1	2	2		0	0	0									invdtm		thng		-1
ear	Ухо		1	1	2		0	0	0									invear		play		-1
ebx	Vial of Elder Blood		1	1	2		0	0	0									ElderVial		grtz		-1
eby	Dimensional Key		1	1	2		0	0	0									DimensionalKey		grtz		-1
ebz	Амулет		1	1	2		0	0	0									invamu		xxx4		-1
elx	Эликсир		1	1	2		0	0	0									invpot		elix		-1
et1	\red;Elixir of Concentration (Disabled)	Длит. Навыков (Де-)Баффа/Холода +25% на 30 секунд	1	1	2		0	0	0									invpob		hpot		-1
ey2	\red;Elixir of Experience (Disabled)	+100% Опыта на 30 секунд	1	1	2		0	0	0									invpog		hpot		-1
ey3	\red;Elixir of Greed (Disabled)	+150% Шанс Нахождения Магических Предметов на 30 секунд	1	1	2		0	0	0									invpoy		hpot		-1
ey4	\red;Elixir of Wealth (Disabled)	+300% к Нахождению Золота на 30 секунд	1	1	2		0	0	0									invxyz		hpot		-1
ey9	\red;Elixir of Adrenaline (Disabled)	Отменяет Текущий Таймер Навыков	1	1	2		0	0	0									invpotr		hpot		-1
eyz	Глаз		1	1	2		0	0	0									inveye		body		-1
flg	Флаг		1	2	2		0	0	0									invflag		body		-1
fng	Клык		1	1	2		0	0	0									invfang		body		-1
g$a	\purple;Chipped Onyx		1	1	2		1	0	0									invgsoa		gemq,gem0		-1
g$b	\purple;Flawed Onyx		1	1	2		5	0	0									invgsob		gemq,gem1		-1
g$c	\purple;Onyx		1	1	2		12	0	0									invgsoc		gemq,gem2		-1
g$d	\purple;Flawless Onyx		1	1	2		15	0	0									invgsod		gemq,gem3		-1
g$e	\purple;Perfect Onyx		1	1	2		18	0	0									invgsoe		gemq,gem4		-1
g34	Золотая птица		1	2	2		0	0	0									invgbi	19	ques		-1
gcb	\purple;Chipped Sapphire		1	1	2		1	0	0									invgsba		gems,gem0		-1
gcg	\purple;Chipped Emerald		1	1	2		1	0	0									invgsga		geme,gem0		-1
gcr	\purple;Chipped Ruby		1	1	2		1	0	0									invgsra		gemr,gem0		-1
gcv	\purple;Chipped Amethyst		1	1	2		1	0	0									invgsva		gema,gem0		-1
gcw	\purple;Chipped Diamond		1	1	2		1	0	0									invgswa		gemd,gem0		-1
gcy	\purple;Chipped Topaz		1	1	2		1	0	0									invgsya		gemt,gem0		-1
gfb	\purple;Flawed Sapphire		1	1	2		5	0	0									invgsbb		gems,gem1		-1
gfg	\purple;Flawed Emerald		1	1	2		5	0	0									invgsgb		geme,gem1		-1
gfr	\purple;Flawed Ruby		1	1	2		5	0	0									invgsrb		gemr,gem1		-1
gfv	\purple;Flawed Amethyst		1	1	2		5	0	0									invgsvb		gema,gem1		-1
gfw	\purple;Flawed Diamond		1	1	2		5	0	0									invgswb		gemd,gem1		-1
gfy	\purple;Flawed Topaz		1	1	2		5	0	0									invgsyb		gemt,gem1		-1
glb	\purple;Flawless Sapphire		1	1	2		15	0	0									invgsbd		gems,gem3		-1
gld	Золото		1	1	2	1	0	0	0									invgld		gold		-1
glg	\purple;Flawless Emerald		1	1	2		15	0	0									invgsgd		geme,gem3		-1
glr	\purple;Flawless Ruby		1	1	2		15	0	0									invgsrd		gemr,gem3		-1
glw	\purple;Flawless Diamond		1	1	2		15	0	0									invgswd		gemd,gem3		-1
gly	\purple;Flawless Topaz		1	1	2		15	0	0									invgsyd		gemt,gem3		-1
gpb	\purple;Perfect Sapphire		1	1	2		18	0	0									invgsbe		gems,gem4		-1
gpg	\purple;Perfect Emerald		1	1	2		18	0	0									invgsge		geme,gem4		-1
gpr	\purple;Perfect Ruby		1	1	2		18	0	0									invgsre		gemr,gem4		-1
gpv	\purple;Perfect Amethyst		1	1	2		18	0	0									invgsve		gema,gem4		-1
gpw	\purple;Perfect Diamond		1	1	2		18	0	0									invgswe		gemd,gem4		-1
gpy	\purple;Perfect Topaz		1	1	2		18	0	0									invgsye		gemt,gem4		-1
gsb	\purple;Sapphire		1	1	2		12	0	0									invgsbc		gems,gem2		-1
gsg	\purple;Emerald		1	1	2		12	0	0									invgsgc		geme,gem2		-1
gsr	\purple;Ruby		1	1	2		12	0	0									invgsrc		gemr,gem2		-1
gsv	\purple;Amethyst		1	1	2		12	0	0									invgsvc		gema,gem2		-1
gsw	\purple;Diamond		1	1	2		12	0	0									invgswc		gemd,gem2		-1
gsy	\purple;Topaz		1	1	2		12	0	0									invgsyc		gemt,gem2		-1
gzv	\purple;Flawless Amethyst		1	1	2		15	0	0									invgsvd		gema,gem3		-1
hnrx	Реагент Куба\n\orange;Mark of Infusion	\yellow;Mystic Orbs и имеют максимальное количество Гнезд\nПочетные Вещи не имеют Свойств, получают Двойной Бонус от\n\grey;Смешайте с Магическим Оружием/Броней для создания Honorific (Почетной) Вещи\n	1	1	2		0	0	0									cuscross		thng		-1
hp1	Minor Healing Potion	Нейтрализует Яд\nВосстанавливает 100% Жизни за 10 секунд	1	1	2		0	0	0									invhp1		hpot		-1
hp2	Light Healing Potion	Нейтрализует Яд\nВосстанавливает 100% Жизни за 9 секунд	1	1	2		0	0	0									invhp2		hpot		-1
hp3	Healing Potion	Нейтрализует Яд\nВосстанавливает 100% Жизни за 8 секунд	1	1	2		0	0	0									invhp3		hpot		-1
hp4	Greater Healing Potion	Нейтрализует Яд\nВосстанавливает 100% Жизни за 7 секунд	1	1	2		0	0	0									invhp4		hpot		-1
hp5	Super Healing Potion	Нейтрализует Яд\nВосстанавливает 100% Жизни за 6 секунд	1	1	2		0	0	0									invhp5		hpot		-1
hpf	FLYING POLAR BUFFALO ERROR		1	1	2		0	0	0									invrpl		hpot		-1
hpo	FLYING POLAR BUFFALO ERROR		1	1	2		0	0	0									invrps		hpot		-1
hrb	Herb		1	1	2		0	0	0									invhrb		herb		-1
hrn	Рог		1	1	2		0	0	0									invhorn		body		-1
hrt	Сердце		1	1	2		0	0	0									invhrt		body		-1
htor	\gold;Heroic Torch	Смешайте чтобы создать Class Charm	1	2	2		0	0	0									invtrch		thng		-1
ibk	Том Идентификации		1	2	2	1	0	0	0									invrbk		book		-1
ice	Необходимо для разморозки Ани\nЗелье Малах		1	1	2		0	0	0									invxyz	32	ques		-1
ir01	Квестовый Предмет\n\gold;Charged Riftstone (\green;1\gold;)	\dgrey;- Смешайте -\n	1	1	2		0	0	0									ChargedRunestoneG		thng		-1
ir02	Квестовый Предмет\n\gold;Charged Riftstone (\green;2\gold;)	\dgrey;- Смешайте -\n\n\green;Могут появляться Герои\n\n\grey;Урон: +10%\nЖизнь: +20%\n	1	1	2		0	0	0									ChargedRunestoneG		thng		-1
ir03	Квестовый Предмет\n\gold;Charged Riftstone (\green;3\gold;)	\dgrey;- Смешайте -\n\n\grey;Могут появляться Герои\n\green;Нельзя Заморозить\n\n\grey;Урон: +20%\nЖизнь: +40%\n	1	1	2		0	0	0									ChargedRunestoneG		thng		-1
ir04	Квестовый Предмет\n\gold;Charged Riftstone (\green;4\gold;)	\dgrey;- Смешайте -\n\n\grey;Могут появляться Герои\n\green;Иммунитет к Контролю Толпы (Crowd Control), Макс. Замедление: 25%\n\grey;Нельзя Заморозить\n\nУрон: +30%\nЖизнь: +60%\n	1	1	2		0	0	0									ChargedRunestoneG		thng		-1
ir05	Квестовый Предмет\n\gold;Charged Riftstone (\green;5\gold;)	\dgrey;- Смешайте -\n\n\grey;Могут появляться Герои\nИммунитет к Контролю Толпы (Crowd Control), Макс. Замедление: 25%\n\green;Иммунитет к Сокрушительному Удару, Действие Яда на 50% Короче\n\grey;Нельзя Заморозить\n\nУрон: +40%\nЖизнь: +80%\n	1	1	2		0	0	0									ChargedRunestoneG		thng		-1
ir06	Квестовый Предмет\n\gold;Charged Riftstone (\orange;6\gold;)	\dgrey;- Смешайте -\n\n\grey;Могут появляться Герои и Чемпионы\nИммунитет к Контролю Толпы (Crowd Control), Макс. Замедление: 25%\nИммунитет к Сокрушительному Удару, Действие Яда на 50% Короче\n\green;60% Поглощение Огня, Холода и Молнии\n\grey;Нельзя Заморозить\n\nУрон: +50%\nЖизнь: +100%\n	1	1	2		0	0	0									ChargedRunestoneY		thng		-1
ir07	Квестовый Предмет\n\gold;Charged Riftstone (\orange;7\gold;)	\dgrey;- Смешайте -\n\n\grey;Могут появляться Герои и Чемпионы\nИммунитет к Контролю Толпы (Crowd Control), Макс. Замедление: 25%\nИммунитет к Сокрушительному Удару, Действие Яда на 50% Короче\n\green;Брешь в Пространстве, +10% Плотность Монстров\n\grey;60% Поглощение Огня, Холода и Молнии\nНельзя Заморозить\n\nУрон: +60%\nЖизнь: +120%\n	1	1	2		0	0	0									ChargedRunestoneY		thng		-1
ir08	Квестовый Предмет\n\gold;Charged Riftstone (\orange;8\gold;)	\dgrey;- Смешайте -\n\n\grey;Могут появляться Герои и Чемпионы\nИммунитет к Контролю Толпы (Crowd Control), Макс. Замедление: 25%\nИммунитет к Сокрушительному Удару, Действие Яда на 50% Короче\nБрешь в Пространстве, +10% Плотность Монстров\n60% Поглощение Огня, Холода и Молнии\n\green;Кража Жизни/Маны на 60% хуже\n\grey;Нельзя Заморозить\n\n\grey;Урон: +70%\nЖизнь: +140%\n	1	1	2		0	0	0									ChargedRunestoneY		thng		-1
ir09	Квестовый Предмет\n\gold;Charged Riftstone (\orange;9\gold;)	\dgrey;- Смешайте -\n\n\grey;Могут появляться Герои и Чемпионы\nИммунитет к Контролю Толпы (Crowd Control), Макс. Замедление: 25%\nИммунитет к Сокрушительному Удару, Действие Яда на 50% Короче\nБрешь в Пространстве, +10% Плотность Монстров\n60% Поглощение Огня, Холода и Молнии\nКража Жизни/Маны на 60% хуже\n\green;+70% к Скорости Передвижения\nИммунитет к Проклятиям\n\grey;Нельзя Заморозить\n\n\grey;Урон: +80%\nЖизнь: +160%\n	1	1	2		0	0	0									ChargedRunestoneY		thng		-1
ir10	Квестовый Предмет\n\gold;Charged Riftstone (\orange;10\gold;)	\dgrey;- Смешайте -\n\n\grey;Могут появляться Герои и Чемпионы\nИммунитет к Контролю Толпы (Crowd Control), Макс. Замедление: 25%\nИммунитет к Сокрушительному Удару, Действие Яда на 50% Короче\nБрешь в Пространстве, +10% Плотность Монстров\n60% Поглощение Огня, Холода и Молнии\nКража Жизни/Маны на 60% хуже\n+70% к Скорости Передвижения\n\green;Монстры не оставляют Трупы\n\grey;Иммунитет к Проклятиям\nНельзя Заморозить\n\nУрон: +90%\nЖизнь: +180%\n	1	1	2		0	0	0									ChargedRunestoneY		thng		-1
ir11	Квестовый Предмет\n\gold;Charged Riftstone (\red;11\gold;)	\dgrey;- Смешайте -\n\n\grey;Могут появляться Герои, Чемпионы и Соверены\nИммунитет к Контролю Толпы (Crowd Control), Макс. Замедление: 25%\nИммунитет к Сокрушительному Удару, Действие Яда на 50% Короче\n\grey;Брешь в Пространстве, +10% Плотность Монстров\n60% Поглощение Огня, Холода и Молнии\nКража Жизни/Маны на 60% хуже\n+70% к Скорости Передвижения\nМонстры не оставляют Трупы\nИммунитет к Проклятиям\nНельзя Заморозить\n\green;Усиленные Навыки\n\nРазмер Групп: +20%\n\grey;Урон: +100%\nЖизнь: +200%\n	1	1	2		0	0	0									ChargedRunestoneR		thng		-1
ir12	Квестовый Предмет\n\gold;Charged Riftstone (\red;12\gold;)	\dgrey;- Смешайте -\n\n\grey;Могут появляться Герои, Чемпионы и Соверены\nИммунитет к Контролю Толпы (Crowd Control), Макс. Замедление: 25%\nИммунитет к Сокрушительному Удару, Действие Яда на 50% Короче\n\green;Уменьшают Ваши Шансы Блока и Избегания при Ударе\n\grey;Брешь в Пространстве, +10% Плотность Монстров\n60% Поглощение Огня, Холода и Молнии\nКража Жизни/Маны на 60% хуже\n+70% к Скорости Передвижения\nМонстры не оставляют Трупы\nИммунитет к Проклятиям\nНельзя Заморозить\nУсиленные Навыки\n\nРазмер Групп: +20%\nУрон: +110%\nЖизнь: +220%\n	1	1	2		0	0	0									ChargedRunestoneR		thng		-1
ir13	Квестовый Предмет\n\gold;Charged Riftstone (\red;13\gold;)	\dgrey;- Смешайте -\n\n\grey;Могут появляться Герои, Чемпионы и Соверены\nИммунитет к Контролю Толпы (Crowd Control), Макс. Замедление: 25%\nИммунитет к Сокрушительному Удару, Действие Яда на 50% Короче\nУменьшают Ваши Шансы Блока и Избегания при Ударе\n\green;200% Физического Урона добавляется как Стихийный\n\grey;Брешь в Пространстве, +10% Плотность Монстров\n60% Поглощение Огня, Холода и Молнии\nКража Жизни/Маны на 60% хуже\n+70% к Скорости Передвижения\nМонстры не оставляют Трупы\nИммунитет к Проклятиям\nНельзя Заморозить\nУсиленные Навыки\n\nРазмер Групп: +20%\nУрон: +120%\nЖизнь: +240%\n	1	1	2		0	0	0									ChargedRunestoneR		thng		-1
ir14	Квестовый Предмет\n\gold;Charged Riftstone (\red;14\gold;)	\dgrey;- Смешайте -\n\n\grey;Могут появляться Герои, Чемпионы и Соверены\nИммунитет к Контролю Толпы (Crowd Control), Макс. Замедление: 25%\nИммунитет к Сокрушительному Удару, Действие Яда на 50% Короче\nУменьшают Ваши Шансы Блока и Избегания при Ударе\n200% Физического Урона добавляется как Стихийный\nБрешь в Пространстве, +10% Плотность Монстров\n\green;Пробивание Стихийных Сопротивлений на 100%\n\grey;60% Поглощение Огня, Холода и Молнии\nКража Жизни/Маны на 60% хуже\n+70% к Скорости Передвижения\nМонстры не оставляют Трупы\nИммунитет к Проклятиям\nНельзя Заморозить\nУсиленные Навыки\n\nРазмер Групп: +20%\nУрон: +130%\nЖизнь: +260%\n	1	1	2		0	0	0									ChargedRunestoneR		thng		-1
ir15	Квестовый Предмет\n\gold;Charged Riftstone (\red;15\gold;)	\dgrey;- Смешайте -\n\n\grey;Могут появляться Герои, Чемпионы и Соверены\nИммунитет к Контролю Толпы (Crowd Control), Макс. Замедление: 25%\nИммунитет к Сокрушительному Удару, Действие Яда на 50% Короче\nУменьшают Ваши Шансы Блока и Избегания при Ударе\n200% Физического Урона добавляется как Стихийный\nБрешь в Пространстве, +10% Плотность Монстров\nПробивание Стихийных Сопротивлений на 100%\n60% Поглощение Огня, Холода и Молнии\nКража Жизни/Маны на 60% хуже\n+70% к Скорости Передвижения\nМонстры не оставляют Трупы\nИммунитет к Проклятиям\nНельзя Заморозить\nУсиленные Навыки\n\green;Nemesis\n\n\grey;Размер Групп: +20%\nУрон: +150%\nЖизнь: +300%\n	1	1	2		0	0	0									ChargedRunestoneR		thng		-1
ir81	\orange;Occult Effigy\nCelestial Wind	\blue;+10 Требуемый Уровень\nУстанавливает Скорость Передвижения в 40%\n\grey;Смешайте с Ботинками для Добавления Бонуса\n\nРеагент Куба	1	1	2		0	0	0									OccultOrb		thng		-1
ir82	\orange;Occult Effigy\nSigil of Absolution	\blue;(Макс. 2 Использования на одном Предмете)\nТребования +25%\n-5 Требуемый Уровень\n\grey;Смешайте с Любым Оружием/Броней для Добавления Бонуса\n\nРеагент Куба	1	1	2		0	0	0									OccultOrb		thng		-1
ir83	\orange;Occult Effigy\nPath of Brutality	\blue;+10 Требуемый Уровень\nПревращает каждое +1 ко Всем Навыкам в +4% к Смертельному Удару\n\grey;Смешайте с Любым Кольцом/Амулетом для Добавления Бонуса\n\nРеагент Куба	1	1	2		0	0	0									OccultOrb		thng		-1
ir84	\orange;Occult Effigy\nEmpyrean Touch	\blue;+10 Требуемый Уровень\nВещь Становится Неземной (Ethereal)\n\grey;Смешайте с Любым Оружием/Броней для Добавления Бонуса\n\nРеагент Куба	1	1	2		0	0	0									OccultOrb		thng		-1
ir85	\orange;Occult Effigy\nElemental Ire	\blue;+10 Требуемый Уровень\nДобавляет 75-125 Урона Молнией\nДобавляет 75-125 Урона Огнём\n\grey;Смешайте с Колчаном для Добавления Бонуса\n\nРегаент Куба	1	1	2		0	0	0									OccultOrb		thng		-1
ir86	\orange;Occult Effigy\nBreath of Thaumaturgy	\blue;+25 Требуемый Уровень\nВещь можно Улучшить снова\n\grey;Смешайте с Улучшенным (Blessed) Крафтовым Оружием/Броней для Добавления Бонуса\n\nРеагент Куба	1	1	2		0	0	0									OccultOrb		thng		-1
ir87	\orange;Occult Effigy\nElemental Dominion	\blue;+10 Требуемый Уровень\nДобавляет 150-250 Урона Холодом\nДобавляет 150-250 Урона Молнией\nДобавляет 150-250 Урона Огнём\n\grey;Смешайте с Оружием Без Гнёзд для Добавления Бонуса\n\nРеагент Куба	1	1	2		0	0	0									OccultOrb		thng		-1
ir88	\orange;Occult Effigy\nArcane Hunger	\blue;+10 Требуемый Уровень\n(Макс. 1 Раз на 1 Предмет)\nНельзя Извлечь Содержимое Гнёзд\nВся Кража Жихни превращается в +25% к Урону Заклинаний\n\grey;на котором минимум 15% Кражи Жизни, для Добавления Бонуса\nСмешайте с Одноручным Оружием,\n\nРеагент Куба	1	1	2		0	0	0									OccultOrb		thng		-1
ir91	Квестовый Предмет\n\gold;Dream Fragment (1)	И самое важное: с какой целью?\n\nпоходили на наше. Интересно, что за жуткое колдовство тут замешано.\nПохоже, они терраформируют эти измерения, чтобы они\nОднако, создания, с которыми я тут столкнулся, точно не из Санктуария.\n\nЭти миры одновременно похожи и различны.\n	1	1	2		0	0	0									DreamFragment		thng		-1
ir92	Квестовый Предмет\n\gold;Dream Fragment (2)	Узрите же, Праотцы. Того, кто жил с честью и умер как дурак.\n\nкоторая находится на линии между небом и Arreat Summit.\nНичего особо не понял, но выделенная звезда привлекла моё внимание,\nОдин из убитых магов держал при себе фрагмент свитка.\n\nне слушая советов. Эта неподготовленность станет моим концом.\nЯ вошел в Rift как импульсивный глупец, в поисках славы и.\nГрязь быстро рассыпается перед моим топором, но ей не видно конца.\n	1	1	2		0	0	0									DreamFragment		thng		-1
ir93	Квестовый Предмет\n\gold;Dream Fragment (3)	наихудшего исхода мои собратья были подготовлены.\nЯ запечтлеваю это знание в своей сущности, чтобы в случае\n\nне помогло тем чудищам, которые отказались общаться.\nчтобы начать немного понимать их язык. Но это\nМне удалось вобрать достаточно душ этих существ,\n\nТрудно сосредоточиться, когда нити времени спутаны в клубок.\nдало, наконец, сегодня свои плоды. Или это было вчера?\nПутешествие по запутанному лабиринту сквозь время и пространство\n	1	1	2		0	0	0									DreamFragment		thng		-1
ir94	Квестовый Предмет\n\gold;Dream Fragment (4)	Клююча недостаточно! Сначала Дверь, а потом Команда. Да! Да!\n\nОчень мощное, очень сильное. Жить! Жить! Без бооли и я обещание сдержать!\n\nКое-что для тебя деелаю я. Ещё раз, не убивать Gharbad, жить и дать хорошо\n\nПожаалуйста, не бить, не убивать. Выживи, и в следующий раз дать тебе хорошее.\n	1	1	2		0	0	0									DreamFragment		thng		-1
ir95	Квестовый Предмет\n\gold;Dream Fragment (5)	Не. Подведи. Меня.\n\nлюбой ценой.\nЕсли он провалит задание, ты должен защитить Конклав\n\nсделать его открытым для контратаки.\nвскоре он открыто нападёт на их мир. Это может\nУ Samael'я свои приказы, но он безрассуден Несомненно,\n\nТы воплотишь вторую фазу моего плана.\n\nPhoboss,\n	1	1	2		0	0	0									DreamFragment		thng		-1
ir96	Квестовый Предмет\n\gold;Star Chart (1)	Схему нельзя прочесть, пока она не будет восстановлена\n\nКусок свитка, на котором изображено ночное небо\n	1	1	2		0	0	0									StarChart1		thng		-1
ir97	Квестовый Предмет\n\gold;Star Chart (2)	Схему нельзя прочесть, пока она не будет восстановлена\n\nКусок свитка, на котором изображено ночное небо\n	1	1	2		0	0	0									StarChart2		thng		-1
ir98	Квестовый Предмет\n\gold;Star Chart (3)	Схему нельзя прочесть, пока она не будет восстановлена\n\nКусок свитка, на котором изображено ночное небо\n	1	1	2		0	0	0									StarChart3		thng		-1
ir99	Квестовый Предмет\n\gold;Star Chart (4)	Схему нельзя прочесть, пока она не будет восстановлена\n\nКусок свитка, на котором изображено ночное небо\n	1	1	2		0	0	0									StarChart4		thng		-1
ir9X	Квестовый Предмет\n\gold;Completed Star Chart	Лабиринта может дать больше информации\nДальнейшее исследование сильнейших обитателей\n\nДолжно быть, свиток - это путь в этот мир, но инструкции вам пока неясны\n\n\dgrey;|\?_   &SQ' ZV'' VZ'''    _>/-   NY.***UN XZ.**UN WS\/T.*UN\n\n\grey;Одно из небесных тел обведено красным, рядом написана строка из рун:\nНа полной схеме изображено крайне детализированное ночное небо\n	2	2	2		0	0	0									completedchart		thng		-1
isc	Свиток Идентификации		1	1	2		0	0	0									invrsc		scro		-1
j34	Нефритовая статуэтка		1	2	2		0	0	0									invjbi	19	ques		-1
jaw	Челюсть		1	1	2		0	0	0									invjaw		body		-1
jew	Jewel		1	1	2		0	0	0									invgswe		jewl		-1
k@k	The Book of Lies		1	1	2		0	0	0									invsbk2		grtz		-1
kazm	\grey;Квестовый Предмет\n\gold;Key of Sin	\blue;Открывает Портал в The Realm of Sin...	1	2	2		115	0	0									invmph		key		-1
kbel	\grey;Квестовый Предмет\n\gold;Key of Lies	\blue;Открывает Портал в The Realm of Lies...	1	2	2		125	0	0									invmph		key		-1
key	Ключ		1	1	2	1	0	0	0									invkey		key		-1
kfau	\grey;Квестовый Предмет\n\gold;Mind Warp	\blue;Открывает Портал в Fauztinville...	1	1	2		125	0	0									invrsc		key		-1
kpac	\orange;Вишня		1	1	2		120	0	0									cherries		thng		-1
ktax	\orange;Пульсирующий Осколок Камня Мира	\yellow;- Смешать -\n\white;создадим новый мир, и наши дети будут знать лишь мир.''\n''...и поэтому наши братья не найдут нас здесь. Мы\n\n\dgrey;обрывками воспоминаний из древних времен\nКасаясь кристалла, ваш разум наполняется	1	1	2		0	0	0									invss1		thng		-1
ktbx	\orange;Пульсирующий Осколок Камня Мира	\yellow;- Смешать -\n\white;...не более, чем попытка объяснить непостижимое.''\n''Завесой? Конечно же, Инариус, ты не поддался пророчествам Итераэля.\n\nи опасностей, подстерегающих за Завесой.''\n''Санктуарий. Навсегда избавленный от Вечного Конфликта	1	1	2		0	0	0									invss1		thng		-1
ktcx	\orange;Пульсирующий Осколок Камня Мира	\yellow;- Смешать -\n\white;Эти миры - лишь песчинка в песках вселенной.''\n''Лилит... Небеса, Преисподняя, Санктуарий.\n\nЧто было прежде, не имеет значения!''\n''Камень был, есть и будет центром наших миров.	1	1	2		0	0	0									invss1		thng		-1
ktdx	\orange;Пульсирующий Осколок Камня Мира	\yellow;- Смешать -\n\white;что обитает за пределами нашего понимания.''\nнас в море возможностей, но мы не можем знать наверняка\nКамень Мира существовал с Начала Времен и защищал\n''Существует куда больше миров, чем где мы бывали.	1	1	2		0	0	0									invss1		thng		-1
ktex	\orange;Пульсирующий Осколок Камня Мира	\yellow;- Смешать -\n\white;Этот осколок - ключ, его полный потенциал должен быть раскрыт.\n\nоно раскрыло всех нас еще большей угрозе.\nСанктуарий прямому влиянию Небес и Преисподней -\nУничтожение Камня Мира не только подвергло\n\n\dgrey;...	1	1	2		0	0	0									invss1		thng		-1
ktfx	\orange;Пульсирующий Осколок Камня Мира	То, что есть осколок духа в земле Бесформенной\n\nТо, чего много и что может очистить душу\n\nТо, что есть у брата, спасителя и жертвы\n\nТо, что может олицетворять их сына и его последователя\n\nТо, что содержит писания бытия	1	1	2		0	0	0									invss1		thng		-1
ktgx	\orange;Пульсирующий Кристалл Камня Мира	И Путь расчистится, будьте готовы\n\nПо одной Великой Руне из Фаузтинвилля\n4 Великие Печати Обучения\nТеперь в него нужно вдохнуть Знания и Силы\n\n\dgrey;Кристалл Камня Мира перевыкован	1	1	2		0	0	0									invss3		thng		-1
ktor	\grey;Квестовый Предмет\n\gold;Edyrem's Time-Travel	\blue;Открывает Портал в Toraja...	1	1	2		125	0	0									invrsc		thng		-1
ktox	\grey;Квестовый Предмет\n\gold;Dimensional Link	\red;Работает только в 5-ом Акте\n\blue;Открывает портал в Edge of Nothingness...	1	1	2		135	0	0									invrsc		thng		-1
kvoi	\grey;Квестовый Предмет\n\gold;Abyss Gate	\blue;Открывает портал в The Void...	1	1	2		130	0	0									invrsc		thng		-1
l@l	\grey;Квестовый Предмет\n\gold;Skinrender's Sigil	DescDuncraigRules	1	1	2		0	0	0									ring01		thng		-1
lok	Crystalline Flame Medallion		1	1	2		0	0	0									invvip		grtz		-1
luv	Ключ от Черной башни		1	2	2		0	0	0									invmph	20	key		-1
