Name	complete	* status	itype1	itype2	itype3	itype4	itype5	itype6	etype1	etype2	etype3	Rune1	Rune2	Rune3	Rune4	Rune5	Rune6	T1Code1	T1Param1	T1Min1	T1Max1	T1Code2	T1Param2	T1Min2	T1Max2	T1Code3	T1Param3	T1Min3	T1Max3	T1Code4	T1Param4	T1Min4	T1Max4	T1Code5	T1Param5	T1Min5	T1Max5	T1Code6	T1Param6	T1Min6	T1Max6	T1Code7	T1Param7	T1Min7	T1Max7	Rune Name	server	eol
Khattak	1		nagi									rx08						extra-ltng		51	75	dmg%		200	200	swing3		100	100	dmg-max		100	100	balance3		100	100	uninterrupt		100	100					Khattak		0
Ram	1		bswd	baxe								rx10						dmg%		172	200	oskill	643	16	32	str%		31	40	bar		2	6	str		101	150	dmg-stun		125	125					Ram		0
Essus	1		bswd	baxe								rx22						dmg%		199	199	dmg-max		250	250	oskill	688	16	23	stupidity		2	6	hp%		31	40									Essus		0
Thunderbird	1		bswd	baxe								rx32						att-skill	807	50	46	dmg%		144	171	att-skill	680	15	61	extra-ltng		46	55	pierce-ltng		20	20	ease		-40	-40	res-ltng		75	75	Thunderbird		0
Peacock	1		dbow									rx13						dmg%		190	190	dmg-elem	50	84	167	res-courage		125	125	slow		35	35													Peacock		0
Lynx	1		dbow									rx27						dmg%		172	200	kill-skill	510	4	31	swing3		66	66	dmg-max		222	222	str%		41	50	dex%		41	50					Lynx		0
Sylvanshine	1		dbow									rx33						dmg%		172	200	dmg-max		251	375	dex		150	150	manasteal		31	35	kill-skill	701	25	52	dmg-cold	125	334	417					Sylvanshine		0
Ocean	1		dstf									rx05						gethit-skill	702	20	61	dru		2	5	extra-cold		18	33	regen-mana		41	60	mag%		40	40	all-stats		66	100					Ocean		0
Samhain	1		dstf									rx12						extra-pois		46	50	extra-fire		46	50	dru		8	12	heal-kill		101	250	cast3		60	60	regen		310	380					Samhain		0
Augur	1		dstf									rx20						addxp		4	4	oskill	569	21	46	oskill	570	21	46	dru		5	12	all-stats%		31	40	mag%		50	50	ac/lvl	640	640	640	Augur		0
Lincos	1		dstf									rx29						enr%		41	50	dru		8	11	oskill	473	42	48	pierce-fcp		40	40	regen-mana		31	50	res-all-max		2	2					Lincos		0
Black Cat	1		nscy									rx02						att%		225	225	hp		700	700	dmg%		172	200	mag%		-17	-17	att-skill	530	20	61	kill-skill	553	35	60	crush		10	15	Black Cat		0
Mantra	1		nscy									rx13						dex		105	105	str		125	125	dmg%		144	171	dmg-pois	25	2560	5120	pierce-pois		60	60	res-pois-len		175	175	dmg-stun		100	100	Mantra		0
Chthon	1		nscy									rx29						kill-skill	612	30	14	dmg-global		150	150	kill-skill	500	15	27	dmg%		172	200	dmg-max		125	125									Chthon		0
Loa	1		nknf									rx05						dmg%		172	200	manasteal		61	75	reanimate	2288	15	15	light		2	2	dmg-max		100	100									Loa		0
Jinx	1		nknf									rx13						dmg%		144	171	dex		200	200	addxp		7	7	hit-skill	346	30	16													Jinx		0
Misery	1		nknf									rx23						dmg%		172	200	heal-hit		21	25	slow		31	40	oskill	331	31	42	dmg-pois	25	640	1280	nec		1	4	hp		500	500	Misery		0
Deep Water	1		nstf									rx06						nec		9	12	extra-all		51	75	res-all		101	150	oskill	706	25	41													Deep Water		0
Ladon	1		nstf									rx25						res-fire		101	150	nec		8	10	oskill	564	21	34	extra-fire		36	60	oskill	453	21	34	red-dmg		100	100					Ladon		0
Koan	1		wand									rx09						regen-mana		100	100	gold%		-7	-7	nec		4	6	avoidance		15	15													Koan		0
Ghoul	1		wand									rx20						addxp		5	5	maxminions		1	1	extra-cold		39	39	nec		3	4	oskill	567	21	32									Ghoul		0
Genie	1		nxbw									rx08						oskill	521	21	21	dmg%		172	200	slow		31	40	hit-skill	1002	10	41	nec		2	3	reanimate	915	5	10					Genie		0
Atlantis	1		nxbw									rx19						dex		80	80	kill-skill	473	22	60	str		60	60	dmg%		144	200	mana%		33	33	dmg-global		51	100	gold%		30	30	Atlantis		0
Aether	1		nxbw									rx31						dmg%		196	196	manasteal		21	25	avoidance		20	20	ignore-ac		1	1	str%		51	60	kill-skill	563	25	36					Aether		0
Jihad	1		pclb	pmac	pham							rx05						dmg-max		101	125	dmg%		144	171	uninterrupt		41	50	dmg-demon		300	300	kill-skill	37	20	48	pal		1	4	swing3		45	45	Jihad		0
Intifada	1		pclb	pmac	pham							rx15						dmg%		172	200	att-skill	595	15	41	no-ac		-100	-100	crush		25	25	dmg-minion		101	150	hp-minion		-50	-50					Intifada		0
Lammasu	1		pclb	pmac	pham							rx25						res-cold		31	50	dmg-stun		250	250	extra-all		26	30	slow		40	40	swing3		80	80	pal		2	5	res-all-minion		50	50	Lammasu		0
Nehushtan	1		pspe									rx27						dmg%		172	200	dmg-pois	25	5120	15360	pierce-pois		25	30	swing3		-25	-25	att-skill	81	33	61	light		-3	-3					Nehushtan		0
Circe	1		orb									rx11						enr%		61	75	oskill	96	24	24	pagan2		3	3	extra-pois		44	44	extra-ltng		44	44									Circe		0
Ker	1		orb									rx20						addxp		5	5	oskill	1109	11	25	oskill	57	11	25	extra-cold		36	40	extra-pois		36	40	mana%		41	50					Ker		0
Inanna	1		scrd									rx12						dmg%		190	190	res-all		61	80	slow		50	50	uninterrupt		61	80	heal-melee		201	250									Inanna		0
Shamo	1		nagi									rx16						oskill	884	21	30	att-skill	889	20	41	dmg%		143	143	dmg-max		125	125	swing3		80	80	wirts		99	99					Shamo		0
Amok	1		bow									rx09						oskill	890	26	42	dmg%		200	200	swing3		60	60	heal-hit		5	5	kill-skill	511	3	17	pierce-cold		25	25	pierce-ltng		25	25	Amok		0
Gharaniq	1		bswd	baxe								rx33						oskill	881	6	19	dmg%		172	200	dmg-norm		125	125	dmg-minion		71	75	str		81	100	dex		201	250	bar		3	4	Gharaniq		0
Hornet	1		bow									rx17						oskill	903	21	32	dmg%		172	200	dmg-norm		100	125	dmg-pois	25	256	512	dex%		21	40									Hornet		0
Nyx	1		bow									rx26						dmg%		115	143	dmg-norm		7	200	oskill	969	12	35	howl		10	10	lifesteal		41	50	aura	284	40	40	desc-bottom	11303	4	4	Nyx		0
Ljosalf	1		staf									rx30						oskill	833	46	49	extra-fire/lvl	20	20	20	allskills		7	10	getatt-skill	981	25	41	regen		250	250	res-all		82	86					Ljosalf		0
Titanomachia	1		aspe									rx24						dmg%		190	190	dmg-max		251	275	att-skill	980	25	19	dmg-ltng		1	250	str		150	150	red-dmg%		15	15	dmg-stun		200	200	Titanomachia		0
Quaoar	1		pclb	pmac	pham							rx29						dmg%		172	200	dmg-norm		63	188	att-skill	982	20	36	nofreeze		1	1	heal-hit		8	8	hp%		25	25					Quaoar		0
Vertigo	1		orb									rx22						sor		4	5	cast3		75	75	extra-ltng		21	25	extra-cold		21	40	att-skill	54	100	7	dmg-to-mana		42	46					Vertigo		0
Eurynome	1		nstf									rx17						nec		8	10	oskill	454	31	41	extra-fire		51	63	dmg-minion		180	180	hp-minion		-75	-75	enr		100	100	vit		-40	-40	Eurynome		0
Riot	1		h2h									rx22						dmg%		144	171	dmg-norm		63	125	oskill	977	21	40	crush		15	15	ass		2	4	uninterrupt		50	50	ac-global		101	150	Riot		0
Resheph	1		pspe									rx32						dmg%		197	197	pierce-pois		49	54	pal		5	7	swing3		-25	-25	dmg-pois	25	128	256	slow		30	30	ease		-50	-50	Resheph		0
Gravastar	1		orb									rx29						sor		6	7	slow-thorns		50	50	extra-cold		21	30	oskill	340	21	37	light		-3	-3	res-cold		101	125					Gravastar		0
Brocken	1		scrd									rx24						dmg%		172	200	dmg-norm		125	188	reanimate	1423	3	3	sor		4	7	ac-global		101	150	att-skill	708	10	51	oskill	363	21	29	Brocken		0
Carabosse	1		h2h									rx15						extra-fire		26	30	cast3		60	60	extra-ltng		26	30	enr		101	175	ass		2	4	dex		50	50	oskill	1002	31	50	Carabosse		0
Patriot	1		tkni									rx02						dmg%		172	200	dmg-fire		139	278	pierce-fire		31	60	pierce-pois		31	60	str		-25	-25									Patriot		0
Fennec	1		taxe									rx20						dmg%		144	171	dmg-minion		121	130	light		-2	-2	res-all-minion		75	75	res-all		71	80	bar		2	2					Fennec		0
Quantum	1		tkni									rx30						swing3		75	75	extra-fire		21	25	kill-skill	710	10	42	pierce-pois		25	30	ass		4	5	pierce-fire		25	30	pierce-ltng		25	30	Quantum		0
Lemuria	1		nscy									rx20						dmg%		200	200	dmg-max		126	250	oskill	18	21	28	reanimate	2273	3	4	reanimate	1517	3	4	swing3		45	45	dmg-minion		-40	-40	Lemuria		0
Aspect	1		abow									rx13						dmg-fire		375	375	dmg-cold		375	375	dmg-ltng		375	375	swing3		100	100													Aspect		0
Instinct	1	Y	axe									rx27						dmg%		172	200	dmg-max		80	125	motw-phys		80	100	dru		6	6	swing3		40	40	pierce-fire		50	50	extra-fire		56	70	Instinct		0
Cheetah	1		taxe									rx02						att%		250	250	dmg%		172	200	move3		10	10	dmg-minion		81	90	att%-minion		125	125	kill-skill	513	10	35				9	Cheetah		0
Chrysopelea	1		tkni									rx10						dmg%		172	200	dmg-min		76	100	kill-skill	469	20	60	pierce-pois		31	60	poison-dur		21	25									Chrysopelea		0
Dajjal	1		tkni									rx20						addxp		7	7	kill-skill	564	8	32	dmg%		144	171	dmg/lvl	32	32	32	heal-hit		6	10	swing3		60	60	balance3		60	60	Dajjal		0
Manitou	1		taxe									rx30						dmg%		172	200	kill-skill	386	25	62	extra-fire		26	38	dmg-max		101	150	all-stats		100	100	bar		4	4	ac/lvl	640	640	640	Manitou		0
Raid	1		jave									rx10						dmg%		144	171	ignore-ac		1	1	mana-kill		100	100	oskill	346	10	20	dmg-minion		101	150	ama		2	5					Raid		0
Hastata	1		jave									rx20						dmg%		144	171	hit-skill	101	2	9	dmg-max		167	167	dex		51	60	pierce-fire		25	30	att%		201	250	heal-kill		101	125	Hastata		0
HasteZ	1		jave									rx30						dmg%		172	285	dmg-norm		63	125	block3		75	75	balance3		30	30	kill-skill	496	5	45	regen		123	123	skill-dur		40	40	HasteZ		0
Ensi	1		pspe									rx12						dmg%		172	200	att-skill	699	40	60	swing3		100	100	dmg-fire		250	375	stupidity		2	3									Ensi		0
NewKodiak	1	Y	axe									r38						dmg%		141	170	dmg-global/lvl		32	32	dmg-min		21	50	swing3		40	40	cd-reduce	395	50	50	lifesteal		11	25	crush		11	25	Instinct		0
Memory	1	Y	glov									r47	r52					allskills		1	1	enr-factor		20	40	pierce-all		8	8	extra-all		5	5	regen		1000	1000									Memory		
