Name	complete	* status	itype1	itype2	itype3	itype4	itype5	itype6	etype1	etype2	etype3	Rune1	Rune2	Rune3	Rune4	Rune5	Rune6	T1Code1	T1Param1	T1Min1	T1Max1	T1Code2	T1Param2	T1Min2	T1Max2	T1Code3	T1Param3	T1Min3	T1Max3	T1Code4	T1Param4	T1Min4	T1Max4	T1Code5	T1Param5	T1Min5	T1Max5	T1Code6	T1Param6	T1Min6	T1Max6	T1Code7	T1Param7	T1Min7	T1Max7	Rune Name	server	eol
Chrysopelea	1		tkni									jew	r10	r98				extra-cold		-3	-3	dmg%		172	200	dmg-min		76	100	kill-skill	469	25	48	pierce-pois		31	60	poison-dur		41	50	wounds/lvl	20	20	20	Chrysopelea		0
Dajjal	1		tkni									jew	r20	r98				addxp		80	80	kill-skill	564	10	32	dmg%		144	171	dmg/lvl	32	32	32	heal-hit		6	10	swing3		60	60	balance3		60	60	Dajjal		0
Manitou	1		taxe									jew	r30	r98				dmg%		172	200	kill-skill	386	30	62	extra-fire		26	38	dmg-max		101	150	all-stats		100	100	bar		4	5	ac/lvl	640	640	640	Manitou		0
Raid	1		jave									jew	r10	r98				dmg%		144	171	ignore-ac		1	1	mana-kill		100	100	oskill	346	10	20	dmg-minion		101	150	ama		2	6					Raid		0
Hastata	1		jave									jew	r20	r98				dmg%		144	171	hit-skill	101	2	9	dmg-max		167	167	dex		51	60	pierce-fire		25	30	att%		201	250	heal-kill		101	125	Hastata		0
HasteZ	1		jave									jew	r30	r98				dmg%		172	285	dmg-norm		63	125	block3		75	75	balance3		30	30	kill-skill	496	5	45	regen		123	123	skill-dur		40	40	HasteZ		0
Ensi	1	oops!	pspe									jew	r12	r98				extra-pois		-3	-3	dmg%		172	200	att-skill	699	60	57	swing3		100	100	dmg-fire		250	375	stupidity		2	3					Ensi		0
Dawn	1		weap									jew	jew	r01	r98			dmg%		172	200	gold%		500	500	all-stats%		100	100	kill-skill	496	10	32	balance3		45	45	att%		301	500	light		2	4	Dawn		0
Shark	1		weap									jew	jew	r07	r98			dmg/lvl	104	104	104	dmg%		200	200	kill-skill	600	1	31	blood-phys		201	250	swing3		50	50	openwounds		66	66	mana		-500	-500	Shark		0
Enyo	1		weap									jew	jew	r14	r98			dmg-min		76	100	hpm-str%-enr%		50	50	att-skill	347	15	42	dmg%		144	171	dmg-stun		125	125	allskills		3	3	reanimate	712	31	35	Enyo		0
Azrael	1		weap									jew	jew	r21	r98			res-fire		66	66	kill-skill	518	33	43	hp		500	500	dmg%		172	200	lifesteal		19	27	str-heal		150	150	swingcast3		60	60	Azrael		0
Void	1		weap									jew	jew	r28	r98			res-cold		100	100	dmg%		172	200	slow		40	40	red-dmg		101	150	mana-hit		16	40	reanimate	2344	8	8	dmg-norm		63	88	Void		0
Banshee	1		bow									jew	jew	r03	r98			dmg%		58	86	hit-skill	459	1	27	dmg/lvl	64	64	64	move3		50	50	dmg-cold	75	100	125	abs-cold%		16	20	kill-skill	712	5	13	Banshee		0
Shockwave	1		bow									jew	jew	r12	r98			dmg%		115	143	kill-skill	90	100	31	slow		21	25	crush		11	13	dex		61	70	enr		61	70	dmg-max		25	25	Shockwave		0
Balance	1		bow									jew	jew	r22	r98			enr%		-5	-5	unity		60	60	courage		35	35	dex		35	35	ac-global		101	150	dmg-global		101	150	dmg%		172	200	Balance		0
Hive	1		bow									jew	jew	r30	r98			uninterrupt		100	100	dmg%		144	143	dmg-max		63	100	kill-skill	779	30	12	dmg-pois	250	3072	4608	regen/lvl	64	64	64	swing3		-25	-25	Hive		0
Thammuz	1		xbow									jew	jew	r04	r98			poison-dur		-15	-15	dmg%		115	143	kill-skill	809	30	42	hp		1111	1111	dmg-fire		250	251	swing3		50	50	kill-skill	530	30	42	Thammuz		0
Python	1		xbow									jew	jew	r16	r98			dex%		26	40	str%		26	40	dmg%		172	200	dmg/lvl	48	48	32	hp%		31	40	kill-skill	330	20	61	lifesteal		26	29	Python		0
Cyclops	1		xbow									jew	jew	r29	r98			slow		33	33	dmg%		144	171	dmg-max		151	200	hit-skill	443	6	53	extra-ltng		66	75	swing3		75	75					Cyclops		0
Kingsblood2	1		knif						tkni			jew	jew	r26	r98			addxp		50	50	dmg%		200	200	dmg-min		167	167	all-stats		61	80	allskills		1	4	light		3	3	lifesteal		32	42	Kingsblood2		0
Endor	1		scyh									jew	jew	r31	r98			dmg%		190	190	dmg-max		100	125	att-skill	387	50	31	att-skill	330	5	41	extra-cold		31	35	extra-pois		31	35					Endor		0
Myrmidon	1		spea									jew	jew	r29	r98			vit%		40	40	dmg%		144	171	dmg/lvl	48	48	48	dex%		40	40	oskill	666	8	12	ac-global		101	130	ease		30	30	Myrmidon		0
Demhe	1		mace						hamm			jew	jew	r33	r98			slow-melee		-5	-5	dmg%		172	200	dmg-max		126	250	att-skill	398	30	55	gehenna		39	45	mana-hit		101	250	dmg-stun		125	125	Demhe		0
Pax Mystica	1		staf									jew	jew	r04	r98			poison-dur		-15	-15	oskill	346	20	37	res-all		55	66	allskills		15	15	mag%		101	125									Pax Mystica		0
Hadad	1		staf									jew	jew	r11	r98			thorns%		-25	-25	gethit-skill	669	5	46	allskills		8	12	extra-ltng/lvl	25	25	25	slow-thorns		50	50	oskill	680	21	36					Hadad		0
Summanus	1		staf									jew	jew	r19	r98			dex		200	200	enr		100	100	allskills		8	11	att-skill	999	5	17	dmg%		172	200	dmg-max		188	188	swing3		50	50	Summanus		0
Akhenaten	1		staf									jew	jew	r27	r98			vit%		25	25	allskills		11	14	cast3		50	50	extra-fire		50	50	extra-pois		50	50	slow-thorns-r		31	35	res-firepoison		66	66	Akhenaten		0
Prophecy	1		scep									jew	jew	r06	r98			dmg%		144	171	res-fire		31	50	res-cold		31	50	fire-thorns		444	444	cold-thorns	125	444	444	allskills		5	8	dmg-max		50	75	Prophecy		0
Bane	1		scep									jew	jew	r17	r98			dmg%		200	200	att-skill	531	15	31	att%		201	250	dmg-max		188	188	swing3		43	43	all-stats		43	43	crush/lvl	4	4	4	Bane		0
Judas	1		scep									jew	jew	r22	r98			enr%		50	50	dmg-mon%	11	350	350	desc-judas		1	1	ease		-100	-100	gold%		625	625	mag%		250	250	reanimate	811	50	50	Judas		0
Path	1		scep									jew	jew	r30	r98			ama		2	8	gethit-skill	699	40	37	extra-fire		26	30	extra-pm		26	30	ease		-50	-50	addxp		40	40	enr-factor%		21	25	Path		0
Aegina	1		aspe									jew	jew	r11	r98			thorns%		-25	-25	dmg%		172	200	dmg-cold	25	1	375	oskill	571	23	41	manasteal		41	50	wirts		75	75	att-skill	702	10	41	Aegina		0
Scar	1		ajav									jew	jew	r16	r98			dmg%		144	171	kill-skill	313	100	49	crush		22	22	dmg-fire		150	200	skill	324	15	29	openwounds		50	50	dex		100	100	Scar		0
Dragonfly	1		ajav									jew	jew	r26	r98			dmg%		144	171	oskill	693	12	21	lifesteal		33	33	slow		41	50	swing3		50	50	dmg-fire		250	250	move3		50	50	Dragonfly		0
Corsair	1		abow									jew	jew	r15	r98			extra-pm		-3	-3	oskill	635	24	42	dmg%		190	190	gold%		201	250	mag%		51	75	swing3		60	60	dex%		66	66	Corsair		0
IceBreaker2	1		abow									jew	jew	r29	r98			res-cold		81	100	dmg%		172	200	crush		1	50	dmg-max		1	500	nofreeze		1	1	kill-skill	453	50	48					IceBreaker2		0
Shedim	1		h2h									jew	jew	r02	r98			att%		250	250	dmg%		200	200	pierce-pois		25	60	dmg-pois	250	1280	2560	res-pois-len		75	75	mana-kill		41	150	dmg-undead		250	250	Shedim		0
Fiend	1		h2h									jew	jew	r17	r98			att-skill	699	25	51	dmg%		183	183	dmg-fire		250	375	swing3		50	50	mag%		101	150	oskill	833	41	46	oskill	824	41	46	Fiend		0
Frequency	1		h2h									jew	jew	r27	r98			dex%		21	30	dmg%		144	171	att-skill	579	50	38	res-ltng		75	75	hit-skill	540	35	14	dmg-stun		125	125	dmg-ltng		25	500	Frequency		0
Khattak	1		nagi									jew	jew	r08	r98			extra-ltng		51	75	dmg%		200	200	swing3		100	100	move3		100	100	avoidance		10	10	balance3		100	100	uninterrupt		100	100	Khattak		0
Ram	1		bswd	baxe								jew	jew	r10	r98			extra-cold		-3	-3	dmg%		172	200	oskill	643	16	32	str%		31	40	bar		2	7	str		101	150	dmg-stun		125	125	Ram		0
Essus	1		bswd	baxe								jew	jew	r22	r98			enr%		-5	-5	dmg%		199	199	dmg-max		250	250	oskill	688	16	23	stupidity		2	6	hp%		31	40					Essus		0
Thunderbird	1		bswd	baxe								jew	jew	r32	r98			att-skill	807	50	46	dmg%		144	171	att-skill	680	15	61	extra-ltng		46	55	pierce-ltng		20	20	ease		-40	-40	res-ltng		75	75	Thunderbird		0
Peacock	1		dbow									jew	jew	r13	r98			str		-10	-10	dmg%		190	190	dmg-elem	50	84	167	res-courage		125	125	slow		35	35									Peacock		0
Lynx	1		dbow									jew	jew	r27	r98			vit%		-5	-5	dmg%		172	200	kill-skill	510	4	31	swingmove3		66	66	dmg-max		222	222	str%		41	50	dex%		41	50	Lynx		0
Sylvanshine	1		dbow									jew	jew	r33	r98			slow-melee		-5	-5	dmg%		172	200	dmg-max		251	375	dex		150	150	manasteal		31	35	kill-skill	701	25	52	dmg-cold	125	334	417	Sylvanshine		0
Ocean	1		dstf									jew	jew	r05	r98			gethit-skill	702	20	61	dru		2	6	extra-cold		18	33	regen-mana		41	60	mag%		56	56	all-stats		66	100	death-skill	474	100	62	Ocean		0
Samhain	1		dstf									jew	jew	r12	r98			extra-pois		46	50	extra-fire		46	50	dru		8	14	heal-kill		101	250	cast3		60	60	regen		310	380					Samhain		0
Augur	1		dstf									jew	jew	r20	r98			addxp		30	30	oskill	569	21	46	oskill	570	21	46	dru		4	14	all-stats%		31	40	mag%		75	75	ac/lvl	640	640	640	Augur		0
Lincos	1		dstf									jew	jew	r29	r98			enr%		41	50	dru		8	12	oskill	473	42	48	pierce-fcp		40	40	regen-mana		31	50	res-all-max		10	10					Lincos		0
Black Cat	1		nscy									jew	jew	r02	r98			att%		225	225	hp		700	700	dmg%		172	200	mag%		-17	-17	att-skill	530	20	61	kill-skill	90	60	57	crush		16	25	Black Cat		0
Mantra	1		nscy									jew	jew	r13	r98			dex		105	105	str		125	125	dmg%		144	171	dmg-pois	125	2560	5120	pierce-pois		60	60	res-pois-len		175	175	dmg-stun		100	100	Mantra		0
Chthon	1		nscy									jew	jew	r29	r98			kill-skill	612	30	14	dmg-global		150	150	kill-skill	500	30	27	dmg%		172	200	dmg-max		125	125	openwounds		66	66					Chthon		0
Loa	1		nknf									jew	jew	r05	r98			dmg%		172	200	manasteal		61	75	reanimate	2288	50	50	light		2	2	dmg-max		100	100									Loa		0
Jinx	1		nknf									jew	jew	r13	r98			dmg%		144	171	dex		200	200	addxp		100	100	hit-skill	346	30	16													Jinx		0
Misery	1		nknf									jew	jew	r23	r98			dmg%		172	200	heal-hit		21	25	slow		31	40	oskill	331	31	42	dmg-pois	50	640	1280	nec		1	4	hp		500	500	Misery		0
Deep Water	1		nstf									jew	jew	r06	r98			nec		9	14	move3		-10	-10	extra-all		51	75	res-all		101	150	oskill	706	25	41									Deep Water		0
Ladon	1		nstf									jew	jew	r25	r98			res-cold		-40	-40	res-fire		101	150	nec		8	12	oskill	564	21	34	extra-fire		36	60	oskill	453	21	34	red-dmg		100	100	Ladon		0
Koan	1		wand									jew	jew	r09	r98			extra-ltng		-3	-3	regen-mana		100	100	gold%		-25	-25	nec		4	7	avoidance		15	15									Koan		0
Ghoul	1		wand									jew	jew	r20	r98			addxp		66	66	shadows-max		4	8	extra-cold		39	39	nec		2	5	oskill	567	21	32									Ghoul		0
Genie	1		nxbw									jew	jew	r08	r98			extra-fire		-3	-3	oskill	301	21	21	dmg%		172	200	slow		31	40	hit-skill	1002	10	41	nec		2	3	reanimate	915	21	25	Genie		0
Atlantis	1		nxbw									jew	jew	r19	r98			dex		80	80	kill-skill	473	30	45	str		60	60	dmg%		144	200	mana%		33	33	dmg-global		51	100	gold%		167	167	Atlantis		0
Aether	1		nxbw									jew	jew	r31	r98			dmg%		196	196	manasteal		21	25	avoidance		20	20	ignore-ac		1	1	str%		51	60	kill-skill	563	25	36					Aether		0
Jihad	1		pclb	pmac	pham							jew	jew	r05	r98			dmg-max		101	125	dmg%		144	171	uninterrupt		41	50	dmg-demon		300	300	kill-skill	37	20	48	pal		1	4	swing3		45	45	Jihad		0
Intifada	1		pclb	pmac	pham							jew	jew	r15	r98			extra-pm		-3	-3	dmg%		172	200	att-skill	595	30	41	no-ac		-100	-100	crush		38	38	dmg-minion		101	150	hp-minion		-50	-50	Intifada		0
Lammasu	1		pclb	pmac	pham							jew	jew	r25	r98			res-cold		31	50	dmg-stun		250	250	extra-all		26	30	slow		40	40	swing3		80	80	pal		2	6	res-all-minion		50	50	Lammasu		0
Nehushtan	1		pspe									jew	jew	r27	r98			vit%		-15	-15	dmg%		172	200	dmg-pois	125	5120	15360	pierce-pois		25	30	swing3		-25	-25	att-skill	81	40	61	light		-3	-3	Nehushtan		0
Circe	1		orb									jew	jew	r11	r98			thorns%		-25	-25	enr%		61	75	oskill	96	24	24	pagan2		3	3	extra-pois		44	44	extra-ltng		44	44					Circe		0
Ker	1		orb									jew	jew	r20	r98			addxp		45	45	oskill	403	11	25	oskill	57	11	25	death-skill	828	100	61	extra-cold		36	40	extra-pois		36	40	mana%		41	50	Ker		0
Inanna	1		scrd									jew	jew	r12	r98			extra-pois		-3	-3	dmg%		190	190	res-all		61	80	slow		50	50	uninterrupt		61	80	heal-melee		201	250					Inanna		0
Shamo	1		nagi									jew	jew	r16	r98			oskill	884	21	30	att-skill	889	25	41	dmg%		143	143	dmg-max		125	125	swing3		80	80	openwounds		100	100	wirts		99	99	Shamo		0
Amok	1		bow									jew	jew	r09	r98			oskill	890	21	42	dmg%		200	200	swing3		60	60	heal-hit		5	5	kill-skill	511	3	17	extra-ltng		-3	-3					Amok		0
Gharaniq	1		bswd	baxe								jew	jew	r33	r98			oskill	881	6	19	dmg%		172	200	dmg-norm		125	125	dmg-minion		71	75	str		81	100	dex		201	250	bar		3	4	Gharaniq		0
Hornet	1		bow									jew	jew	r17	r98			oskill	903	21	32	dmg%		172	200	dmg-norm		100	125	dmg-pois	128	256	512	move3		50	50	dex%		21	40	openwounds		33	33	Hornet		0
Nyx	1		bow									jew	jew	r26	r98			dmg%		115	143	dmg-norm		7	200	oskill	969	12	35	howl		10	10	lifesteal		41	50	aura	284	40	40	desc-drainaura		1	1	Nyx		0
Ljosalf	1		staf									jew	jew	r30	r98			oskill	833	46	49	extra-fire/lvl	20	20	20	allskills		7	11	getatt-skill	981	25	41	regen		250	250	res-all		82	86					Ljosalf		0
Titanomachia	1		aspe									jew	jew	r24	r98			dmg%		190	190	dmg-max		251	275	att-skill	980	50	19	dmg-ltng		1	250	str		150	150	red-dmg%		15	15	dmg-stun		200	200	Titanomachia		0
Quaoar	1		pclb	pmac	pham							jew	jew	r29	r98			dmg%		172	200	dmg-norm		63	188	att-skill	982	25	36	nofreeze		1	1	heal-hit		8	8	hp%		25	25					Quaoar		0
Vertigo	1		orb									jew	jew	r22	r98			damage-skill	54	10	1	sor		4	6	cast3		75	75	extra-ltng		21	25	extra-cold		21	40	att-skill	54	100	7	dmg-to-mana		42	46	Vertigo		0
Eurynome	1		nstf									jew	jew	r17	r98			nec		8	12	oskill	454	31	41	extra-fire		51	63	dmg-minion		180	180	hp-minion		-75	-75	enr		100	100	vit		-40	-40	Eurynome		0
Riot	1		h2h									jew	jew	r22	r98			dmg%		144	171	dmg-norm		63	125	oskill	977	41	50	crush		20	20	ass		2	5	uninterrupt		50	50	ac-global		101	150	Riot		0
Resheph	1		pspe									jew	jew	r32	r98			dmg%		197	197	pierce-pois		49	54	pal		5	8	swing3		-25	-25	dmg-pois	25	128	256	slow		30	30	ease		-50	-50	Resheph		0
Gravastar	1		orb									jew	jew	r29	r98			sor		6	8	move3		-10	-10	slow-thorns		50	50	extra-cold		21	30	oskill	340	21	37	light		-3	-3	res-cold		101	125	Gravastar		0
Brocken	1		scrd									jew	jew	r24	r98			dmg%		172	200	dmg-norm		125	188	reanimate	1423	10	10	sor		4	8	ac-global		101	150	att-skill	708	10	51	oskill	363	21	29	Brocken		0
Carabosse	1		h2h									jew	jew	r15	r98			extra-fire		26	30	cast3		60	60	extra-ltng		26	30	enr		101	175	ass		2	4	dex		50	50	oskill	1002	31	50	Carabosse		0
Patriot	1		tkni									jew	jew	r02	r98			dmg%		172	200	dmg-fire		139	278	pierce-fire		31	60	pierce-pois		31	60	str		-25	-25									Patriot		0
Fennec	1		taxe									jew	jew	r20	r98			dmg%		144	171	move3		80	80	dmg-minion		121	130	light		-2	-2	res-all-minion		75	75	res-all		101	150					Fennec		0
Quantum	1		tkni									jew	jew	r30	r98			swing3		75	75	extra-fire		21	25	kill-skill	710	10	42	pierce-pois		25	30	ass		4	6	pierce-fire		25	30	pierce-ltng		25	30	Quantum		0
Lemuria	1		nscy									jew	jew	r20	r98			dmg%		200	200	dmg-max		126	250	oskill	18	21	28	reanimate	2273	11	13	reanimate	1517	11	13	swing3		45	45	dmg-minion		-40	-40	Lemuria		0
Aspect	1		abow									jew	jew	r13	r98			dmg-fire		375	375	dmg-cold		375	375	dmg-ltng		375	375	swing3		100	100	move3		-25	-25									Aspect		0
Instinct	1		axe									jew	jew	r27	r98			dmg%		172	200	dmg-max		63	125	motw-phys		201	250	dru		7	7	balance3		50	50	ac		777	777	extra-fire		56	70	Instinct		0
Cheetah	1		taxe									jew	jew	r02	r98			att%		250	250	dmg%		172	200	move3		50	50	dmg-minion		81	90	att%-minion		125	125	kill-skill	513	10	35				9	Cheetah		0
Chrysopelea	1		tkni									jew	jew	r10	r98			extra-cold		-3	-3	dmg%		172	200	dmg-min		76	100	kill-skill	469	25	48	pierce-pois		31	60	poison-dur		41	50	wounds/lvl	20	20	20	Chrysopelea		0
Dajjal	1		tkni									jew	jew	r20	r98			addxp		80	80	kill-skill	564	10	32	dmg%		144	171	dmg/lvl	32	32	32	heal-hit		6	10	swing3		60	60	balance3		60	60	Dajjal		0
Manitou	1		taxe									jew	jew	r30	r98			dmg%		172	200	kill-skill	386	30	62	extra-fire		26	38	dmg-max		101	150	all-stats		100	100	bar		4	5	ac/lvl	640	640	640	Manitou		0
Raid	1		jave									jew	jew	r10	r98			dmg%		144	171	ignore-ac		1	1	mana-kill		100	100	oskill	346	10	20	dmg-minion		101	150	ama		2	6					Raid		0
Hastata	1		jave									jew	jew	r20	r98			dmg%		144	171	hit-skill	101	2	9	dmg-max		167	167	dex		51	60	pierce-fire		25	30	att%		201	250	heal-kill		101	125	Hastata		0
HasteZ	1		jave									jew	jew	r30	r98			dmg%		172	285	dmg-norm		63	125	block3		75	75	balance3		30	30	kill-skill	496	5	45	regen		123	123	skill-dur		40	40	HasteZ		0
Ensi	1	oops!	pspe									jew	jew	r12	r98			extra-pois		-3	-3	dmg%		172	200	att-skill	699	60	57	swing3		100	100	dmg-fire		250	375	stupidity		2	3					Ensi		0
Dawn	1		weap									jew	jew	jew	r01	r98		dmg%		172	200	gold%		500	500	all-stats%		100	100	kill-skill	496	10	32	balance3		45	45	att%		301	500	light		2	4	Dawn		0
Shark	1		weap									jew	jew	jew	r07	r98		dmg/lvl	104	104	104	dmg%		200	200	kill-skill	600	1	31	blood-phys		201	250	swing3		50	50	openwounds		66	66	mana		-500	-500	Shark		0
Enyo	1		weap									jew	jew	jew	r14	r98		dmg-min		76	100	hpm-str%-enr%		50	50	att-skill	347	15	42	dmg%		144	171	dmg-stun		125	125	allskills		3	3	reanimate	712	31	35	Enyo		0
Azrael	1		weap									jew	jew	jew	r21	r98		res-fire		66	66	kill-skill	518	33	43	hp		500	500	dmg%		172	200	lifesteal		19	27	str-heal		150	150	swingcast3		60	60	Azrael		0
Void	1		weap									jew	jew	jew	r28	r98		res-cold		100	100	dmg%		172	200	slow		40	40	red-dmg		101	150	mana-hit		16	40	reanimate	2344	8	8	dmg-norm		63	88	Void		0
Banshee	1		bow									jew	jew	jew	r03	r98		dmg%		58	86	hit-skill	459	1	27	dmg/lvl	64	64	64	move3		50	50	dmg-cold	75	100	125	abs-cold%		16	20	kill-skill	712	5	13	Banshee		0
Shockwave	1		bow									jew	jew	jew	r12	r98		dmg%		115	143	kill-skill	90	100	31	slow		21	25	crush		11	13	dex		61	70	enr		61	70	dmg-max		25	25	Shockwave		0
Balance	1		bow									jew	jew	jew	r22	r98		enr%		-5	-5	unity		60	60	courage		35	35	dex		35	35	ac-global		101	150	dmg-global		101	150	dmg%		172	200	Balance		0
Hive	1		bow									jew	jew	jew	r30	r98		uninterrupt		100	100	dmg%		144	143	dmg-max		63	100	kill-skill	779	30	12	dmg-pois	250	3072	4608	regen/lvl	64	64	64	swing3		-25	-25	Hive		0
Thammuz	1		xbow									jew	jew	jew	r04	r98		poison-dur		-15	-15	dmg%		115	143	kill-skill	809	30	42	hp		1111	1111	dmg-fire		250	251	swing3		50	50	kill-skill	530	30	42	Thammuz		0
Python	1		xbow									jew	jew	jew	r16	r98		dex%		26	40	str%		26	40	dmg%		172	200	dmg/lvl	48	48	32	hp%		31	40	kill-skill	330	20	61	lifesteal		26	29	Python		0
Cyclops	1		xbow									jew	jew	jew	r29	r98		slow		33	33	dmg%		144	171	dmg-max		151	200	hit-skill	443	6	53	extra-ltng		66	75	swing3		75	75					Cyclops		0
Kingsblood2	1		knif						tkni			jew	jew	jew	r26	r98		addxp		50	50	dmg%		200	200	dmg-min		167	167	all-stats		61	80	allskills		1	4	light		3	3	lifesteal		32	42	Kingsblood2		0
Endor	1		scyh									jew	jew	jew	r31	r98		dmg%		190	190	dmg-max		100	125	att-skill	387	50	31	att-skill	330	5	41	extra-cold		31	35	extra-pois		31	35					Endor		0
Myrmidon	1		spea									jew	jew	jew	r29	r98		vit%		40	40	dmg%		144	171	dmg/lvl	48	48	48	dex%		40	40	oskill	666	8	12	ac-global		101	130	ease		30	30	Myrmidon		0
Demhe	1		mace						hamm			jew	jew	jew	r33	r98		slow-melee		-5	-5	dmg%		172	200	dmg-max		126	250	att-skill	398	30	55	gehenna		39	45	mana-hit		101	250	dmg-stun		125	125	Demhe		0
Pax Mystica	1		staf									jew	jew	jew	r04	r98		poison-dur		-15	-15	oskill	346	20	37	res-all		55	66	allskills		15	15	mag%		101	125									Pax Mystica		0
Hadad	1		staf									jew	jew	jew	r11	r98		thorns%		-25	-25	gethit-skill	669	5	46	allskills		8	12	extra-ltng/lvl	25	25	25	slow-thorns		50	50	oskill	680	21	36					Hadad		0
Summanus	1		staf									jew	jew	jew	r19	r98		dex		200	200	enr		100	100	allskills		8	11	att-skill	999	5	17	dmg%		172	200	dmg-max		188	188	swing3		50	50	Summanus		0
Akhenaten	1		staf									jew	jew	jew	r27	r98		vit%		25	25	allskills		11	14	cast3		50	50	extra-fire		50	50	extra-pois		50	50	slow-thorns-r		31	35	res-firepoison		66	66	Akhenaten		0
Prophecy	1		scep									jew	jew	jew	r06	r98		dmg%		144	171	res-fire		31	50	res-cold		31	50	fire-thorns		444	444	cold-thorns	125	444	444	allskills		5	8	dmg-max		50	75	Prophecy		0
Bane	1		scep									jew	jew	jew	r17	r98		dmg%		200	200	att-skill	531	15	31	att%		201	250	dmg-max		188	188	swing3		43	43	all-stats		43	43	crush/lvl	4	4	4	Bane		0
Judas	1		scep									jew	jew	jew	r22	r98		enr%		50	50	dmg-mon%	11	350	350	desc-judas		1	1	ease		-100	-100	gold%		625	625	mag%		250	250	reanimate	811	50	50	Judas		0
Path	1		scep									jew	jew	jew	r30	r98		ama		2	8	gethit-skill	699	40	37	extra-fire		26	30	extra-pm		26	30	ease		-50	-50	addxp		40	40	enr-factor%		21	25	Path		0
Aegina	1		aspe									jew	jew	jew	r11	r98		thorns%		-25	-25	dmg%		172	200	dmg-cold	25	1	375	oskill	571	23	41	manasteal		41	50	wirts		75	75	att-skill	702	10	41	Aegina		0
Scar	1		ajav									jew	jew	jew	r16	r98		dmg%		144	171	kill-skill	313	100	49	crush		22	22	dmg-fire		150	200	skill	324	15	29	openwounds		50	50	dex		100	100	Scar		0
Dragonfly	1		ajav									jew	jew	jew	r26	r98		dmg%		144	171	oskill	693	12	21	lifesteal		33	33	slow		41	50	swing3		50	50	dmg-fire		250	250	move3		50	50	Dragonfly		0
Corsair	1		abow									jew	jew	jew	r15	r98		extra-pm		-3	-3	oskill	635	24	42	dmg%		190	190	gold%		201	250	mag%		51	75	swing3		60	60	dex%		66	66	Corsair		0
IceBreaker2	1		abow									jew	jew	jew	r29	r98		res-cold		81	100	dmg%		172	200	crush		1	50	dmg-max		1	500	nofreeze		1	1	kill-skill	453	50	48					IceBreaker2		0
Shedim	1		h2h									jew	jew	jew	r02	r98		att%		250	250	dmg%		200	200	pierce-pois		25	60	dmg-pois	250	1280	2560	res-pois-len		75	75	mana-kill		41	150	dmg-undead		250	250	Shedim		0
Fiend	1		h2h									jew	jew	jew	r17	r98		att-skill	699	25	51	dmg%		183	183	dmg-fire		250	375	swing3		50	50	mag%		101	150	oskill	833	41	46	oskill	824	41	46	Fiend		0
Frequency	1		h2h									jew	jew	jew	r27	r98		dex%		21	30	dmg%		144	171	att-skill	579	50	38	res-ltng		75	75	hit-skill	540	35	14	dmg-stun		125	125	dmg-ltng		25	500	Frequency		0
Khattak	1		nagi									jew	jew	jew	r08	r98		extra-ltng		51	75	dmg%		200	200	swing3		100	100	move3		100	100	avoidance		10	10	balance3		100	100	uninterrupt		100	100	Khattak		0
Ram	1		bswd	baxe								jew	jew	jew	r10	r98		extra-cold		-3	-3	dmg%		172	200	oskill	643	16	32	str%		31	40	bar		2	7	str		101	150	dmg-stun		125	125	Ram		0
Essus	1		bswd	baxe								jew	jew	jew	r22	r98		enr%		-5	-5	dmg%		199	199	dmg-max		250	250	oskill	688	16	23	stupidity		2	6	hp%		31	40					Essus		0
Thunderbird	1		bswd	baxe								jew	jew	jew	r32	r98		att-skill	807	50	46	dmg%		144	171	att-skill	680	15	61	extra-ltng		46	55	pierce-ltng		20	20	ease		-40	-40	res-ltng		75	75	Thunderbird		0
Peacock	1		dbow									jew	jew	jew	r13	r98		str		-10	-10	dmg%		190	190	dmg-elem	50	84	167	res-courage		125	125	slow		35	35									Peacock		0
Lynx	1		dbow									jew	jew	jew	r27	r98		vit%		-5	-5	dmg%		172	200	kill-skill	510	4	31	swingmove3		66	66	dmg-max		222	222	str%		41	50	dex%		41	50	Lynx		0
Sylvanshine	1		dbow									jew	jew	jew	r33	r98		slow-melee		-5	-5	dmg%		172	200	dmg-max		251	375	dex		150	150	manasteal		31	35	kill-skill	701	25	52	dmg-cold	125	334	417	Sylvanshine		0
Ocean	1		dstf									jew	jew	jew	r05	r98		gethit-skill	702	20	61	dru		2	6	extra-cold		18	33	regen-mana		41	60	mag%		56	56	all-stats		66	100	death-skill	474	100	62	Ocean		0
Samhain	1		dstf									jew	jew	jew	r12	r98		extra-pois		46	50	extra-fire		46	50	dru		8	14	heal-kill		101	250	cast3		60	60	regen		310	380					Samhain		0
Augur	1		dstf									jew	jew	jew	r20	r98		addxp		30	30	oskill	569	21	46	oskill	570	21	46	dru		4	14	all-stats%		31	40	mag%		75	75	ac/lvl	640	640	640	Augur		0
Lincos	1		dstf									jew	jew	jew	r29	r98		enr%		41	50	dru		8	12	oskill	473	42	48	pierce-fcp		40	40	regen-mana		31	50	res-all-max		10	10					Lincos		0
Black Cat	1		nscy									jew	jew	jew	r02	r98		att%		225	225	hp		700	700	dmg%		172	200	mag%		-17	-17	att-skill	530	20	61	kill-skill	90	60	57	crush		16	25	Black Cat		0
