index	code	enabled	rarity	lvl	lvl req	type	category	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	(S)StrName	chrtransform	invtransform	carry1	nolimit	cost mult	cost add	flippyfile	invfile	dropsound	dropsfxframe	usesound	(S)legacy	(S)updateitem	version	ladder	*eol
DreamcatcherX	amu	1	50	80	80	ZZ - Amulet  (Sacred) i	ZA	sock		1	1	allskills		2	2	cast3		15	15	pierce-all		3	5	mana-kill		31	40	res-all		21	25																													1	5	5000										0
WitchmoonX	amu	1	50	100	100	ZZ - Amulet  (Sacred) j	ZA	sock		1	1	allskills		1	2	dmg-to-mana		11	15	att-skill	508	4	17	extra-all		8	10	mana%		40	40	enr-factor		11	15																									1	5	5000										0
Niradyahk	amu	1	10	120	80	ZZ - Amulet  (Sacred) k	ZA	reanimate	1552	3	3	mana		250	250	skill-dur		31	40	allskills		2	2	att-skill	349	2	50	hp		250	250	cast3		20	20																									1	5	5000										0
New3LazLamen	amu	1	20	120	100	ZZ - Amulet  (Sacred) l	ZA	allskills		2	2	extra-fire		1	25	extra-cold		1	25	extra-ltng		1	25	extra-pois		1	25	str		1	75	dex		1	75	enr		1	75	vit		1	75	res-all		31	40	levelup-skill	1016	100	45						dgld	dgld		1	5	5000										0
BeadsOfTheSQ2	amu	1	1	120	100	ZZ - Amulet  (Sacred) m	ZA	str%		21	25	dex%		21	25	dmg-norm		7	13	heal-kill		100	100	ac		201	500	dmg-stun		50	50	kill-skill	1002	20	43																									1	5	5000										0
Evenstar2	amu	1	1	120	100	ZZ - Amulet  (Sacred) n	ZA	light		-2	-2	allskills		1	1	dmg-norm		13	38	dmg-fire		13	38	abs-fire%		25	25	regen		250	250																													1	5	5000										0
3AmmySU3	amu	1	1	120	100	ZZ - Amulet  (Sacred) o	ZA	extra-all		15	18	allskills		1	3	mana%		10	10	enr%		15	20	heal-kill		25	50																																	1	5	5000										0
2AmmySU3	amu	1	1	120	100	ZZ - Amulet  (Sacred) p	ZA	hit-skill	542	5	5	dmg-norm		7	13	lifesteal		5	5	allskills		2	3	res-all		10	10	red-dmg%		5	5																													1	5	5000										0
4AmmySU3	amu	1	1	120	100	ZZ - Amulet  (Sacred) q	ZA	move3		50	50	ama		0	4	ass		0	4	bar		0	4	dru		0	4	nec		0	4	sor		0	4	pal		0	4	allskills		0	1	swing3		0	50	cast3		0	50	balance3		0	50					1	5	5000										0
Death Ward	amu	1	50	120	120	ZZ - Amulet  (Sacred) r	ZA	sock		1	1	res-pois		41	50	res-curse		21	25	heal-thorns		41	50	light		2	2	allskills		2	2	dmg-norm		7	25																									1	5	5000										0
Klaatu Barada Nikto	amu	1	20	120	120	ZZ - Amulet  (Sacred) s	ZA	dmg-mon%	63	50	50	desc-breaker		50	50	res-pois		41	50	oskill	470	11	16	allskills		2	2	swing3		25	25	dmg-ltng		1	375	dmg-pois	150	1536	1536	dmg-stun		15	15	att-skill	75	25	20	res-ltng		41	50						dgrn	dgrn		1	5	5000										0
Black Dwarf	amu	1	25	120	120	ZZ - Amulet  (Sacred) u	ZA	extra-cold		16	20	balance3		15	15	oskill	680	21	29	extra-ltng		16	20	pierce-cold		15	21	pierce-ltng		15	21	ac-global		21	25	allskills		2	2	light		-5	-5	cast3		20	20													1	5	5000										0
New3Gallowlaugh	amu	1	2	120	120	ZZ - Amulet  (Sacred) v	ZA	oskill	407	1	1	poison-dur		100	100	dmg-norm		7	13	allskills		1	1	res-pois-len		50	50																														blac	blac		1	5	5000										0
1AmmySU32	amu	1	1	120	120	ZZ - Amulet  (Sacred) w	ZA	pierce-all		25	25																																																	1	5	5000		superammy								0
LocustHive	aqv	1	100	1	1	ZZ - Arrow Quiver (Sacred) a	ZAQ	sock		1	1	hit-skill	492	5	1	dmg-pois	50	64	128	res-pois-len		11	15																																					1	5	5000										0
Hanabigami	aqv	1	10	80	60	ZZ - Arrow Quiver (Sacred) b	ZAQ	move3		60	60	dmg-fire		25	50	dmg-cold	50	25	50	dmg-ltng		25	50	hit-skill	451	1	36	hit-skill	461	1	36	hit-skill	104	1	36	vit		-15	-15	pierce-all		6	8																	1	5	5000										0
Cindercone	aqv	1	40	40	40	ZZ - Arrow Quiver (Sacred) c	ZAQ	sock		1	1	kill-skill	699	2	8	extra-fire		3	8	str%		6	10	light		-2	-2	dmg-fire		7	19																													1	5	5000										0
LoveBarrel	aqv	1	30	80	80	ZZ - Arrow Quiver (Sacred) d	ZAQ	sock		1	1	regen		11	15	kill-skill	712	3	7	cheap		5	5	dex		3	5																																	1	5	5000										0
New4BagOfTricks	aqv	1	1	120	100	ZZ - Arrow Quiver (Sacred) e	ZAQ	hit-skill	803	2	1	hit-skill	492	2	1	hit-skill	806	2	1	dmg-fire		1	125	dmg-cold	50	1	125	dmg-ltng		1	125	swing3		20	20	cheap		5	5	gold%		50	50														blac	blac		1	5	5000										0
ArrowSU3	aqv	1	1	120	100	ZZ - Arrow Quiver (Sacred) f	ZAQ	kill-skill	931	1	17	allskills		1	1	dmg-norm		7	13	pierce-all		7	7	swing3		25	25																																	1	5	5000										0
KingsportsSignals	aqv	1	20	120	120	ZZ - Arrow Quiver (Sacred) g	ZAQ	sock		1	1	allskills		1	1	all-stats		11	15	hit-skill	37	2	8	light		5	5	hp%		3	5																													1	5	5000										0
TestTube	cqv	1	50	1	1	ZZ - Crossbow Quiver (Sacred) a	ZCQ	sock		1	1	dmg-pois	50	64	192	kill-skill	469	5	3	dmg-cold	50	7	19	res-pois		-15	-15	res-cold		-15	-15																													1	5	5000										0
TranqItem	cqv	1	10	80	60	ZZ - Crossbow Quiver (Sacred) b	ZCQ	hit-skill	914	4	58	pierce-pois		6	8	crush		3	3	ama		1	1	dru		1	1	str		50	50	dex		50	50																									1	5	5000										0
LarzuksBandolier	cqv	1	40	40	40	ZZ - Crossbow Quiver (Sacred) c	ZCQ	sock		1	1	swing3		40	40	dmg-fire		4	8	kill-skill	302	2	6	str		11	15																																	1	5	5000										0
PlagueGland	cqv	1	30	80	80	ZZ - Crossbow Quiver (Sacred) d	ZCQ	sock		1	1	dmg-pois	250	256	448	pierce-pois		3	5	kill-skill	535	5	2	res-pois		31	50	regen		21	25																													1	5	5000										0
New3Lammergeier	cqv	1	2	120	100	ZZ - Crossbow Quiver (Sacred) e	ZCQ	heal-kill		101	150	mana-kill		101	150	reanimate	2274	3	3																																						blac	blac		1	5	5000										0
BoltSU3	cqv	1	1	120	100	ZZ - Crossbow Quiver (Sacred) f	ZCQ	nec		1	2	ama		4	5	dru		4	5	swing3		50	50	hit-skill	826	10	36	pierce-ltng		18	18																													1	5	5000										0
WhyDoIAlwaysListenToIdiots	cqv	1	20	120	120	ZZ - Crossbow Quiver (Sacred) g	ZCQ	sock		1	1	kill-skill	541	10	5	dmg-max		6	10	crush		1	3	move3		10	10	balance3		10	10																													1	5	5000										0
Farsight Globe	jew	1	2000	80	80	ZZ - Jewel a	ZJ	pierce-fire		1	2	pierce-cold		1	2	pierce-ltng		1	2	pierce-pois		1	2	cast3		5	5	gethit-skill	54	2	7																													1	5	5000										0
ToaTHRing2	jew	1	500	120	100	ZZ - Jewel b	ZJ	swing3		15	15	cast3		15	15	stam		150	150	aura	296	5	5	desc-drunk		1	1																																	1	5	5000										0
3JewelSU3	jew	1	150	120	100	ZZ - Jewel c	ZJ	hit-skill	542	1	13	dmg-norm		2	3	move3		10	10	swing3		10	10	lifesteal		1	1	item-duped		1	1																													1	5	5000										0
New3Kekeke	jew	1	5	120	100	ZZ - Jewel d	ZJ	oskill	1021	1	1	hp-minion		5	5	move3		15	15	swing3		10	10	att%-minion		10	10																														dpur	dpur		1	5	5000										0
Xepera Xeper Xeperu	jew	1	50	120	120	ZZ - Jewel e	ZJ	reanimate	2205	2	2	slow-melee		1	1	enr		10	10	str		10	10																																					1	5	5000										0
ThisIsASecretMessage	jew	1	2000	20	20	ZZ - Jewel f	ZJ	extra-all		1	2	enr-factor		3	5																																													1	5	5000										0
The Boulder	jew	1	2500	1	1	ZZ - Jewel g	ZJ	crush		1	1	str		3	5	ease		10	10																																									1	5	5000										0
New6BorginsVigil	jew	1	150	1	0	ZZ - Jewel h	ZJ	ac-global		2	2	uninterrupt		2	2	regen		5	5																																									1	5	5000										0
Katamari	jew	1	300	40	30	ZZ - Jewel i	ZJ	hp-minion		5	5	dmg-minion		10	10	res-all-minion		5	5	heal-kill		5	5																																					1	5	5000										0
Arkenstone	jew	1	5	120	100	ZZ - Jewel j	ZJ	gold%		50	50	red-dmg%		1	1	nofreeze		1	1	regen		100	100																																		blac	blac		1	5	5000										0
2JewelSU3	jew	1	200	120	100	ZZ - Jewel k	ZJ	extra-all		3	3	cast3		5	5	item-duped		1	1	res-fire-max		0	1	res-ltng-max		0	1	res-cold-max		0	1	res-pois-max		0	1																									1	5	5000										0
Demonstone Blood	jew	1	1000	40	40	ZZ - Jewel l	ZJ	dmg-fire		2	5	dmg-cold	75	2	5	dmg-ltng		2	5	hp%		2	3																																					1	5	5000										0
Ashaera's Cateye	jew	1	750	100	100	ZZ - Jewel m	ZJ	att%		21	40	move3		10	10	swing3		10	10	cast3		10	10																																					1	5	5000										0
1JewelSU3	jew	1	100	120	100	ZZ - Jewel n	ZJ	levelreq		10	10	allskills		1	1	res-all		5	5	ac		100	100	item-duped		1	1																																	1	5	5000										0
Zakarum Stoning Rock	jew	1	1000	60	60	ZZ - Jewel o	ZJ	dmg-demon		6	10	kill-skill	595	1	4	dmg-stun		15	15	dmg-global		5	5																																					1	5	5000										0
Dragon's Egg	jew	1	750	120	100	ZZ - Jewel p	ZJ	dmg-minion		3	6	res-all-minion		2	5	levelup-skill	564	100	27	indestruct		1	1																																					1	5	5000										0
Heavenstone	jew	1	500	120	100	ZZ - Jewel q	ZJ	ac		101	150	str		3	15	dex		3	15	enr		3	15	vit		3	15																																	1	5	5000										0
Ourus	rin	1	25	120	120	ZZ - Ring (Sacred) a	ZR	str		0	75	dex		0	75	enr		0	75	vit		0	75	res-all-minion		21	25	str		-25	-25	dex		-25	-25	enr		-25	-25	vit		-25	-25																	1	5	5000										0
New3Nebelring	rin	1	5	120	120	ZZ - Ring (Sacred) b	ZR	hp-minion		21	30	dmg-minion		21	30	light		-2	-2	heal-kill		41	50	red-dmg%		5	5	ac		1000	1000	hp		400	400																						dgry	dgry		1	5	5000										0
Sigil of Tur Dulra	rin	1	50	120	120	ZZ - Ring (Sacred) c	ZR	sock		1	1	dru		1	2	cast3		20	20	swing3		20	20	poison-dur		31	40	res-all		21	25																													1	5	5000										0
XorinesRingX	rin	1	50	80	80	ZZ - Ring (Sacred) d	ZR	sock		1	1	att%		51	100	kill-skill	90	15	9	uninterrupt		11	15	dmg-pois	175	128	448	res-pois		31	40																													1	5	5000										0
NewSealOfKharos	rin	1	25	80	60	ZZ - Ring (Sacred) e	ZR	ama		2	2	extra-fire		16	20	oskill	833	29	34	hp-minion		11	15	aura	284	40	40	desc-drainaura		1	1	cast3		25	25																									1	5	5000										0
RingOfDiscoX	rin	1	150	1	1	ZZ - Ring (Sacred) f	ZR	sock		1	1	move3		20	20	stamdrain		50	50	kill-skill	496	2	8	stam		101	150																																	1	5	5000										0
Token2Ring	rin	1	10	120	80	ZZ - Ring (Sacred) g	ZR	howl-thorns		5	5	str		21	25	vit		21	25	uninterrupt		10	10																																					1	5	5000										0
Toke3Ring	rin	1	1	120	80	ZZ - Ring (Sacred) h	ZR	hp		1	1																																																	1	5	5000										0
BloodbondUnique	rin	1	15	50	50	ZZ - Ring (Sacred) i	ZR	kill-skill	109	1	50	red-dmg		5	5	addxp		5	5	regen		40	40																																					1	5	5000										0
RingOfTruthX	rin	1	50	20	20	ZZ - Ring (Sacred) j	ZR	sock		1	1	slow-thorns		3	5	balance3		15	15	block3		25	25	ac-global		11	15	light		2	2	att%		31	50																									1	5	5000										0
QQRing	rin	1	10	120	0	ZZ - Ring (Sacred) k	ZR	hp		1	1																																																	1	5	5000										0
New3RasAlgethi	rin	1	20	120	100	ZZ - Ring (Sacred) l	ZR	extra-fire		16	20	death-skill	710	100	59	extra-pm		16	20	enr-factor		41	50	red-dmg%		-10	-10	dmg-fire		50	100	oskill	824	9	11																						lred	lred		1	5	5000										0
1RingSU3	rin	1	1	120	100	ZZ - Ring (Sacred) m	ZR	oskill	447	15	17	allskills		1	1	skill-dur		200	200	red-dmg%		5	5																																					1	5	5000										0
EmpyreanBandX	rin	1	50	40	40	ZZ - Ring (Sacred) n	ZR	sock		1	1	hp%-mp%		10	10	all-stats%		3	5	kill-skill	340	1	7	gold%		26	50																																	1	5	5000										0
SotNK	rin	1	20	120	120	ZZ - Ring (Sacred) o	ZR	allskills		2	2	str%		11	15	vit%		11	15	ac-global		11	15	gold%		51	75																														dred	dred		1	5	5000										0
BlackSoulRing2	rin	1	1	120	100	ZZ - Ring (Sacred) p	ZR	dmg-fire		63	125	dmg-cold	50	63	125	dmg-ltng		63	125	allskills		1	1	oskill	1001	11	16	pierce-fcl		8	11																													1	5	5000										0
The Idiot Ball2	rin	1	50	60	60	ZZ - Ring (Sacred) q	ZR	red-dmg%		-33	-33	state	74	1	1	str		-50	-50	vit		-50	-50	mag%		38	38	damage-skill	894	2	13	gethit-skill	895	5	13	damage-skill	896	5	13																		blac	blac		1	5	5000										0
Myokais Path	rin	1	25	40	30	ZZ - Ring (Sacred) r	ZR	light		2	2	addxp		15	15	regen-mana		25	25																																									1	5	5000										0
4RingSU3	rin	1	1	120	100	ZZ - Ring (Sacred) s	ZR	dmg-norm		7	13	lifesteal		5	12	swing3		15	15	red-dmg%		5	5	regen		25	25	res-all-minion		10	10	str		1	15	dex		1	15																					1	5	5000										0
Torque Torc2	rin	1	1	120	100	ZZ - Ring (Sacred) t	ZR	crush		5	5	str		25	25	vit		25	25	att-skill	978	5	14	dmg-stun		25	25	swing3		5	5																													1	5	5000										0
2RingSU3	rin	1	1	120	100	ZZ - Ring (Sacred) u	ZR	oskill	470	1	2	oskill	236	1	2	oskill	465	1	2	oskill	983	1	2	extra-all		8	10																																	1	5	5000										0
3RingSU3	rin	1	1	120	100	ZZ - Ring (Sacred) v	ZR	allskills		1	1	extra-all		10	15	move3		25	25	cast3		25	25	ac-global		15	20	mana%		5	5																													1	5	5000										0
RipstarX	rin	1	50	60	60	ZZ - Ring (Sacred) w	ZR	sock		1	1	dmg/lvl	8	8	8	openwounds		31	50	heal-melee		11	20																																					1	5	5000										0
EarthRouserX	rin	1	50	100	100	ZZ - Ring (Sacred) x	ZR	sock		1	1	kill-skill	612	2	7	str%		6	10	crush		2	3	dmg-global		25	25																																	1	5	5000										0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 0	ZZ - Squall Gust	oskill	899	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 0a	ZZ - Summon Fallen	oskill	812	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 0b	ZZ - Patriot Sentry	oskill	885	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 0c	ZZ - Wrath	oskill	76	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 0d	ZZ - Spirit of Vengeance	oskill	603	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 0e	ZZ - Exploding Totem	oskill	1022	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	0	1	120	100	ZZZ - (R) Cotw 0f	ZZ - Bloody Mary	oskill	672	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 0g	ZZ - Rain of Bombs	oskill	37	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 0h	ZZ - Rune of Ice	oskill	1008	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 0i	ZZ - Doom Serpents	oskill	701	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 0j	ZZ - Spiral Dance	oskill	859	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 0k	ZZ - Vanquish	oskill	698	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 0l	ZZ - Meteor Shower	oskill	824	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 0m	ZZ - Summon Shock Beast	oskill	761	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 0n	ZZ - Dominate	oskill	1016	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 0o	ZZ - Summon Sinner	oskill	870	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 0p	ZZ - SMG	oskill	977	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 0q	ZZ - BFG83K	oskill	976	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 0r	ZZ - Summon Sirens	oskill	905	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 0s	ZZ - Disintegrate	oskill	1005	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 0t	ZZ - Ice Bolt Nova	oskill	798	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 0u	ZZ - Sunspear	oskill	693	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 0v	ZZ - Ancients Hand	oskill	892	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 0w	ZZ - Beacon	oskill	604	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 0x	ZZ - Dinferno	oskill	1004	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 0y	ZZ - Venomous Spirit	oskill	1002	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 0z	ZZ - Punisher	oskill	90	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 00a	ZZ - Seal of Fire	oskill	134	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 00b	ZZ - Exorcism	oskill	637	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 00c	ZZ - Searing Orb	oskill	1000	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 00d	ZZ - Clobber	oskill	904	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 00e	ZZ - Charm	oskill	1018	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 00f	ZZ - Other Shackles of Ice	oskill	571	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 00g	ZZ - Typhoon	oskill	898	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 00h	ZZ - Call Necrobot	oskill	896	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 00i	ZZ - Time Strike	oskill	691	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 00j	ZZ - Other Raven Flight	oskill	569	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 00k	ZZ - Bloodstar	oskill	833	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 00l	ZZ - Deathstrike	oskill	32	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 00m	ZZ - Dark Power	oskill	687	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 00n	ZZ - Rathmas Chosen	oskill	614	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 00o	ZZ - Ravage	oskill	886	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 00p	ZZ - Death Coil	oskill	694	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 00q	ZZ - Totembound Guardian	oskill	83	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 00r	ZZ - Apocalypse	oskill	789	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 00s	ZZ - Titan Strike	oskill	8	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 00t	ZZ - Guard Tower	oskill	972	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 00u	ZZ - Summon Overlord	oskill	670	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 00v	ZZ - ATMG Sentry	oskill	884	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 00w	ZZ - Scatter Shot	oskill	642	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 00x	ZZ - Dead Wall Totem	oskill	797	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 00y	ZZ - Cautious Strike	oskill	690	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 00z	ZZ - Summon Thunder Bear	oskill	757	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 000a	ZZ - Conquest	oskill	688	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 000b	ZZ - Countdown	oskill	825	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 000c	ZZ - Rune of Fire	oskill	809	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 000d	ZZ - Summon Jinn	oskill	613	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 1	ZZ - Immolation Bomb	oskill	79	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 1a	ZZ - Other Demonic Speed	oskill	565	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 1b	ZZ - Death Blossom	oskill	20	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 1c	ZZ - Other Fire Cascade	oskill	566	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 1d	ZZ - Supernova	oskill	680	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 1e	ZZ - Elemental Totem	oskill	58	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 1f	ZZ - Other Pandemonium	oskill	567	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 1g	ZZ - Other Possess	oskill	568	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	120	100	ZZZ - (R) Cotw 1h	ZZ - Kraken Stance	oskill	1035	1	1	levelreq		10	10	blessings-counter		10	10																																									1	5	5000									1	0
