code	name	type	type2	alternateGfx	namestr	spelldesc	spelldescstr	version	compactsave	rarity	spawnable	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam		rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	levelreq	cost	gamble cost	magic lvl	auto prefix	OpenBetaGfx	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	special	useable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem
52@	Short Staff (Sacred)	qstf		bst	52@					2	1				1	53	55				1	10	0	10	0	188	40		71	30		6464		403	bst	52@	52@	52@	stf	stf	5	club	1	3					flpsst	invsst			1	3	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
100	Short Sword (Grade 1)	swor	tier	ssd	100					20	1	4	6									-20	20	0	0	0	50		1	0		202		401	ssd	100	100	100	1hs	1hs	5	1hsl	1	3					flpssd	invssd			1	1	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3		1		1	1		1		1	1					255					255					255					255					255					255					255		1		1	1					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
236	Short Sword (Grade 2)	swor	tier	ssd	236					20	1	9	9									-20	20	0	18	0	50		30	9		808		402	ssd	236	236	236	1hs	1hs	5	1hsl	1	3					flpssd	invssd			1	2	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
372	Short Sword (Grade 3)	swor	tier	ssd	372					20	1	14	15									-20	20	0	49	0	50		59	18		3232		403	ssd	372	372	372	1hs	1hs	5	1hsl	1	3					flpssd	invssd			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
440	Short Sword (Grade 4)	swor	tier	ssd	440					20	1	17	19									-20	20	0	104	0	50		72	23		6464		403	ssd	440	440	440	1hs	1hs	5	1hsl	1	3					flpssd	invssd			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
01@	Short Sword (Sacred)	qswd		ssd	01@					2	1	37	38									-20	20	0	376	0	50		72	30		6464		403	ssd	01@	01@	01@	1hs	1hs	5	1hsl	1	3					flpssd	invssd			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
166	Short War Bow (Grade 1)	bow	tier	sbb	166					20	1				1	12	18					5	0	20	0	87		1	12	4		348		402	sbw	166	166	166	bow	bow	6	bow	2	3					flpswb	invswb			1	2	0		0	item_bow	12	item_bow	0	0	5	1	0	0	0		0	7	0	0	1					255					255					255					255					255					255					255					255					255					255		1		1	1		1		1	1					255		1		1	1		1		1	1					255					255			5	8	0	xxx	xxx	1	0
302	Short War Bow (Grade 2)	bow	tier	sbb	302					20	1				1	25	36					5	0	20	0	127		1	44	14		1392		404	sbw	302	302	302	bow	bow	6	bow	2	3					flpswb	invswb			1	4	0		0	item_bow	12	item_bow	0	0	5	1	0	0	0		0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
438	Short War Bow (Grade 3)	bow	tier	sbb	438					20	1				1	41	56					5	0	20	0	249		1	74	23		5568		405	sbw	438	438	438	bow	bow	6	bow	2	3					flpswb	invswb			1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0	0		0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
506	Short War Bow (Grade 4)	bow	tier	sbb	506					20	1				1	50	68					5	0	20	0	490		1	85	27		11136		406	sbw	506	506	506	bow	bow	6	bow	2	3					flpswb	invswb			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0	0		0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
67@	Short War Bow (Sacred)	qbow		sbb	67@					2	1				1	68	77					5	0	20	0	590		1	85	30		11136		406	sbw	67@	67@	67@	bow	bow	6	bow	2	3					flpswb	invswb			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0	0		0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
j12	Smoked Sphere (Grade 1)	orb	tier	ob3	j12			100		4	1	5	7							14		-25	0	20	0	15	70		7	2		298		401	bst	j12	j12	j12	1hs	1hs	5	1hss	1	2	0	0	0	0	flpob3	invob3			1	1	0	0	0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
j46	Smoked Sphere (Grade 2)	orb	tier	ob3	j46			100		4	1	10	12							14		-25	0	20	0	36	70		36	11		1192		402	bst	j46	j46	j46	1hs	1hs	5	1hss	1	2	0	0	0	0	flpob3	invob3			1	2	0	0	0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
j80	Smoked Sphere (Grade 3)	orb	tier	ob3	j80			100		4	1	15	18							14		-25	0	20	0	81	70		66	21		4768		402	bst	j80	j80	j80	1hs	1hs	5	1hss	1	2	0	0	0	0	flpob3	invob3			1	2	0	0	0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
j97	Smoked Sphere (Grade 4)	orb	tier	ob3	j97			100		4	1	18	21							14		-25	0	20	0	167	70		79	25		9536		402	bst	j97	j97	j97	1hs	1hs	5	1hss	1	2	0	0	0	0	flpob3	invob3			1	2	0	0	0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
82@	Smoked Sphere (Sacred)	qorb		ob3	82@			100		1	1	37	39							14		-25	0	20	0	183	70		79	30		9536		402	bst	82@	82@	82@	1hs	1hs	5	1hss	1	2	0	0	0	0	flpob3	invob3			1	2	0	0	0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
9@4	Spatha (Grade 1)	bswd	tier	scm	9@4					10	1	7	8									-15	25	0	41	0	90		7	2		358		401	scm	9@4	9@4	9@4	1hs	1hs	5	1hsl	1	3					flpsbr	invscmu			1	1	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
2@5	Spatha (Grade 2)	bswd	tier	scm	2@5					10	1	14	16									-15	25	0	71	0	90		36	11		1432		402	scm	2@5	2@5	2@5	1hs	1hs	5	1hsl	1	3					flpsbr	invscmu			1	2	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
4@5	Spatha (Grade 3)	bswd	tier	scm	4@5					10	1	22	26									-15	25	0	149	0	90		65	21		5728		403	scm	4@5	4@5	4@5	1hs	1hs	5	1hsl	1	3					flpsbr	invscmu			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
5@5	Spatha (Grade 4)	bswd	tier	scm	5@5					10	1	26	30									-15	25	0	299	0	90		78	25		11456		403	scm	5@5	5@5	5@5	1hs	1hs	5	1hsl	1	3					flpsbr	invscmu			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
6@5	Spatha (Sacred)	sbsd		scm	6@5					1	1	46	48									-15	25	0	500	0	90		78	30		11456		403	scm	6@5	6@5	6@5	1hs	1hs	5	1hsl	1	3					flpsbr	invscmu			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
137	Spear (Grade 1)	spea	tier	spr	137					20	1				1	5	10				3	5	0	30	0	0	60		1	0		202		402	spr	137	137	137	2ht	2ht	5	2ht	2	4					flpspr	invspr			1	2	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	3		1		1	1		1		1	1					255					255					255					255					255					255					255		1		1	1					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
273	Spear (Grade 2)	spea	tier	spr	273					20	1				1	10	14				3	5	0	30	18	18	60		30	9		808		404	spr	273	273	273	2ht	2ht	5	2ht	2	4					flpspr	invspr			1	4	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
409	Spear (Grade 3)	spea	tier	spr	409					20	1				1	18	23				3	5	0	30	49	49	60		59	18		3232		405	spr	409	409	409	2ht	2ht	5	2ht	2	4					flpspr	invspr			1	5	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
477	Spear (Grade 4)	spea	tier	spr	477					20	1				1	22	29				3	5	0	30	104	104	60		72	23		6464		406	spr	477	477	477	2ht	2ht	5	2ht	2	4					flpspr	invspr			1	6	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
38@	Spear (Sacred)	qspe		spr	38@					2	1				1	53	57				3	5	0	30	376	376	60		72	30		6464		406	spr	38@	38@	38@	2ht	2ht	5	2ht	2	4					flpspr	invspr			1	6	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
140	Spetum (Grade 1)	spea	tier	tri	140					20	1				1	7	18				4	5	0	30	42	63	96		10	3		300		402	spr	140	140	140	2ht	2ht	5	2ht	2	4					flpspt	invspt			1	2	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255		1		1	1					255					255					255					255					255					255		1		1	1		1		1	1		1		1	1					255					255					255					255			5	8	0	xxx	xxx	1	0
276	Spetum (Grade 2)	spea	tier	tri	276					20	1				1	14	34				4	5	0	30	70	97	96		40	12		1200		404	spr	276	276	276	2ht	2ht	5	2ht	2	4					flpspt	invspt			1	4	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
412	Spetum (Grade 3)	spea	tier	tri	412					20	1				1	24	52				4	5	0	30	144	193	96		69	22		4800		405	spr	412	412	412	2ht	2ht	5	2ht	2	4					flpspt	invspt			1	5	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
480	Spetum (Grade 4)	spea	tier	tri	480					20	1				1	29	62				4	5	0	30	288	382	96		83	26		9600		406	spr	480	480	480	2ht	2ht	5	2ht	2	4					flpspt	invspt			1	6	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
41@	Spetum (Sacred)	qspe		tri	41@					2	1				1	57	74				4	5	0	30	453	492	96		83	30		9600		406	spr	41@	41@	41@	2ht	2ht	5	2ht	2	4					flpspt	invspt			1	6	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
125	Spiked Club (Grade 1)	mace	tier	clb	125					20	1	6	8								1		20	0	24	0	60		5	1		250		401	clb	125	125	125	1hs	1hs	5	1hsl	1	3					flpspc	invspc			1	1	0		0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	1					255		1		1	1					255		1		1	1					255					255					255					255					255		1		1	1					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
261	Spiked Club (Grade 2)	mace	tier	clb	261					20	1	11	15								1		20	0	47	0	60		34	10		1000		402	clb	261	261	261	1hs	1hs	5	1hsl	1	3					flpspc	invspc			1	2	0		0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
397	Spiked Club (Grade 3)	mace	tier	clb	397					20	1	18	23								1		20	0	102	0	60		63	20		4000		403	clb	397	397	397	1hs	1hs	5	1hsl	1	3					flpspc	invspc			1	3	0		0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
465	Spiked Club (Grade 4)	mace	tier	clb	465					20	1	21	28								1		20	0	207	0	60		78	24		8000		403	clb	465	465	465	1hs	1hs	5	1hsl	1	3					flpspc	invspc			1	3	0		0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
26@	Spiked Club (Sacred)	qmac		clb	26@					2	1	42	46								1		20	0	419	0	60		78	30		8000		403	clb	26@	26@	26@	1hs	1hs	5	1hsl	1	3					flpspc	invspc			1	3	0		0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
!77	Spirit Edge (Grade 1)	nknf	tier	dgr	!77					4	1	5	9									-15	0	25	0	67	60		16	5		425		401	dgr	!77	!77	!77	1ht	1ht	5	1ht	1	3					flpbld	inv9blu			1	1	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
!79	Spirit Edge (Grade 2)	nknf	tier	dgr	!79					4	1	10	18									-15	0	25	0	104	60		49	15		1700		402	dgr	!79	!79	!79	1ht	1ht	5	1ht	1	3					flpbld	inv9blu			1	2	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
!81	Spirit Edge (Grade 3)	nknf	tier	dgr	!81					4	1	15	29									-15	0	25	0	207	60		78	25		6800		403	dgr	!81	!81	!81	1ht	1ht	5	1ht	1	3					flpbld	inv9blu			1	3	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
!82	Spirit Edge (Grade 4)	nknf	tier	dgr	!82					4	1	18	34									-15	0	25	0	410	60		90	29		13600		403	dgr	!82	!82	!82	1ht	1ht	5	1ht	1	3					flpbld	inv9blu			1	3	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
!83	Spirit Edge (Sacred)	snkf		dgr	!83					1	1	32	57									-15	0	25	0	537	60		90	30		13600		403	dgr	!83	!83	!83	1ht	1ht	5	1ht	1	3					flpbld	inv9blu			1	3	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
j15	Stag Bow (Grade 1)	abow	tier	am1	j15			100		4	1				1	9	13			13		10	0	30	0	78		1	10	3		300		402	sbw	j15	j15	j15	bow	bow	6	bow	2	4	0	0	0	0	flpam1	invam1			1	2	0	0	0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20					255			2	2	0	xxx	xxx	1	0
j49	Stag Bow (Grade 2)	abow	tier	am1	j49			100		4	1				1	19	27			13		10	0	30	0	118		1	39	12		1200		404	sbw	j49	j49	j49	bow	bow	6	bow	2	4	0	0	0	0	flpam1	invam1			1	4	0	0	0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
j83	Stag Bow (Grade 3)	abow	tier	am1	j83			100		4	1				1	33	44			13		10	0	30	0	231		1	68	21		4800		405	sbw	j83	j83	j83	bow	bow	6	bow	2	4	0	0	0	0	flpam1	invam1			1	5	0	0	0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
o10	Stag Bow (Grade 4)	abow	tier	am1	o10			100		4	1				1	39	53			13		10	0	30	0	457		1	83	26		9600		406	sbw	o10	o10	o10	bow	bow	6	bow	2	4	0	0	0	0	flpam1	invam1			1	6	0	0	0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
85@	Stag Bow (Sacred)	qabw		am1	85@			100		1	1				1	63	70			13		10	0	30	0	557		1	83	30		9600		406	sbw	85@	85@	85@	bow	bow	6	bow	2	4	0	0	0	0	flpam1	invam1			1	6	0	0	0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
3@E	Stinger Crossbow (Grade 1)	nxbw	tier	hxb	3@E					10	1				1	20	26				2	28	30	0	63	0		1	13	4		462		402	lxb	3@E	3@E	3@E	xbw	xbw	5	xbow	2	3					flphxb	invmxbu			1	2	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
5@E	Stinger Crossbow (Grade 2)	nxbw	tier	hxb	5@E					10	1				1	43	52				2	28	30	0	93	0		1	45	14		1848		404	lxb	5@E	5@E	5@E	xbw	xbw	5	xbow	2	3					flphxb	invmxbu			1	4	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
7@E	Stinger Crossbow (Grade 3)	nxbw	tier	hxb	7@E					10	1				1	70	83				2	28	30	0	182	0		1	75	24		7392		405	lxb	7@E	7@E	7@E	xbw	xbw	5	xbow	2	3					flphxb	invmxbu			1	5	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
8@E	Stinger Crossbow (Grade 4)	nxbw	tier	hxb	8@E					10	1				1	86	101				2	28	30	0	359	0		1	86	27		14784		406	lxb	8@E	8@E	8@E	xbw	xbw	5	xbow	2	3					flphxb	invmxbu			1	6	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
9@E	Stinger Crossbow (Sacred)	snxb		hxb	9@E					1	1				1	99	101				2	28	30	0	460	0		1	86	30		14784		406	lxb	9@E	9@E	9@E	xbw	xbw	5	xbow	2	3					flphxb	invmxbu			1	6	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
!91	Tepoztopilli (Grade 1)	pspe	tier	pik	!91					4	1				1	9	19				5	20	30	0	112	0	96		17	5		462		402	spr	!91	!91	!91	2ht	2ht	5	2ht	2	4					flppik	inv9bru			1	2	0	3 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
!93	Tepoztopilli (Grade 2)	pspe	tier	pik	!93					4	1				1	19	35				5	20	30	0	165	0	96		50	15		1848		404	spr	!93	!93	!93	2ht	2ht	5	2ht	2	4					flppik	inv9bru			1	4	0	3 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
!95	Tepoztopilli (Grade 3)	pspe	tier	pik	!95					4	1				1	32	54				5	20	30	0	325	0	96		81	25		7392		405	spr	!95	!95	!95	2ht	2ht	5	2ht	2	4					flppik	inv9bru			1	5	0	3 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
!96	Tepoztopilli (Grade 4)	pspe	tier	pik	!96					4	1				1	34	74				5	20	30	0	641	0	96		90	30		14784		406	spr	!96	!96	!96	2ht	2ht	5	2ht	2	4					flppik	inv9bru			1	6	0	3 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
!97	Tepoztopilli (Sacred)	spsp		pik	!97					1	1				1	68	75				5	20	30	0	733	0	96		90	30		14784		406	spr	!97	!97	!97	2ht	2ht	5	2ht	2	4					flppik	inv9bru			1	6	0	3 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
149	Throwing Axe (Grade 1)	taxe	tier	hax	149					20	1	5	6					2	6			-20	20	0	15	0	12		1	0		2		401	hax	149	149	149	1hs	1hs	5	1hsl	1	2	1	16	130	32	flptax	invtax			1	1	0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0		689	7	5	0	3					255					255		1		1	1					255					255	1		1	1	1					255					255		1		1	1					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
285	Throwing Axe (Grade 2)	taxe	tier	hax	285					20	1	7	8					8	10			-20	20	0	36	0	12		33	8		56		402	hax	285	285	285	1hs	1hs	5	1hsl	1	2	1	16	130	32	flptax	invtax			1	2	0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0		689	7	5	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
421	Throwing Axe (Grade 3)	taxe	tier	hax	421					20	1	11	12					16	18			-20	20	0	81	0	12		60	18		114		402	hax	421	421	421	1hs	1hs	5	1hsl	1	2	1	16	130	32	flptax	invtax			1	2	0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0		689	7	5	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
489	Throwing Axe (Grade 4)	taxe	tier	hax	489					20	1	13	14					20	23			-20	20	0	167	0	12		71	22		142		402	hax	489	489	489	1hs	1hs	5	1hsl	1	2	1	16	130	32	flptax	invtax			1	2	0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0		689	7	5	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
50@	Throwing Axe (Sacred)	qtax		hax	50@					2	1	36	36					53	54			-20	20	0	402	0	12		71	30		142		402	hax	50@	50@	50@	1hs	1hs	5	1hsl	1	2	1	16	130	32	flptax	invtax			1	2	0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0		689	7	5	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
146	Throwing Knife (Grade 1)	tkni	tier	dgr	146					20	1	4	6					2	7			-20	0	20	0	15	8		1	0		2		401	dgr	146	146	146	1ht	1ht	5	1ht	1	2	1	40	160	75	flptkn	invtkn			1	1	0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0		687	7	4	0	3					255					255		1		1	1					255					255		1		1	1					255					255		1		1	1					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
