Missile	Id	* Laz / status	pCltDoFunc	pCltHitFunc	pSrvDoFunc	pSrvHitFunc	pSrvDmgFunc	SrvCalc1	*srv calc 1 desc	Param1	*param1 desc	Param2	*param2 desc	Param3	*param3 desc	Param4	*param4 desc	Param5	*param5 desc	CltCalc1	*client calc 1 desc	CltParam1	*client param1 desc	CltParam2	*client param2 desc	CltParam3	*client param3 desc	CltParam4	*client param4 desc	CltParam5	*client param5 desc	SHitCalc1	*server hit calc 1 desc	sHitPar1	*server hit param1 desc	sHitPar2	*server hit param2 desc	sHitPar3	*server hit param3 desc	CHitCalc1	*client hit calc1 desc	cHitPar1	*client hit param1 desc	cHitPar2	*client hit param2 desc	cHitPar3	*client hit param3 desc	DmgCalc1	*damage calc 1	dParam1	*damage param1 desc	dParam2	*damage param2 desc	Vel	MaxVel	VelLev	Accel	Range	LevRange	Light	Flicker	Red	Green	Blue	InitSteps	Activate	LoopAnim	CelFile	animrate	AnimLen	AnimSpeed	RandStart	SubLoop	SubStart	SubStop	CollideType	CollideKill	CollideFriend	LastCollide	Collision	ClientCol	ClientSend	NextHit	NextDelay	xoffset	yoffset	zoffset	Size	SrcTown	CltSrcTown	CanDestroy	ToHit	AlwaysExplode	Explosion	Town	NoMultiShot	Holy	*Laz / Slow	CanSlow	ReturnFire	GetHit	SoftHit	KnockBack	Trans	Qty	Pierce	SpecialSetup	MissileSkill	Skill	ResultFlags	HitFlags	HitShift	ApplyMastery	SrcDamage	Half2HSrc	SrcMissDmg	MinDamage	MinLevDam1	MinLevDam2	MinLevDam3	MinLevDam4	MinLevDam5	MaxDamage	MaxLevDam1	MaxLevDam2	MaxLevDam3	MaxLevDam4	MaxLevDam5	DmgSymPerCalc	EType	EMin	MinELev1	MinELev2	MinELev3	MinELev4	MinELev5	Emax	MaxELev1	MaxELev2	MaxELev3	MaxELev4	MaxELev5	EDmgSymPerCalc	ELen	ELevLen1	ELevLen2	ELevLen3	HitClass	NumDirections	LocalBlood	DamageRate	TravelSound	HitSound	ProgSound	ProgOverlay	ExplosionMissile	SubMissile1	SubMissile2	SubMissile3	HitSubMissile1	HitSubMissile2	HitSubMissile3	HitSubMissile4	CltSubMissile1	CltSubMissile2	CltSubMissile3	CltHitSubMissile1	CltHitSubMissile2	CltHitSubMissile3	CltHitSubMissile4	EOL
sentrybounce2	2251	1.F9 NEW SKILL	8	25	1	20																												20	range (0=skill)	1	max (0 = skill)					20	range (0=skill)	1	max (0 = skill)									32	32			50		2		128	128	255	0	0	2	null	1024	2	16					3	1		1		1		1	3				2				1						1		1	1								Storm Cloud Sentry	4		8																																				64	16											sentrybounce3				bzzzzt			sentrybounce3				0
sentrybounce3	2252	1.F9 NEW SKILL	8		1																																																	32	32			50		2		128	128	255	0	0	2	null	1024	2	16					3	1		1		1		1	3				2				1						1		1	1								Storm Cloud Sentry	4		8																																				64	16															bzzzzt							0
sentryfireball	2253	1.F9 NEW SKILL	19	30	15	29	7			5	frequency	2	increment									5	frequency	2	increment									2	increment							2	increment							25	stun len (0 = skill)							51		6	4	255	64	64	1	0	1	TurretStandingThere	1024	15	16								1		1												1			1		1		1	1									4																																							1			sorceress_firebolt_1				sentryfireballkill	sentryfireballdelay			selfdestructfire				sentryfireballdelay			selfdestructfire				0
sentryfireballkill	2254	1.F9 NEW SKILL	1		1																																																					23		8	4	64	64	255	0	0	0	TurretDeath	1024	23	16																							1		1																																																					1																						0
sentryfireballdelay	2255	1.F9 NEW SKILL	1	25	1	20																												20	range (0=skill)	1	max (0 = skill)					20	range (0=skill)	1	max (0 = skill)													1				255	255	255	1	0	2	null	1024	2	16						1		1		1							1					1					1		1	1			1						4																																							16											sentryfireballbolt							sentryfireballbolt				0
sentryfireballbolt	2256	1.F9 NEW SKILL	1		1	1																												3	damage radius																			32	32			50		3		255	178	64	1	0	1	NewFireMissile	1024	5	16					3	1		1		1							1										1		1	1			1					Fireball Sentry	5	2																			fire																			16			sorceress_fireball_1	sorceress_fireball_impact_1			explodingarrowexp															0
selfdestructlightning	2257	1.F9 NEW SKILL	1	10	1																																																	24	24		-1000	13				255	255	255	0	0	1	Shocker	1024	8	16					3			1		1							1										1		1	1			1					Nova Bomb	4		8																																				48	16			druid_meteor_explode_1	impact_lightning_layer_1		lightning																0
selfdestructfire	2258	1.F9 NEW SKILL	1		1	1																												4	damage radius																			20	20			48		2		255	128	64	0	0	1	Fireball	1024	5	16					3	1		1		1							1										1		1	1			1					Immolation Bomb	5	2																			fire																			16			sorceress_fireball_1	sorceress_fireball_impact_1			explodingarrowexp															0
darkleadermissile	2259		1	44	1	18				32	Mana Use, 16ths.	80	Minimum range																																									20	20			10				255	255	255	1	0	0	expansion\FireNova	1024	11	8					3		1	1		1							3					1											1																																													32			baleful_prayer								sparkle											0
booiing1	2260		1	25	1	20	1																											20	range (0=skill)	1	max (0 = skill)					20	range (0=skill)	1	max (0 = skill)			50	elemental conversion	50	conversion min	50	conversion max	24	24			30		2		0	128	255	0	0	0	Javelin	1024	1	16					3	1		1		1							1				1						1		1	1								Ricochet	4		8																		mag																			16			weapon_throw_1	succubus_msissile_impact			shock_green				booiing2							booiing2				0
booiing2	2261		1	25	1	20	1																											20	range (0=skill)	1	max (0 = skill)					20	range (0=skill)	1	max (0 = skill)			50	elemental conversion	50	conversion min	50	conversion max	24	24			30		2		0	128	255	0	0	0	Javelin	1024	1	16					3	1		1		1							1				1						1		1	1								Ricochet	4		8																		mag																			16				succubus_msissile_impact			shock_green				booiing3							booiing3				0
booiing3	2262		1	25	1	20	1																											20	range (0=skill)	1	max (0 = skill)					20	range (0=skill)	1	max (0 = skill)			50	elemental conversion	50	conversion min	50	conversion max	24	24			30		2		0	128	255	0	0	0	Javelin	1024	1	16					3	1		1		1							1				1						1		1	1								Ricochet	4		8																		mag																			16				succubus_msissile_impact			shock_green				booiing4							booiing4				0
booiing4	2263		1	25	1	20	1																											20	range (0=skill)	1	max (0 = skill)					20	range (0=skill)	1	max (0 = skill)			50	elemental conversion	50	conversion min	50	conversion max	24	24			30		2		0	128	255	0	0	0	Javelin	1024	1	16					3	1		1		1							1				1						1		1	1								Ricochet	4		8																		mag																			16				succubus_msissile_impact			shock_green				booiing5							booiing5				0
booiing5	2264		1	25	1	20	1																											20	range (0=skill)	0	max (0 = skill)					20	range (0=skill)	0	max (0 = skill)			50	elemental conversion	50	conversion min	50	conversion max	24	24			30		2		0	128	255	0	0	0	Javelin	1024	1	16					3	1		1		1							1				1						1		1	1								Ricochet	4		8																		mag																			16				succubus_msissile_impact			shock_green				booiing6							booiing6				0
booiing6	2265		1	25	1	20	1																											20	range (0=skill)	1	max (0 = skill)					20	range (0=skill)	1	max (0 = skill)			50	elemental conversion	50	conversion min	50	conversion max	24	24			30		2		0	128	255	0	0	0	Javelin	1024	1	16					3	1		1		1							1				1						1		1	1								Ricochet	4		8																		mag																			16				succubus_msissile_impact			shock_green				booiing7							booiing7				0
booiing7	2266		1	25	1	20	1																											20	range (0=skill)	1	max (0 = skill)					20	range (0=skill)	1	max (0 = skill)			50	elemental conversion	50	conversion min	50	conversion max	24	24			30		2		0	128	255	0	0	0	Javelin	1024	1	16					3	1		1		1							1				1						1		1	1								Ricochet	4		8																		mag																			16				succubus_msissile_impact			shock_green				booiing8							booiing8				0
booiing8	2267		1	25	1	20	1																											20	range (0=skill)	1	max (0 = skill)					20	range (0=skill)	1	max (0 = skill)			50	elemental conversion	50	conversion min	50	conversion max	24	24			30		2		0	128	255	0	0	0	Javelin	1024	1	16					3	1		1		1							1				1						1		1	1								Ricochet	4		8																		mag																			16				succubus_msissile_impact			shock_green				booiing9							booiing9				0
booiing9	2268		1	25	1	20	1																											20	range (0=skill)	1	max (0 = skill)					20	range (0=skill)	1	max (0 = skill)			50	elemental conversion	50	conversion min	50	conversion max	24	24			30		2		0	128	255	0	0	0	Javelin	1024	1	16					3	1		1		1							1				1						1		1	1								Ricochet	4		8																		mag																			16				succubus_msissile_impact			shock_green				booiing0							booiing0				0
booiing0	2269	1.B9 COLD CONVERT	1		1		1																																									50	elemental conversion	50	conversion min	50	conversion max	24	24			60		2		0	128	255	0	0	0	Javelin	1024	1	16					3	1		1		1							1				1						1		1	1								Ricochet	4		8																		mag																			16				succubus_msissile_impact			shock_green															0
booiingsuper	2270		8	16	1	12	1															1	Subloops											0	range (0 = skill)							0	range (0 = skill)					50	elemental conversion	50	conversion min	50	conversion max	32	32			30		2		0	128	255	0	0	0	Javelin	1024	1	16					3	1		1		1		1	4				2										1		1	1								Ricochet	4		8																		mag																			32			weapon_throw_1	succubus_msissile_impact			shock_green								booiingsparkle							0
booiingsparkle	2271		1		1																																																					4				255	255	255	0	0	2	null	1024	2	16					3	1		1		1						-40	1										1			1			1						4		8																		pois	2	2	2	2	2	2	6	2	2	2	2	2							1																						0
spellbound	2272		1		1																																																					75				255	255	255	0	0	0	FriendTrappy	1024	31	32		1		1	3			1	1	1	1						3										1						1																																													8																						0
spellboundspawner	2273		1		1																																																					16				0	0	0	0	0	1	Spider_Goo_Missile	1024	17	16					1			1			1						1					1					1						1																																													8			tentaclehead_missile_1				spellboundwebs				spellboundwebs											0
scosglenmissile	2274		1	30	1	29																												2	increment							2	increment															1				255	255	255	1	0	2	null	1024	2	16					3			1		1							1					1					1		1	1			1						4		8																																					1											scosglenhitter							scosglenhitter				0
scosglenhitter	2275		20	10	16					24	frames	4	frequency									24	frames	4	frequency																													48	48		-2000	24				81	81	255	0	0	1	expansion\hurricane_swoosh	1024	11	8					3			1		1		1	3			-40	1										1				1		1					Freezing Gale	4		8																																					16			druid_arcticblast	impact_cold_1			iceexplode															0
sovereignaura	2276		1		1																																																					6				255	255	255	0	0	0	ChillBloodPuff	1024	26	64							1																1		1								1																																													1																						0
sovereign_b	2277	1.B9 DURATION PER LEVEL	1	44	1	36																																																				18		6	6	64	64	255	1	0	1	sigil_engaging	1024	20	16							1	1		1							1					1			1		1		1	1			1						4		8																																					1			druid_arcticblast				sovereignbridge				sovereigncenter2							sovereigncenter2				0
sovereigncenter	2278	1.B9 DURATION PER LEVEL	19		15					10	frequency to spam teh dmg	1	increment									10	frequency to spam teh dmg	1	increment																																	183		4	4	64	64	255	1	0	1	sigil_active	1024	20	16							1	1		1							1								1		1		1	1			1						4		8																																					1								sovereigndelay							sovereigndelay							0
sovereigndelay	2279		1	30	1	29																												1	increment							1	increment															1				255	255	255	1	0	2	null	1024	2	16					3		1	1		1							1					1			1		1		1	1			1						4		8																																					1											sovereignnova							sovereignnova				0
sovereignnova	2280		1	44	1	21																																																32	32			25		2		0	128	255	0	0	2	null	1024	2	16					3		1	1		1							3					1											1					Sovereign																																								16											sparkle											0
spellbindmissile	2281		1		1	21																																																32	32			18				255	255	255	0	0	1	Snakie	1024	14	16					3			1		1		1	3			-60	3					1			1				1	1		100						Spellbind	4		8																																					16			object_shrine_snake				curseeffectred															0
sovereignbridge	2282	1.B9 DURATION PER LEVEL	1		1																																																					181		4	4	64	64	255	1	0	1	sigil_active	1024	1	16							1	1		1							1								1		1		1	1			1						4		8																																					1								sovereigndelay							sovereigndelay							0
thunderringmaker	2283		1	44	1	36																																																64	64			6				255	255	255	1	0	2	null	1024	2	16					6			1									1					1	1		1																8																																					1			assassin_staticfield								thunderringmakerflame							thunderringmakerflame				0
thunderringmakerflame	2284		1		1		7																																											15	stun len (0 = skill)							125		3		64	64	255	0	0	1	LightningBoltBig	1024	8	16	1				3				1	1	1						3					1					1				1		1					Lightning Arena			8																																					8							lightninggeneratorexplode															0
thunderringcenter	2285		1	30	1	29																												1	increment							1	increment															1				255	255	255	1	0	2	null	1024	2	16					3			1		1							1					1					1		1	1			1						4		8																																					1											thunderringmaker							thunderringmaker				0
trans2spawner	2286		19	30	15	29				99	frequency	0	increment									99	frequency	0	increment									2	increment							2	increment															2				255	255	255	1	0	2	null	1024	2	16					3			1		1							1					1					1		1	1			1						4		8																																					1								trans2spawner2			nightshadeCW				trans2spawner2			nightshadeCW				0
trans2spawner2	2287		1	30	1	29																												2	increment							2	increment															1				255	255	255	1	0	2	null	1024	2	16					3			1		1							1					1					1		1	1			1						4		8																																					1											nightshadeCCW							nightshadeCCW				0
nightshadeCW	2288		20	10	16					8	frames	2	frequency									8	frames	2	frequency																													18	18			20	2	4		64	255	64	1	0	0	poisonNova	1024	30	16					3			1		1		1	4				1										1		1	1		50	1						4		8		96																																			16			monster_poisonbolt																			0
nightshadeCCW	2289		20	10	16					8	frames	2	frequency									4	frames	1	frequency																													12	12			30	3	4		64	255	64	1	0	0	poisonNova	1024	30	16					3			1		1							1										1		1	1		50	1					Blooming Nightshade	4		8																																					16			monster_poisonbolt																			0
deepcorecenter	2290		1	30	1	29																												4	increment							4	increment															1				255	255	255	0	0	2	null	1024	2	32					3			1		1							1					1					1		1	1			1						4		8																																					1											deepcorebeam							deepcorebeam				0
deepcorebeam	2291		19		15					1	frequency of thorn tiles	19	increment of thorn tiles									1	frequency of thorn tiles	19	increment of thorn tiles																													32	32			12				255	255	255	0	0	2	null	1024	2	16					3			1		1							1										1						1						4																																							1			druid_shockwave	sorceress_firebolt_impact_1			fireexplode	deepcoredeepcore							deepcoreexplozor							0
deepcoredeepcore	2292		1		1																																																					11				255	255	255	0	0	2	null	1024	2	32					3					1		1	3				3				1						1		1	1								Deep Core Strike	4		8																		fire																			4																						0
deepcoreexplozor	2293		1	52	1																																					6	# rocks	30	lob velocity													10		2		255	178	64	0	0	0	ExpArrowExplode	1024	16	16					3					1							3					1					1		1	1		1	1						5	2	8																																				32	8			druid_bouldereremerge															deepcoreexplode	moltenboulder-flyingrocks			0
deepcoreexplode	2294		1																																																							13				255	178	64	0	0	0	null	1024	1	16																	2					1	1		1				1																																																32	1			druid_boulderexplode_1																			0
backblastspawner	2295		1	30	1	29																												1	increment							1	increment											-1	-1			1		2		255	0	0	0	0	1	RedScatter	1024	29	16					3			1		1							1					1					1		1	1			1						4		8																																					1			druid_boulderexplode_1								backblasthitter							backblasthitter				0
backblasthitter	2296		1	10	1																																																	48	48			6		2		255	255	255	0	0	2	null	1024	2	16					3			1		1		1	3				1										1		1	1		10	1					Backblast	4		8																																				48	16			impact_fire_layer_1	explosion_medium_1		firecrackerz																0
gateway9center	2297		1	30	1	29																												1	increment							1	increment															1				255	255	255	1	0	1	Bloom	1024	22	32					3			1		1							1					1					1		1	1			1						4		8																																					1							bloomboom				gateway9nova							gateway9nova				0
gateway9nova	2298		1		1																																																	12	12			10				255	255	255	0	0	2	null	1024	2	16					3					1		1	3				2										1		1	1			1					Innate Riftwalk	4		8																																				64	4			sorceress_fireball_impact_1	explosion_large_1																		0
barragenewandglorious	2299		19	44	15	36				99	frequency	0	increment									99	frequency	0	increment																																	3				255	255	255	1	0	2	null	1024	2	16								1		1							1					1																	4		8																																					1								barragecenternew1			barragenewandgloriousA				barragecenternew1			barragenewandgloriousA				0
barragenewandgloriousA	2300		19	44	15	36				99	frequency	0	increment									99	frequency	0	increment																																	3				255	255	255	1	0	2	null	1024	2	16								1		1							1					1																	4		8																																					1								barragecenternew2			barragenewandgloriousB				barragecenternew2			barragenewandgloriousB				0
barragenewandgloriousB	2301		19	44	15	36				99	frequency	0	increment									99	frequency	0	increment																																	3				255	255	255	1	0	2	null	1024	2	16								1		1							1					1																	4		8																																					1								barragecenternew3			barragecenternew4				barragecenternew3			barragecenternew4				0
barragecenternew1	2302		19		15					1	frequency	19	increment									1	frequency	19	increment																																	13				255	255	255	1	0	2	null	1024	2	16								1		1							1					1																	4		8																																					1								barragearrownew							barragearrownew							0
barragecenternew2	2303		19		15					1	frequency	27	increment									1	frequency	28	increment																																	12				255	255	255	1	0	2	null	1024	2	16								1		1							1					1																	4		8																																					1								barragearrownew							barragearrownew							0
barragecenternew3	2304		19		15					1	frequency	62	increment									1	frequency	46	increment																																	10				255	255	255	1	0	2	null	1024	2	16								1		1							1					1																	4		8																																					1								barragearrownew							barragearrownew							0
barragecenternew4	2305		19		15					1	frequency	39	increment									1	frequency	39	increment																																	9				255	255	255	1	0	2	null	1024	2	16								1		1							1					1																	4		8																																					1								barragearrownew							barragearrownew							0
barragearrownew	2306		1		1																																																	24	24			20				255	255	255	1	0	0	Arrow	1024	1	16					3	1		1		1							1				1						1		1	1								Barrage	4		8																																				6	32			weapon_bow_1				teethexplodeyellow															0
boldnewfortmover	2307		1	44	1	36																																																12	12			4				255	255	255	1	0	2	null	1024	2	16					3	1		1		1							1					1			1		1		1	1			1						4		8																																					1											boldnewforttower							boldnewforttower				0
colosseumcenter	2308		19	44	15	36				199	frequency	0	increment									199	frequency	0	increment																																	1				255	255	255	1	0	2	null	1024	2	16								1		1							1					1																	4		8																																					1							colosseumimpactswirl	colosseumsovereigncenter			colosseumstunpulsar				colosseumsovereigncenter			colosseumstunpulsar				0
colosseumsovereigncenter	2309		19	44	15	36				199	frequency	0	increment									199	frequency	0	increment																																	1				255	255	255	1	0	2	null	1024	2	16								1		1							1					1																	4		8																																					1								colosseumblastcenter			colosseumsovereignpulsar				colosseumblastcenter			colosseumsovereignpulsar				0
colosseumblastcenter	2310		19	30	15	29				199	frequency	0	increment									199	frequency	0	increment									1	increment							1	increment															1				255	255	255	1	0	2	null	1024	2	16								1		1							1					1																	4		8																																					1								colosseumfencecenter			colosseumdmgnova				colosseumfencecenter			colosseumdmgnova				0
colosseumfencecenter	2311		19	30	15					199	frequency	0	increment									199	frequency	0	increment									1	increment							1	increment															1				255	255	255	1	0	2	null	1024	2	16								1		1							1					1																	4		8																																					1								colosseumhighlightcenter			colosseumfencenova				colosseumhighlightcenter			colosseumfencenova				0
colosseumhighlightcenter	2312		19		1					2	frequency	19	increment									2	frequency	19	increment																																	130				255	255	255	1	0	2	null	1024	2	16								1		1							1					1																	4		8																																					1															colosseumhighlightmover							0
colosseumstunpulsar	2313		19		15					199	frequency	0	increment									199	frequency	0	increment																																	140				255	255	255	1	0	2	null	1024	2	16								1		1							1					1																	4		8																																					1								colosseumstundelay							colosseumstundelay							0
colosseumstundelay	2314		1	30	1	29																												1	increment							1	increment															1				255	255	255	1	0	2	null	1024	2	16					3			1		1							1										1		1	1			1						4		8																																					1											colosseumstunhitter							colosseumstunhitter				0
colosseumstunhitter	2315		1	10	1																																																	48	48			15				255	255	255	4	0	2	null	1024	2	16					3			1		1		1	3				1										1		1	1		100	1					Colosseum	4		8																																				48	16				sorceress_firebolt_impact_1		colosseumimpact																0
colosseumdmgnova	2316		1	10	1																																																	48	48			4				255	255	255	0	0	2	Expansion\FireNova	1024	11	32					3			1		1		1	3				1										1		1	1			1					Colosseum	4		8																																				48	16			impact_fire_layer_1	sorceress_fireball_impact_1		doubledamage1																0
colosseumfencenova	2317		1	44	1	36																																																48	48			4				255	255	255	1	0	2	null	1024	2	16					6			1									1					1	1		1																																																					1											colosseumfence							colosseumfence				0
colosseumfence	2318		5		1																																																					140		2		255	178	64	0	0	1	TinyFlame	1024	22	16																	1																1																																												32	1																						0
colosseumhighlightmover	2319		1	44	1																																																	48	48			4				255	255	255	1	0	2	null	1024	2	16					6			1									1					1	1		1																																																					1																		colosseumhighlight				0
colosseumhighlight	2320		5		1																																																					20		2		255	178	64	0	0	0	Expansion\FireTraumaXplosion	1024	20	16																	1																1																																												32	1																						0
colosseumimpactswirl	2321		1		1																																																					36				255	178	64	0	0	0	Expansion\baaldeathswirl	1024	36	16																							1		1								1																																													1																						0
colosseumsovereignpulsar	2322		19		15					5	frequency	0	increment									5	frequency	0	increment																																	140				255	255	255	1	0	2	null	1024	2	16								1		1							1					1																	4		8																																					1								colosseumsovereigndelay							colosseumsovereigndelay							0
colosseumsovereigndelay	2323		1	30	1	29																												1	increment							1	increment															1				255	255	255	1	0	2	null	1024	2	16					3			1		1							1					1					1		1	1			1						4		8																																					1											colosseumsovereignnova							colosseumsovereignnova				0
colosseumsovereignnova	2324		1		1	21																																																48	48			4				255	255	255	0	0	2	null	1024	2	16					3		1	1		1							3					1											1					Colosseum	4		8																																					16											sparkle											0
newretaliatespawner	2325		19		1		1															1	frequency	0	increment																							10	elemental conversion	10	conversion min	10	conversion max	18	18			30		2		255	178	64	0	0	1	expansion\baalsummonsmall	1024	11	16		1	1	2	3	1		1		1		1	3				3					1					1		1	1		100	1					Retaliate	4		8		160																mag																		32	4			druid_shockwave	impact_bash											newretaliatetrail							0
newretaliatetrail	2326		1																																																							4				255	255	255	0	0	0	expansion\baalsummonsmall	1024	11	48						1		1									1						1		1					1			1						4																																							1																						0
mael3stromattacker	2327		20		16					6	frames	1	frequency									6	frames	1	frequency																													32	32			18				255	255	255	1	0	0	SpikeFiendMissle	1024	2	16					3	1		1		1							1				1						1		1	1			1					Maelstrom Damage	4		8																																				6	32			succubus_msissile_1	item_glovesmetal			teethexplodeblue															0
mael3stromdelay	2328		1	30	1	29																												8	increment							8	increment															1				255	255	255	0	0	2	null	1024	2	16					6			1														1	1		1																8																																				64	16							fireexplode				mael3stromattacker							mael3stromattacker				0
mael3stromspawner	2329	now explodes	19	1	15	1				7	frequency	5	increment									7	frequency	5	increment									7	damage radius							8	explosions radius	1	explosions density									32	32			36				255	255	255	1	0	0	MissileDagger	1024	1	16					3	1		1		1							1				1	1					1		1	1			1	1				Maelstrom MkIV	5	2																			fire																		64	32			weapon_throw_1	item_glovesmetal			rocketbladeblast	mael3stromdelay			rocketbladeblast2				mael3stromdelay			fireexplosion2				0
blackstorm1	2330		1		3																																																	2	2			9		3		64	255	64	0	0	1	Expansion\Nihlathak B	1024	8	16					3					1							3					1					1		1	1			1					Blackstorm	4																																							1			object_shrine_snake																			0
blackstorm2	2331		1		3																																																	2	2			9		3		64	255	64	0	0	1	Expansion\Nihlathak B	1024	8	16					3					1							3					1					1		1	1			1					Blackstorm	4																																							1			object_shrine_snake																			0
blackstorm3	2332		1		3																																																	2	2			9		3		64	255	64	0	0	1	Expansion\Nihlathak B	1024	8	16					3					1							3					1					1		1	1			1					Blackstorm	4																																							1			object_shrine_snake																			0
blackstorm4	2333		1		3																																																	2	2			9		3		64	255	64	0	0	1	Expansion\Nihlathak B	1024	8	16					3					1							3					1					1		1	1			1					Blackstorm	4																																							1			object_shrine_snake																			0
bloomboom	2334		1																																																							22		2		64	0	255	1	0	0	Bloom	1024	22	16						1		1									1						1		1					1			1						4																																							1																						0
blackstormexplosion	2335		1		1																																																					100		5		255	178	64	0	0	0	CorpseExplodeGuts	1024	13	16								1									1						1		1				1	1								Corpse Explosion	4		8																																					4	1		necromancer_corpseexp_1					bigblood1	bigblood2													0
searingblindcenter	2336		1	30	1	29																												1	increment							1	increment															1				255	255	255	1	0	2	null	1024	2	16					3			1		1							1					1					1		1	1			1						4		8																																					1											searingblindnova							searingblindnova				0
searingblindnova	2337		1		1	21																																																24	24		-2000	7	1			255	255	255	0	0	2	null	1024	2	16					3			1									1																1																																													4																						0
barrierspawnermover	2338		1	44	1	36																																																32	32			7				255	255	255	1	0	2	null	1024	2	16					6			1									1					1	1		1																8																																					1											barrierspawnermissile							barrierspawnermissile				0
barrierspawnermissile	2339		5		1																																																					60				255	255	255	0	0	1	Expansion\bladefury_C	1024	7	16					3	1											2										1				1	100						Barrier Strike Damage	4																																						10	1				assassin_bladefury_hit																		0
barrierspawner	2340		1	30	1	29																												1	increment							1	increment															1				255	255	255	1	0	2	null	1024	2	16					3			1		1							1					1					1		1	1			1						4		8																																					1											barrierspawnermover							barrierspawnermover				0
twinfangspawner	2341		19	30	15	1				20	frequency	0	increment									20	frequency	0	increment									8	damage radius							4	increment															2				255	255	255	1	0	2	null	1024	2	16								1		1							1					1					1		1	1			1					Twin Fang Fire	5	2																			fire																			1								twinpoison							twinpoison			twinfirehitter				0
twinfirehitter	2342		20	10	16					6	frames	2	frequency									6	frames	2	frequency																													24	24		-1000	11		4		255	192	64	1	0	0	expansion\FireNova	1024	11	16					3			1		1		1	3			-20	1										1		1	1			1						4		8																																					16			sorceress_firebolt_1	sorceress_firebolt_impact_1			fireexplode															0
twinpoison	2343		1	30	1	29																												2	increment							2	increment															1				255	255	255	1	0	2	null	1024	2	16					3			1		1							1					1					1		1	1			1						4		8																																					1											blacklotushitter							blacklotushitter				0
twinpoisonhitter	2344		20	10	16					8	frames	2	frequency									8	frames	2	frequency																													18	18			20		4		64	255	64	1	0	0	poisonNova	1024	30	16					3			1		1							1										1		1	1			1					Twin Fang Poison	4		8																																					16			monster_poisonbolt																			0
bioneticmover	2345		1	30	1	29																												4	increment							1	increment											18	18			50		7		0	0	255	1	0	2	PsiOrb	1024	17	16					6			1								50	1					1					1		1	1			1						4		8																																					16			assassin_staticfield	object_quiet_break_1			bioneticlargeboom				bioneticdamage							bioneticdamage				0
bioneticexp	2346		1		1																																																					7		2		0	0	255	0	0	0	Bigheadlightningexplosion	1024	7	16						1		1									1						1		1					1			1						4		8																																					1																						0
bioneticdamage	2347		1		1																																																	24	24			5		2		0	0	255	1	0	2	null	1024	2	16					3			1		1							1										1		1	1		100	1					Bionetic Slam	4		8																																					16							teethexplodeblue															0
sentrystatic	2348		19	30	15	29	7			5	frequency	2	increment									5	frequency	2	increment									1	increment							1	increment							25	stun len (0 = skill)							51		6	4	64	128	255	1	0	1	TurretStandingThere	1024	15	16								1		1												1			1		1		1	1									4																																							1			sorceress_chargedbolt_1				sentrycloudkill	sentrystaticcenter			selfdestructlightning				sentrystaticcenter			selfdestructlightning				0
sentrystaticcenter	2349		1	51	1	45																												4	bolts	1	random path					4	bolts	1	random path													1				255	255	255	1	0	2	null	1024	2	16					3	1		1		1							1					1					1		1	1											8																																				6	32							sentrystaticspike				sentrystaticspike							sentrystaticspike				0
sentrystaticspike	2350		1	10	1																																																	12	12			13		3	4	255	255	255	1	0	1	ElectricNova	1024	13	16		1	2	8	3	1		1		1							1										1		1	1			1					Electrofield Sentry	4		8																																				64	16			sorceress_chargedbolt_1			lightning																0
landmineunarmed2	2351		1	44	1	36																																																				15		2		255	0	0	0	0	0	expansion\caltrops	1024	8	16					6			1		1	1						1		1			1			1		1		1	1			1						4																																							1			machinegun								landminearmed							landminearmed				0
landmineunarmed	2352		1	51	1	45																												1	bolts							1	bolts															5				255	255	255	0	0	0	expansion\caltrops	1024	8	16					3			1		1							3					1					1		1	1									4		8																																					16			machinegun	sorceress_fireball_impact_1			explodingarrowexp				scatteredcenter							scatteredcenter				0
bioneticlargeboom	2353		1		1																																																					11		2		0	0	255	0	0	0	PsiOrbExplode	1024	11	16						1		1								50	1						1		1					1			1						4		8																																					1																						0
touchofzakarum	2354		1	10	1																																																	32	32		-1000	12		2		255	192	64	1	0	0	expansion\FireNova	1024	11	16					3			1		1		1	3				1										1		1	1			1					Apple Healing Spell	4		8																																					16			sorceress_firebolt_1	nova_lifesteal		steallife																0
widowmultiplier	2355		19		15					1	frequency	19	increment									1	frequency	19	increment																																	8		4	4	213	175	128	0	0	1	Boiling	1024	20	16								1		1							1					1											2						4		8																																					1								widowbolt							widowbolt							0
mythalcontrol	2356	graphical only	19		1																	5	frequency of maelstrom spawn	19	increment																																	75	25	2	4	255	64	0	1	0	2	null	1024	2	16					3			1		1							3								1								1					Mythal	4		8																																					1			mythalcyclone				dopplezonexplode								mythalgraphicalfield							0
mythalendnova	2357		1		1		7																																											50	stun length			12	12			4		4		255	64	0	0	0	2	null	1024	2	16					3					1							2				1						1		1	1			1						4		8					250						500																										1																						0
mythalexplode	2358		1		1																																																					25				255	255	255	0	0	0	DopplezonExplodeX	1024	25	16																									1		1						1																																													1																						0
mythaleffectnova	2359		1		1	29																												1	increment																							1				255	255	255	1	0	2	null	1024	2	16					3			1		1							1					1					1		1	1			1						4		8																																					1			thornhulk_hit_1								mythaleffecttile											0
