Name	Id	Pal	Act	QuestFlag	QuestFlagEx	Layer	SizeX	SizeY	SizeX(N)	SizeY(N)	SizeX(H)	SizeY(H)	OffsetX	OffsetY	Depend	Teleport	Rain	Mud	NoPer	LOSDraw	FloorFilter	BlankScreen	DrawEdges	IsInside	DrlgType	LevelType	SubType	SubTheme	SubWaypoint	SubShrine	Vis0	Vis1	Vis2	Vis3	Vis4	Vis5	Vis6	Vis7	Warp0	Warp1	Warp2	Warp3	Warp4	Warp5	Warp6	Warp7	*Laz/arc	Intensity	Red	Green	Blue	Portal	Position	SaveMonsters	Quest	WarpDist	MonLvl1	MonLvl2	MonLvl3	MonLvl1Ex	MonLvl2Ex	MonLvl3Ex	MonDen	MonDen(N)	MonDen(H)	MonUMin	MonUMax	MonUMin(N)	MonUMax(N)	MonUMin(H)	MonUMax(H)	MonWndr	MonSpcWalk	NumMon	* Laz / todo	mon1	mon2	mon3	mon4	mon5	mon6	mon7	mon8	mon9	mon10	mon11	mon12	mon13	mon14	mon15	mon16	mon17	mon18	mon19	mon20	rangedspawn	nmon1	nmon2	nmon3	nmon4	nmon5	nmon6	nmon7	nmon8	nmon9	nmon10	nmon11	nmon12	nmon13	nmon14	nmon15	nmon16	nmon17	nmon18	nmon19	nmon20	umon1	umon2	umon3	umon4	umon5	umon6	umon7	umon8	umon9	umon10	umon11	umon12	umon13	umon14	umon15	umon16	umon17	umon18	umon19	umon20	cmon1	cmon2	cmon3	cmon4	cpct1	cpct2	cpct3	cpct4	camt1	camt2	camt3	camt4	Themes	SoundEnv	Waypoint	LevelName	LevelWarp	EntryFile	ObjGrp0	ObjGrp1	ObjGrp2	ObjGrp3	ObjGrp4	ObjGrp5	ObjGrp6	ObjGrp7	ObjPrb0	ObjPrb1	ObjPrb2	ObjPrb3	ObjPrb4	ObjPrb5	ObjPrb6	ObjPrb7	Beta
Act 3 - Mephisto 1	100	2	2	21	21	74	200	200	200	200	200	200	3500	1000	0	1	0	0	0	1	1	1	0	1	1	22	-1	-1	-1	-1	101	101	83	83	0	0	0	0	67	68	65	66	-1	-1	-1	-1		144	16	0	0	0	0	1	0	3800	36	73	120	36	94	120	2000	2200	2500							1	0	15	GLOWING BLOB HERE	zakarumcleric4	wingedfiend4	inflate3	goatpriest2	ghost3	fallenhero3	fallenhero4	fallenhero5	quills4	elite_zakarumcleric4	elite_quills4	dragonknight2	berserk2	firewizard2	null_monster							zakarumcleric4	wingedfiend4	inflate3	goatpriest2	ghost3	fallenhero3	fallenhero4	fallenhero5	quills4	elite_zakarumcleric4	elite_quills4	dragonknight2	berserk2	firewizard2	glowingM2						zakarumcleric4	wingedfiend4	inflate3	goatpriest2	ghost3	fallenhero3	fallenhero4	fallenhero5	quills4	dragonknight2	firewizard2										bat				30								0	30	255	Durance of Hate Level 1	To The Durance of Hate Level 1	A3L26	60	61	59	74	0	0	0	0	50	25	45	45	0	0	0	0	0
Act 3 - Mephisto 2	101	2	2	21	21	75	200	200	200	200	200	200	3500	1300	0	1	0	0	0	1	1	1	0	1	1	22	-1	-1	-1	-1	102	102	100	100	0	0	0	0	67	68	65	66	-1	-1	-1	-1		144	16	0	0	0	0	1	0	3700	36	73	120	36	94	120	2000	2200	2500							1	0	15	GLOWING BLOB HERE	zakarumcleric4	inflate3	goatpriest2	ghost3	fallenhero3	fallenhero4	fallenhero5	elite_zakarumcleric4	elite_fallenhero5	dragonknight2	berserk2	firewizard2	null_monster	centaur2	deathwing2							zakarumcleric4	inflate3	goatpriest2	ghost3	fallenhero3	fallenhero4	fallenhero5	elite_zakarumcleric4	elite_fallenhero5	dragonknight2	berserk2	firewizard2	glowingM2	centaur2	deathwing2						zakarumcleric4	inflate3	goatpriest2	ghost3	fallenhero3	fallenhero4	fallenhero5	dragonknight2	firewizard2	centaur2	deathwing2										bat				30								0	32	26	Durance of Hate Level 2	To The Durance of Hate Level 2	A3L27	60	61	59	74	0	0	0	0	50	25	45	45	0	0	0	0	0
Act 3 - Mephisto 3	102	2	2	21	21	76	41	29	41	29	41	29	3500	1600	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	0	0	101	101	0	0	0	0	-1	-1	65	66	-1	-1	-1	-1		144	16	0	0	0	1	1	0	3800	36	73	120	36	94	120	2000	2200	2500							1	0	13		zakarumcleric4	inflate3	goatpriest2	ghost3	fallenhero3	fallenhero4	fallenhero5	elite_zakarumcleric4	elite_fallenhero5	dragonknight2	cultist2	firewizard2	deathwing2									zakarumcleric4	inflate3	goatpriest2	ghost3	fallenhero3	fallenhero4	fallenhero5	elite_zakarumcleric4	elite_fallenhero5	dragonknight2	cultist2	firewizard2	deathwing2								zakarumcleric4	inflate3	goatpriest2	ghost3	fallenhero3	fallenhero4	fallenhero5	dragonknight2	firewizard2	deathwing2											bat				30								0	33	255	Durance of Hate Level 3	To The Durance of Hate Level 3	A3L28	60	61	59	74	0	0	0	0	50	25	45	45	0	0	0	0	0
Act 4 - Town	103	3	3			77	32	24	32	24	32	24	1000	1000	0	1	0	0	0	0	1	1	0	0	2	26	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	1	0	0	2025	0	0	0	0	0	0	0	0	0							0	0																																																																												0	31	27	The Pandemonium Fortress	To The Pandemonium Fortress	A4L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 4 - Mesa 1	104	3	3			77	80	64	80	64	80	64	-1	-1	0	1	0	0	0	0	1	1	0	0	3	27	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1		96	64	48	0	0	0	1	0	4500	37	74	120	37	95	120	1200	1400	1800							1	0	15	WARLOCK AREA	fallenhero3	fallenhero4	fallenhero5	evilpriest3	inflate4	toad3	skelmagecold3	skelmagefire3	skelmageltng3	corpsespitter1	elite_wisp4	elite_skelmage	elite_fallenhero5	cultist2	berserk2							fallenhero3	fallenhero4	fallenhero5	evilpriest3	inflate4	toad3	skelmagecold3	skelmagefire3	skelmageltng3	corpsespitter1	elite_wisp4	elite_skelmage	elite_fallenhero5	cultist2	berserk2						fallenhero3	fallenhero4	fallenhero5	evilpriest3	inflate4	toad3	skelmagecold3	skelmagefire3	skelmageltng3	corpsespitter1																							0	32	255	Outer Steppes	To The Outer Steppes	A4L2	46	47	77	0	0	0	0	0	30	80	70	0	0	0	0	0	0
Act 4 - Mesa 2	105	3	3			77	64	80	64	80	64	80	-1	-1	0	1	0	0	0	0	1	1	0	0	3	27	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1		96	64	48	0	0	0	1	0	4500	38	74	120	38	96	120	1600	1800	2100							1	0	13		undeadknight1	sarandesh_elite	aciddog3	magmademon2	bigcat4	hthcat4	javcat4	wisp4	creepshow2	elite_bigcat4	elite_fallenhero5	cultist2	berserk2									undeadknight1	sarandesh_elite	aciddog3	magmademon2	bigcat4	hthcat4	javcat4	wisp4	creepshow2	elite_bigcat4	elite_fallenhero5	cultist2	berserk2								undeadknight1	aciddog3	balrog1	bigcat4	hthcat4	javcat4	wisp4	magmademon2	creepshow2																								0	32	255	Plains of Despair	To The Plains of Despair	A4L3	46	47	77	0	0	0	0	0	30	80	70	0	0	0	0	0	0
Act 4 - Mesa 3	106	3	3			77	80	64	80	64	80	64	-1	-1	0	1	0	0	0	0	1	1	0	0	3	27	-1	-1	-1	-1	0	107	0	0	0	0	0	0	-1	69	-1	-1	-1	-1	-1	-1		96	64	48	0	0	0	1	0	4500	38	75	120	38	96	120	1500	1700	2000							1	0	15	LANDMASS HERE	undeadknight3	undeadmage1	aciddog3	balrog1	inflate4	infernalteddy3	infernalteddy4	stormcaster1	elite_wisp4	elite_skelmage	elite_fallenhero5	fellfiend2	runepriest2	magmademon2	null_monster							undeadknight3	undeadmage1	aciddog3	balrog1	inflate4	infernalteddy3	infernalteddy4	stormcaster1	elite_wisp4	elite_skelmage	elite_fallenhero5	fellfiend2	runepriest2	magmademon2	landmassM2						undeadknight3	undeadmage1	aciddog3	balrog1	inflate4	infernalteddy3	infernalteddy4	stormcaster1	magmademon2																								0	32	28	City of the Damned	To The City of the Damned	A4L4	46	47	77	0	0	0	0	0	30	80	70	0	0	0	0	0	0
Act 4 - Lava 1	107	3	3			78	200	200	200	200	200	200	-1	-1	0	1	0	0	0	0	1	1	0	0	1	28	-1	-1	-1	-1	106	108	0	0	0	0	0	0	70	-1	-1	-1	-1	-1	-1	-1		32	255	178	64	0	0	1	0	4500	39	75	120	39	98	120	1200	1500	2000							1	5	15	LANDMASS HERE	undeadknight4	undeadmage2	corpsespitter2	creepshow2	harlequin2	stormcaster2	elite_undeadknight5	elite_stormcaster3	elite_corpsespitter3	fellfiend2	runepriest2	magmademon3	null_monster	balrog2	lightning1							undeadknight4	undeadmage2	corpsespitter2	creepshow2	harlequin2	stormcaster2	elite_undeadknight5	elite_stormcaster3	elite_corpsespitter3	fellfiend2	runepriest2	magmademon3	landmassM2	balrog2	lightning1						undeadknight4	undeadmage2	corpsespitter2	balrog2	lightning1	stormcaster2	magmademon3	creepshow2	harlequin2																								0	33	29	River of Flame	To The River of Flame	A4L5	48	49	0	0	0	0	0	0	90	60	0	0	0	0	0	0	0
Act 4 - Diablo 1	108	3	3			78	120	120	120	120	120	120	1500	1000	0	1	0	0	0	0	1	1	0	0	3	28	-1	-1	-1	-1	107	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1		32	255	178	64	0	0	1	0	4500	40	76	120	40	100	120	1600	1800	2100							1	0	15		undeadknight5	troll_elite	corpsespitter3	creepshow2	harlequin2	stormcaster3	elite_undeadknight5	elite_stormcaster3	elite_corpsespitter3	empty_killermoo5	fellfiend2	runepriest2	magmademon3	balrog2	lightning1							undeadknight5	troll_elite	corpsespitter3	creepshow2	harlequin2	stormcaster3	elite_undeadknight5	elite_stormcaster3	elite_corpsespitter3	empty_killermoo5	fellfiend2	runepriest2	magmademon3	balrog2	lightning1						undeadknight5	corpsespitter3	balrog2	lightning1	stormcaster3	magmademon3	creepshow2	harlequin2																									0	34	255	Chaos Sanctum	To Chaos Sanctum	A4L6	48	49	0	0	0	0	0	0	30	50	0	0	0	0	0	0	0
Expansion																																																									0	0	0	0	0	0																																																																																																													
Act 5 - Town	109	4	4			79	40	40	40	40	40	40	1000	1000	0	1	0	0	0	0	1	1	0	0	2	29	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1		180	221	221	255	0	1	0	0	2025	0	0	0	0	0	0	0	0	0							0	0																																																																chicken				30								0	36	30	Harrogath	To Harrogath	A5L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 5 - Siege 1	110	4	4			79	240	48	240	48	240	48	760	1000	0	1	0	0	0	0	0	1	0	0	3	30	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1		48	221	221	255	0	0	1	0	4500	41	72	120	41	101	120	1275	1400	1700							1	0	15		turtle1	fallenhero3	fallenhero4	undeadbird4	fallenhero5	gargoyle1	ghost4	spidey4	elite_undeadbird4	elite_spidey4	elite_fallenhero5	empty_clan5	fellfiend2	bugbearE	pest2						1	turtle1	fallenhero3	fallenhero4	undeadbird4	fallenhero5	gargoyle1	ghost4	spidey4	elite_undeadbird4	elite_spidey4	elite_fallenhero5	empty_clan5	fellfiend2	bugbearE	pest2						turtle1	fallenhero3	fallenhero4	undeadbird4	fallenhero5	gargoyle1	ghost4	spidey4													bunny				20								0	37	255	Bloody Foothills	To The Bloody Foothills	A5L2	99	100	101	102	103	104	105	106	40	25	25	25	25	25	25	25	0
Act 5 - Barricade 1	111	4	4			79	-1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	0	1	0	0	3	31	10	1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1		64	221	221	255	0	0	1	0	4500	41	73	120	41	102	120	1125	1300	1500							1	0	15		overseer_pest	undeadbird4	archskel4	archskel5	evilskel4	evilskel5	ghost4	inflate5	spidey4	elite_undeadbird4	elite_spidey4	elite_inflate5	elite_archskel5	empty_clan5	bugbearE						1	overseer_pest	undeadbird4	archskel4	archskel5	evilskel4	evilskel5	ghost4	inflate5	spidey4	elite_undeadbird4	elite_spidey4	elite_inflate5	elite_archskel5	empty_clan5	bugbearE						undeadbird4	archskel4	archskel5	evilskel4	evilskel5	ghost4	inflate5	spidey4													bunny				10								0	37	31	Rigid Highlands	To The Rigid Highlands	A5L3	99	100	101	102	103	104	105	106	25	25	25	25	25	25	25	25	0
Act 5 - Barricade 2	112	4	4			79	-1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	0	1	0	0	3	31	10	1	-1	-1	0	0	113	0	0	0	0	0	-1	-1	71	-1	-1	-1	-1	-1		80	221	221	255	0	0	1	0	4500	42	74	120	42	103	120	1125	1300	1500							1	0	15		turtle2	bugbearE	aciddog4	goatpriest3	balrog3	rogue1h5	roguebow5	rogue2h5	croaky3	viper3	elite_roguebow5	elite_rogue2h5	elite_croaky3	elite_evilskel5	empty_undeadmage4						1	turtle2	bugbearE	aciddog4	goatpriest3	balrog3	rogue1h5	roguebow5	rogue2h5	croaky3	viper3	elite_roguebow5	elite_rogue2h5	elite_croaky3	elite_evilskel5	empty_undeadmage4						turtle2	aciddog4	goatpriest3	balrog3	rogue1h5	roguebow5	rogue2h5	croaky3	viper3												bunny				10								0	37	32	Arreat Plateau	To The Arreat Plateau	A5L4	99	100	101	102	103	104	105	106	25	25	25	26	25	25	25	25	0
Act 5 - Ice Cave 1	113	4	4			80	200	200	200	200	200	200	2000	1000	0	1	0	0	0	1	1	1	0	1	1	33	-1	-1	-1	-1	112	115	114	0	0	0	0	0	73	74	75	-1	-1	-1	-1	-1		64	32	32	255	0	0	1	0	2025	43	77	120	43	105	120	1050	1200	1500							1	0	15		darkfey2	succubusclan1	icedemon1	goatpriest3	gargoyle2	croaky3	killermoo1	beetle5	evilpriest5	elite_evilpriest5	elite_beetle5	elite_croaky3	elite_evilskel5	gargoylebeast2	firewizardE						1	darkfey2	succubusclan1	icedemon1	goatpriest3	gargoyle2	croaky3	killermoo1	beetle5	evilpriest5	elite_evilpriest5	elite_beetle5	elite_croaky3	elite_evilskel5	gargoylebeast2	firewizardE						succubusclan1	icedemon1	goatpriest3	gargoyle2	croaky3	killermoo1	beetle5	evilpriest5																									0	39	33	Crystalized Cavern Level 1	To The Crystalized Cavern Level 1	A5L7	107	108	109	123	129	110	0	0	25	25	70	25	25	25	0	0	0
Act 5 - Ice Cave 1A	114	4	4			81	64	64	64	64	64	64	2000	1300	0	1	0	0	0	1	1	1	0	1	1	33	-1	-1	-1	-1	113	0	0	0	0	0	0	0	73	-1	-1	-1	-1	-1	-1	-1		64	32	32	255	0	0	1	0	2025	43	77	120	43	105	120	1200	1400	1600							1	0	15		turtle2	succubusclan2	aciddog4	icedemon1	killermoo1	goatpriest3	evilpriest4	elite_viperA	elite_roguebow5	gargoylebeast2	giant2	firewizardE	darkfey2								1	turtle2	succubusclan2	aciddog4	icedemon1	killermoo1	goatpriest3	evilpriest4	elite_viperA	elite_roguebow5	gargoylebeast2	giant2	firewizardE	darkfey2								turtle2	succubusclan2	aciddog4	icedemon1	killermoo1	goatpriest3	evilpriest4																										0	39	255	Cellar of Pity	To The Cellar of Pity	A5L8	107	108	109	123	129	110	0	0	25	25	70	25	25	25	0	0	0
Act 5 - Ice Cave 2	115	4	4			82	200	200	200	200	200	200	2000	1464	0	1	0	0	0	1	1	1	0	1	1	33	-1	-1	-1	-1	113	117	116	0	0	0	0	0	73	74	75	-1	-1	-1	-1	-1		64	32	32	255	0	0	1	0	2025	44	77	120	44	106	120	1050	1300	1600							1	0	15		turtle3	succubusclan1	icedemon2	goatpriest3	gargoyle2	croaky3	killermoo2	beetle5	elite_beetle5	elite_croaky3	elite_roguebow5	gargoylebeast2	giant2	firewizardE	darkfey2						1	turtle3	succubusclan1	icedemon2	goatpriest3	gargoyle2	croaky3	killermoo2	beetle5	elite_beetle5	elite_croaky3	elite_roguebow5	gargoylebeast2	giant2	firewizardE	darkfey2						turtle3	succubusclan1	icedemon2	goatpriest3	gargoyle2	croaky3	killermoo2	beetle5																									0	40	34	Crystalized Cavern Level 2	To The Crystalized Cavern Level 2	A5L9	107	108	109	123	129	110	0	0	25	25	70	25	25	25	0	0	0
Act 5 - Ice Cave 2A	116	4	4			83	64	64	64	64	64	64	2000	1764	0	1	0	0	0	1	1	1	0	1	2	33	-1	-1	-1	-1	115	0	0	0	0	0	0	0	73	-1	-1	-1	-1	-1	-1	-1		224	192	128	0	0	0	1	0	2025	70	95	120	65	115	120	2250	2500	3000							1	0	2		feyr	sunlesscleric																				feyr	sunlesscleric																																																			0	40	255	Echo Chamber	To The Echo Chamber	A5L10	107	108	109	123	129	110	0	0	25	25	70	25	25	25	0	0	0
Act 5 - Barricade Snow	117	4	4			84	128	80	128	80	128	80	2000	1896	0	1	1	0	0	0	0	1	0	0	3	31	11	1	-1	-1	115	0	118	0	0	0	0	0	72	-1	71	-1	-1	-1	-1	-1		96	221	221	255	0	0	1	0	4500	45	77	120	45	108	120	1100	1300	1600							1	0	15	WITCH AREA	succubusclan2	undeadmage3	goatpriest4	alibaba4	rogue1h5	roguebow5	evilpriest5	elite_roguebow5	elite_rogue2h5	elite_evilpriest5	elite_goatpriest5	empty_lightning4	gargoylebeast2	darkfey2	null_monster						1	succubusclan2	undeadmage3	goatpriest4	alibaba4	rogue1h5	roguebow5	evilpriest5	elite_roguebow5	elite_rogue2h5	elite_evilpriest5	elite_goatpriest5	empty_lightning4	gargoylebeast2	l4dwitch	darkfey2						succubusclan2	undeadmage3	goatpriest4	alibaba4	rogue1h5	roguebow5	evilpriest5														bunny				20								0	38	36	Tundra Wastelands	To The Tundra Wastelands	A5L5	112	111	113	114	115	129	0	0	25	25	25	25	25	25	0	0	0
Act 5 - Ice Cave 3	118	4	4			85	200	200	200	200	200	200	2000	2076	0	1	0	0	0	1	1	1	0	1	1	33	-1	-1	-1	-1	117	120	119	0	0	0	0	0	73	74	75	-1	-1	-1	-1	-1		64	32	32	255	0	0	1	0	2025	45	77	120	45	108	120	975	1100	1400							1	0	15		lightning2	icedemon3	alibaba5	gargoyle3	toad5	infernalteddy5	elite_toad5	elite_infernalteddy5	elite_icedemon3	elite_alibaba5	empty_quills4	fallenwolfE	deathwing3	wyrdwolf2	darkfey2						1	lightning2	icedemon3	alibaba5	gargoyle3	toad5	infernalteddy5	elite_toad5	elite_infernalteddy5	elite_icedemon3	elite_alibaba5	empty_quills4	fallenwolfE	deathwing3	wyrdwolf2	darkfey2						lightning2	icedemon3	alibaba5	gargoyle3	toad5	infernalteddy5																											0	41	37	Glacial Caves Level 1	To The Glacier Caves Level 1	A5L11	107	108	109	123	129	110	0	0	25	25	70	25	25	25	0	0	0
Act 5 - Ice Cave 3A	119	4	4			86	32	32	32	32	32	32	2000	2376	0	1	0	0	0	1	1	1	0	1	1	33	-1	-1	-1	-1	118	0	0	0	0	0	0	0	73	-1	-1	-1	-1	-1	-1	-1		64	32	32	255	0	0	1	0	2025	50	70	120	50	115	120	3300	3600	4000							1	0	20		hell_mother	hell_worm	hell_aciddog	hell_cultist	hell_croaky	hell_javcat	hell_killermoo	hell_roguebow	hell_succubusclan	hell_bane	hell_viper	hell_turtle	hell_inflate	hell_creepshow	belial	hell_magmademon	hell_firewizard	hell_gargoylebeast	hell_runepriest	hell_dragonknight		hell_mother	hell_worm	hell_aciddog	hell_cultist	hell_croaky	hell_javcat	hell_killermoo	hell_roguebow	hell_succubusclan	hell_bane	hell_viper	hell_turtle	hell_inflate	hell_creepshow	belial	hell_magmademon	hell_firewizard	hell_gargoylebeast	hell_runepriest	hell_dragonknight	hell_mother	hell_worm	hell_aciddog	hell_cultist	hell_croaky	hell_javcat	hell_killermoo	hell_roguebow	hell_succubusclan	hell_bane	hell_viper	hell_turtle	hell_inflate	hell_creepshow	hell_magmademon	hell_firewizard	hell_gargoylebeast	hell_runepriest	hell_dragonknight														0	41	255	Glacial Caves Level 2	To The Glacier Caves Level 2	A5L12	107	108	109	123	129	110	0	0	25	25	70	25	25	25	0	0	0
Act 5 - Mountain Top	120	4	4			87	20	28	20	28	20	28	2000	2508	0	1	1	0	1	0	0	1	0	0	2	31	-1	1	-1	-1	118	128	0	0	0	0	0	0	79	80	-1	-1	-1	-1	-1	-1		192	255	64	64	0	0	1	0	0	46	80	120	46	115	120	0	0	0							0	0	0		quest_koth																					quest_koth																																																				0	42	255	Rocky Summit	To The Rocky Summit	A5L6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 5 - Temple Entrance	121	4	4			88	22	27	22	27	22	27	2000	2636	0	1	1	0	0	0	0	1	0	1	2	31	-1	-1	-1	-1	0	122	0	0	0	0	0	0	-1	76	-1	-1	-1	-1	-1	-1		128	0	128	255	0	1	1	0	2025	44	95	120	44	115	120	0	0	0							0	0	0		quest_aldric																					quest_aldric																																																				0	43	255	Nihlathaks Temple	To Nihlathaks Temple	A5L13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 5 - Temple 1	122	4	4			89	80	80	80	80	80	80	2000	2763	0	1	0	0	0	0	1	1	0	1	1	32	-1	-1	-1	-1	121	123	0	0	0	0	0	0	78	77	-1	-1	-1	-1	-1	-1		96	255	128	0	0	0	1	0	3000	45	77	120	45	108	120	1700	1900	2200							1	0	14		wyrdwolf2	killermoo3	lightning3	succubusclan3	deathwing3	infernalteddy5	darkfey2	elite_turtle5	elite_infernalteddy5	elite_ghost5	elite_fallenfather5	empty_icedemon3	fallenwolfE	ghost5								wyrdwolf2	killermoo3	lightning3	succubusclan3	deathwing3	infernalteddy5	darkfey2	elite_turtle5	elite_infernalteddy5	elite_ghost5	elite_fallenfather5	empty_icedemon3	fallenwolfE	ghost5							wyrdwolf2	killermoo3	lightning3	succubusclan3	fallenfather5	undeadmage3	infernalteddy5	ghost5																									0	44	255	Halls of Anguish	To The Halls of Anguish	A5L14	116	117	118	124	125	129	128	0	30	30	30	30	40	25	30	0	0
Act 5 - Temple 2	123	4	4			90	80	80	80	80	80	80	2000	2943	0	1	0	0	0	0	1	1	0	1	1	32	-1	-1	-1	-1	122	124	0	0	0	0	0	0	78	77	-1	-1	-1	-1	-1	-1		96	255	128	0	0	0	1	0	2025	45	77	120	45	108	120	1700	1900	2200							1	0	14		turtle5	killermoo3	lightning3	succubusclan3	deathwing3	undeadmage3	infernalteddy5	darkfey2	elite_turtle5	elite_infernalteddy5	elite_ghost5	elite_fallenfather5	empty_icedemon3	fallenwolfE							1	turtle5	killermoo3	lightning3	succubusclan3	deathwing3	undeadmage3	infernalteddy5	darkfey2	elite_turtle5	elite_infernalteddy5	elite_ghost5	elite_fallenfather5	empty_icedemon3	fallenwolfE							turtle5	killermoo3	lightning3	succubusclan3	fallenfather5	undeadmage3	infernalteddy5	ghost5																									0	44	35	Halls of Death's Calling	To The Halls of Death's Calling	A5L15	116	117	118	124	125	129	128	0	30	30	30	30	40	25	30	0	0
Act 5 - Temple Boss	124	4	4			91	84	84	84	84	84	84	2500	1000	0	1	0	0	0	0	1	1	0	1	2	32	-1	-1	-1	-1	123	0	0	0	0	0	0	0	78	-1	-1	-1	-1	-1	-1	-1		96	255	128	0	0	0	1	0	1000	47	78	120	47	110	120	2200	2400	2700							1	0	11		wyrdwolf2	lightning3	ape4	undeadmage3	viper4	elite_viper4	elite_turtle5	elite_ape5	elite_fallenfather5	empty_icedemon3	fallenwolfE										1	wyrdwolf2	lightning3	ape4	undeadmage3	viper4	elite_viper4	elite_turtle5	elite_ape5	elite_fallenfather5	empty_icedemon3	fallenwolfE										wyrdwolf2	lightning3	ape4	undeadmage3	viper4																												0	45	255	Halls of Vaught	To The Halls of Vaught	A5L17	116	117	118	124	125	129	128	0	30	30	30	30	40	25	30	0	0
Act 5 - Hell 1	125	3	4			92	63	63	63	63	63	63	2500	1184	0	1	0	0	0	0	1	1	0	1	2	33	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1		96	128	64	32	0	1	1	0	3800	100	115	120	90	115	120	3000	3200	3500							1	0	1		toraja_celebrant																					toraja_celebrant																																																				0	4	255	Hell1	To Hell1	A5L23	48	49	59	60	40	42	43	69	5	5	5	5	10	10	10	10	0
Act 5 - Hell 2	126	3	4			93	99	99	99	99	99	99	2500	1484	0	1	0	0	1	1	1	1	0	1	2	33	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1		128	0	64	64	0	1	1	0	3800	80	115	120	85	115	120	4200	4500	5000							1	0	1		brainpower																					brainpower																																																				0	22	255	Hell2	To Hell2	A5L24	1	11	12	13	14	15	32	0	10	3	3	3	3	3	3	0	0
Act 5 - Hell 3	127	3	4			94	95	95	95	95	95	95	2500	1784	0	1	0	0	0	0	1	1	0	1	2	35	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1		192	202	202	255	0	1	1	0	3800	75	100	120	70	115	120	5000	5500	6000								0	2		quest_lightwells	lantern																				quest_lightwells	lantern																																																			0	31	255	Hell3	To Hell3	A5L25	60	61	59	74	0	0	0	0	50	25	45	45	0	0	0	0	0
Act 5 - Baal Temple 1	128	4	4	39	39	95	200	200	200	200	200	200	2500	2084	0	1	0	0	0	1	1	1	0	1	1	34	-1	-1	-1	-1	120	129	0	0	0	0	0	0	81	82	-1	-1	-1	-1	-1	-1		64	202	192	154	0	0	1	0	4500	48	86	120	48	112	120	1400	1600	1800							1	0	15	PANTHER HERE	balrog4	aciddog5	lightning4	fallenfather5	gargoyle5	killermoo4	elite_fallenfather5	elite_lightning4	elite_balrog4	empty_quills4	dragonknight3	empty_toad5	magmademonE	null_monster	centaur3						1	balrog4	aciddog5	lightning4	fallenfather5	gargoyle5	killermoo4	elite_fallenfather5	elite_lightning4	elite_balrog4	empty_quills4	dragonknight3	empty_toad5	magmademonE	blackpantherM2	centaur3						balrog4	aciddog5	lightning4	fallenfather5	gargoyle5	killermoo4																											0	47	255	The Worldstone Keep Level 1	To The Worldstone Keep Level 1	A5L18	119	120	121	122	106	129	0	0	25	25	35	25	25	25	0	0	0
Act 5 - Baal Temple 2	129	4	4	39	39	96	200	200	200	200	200	200	2500	2384	0	1	0	0	0	1	1	1	0	1	1	34	-1	-1	-1	-1	128	130	0	0	0	0	0	0	81	82	-1	-1	-1	-1	-1	-1		64	202	192	154	0	0	1	0	4500	50	87	120	50	113	120	1400	1600	1800							1	0	14	PANTHER HERE	mahasattva	aciddog5	lightning4	killermoo4	gargoyle4	elite_gargoyle4	elite_lightning4	elite_balrog4	empty_quills4	dragonknight3	empty_toad5	magmademonE	null_monster	centaur3							1	mahasattva	aciddog5	lightning4	killermoo4	gargoyle4	elite_gargoyle4	elite_lightning4	elite_balrog4	empty_quills4	dragonknight3	empty_toad5	magmademonE	blackpantherM2	centaur3							aciddog5	lightning4	killermoo4	gargoyle4																													0	47	38	The Worldstone Keep Level 2	To The Worldstone Keep Level 2	A5L19	119	120	121	122	129	106	0	0	25	25	35	25	26	25	0	0	0
