Id	hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	* category	* comment	* Marco / loc	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	NoShldBlock	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	Level	Level(N)	Level(H)	*eol
wingedfiend4_res	2346	wingedfiend1	elite_wingedfiend4	3	Familiar	wingedfiend4	wingedfiend4	batdemon	BatDemon	mon_lightninghit	BT	Reanimates			1													3	4		13	13	1	batdemon	batdemon	10	3	2	1	80	80	80	50	50	50	10	10	10	80	85	90	100	100	100	14	14	14																			1	1			1				1	1	1			1	1																																	140	100	100	-20	-20	-20					100				15	15	100	5			35	35	100	20	0				27	27	27	0	420	480	100	90	18	25	200	18	25	200				420	480	100	90	18	25	200	18	25	200				1110	1140	100	90	18	25	200	18	25	200				A1	ltng	100	1	100		100	1	200		100	1	300		A2	ltng	100	1	100		100	1	200		100	1	300																																1	1	29	65	120	0
goatpriest2_res	2347	goatpriest1	goatpriest3	1	NightClanGoat	goatpriest2	other	goatman	FallenShaman	mon_goatpriest	GM	Reanimates			1							goatwarrior2		1		3	4	1	1		9	9	1	goatman	goatman	10	3	2	1	80	80	80	40	50	60	75	80	85	70	60	50	30	35	40	30	35	40																			1	1			1				1		1			1	1									Corpse Explosion	seq_goatpriest	8	Pain Spirit	seq_goatpriest	6																			140	100	100	-20	-20	-20					100				15	15	100	5			35	35	100	20	0				5	5	5	0	960	1080	150	100	25	40	100							960	1080	150	100	25	40	100							1380	1440	150	100	25	40	100																																																																			30	66	120	0
thepack_elite_res	2348	thepack_elite	thepack_elite2	0	ThePack	thepack_elite	thepack_elite		Brute	mon_elite	#6	Reanimates			1							thepack_elite		1	1	99	99	1	1		6	6	1	werewolf	werewolf	10	3	2	1	80	80	80				33	33	33	75	75	75	50	50	50																						1	1			1						1			1	1						1																											140	100	100	-20	-20	-20									15	100	15	5			35	100	35	20	0				50	50	50	0	462	522	200	20	31	38	450	31	38	450				576	654	200	20	44	50	450	44	50	450				690	786	200	20	56	63	450	56	63	450																																																																23	75	120	0
tzin_summon	2349	tzin_summon		0	Citizen	ureh_dead	zt_dead	zombie	Zombie	mon_ureh_dead	ZM	Uberquests	Zorun Tzin	Missiles	1							sew_trap				0	1	6	10	95	6	6	1	zombie	zombieunique	10	3	2	1	80	80	80	100	100	100	40	40	40				30	40	50																						1	1			1		1							1	1							1																										140	100	100	-20	-20	-20	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	50				3	3	3	0	220	265	70	150	420	440	800	420	440	800				220	265	70	150	430	470	800	430	470	800				260	282	70	150	308	350	1000	308	350	1000				A1	pois	70	100	210	105	70	300	340	105	50	100	340	105	A2	pois	70	100	210	105	70	300	340	105	50	100	340	105																																	90	115	120	0
brach_penitent	2350	summon_darkwarden		3	brach_penitent	summon_darkwarden	brach_penitent	blunderbore	ThornHulk	penitent_dsc	PN	Uberquests	Xazax	"Levels, Missiles"	1													1	1	50	11	11	1			10	3	2	1				100	100	100	50	50	50	10	10	10	55	55	55	1	1	1	5	5	5																1	1			1						1	1		1	1			1				1		MDeath Blossom	A2	60																						140	100	100	-20	-20	-20	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	0				27	27	27	0	2000	2000	1000	400	140	160	500	140	160	500				4000	4000	250	400	175	200	500	175	200	500				15000	15000	1500		550	750	1500	210	240	500																																																																50	80	120	0
belial_fakechest	2351	belial_fakechest		0	TheVoidTrap	x_initialcaster	other	construct	Trap-Poison		GT	Uberquests	Belial	Missiles	1													1	1		0	0	1			1	1	1	1	120	120	120	50	50	50	1	1	1	50	50	50																									1															1	1		1					Belial Spawn Chest Trap	seq_gargoyletrap	1																						0			-20	-20	-20																			0				0	0	0	0	2000	2000	100											2000	2000	100											2000	2000	100																																																																							50	80	120	0
belial_fakespawner	2352	belial_fakespawner		0	TheVoidTrap	x_initialcaster	other	construct	DesertTurret		GT	Uberquests	Belial	Levels	1													1	1		0	0	1	gargoyletrap	gargoyletrap	9	3	2	1	120	120	120	2000	2000	2000	1	1	1	2000	2000	2000	40	40	40	20	20	20																			1				1																			Belial Spawn Chest	A1	19																						0			-20	-20	-20	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	0				16	16	16	0	150	150	100	60	5	5	260	5	5	260	5	5	260	150	150	100	60	10	10	260	10	10	260	10	10	260	225	225	100	60	10	10	260	10	10	260	10	10	260																																																													50	80	120	0
astro_spider	2353	astro_spider		4	AstroSpider	astro_spider	astro_spider	arach	Brute	mon_elite	SP	Uberquests	Astrogha	Levels	1													3	5		13	13	1	arach	arach	10	3	2	1	80	80	80				0	0	0	100	100	100	50	50	50																						1	1			1									1	1							1																										140	100	100	-20	-20	-20									15	15	15	1000			35	35	35	1000	0				12	12	12	0	600	600		300	400	500	1300							900	900		300	500	600	1300							1800	1800		300	350	450	1300																																																	Torajan Jungles				Torajan Jungles (N)				Torajan Jungles (H)										50	80	120	0
MinionofD	2354	baalminion1		2	Baals Minion	baalminion3	MoD	demon	Duriel	MoDDesc	43	Uberquests	Baal	Levels	1													1	1		15	15	1	baalminion	baalminion	10	15	10	10	80	80	80	1	2	2	20	30	40	0	0	0	50	50	50	33	33	50																			1	1							1		1	1		1										MPounce	A2	1	Smite	A1	1	MCustom Fear	A2	1	MoD Aura	NU	1													140	100	100	-20	-20	-20							-54	-54	-27	-27	-27	-37	-100	-100	-59	-59	-59	-59	0				50	50	50	0	3000	3000	87		30	90	210	17	165	210				7500	7500	111		120	180	600	120	180	600				18000	18000	135		175	250	1000	175	250	1000																																																																75	85	120	0
VisionofAnguish	2355	ys_andariel		0	VisofAnguish	andariel_vis	VisofAnguish	demon	Vampire	VisionDesc	AN	Uberquests	Baal	Missiles	1													1	1		15	15	1	andariel	andariel	14	3	2	1	70	70	70	25	25	25	80	80	80	50	50	50	15	15	15	7	7	7																			1				1				1		1	1	1	1										Fire Throw	A1	40	MMeteor Shower	A1	80	Swarm	A1	12	Mon Apocalypse	A1	64													84	60	60	-20	-20	-20			20	20	20	20	10	10	30	30	30	20	-100	-100	-59	-59	-59	-59	0			1	0	20	40	0	9000	9000	100		250	300	700							14000	14000	100		350	400	700							14000	14000	100		450	500	1000							A1	pois	100	40	60	30	100	60	80	60	100	80	100	90																																															15	61	120	0
VisionofPain	2356	ys_duriel		0	VisofPain	duriel_vis	VisofPain	demon	Duriel	VisionDesc	DU	Uberquests	Baal	Missiles	1													1	1		15	15	1	duriel	duriel		6	4	2				5	7	12	25	25	25	5	5	5	50	50	50	25	25	25																			1	1			1				1			1	1	1										Charge	seq_durielcharge	5	Shower of Rocks	seq_durielsmite	1	MIdol2Scosglen	seq_durielsmite	1																84	60	60	-20	-20	-20			20	20	20	20	10	10	30	30	30	20	-100	-100	-59	-59	-59	-59	0			1	0	25	50	0	7000	7000	90		75	150	750	75	150	750	1	2	100	14000	14000	90		175	250	750	175	250	750	1	2	100	14000	14000	90		450	500	750	450	500	750	1	2	100	A2	stun	100			25	100			50	100			75																																															28	69	120	0
VisionofHatred	2357	ys_mephisto		0	VisofHatred	mephisto_vis	VisofHatred	demon	Vampire	VisionDesc	^M	Uberquests	Baal	Missiles	1													1	1		15	15	1	mephisto	mephisto	14	3	2	1	100	100	100	25	25	25	100	100	100	50	50	50	10	10	10	7	7	7																			1				1				1		1	1	1	1										MStatic Lance	A2	70	Mythal	A1	30	MLightning Arena	A1	50	MCountdown	A1	70													84	60	60	-20	-20	-20			20	20	20	20	10	10	30	30	30	20	-100	-100	-59	-59	-59	-59	0			1	20	40	50	0	10000	10000	100		250	300	700							14000	14000	100		350	400	700							14000	14000	100		500	600	1000																																																																			40	90	120	0
VisionofTerror	2358	ys_diablo		0	VisofTerror	diablo_vis	VisofTerror	demon	Vampire	VisionDesc	DI	Uberquests	Baal	Missiles	1													1	1		12	12	1	diablo	diablo	14	3	2	1	100	100	100	10	10	10	100	100	100	100	100	100	50	50	50	7	7	7																			1				1				1		1	1	1	1										DiabLight	SC	1	Mon Longer BW	SC	60	MFlamestrike	S1	75	Bloodstorm	S2	75													84	60	60						20	20	20	20	10	10	30	30	30	20	-100	-100	-59	-59	-59	-59	0			1	50	50	80	0	10000	10000	100		200	300	800	200	300	800				14000	14000	100		500	700	800	500	700	800				14000	14000	100		550	700	1000	550	700	1000																																																																50	95	120	0
toraja_tree	2359	toraja_tree		0	ForestKeeper	thornhulk1	toraja_tree	thornhulk	AbyssKnight		TH	Uberquests	Torajan Jungles	Levels	1													1	1	40	4	4	1	thornhulk	thornhulk	10	15	14	13				25	25	25	99	99	99	97	97	97	1	1	1				50	50	50	99	99	99													1	1												1	1							1		Toraja Tree Ground Shake	A2	1	Toraja Tree Shield	A2	1																			140	100	100	-20	-20	-20	50						50						50						0				21	21	21	0	3000	3000	150	3000	600	800	1500	600	800	1500	600	800	1500	4000	4000	150	4000	600	800	1500	600	800	1500	600	800	1500	5000	5000	2000	6000	600	800	1500	600	700	1500				A2	stun	100			50	100			50	100			50																													Elite				Elite				Torajan Tree (H)										60	115	120	0
toraja_swarm	2360	toraja_swarm		1	Deathseer	swarm1	other	swarm	Swarm		SW	Uberquests	Torajan Jungles	Levels	1													3	7		14	14	1	swarm	swarm	10	15	14	13				80	80	80	15	15	15	70	70	70																									1	1												1	1									Swarm Move	seq_swarmmove	1																						140	100	100	-20	-20	-20									15	15	15	5			35	35	35	20	0				20	20	20	0	380	440	100	100	210	260	400	210	260	400				490	620	100	100	360	410	600	360	410	400				700	850	100	300	510	560	1200	510	560	1200				A1	mana	100	23	50		100	100	200		100	250	500																														Torajan Jungles				Torajan Jungles (N)				Torajan Jungles (H)										60	115	120	0
toraja_goat	2361	toraja_goat		4	KhazraClan	khazraclan	other	human	FetishBlowgun		GM	Uberquests	Torajan Jungles	Levels	1													3	5		9	14	1	goatman	goatman	8	3	2	1	80	80	80	20	20	20	70	70	70																			throwaxe									1				1						1			1	1		1							SkeletonRaise	A1	1																						140	100	100	0	0	0																			0				0	0	0	0	260	330	25	380	380	480	550							360	430	25	380	580	680	550							600	650	25	1300	390	440	550																																																	Torajan Jungles				Torajan Jungles (N)				Torajan Jungles (H)										60	115	120	0
toraja_spider	2362	toraja_spider		4	AstroSpider	spidey1	toraja_spider	arach	Brute		SP	Uberquests	Torajan Jungles	Levels	1													2	5		10	10	1	arach	arach	10	3	2	1	80	80	80				0	0	0	100	100	100	50	50	50																						1	1												1	1							1																										140	100	100	-20	-20	-20									15	15	15	1000			35	35	35	1000	0				12	12	12	0	600	600		300	400	500	800							900	900		300	500	600	800							400	450		300	350	450	800																																																	Torajan Jungles				Torajan Jungles (N)				Torajan Jungles (H)										60	115	120	0
rathma_chosen	2363	rathma_chosen		1	mon_rathma_chosen	rathma_chosen	rathma_chosen	wraith	NecroPet		!X	Skills	Necro pet	Missiles	1													1	1		14	14	0	frozenhorror	frozenhorror	1	6	6	6				85	85	85																														1		1								1								1																														0			0	0	0	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	0		1						5	5	1											5	5	1											5	5	1																																																																							1	1	1	0
elite_zakarumcleric4Z	2364	zakarumcleric1	solo_zakarumcleric4	3	QueHeganElite	elite_zakarumcleric4	elite_zakarumcleric4	priests	Vampire	mon_elite	ZP	Story Side Area		Levels	1	1						elite_zakarumslave4Z		1		4	6	3	4	36	8	8	1	cantor	cantor	14	3	2	1	80	80	80	0	0	0	100	100	100	70	70	70	10	10	10	7	7	7																			1				1						1			1	1									MEnergy Beam	S1	2	MDiseased Cattle	S1	4	Rapture	S1	4	Summon Hallucination	S1	2													140	100	100	-20	-20	-20		100						100	15	15	15	5		100	35	35	35	20	0				22	22	22	0	400	800	140	500	83	166	150							500	1000	140	500	104	208	150							600	1200	140	500	125	250	150																																																	Elite				Elite				Elite										32	69	120	0
elite_zakarumslave4Z	2365	zakarumslave1	elite_hallucination	2	PeaceWarder	elite_zakarumslave4	elite_zakarumslave4	priests	DoomKnight	mon_elite	ZZ	Story Side Area		Missiles	1													5	8		14	14	1	zealot	zealot	12	3	2	1	80	80	80	90	90	90	55	55	55	20	20	20	8	8	8	45	45	45																			1	1			1						1			1	1																																	140	100	100	-20	-20	-20		100						100	15	15	15	5		100	35	35	35	20	0				20	20	20	0	210	400	60	400	100	200	300	100	200	300				262	500	60	400	125	250	300	125	250	300				315	600	60	400	150	300	300	150	300	300																																														Elite				Elite				Elite										32	69	120	0
elite_hallucinationZ	2366	zakarumslave1		2	PeaceWarderHalluc	elite_zakarumslave4	elite_zakarumslave4	priests	DoomKnight	mon_sumarc	ZZ	Story Side Area		Missiles	1													1	1		14	14	1	zealot	zealot	13	3	2	1	80	80	80	90	90	90	55	55	55	20	20	20	8	8	8	45	45	45																			1	1			1						1			1	1																																	140	100	100	-20	-20	-20		100						100	15	15	15	5		100	35	35	35	20	0				20	20	20	0	1	1			100	200	300	100	200	300				1	1			125	250	300	125	250	300				1	1			150	300	300	150	300	300																																																																32	69	120	0
elite_wisp4Z	2367	wisp1	elite_wispA	2	LivingFlame	elite_wisp4	elite_wisp4	willowisp	WillOWisp	mon_elite	WW	Abaddon		Levels	1	1												4	7		21	21	1	willowisp	willowisp	12	3	2	1	80	80	80	15	15	15	95	95	95	40	40	40																						flamefront			1	1			1		1			1				1	1									MFlamefront	SC	8																						140	100	100	-20	-20	-20			100						100	15	15	5			100	35	35	20	0				21	21	21	0	700	900	250	600	110	200	400							800	1000	300	650	130	220	450							1150	1350	350	650	200	280	500							A1	fire	100	1	150		100	1	225		100	1	300		SC	fire	100	1	2		100	1	2		100	1	2																Elite				Elite				Icy Cellar (H)								1	1	33	70	120	0
elite_wingedfiend4Z	2368	wingedfiend1	elite_wingedfiendA	1	Shrieker	elite_wingedfiend4	elite_wingedfiend4	batdemon	BatDemon	mon_elite	BT	Story Side Area		Levels	1													5	7		15	15	1	batdemon	batdemon	12	3	2	1	80	80	80	50	50	50	10	10	10	90	90	90	100	100	100	14	14	14																			1	1			1				1	1	1			1	1																																	140	100	100	-20	-20	-20					100				15	15	100	5			35	35	100	20	0				27	27	27	0	220	400	160	350	140	193	300	140	193	300				275	500	160	350	175	241	300	175	241	300				330	600	160	350	210	290	300	210	290	300				A1	cold	100	1	150	50	100	1	225	75	100	1	300	100	A2	cold	100	1	150	50	100	1	225	75	100	1	300	100															Elite				Elite				Elite								1	1	29	65	120	0
elite_viper4Z	2369	viper1	elite_viperA	2	MagmaDrake	elite_viper4	other	clawviper	ClawViper	mon_elite	SD	Abaddon		Levels	1													3	5		10	18	1	clawviper	clawviper	12	3	2	1	80	80	80	30	30	30	14	14	14	100	100	100	50	50	50	1	1	1																			1	1			1						1			1	1		1					1		SerpentCharge	seq_serpentcharge	1																						140	100	100	-20	-20	-20			100						100	15	15	5			100	35	35	20	0				24	24	24	0	950	1050	280	600	175	225	400	175	225	400				1150	1150	350	650	200	225	450	200	225	450				1300	1500	400	650	250	310	400	250	310	400				A1	fire	100	40	100	75	100	60	120	100	100	80	140	125																													Elite				Elite				Icy Cellar (H)										36	76	120	0
elite_undeadmage4Z	2370	undeadmage1		3	DarkVizjerei	elite_undeadmage4	elite_undeadmage4	unraveler	AbyssKnight	mon_elite	GY	Infernal Pit		Levels	1	1												5	7		12	12	1	unraveler	unraveler	12	3	2	1	80	80	80	60	60	60	90	90	90	100	100	100	1	1	1	6	6	6	1	1	1	40	40	40													1				1		1	1			1			1	1		1							Mon Pest Bolt	SC	14	Mon Engage Frenzy Mode	SC	5																			140	100	100	-20	-20	-20						100			15	15	15	100			35	35	35	100	0			1		15	33	0	700	900	220	600	175	225	300	175	225	300				800	1000	250	650	200	225	350	200	225	350				1150	1350	300	650	220	300	400	220	300	400																																														Elite				Elite				Icy Cellar (H)										52	83	120	0
elite_undeadknight5Z	2371	undeadknight1	elite_undeadknight3	0	MindWarrior	elite_undeadknight5	elite_undeadknight5	doomknight	Vampire	mon_elite	UM	Story Side Area		Levels	1	1						elite_undeadknight3Z				1	2	1	2		10	10	1	doomknight	doomknight	10	3	2	1	80	80	80	0	0	0	100	100	100	70	70	70	50	50	50	3	3	3																			1				1		1	1			1			1	1									Mon Zen Bolt	S1	4	Mon Tempest Storm	S1	14				Mon Zen Bolt	S1	5													140	100	100	-20	-20	-20				100					15	100	15	5			35	100	35	20	0				29	29	29	0	400	800	130	500	146	160	300	146	160	300	146	160	300	500	1000	130	500	183	200	300	183	200	300	183	200	300	600	1200	130	500	220	240	300	220	240	300	220	240	300																																											Elite				Elite				Elite										35	73	120	0
elite_undeadknight3Z	2372	undeadknight1		0	ArmageddonKZ	elite_undeadknight3	elite_undeadknight3	doomknight	Vampire	mon_elite	UM	Story Side Area			1	1												1	1		8	8	1	doomknight	doomknight	10	3	2	1	80	80	80	90	90	90	75	75	75	60	60	60	25	25	25	4	4	4																			1				1		1				1			1	1							1								Mon Zen Bolt	S1	20																140	100	100	-20	-20	-20		100						100	15	15	15	5		100	35	35	35	20	0				27	27	27	0	300	420	150	340	146	160	300	146	160	300	146	160	300	375	525	150	340	183	200	300	183	200	300	183	200	300	450	630	150	340	220	240	300	220	240	300	220	240	300	A1	pois	100	60	120	50	100	80	140	75	100	100	160	100																													Elite				Elite				Elite										34	71	120	0
elite_undeadbird4Z	2373	undeadbird1		3	GhostPhoenix	elite_undeadbird4	elite_undeadbird4	vulture	Vulture	mon_elite	VD	Story Side Area		Levels	1													5	10		14	14	1	vulture	vulture	10	3	2	1	80	80	80	100	100	100	1	1	1	10	10	10	0	0	0	60	60	60																			1				1		1							1	1																																	140	100	100	-20	-20	-20			100						100	15	15	5			100	35	35	20	0				15	15	15	0	360	500	160	400	75	90	325							450	625	160	400	191	225	325							540	750	160	400	230	270	325																																																	Elite				Elite				Elite								1	1	35	73	120	0
elite_turtle5Z	2374	turtle1		6	SteelCrusher	elite_turtle5	elite_turtle5	minion	ClawViper	mon_elite	xx	Story Side Area		Levels	1													5	8		11	11	1	minion	minion	10	3	2	1	80	80	80	20	20	20	8	8	8	90	90	90	50	50	50	1	1	1																			1	1			1				1					1	1						1			Prowl	seq_turtlecharge	1																						140	100	100	-20	-20	-20						100			15	15	15	100			35	35	35	100	0				50	50	50	0	300	600	180	380	153	180	310	153	180	310				375	750	180	380	191	225	310	191	225	310				450	900	180	380	230	270	310	230	270	310																																														Elite				Elite				Elite										41	79	120	0
elite_toad5Z	2375	toad1	elite_toadA	2	DarkHorizon	elite_toad5	elite_toad5	deathmauler	DeathMauler	mon_elite	m5	Story Side Area		"Levels, Missiles"	1													4	7		8	8	1	deathmauler	deathmauler	10	3	2	1	80	80	80	100	100	100	90	90	90	85	85	85	100	100	100																						1				1				1					1	1						1			Mon 2 Magic Missiles	seq_deathmaulerdig	1																						140	100	100	-20	-20	-20					100				15	15	100	5			35	35	100	20	0				50	50	50	0	310	450	160	405	153	180	290							387	562	160	405	191	225	290							465	675	160	405	230	270	290							A1	stun	100			100	100			150	100			200																													Elite				Elite				Elite										45	78	120	0
elite_succubusclan5Z	2376	succubusclan1	elite_succubusclanA	2	DirgeZ	elite_succubusclan5	elite_succubusclan5	succubus	FetishBlowgun	mon_elite	0C	Story Side Area		"Levels, Missiles"	1	1												5	10		15	15	1	succubus	succubus	10	3	2	1	80	80	80	30	30	30	95	95	95																			elite_succbs5									1				1				1	1	1			1	1									SkeletonRaise	A1	1																						140	100	100	-20	-20	-20						100			15	15	15	100			35	35	35	100	0				46	46	46	0	220	290	130	410	103	140	160							275	362	130	410	129	175	160							330	435	130	410	155	210	160																																																	Elite				Elite				Elite										53	83	120	0
elite_stormcaster3Z	2377	stormcaster1		2	VoidArchonZ	elite_stormcaster3	elite_stormcaster3	fingermage	PantherWoman	mon_elite	FR	Story Side Area		Levels	1													3	4		14	14	1	fingermage	fingermage	10	3	2	1	80	80	80	100	100	100	100	100	100	40	40	40	1	1	1	90	90	90																			1				1		1			1	1			1	1																																	140	100	100	-20	-20	-20		100						100	15	15	15	5		100	35	35	35	20	0				29	29	29	0	260	495	150	360	153	180	310							325	618	150	360	191	225	310							390	742	150	360	230	270	310																																																	Elite				Elite				Elite										35	73	120	0
elite_spidey4Z	2378	spidey1	elite_spideyA	3	BroodMutha	elite_spidey4	elite_spidey4	arach	Brute	mon_elite	SP	Story Side Area		Levels	1													5	8		13	13	1	arach	arach	10	3	2	1	80	80	80				0	0	0	100	100	100	50	50	50																						1	1			1									1	1							1																										140	100	100	-20	-20	-20						100			15	15	15	100			35	35	35	100	0				12	12	12	0	300	380	160	320	153	180	315							375	475	160	320	191	225	315							450	570	160	320	230	270	315							A1	pois	100	60	120	50	100	80	140	75	100	100	160	100																													Elite				Elite				Elite										36	76	120	0
elite_skelmageZ	2379	skelmageltng1	elite_skelmageA	0	CorruptorWarlock	elite_skelmage	other	skeleton	SkeletonMage	mon_elite	SK	Story Side Area		Levels	1	1												5	8		11	11	1	sk_mage	sk_mage	10	3	2	1	80	80	80	100	100	100	20	20	20	30	30	30	15	15	15	100	100	100	15	15	15	20	20	20	1	1	1	elite_doomfo									1				1		1				1			1	1									SkeletonRaise	seq_skeletonraise	1																						140	100	100	-20	-20	-20						100			15	15	15	100			35	35	35	100	0				9	9	9	0	260	280	150	360										325	350	150	360										390	420	150	360										A1	pois	100	60	120	50	100	80	140	75	100	100	160	100																													Elite				Elite				Elite										33	70	120	0
elite_broodlingZ	2380	elite_broodling		4	Barkjazexjajhkml	elite_broodling	other	sandmaggot	MaggotLarva	mon_sumspy	SB	Story Side Area		Missiles	1													1	1		12	12	1	maggotbaby	maggotbaby	10	3	2	1				50	50	50	8	8	8	90	90	90	15	15	15	20	20	20																				1			1									1	1							1																										140	100	100	-20	-20	-20									15	15	15	5			35	35	35	20	0				24	24	24	0	140	190	150		106	133	215							175	237	150		173	206	215							255	292	150		240	280	215																																																																			30	71	120	0
elite_roguebow5Z	2381	roguebow1	elite_roguebowA	0	DarkChampion	elite_roguebow5	other	corruptrogue	CorruptArcher	mon_elite	CR	Story Side Area		Levels	1	1												4	7		11	11	1	cr_archer	cr_archer	10	3	2	1	80	80	80	20	20	20	100	100	100	1	1	1	50	50	50	15	15	15	25	25	25	10	10	10													1				1				1		1			1	1									MonBow	A1	1	Mon Blindside	A1	1	Phalanx	A1	12																140	100	100	-20	-20	-20			100						100	15	15	5			100	35	35	20	0				13	13	13	0	170	195	140	380	20	86	320	20	86	200	20	86	100	242	303	135	240	25	108	320	25	108	200	25	108	150	315	412	130	100	30	130	320	30	130	200	30	130	200																																											Elite				Elite				Elite										36	75	120	0
elite_rogue2h5Z	2382	rogue2h1	elite_rogue2hA	0	DarkChampion	elite_rogue2h5	other	corruptrogue	CorruptLancer	mon_elite	CR	Infernal Pit		Levels	1													5	8		11	20	1	cr_lancer	cr_lancer	10	3	2	1	80	80	80	100	100	100	100	100	100	1	1	1	25	25	25	10	10	10	50	50	50	10	10	10													1	1			1				1		1			1	1												Shower of Rocks	A1	11	Unholy Armor	A1	9																140	100	100	-20	-20	-20			100						100	15	15	5			100	35	35	20	0				4	4	4	0	900	1100	275	600	125	150	340							1000	1200	300	650	125	200	400							900	1100	350	650	150	200	500																																																	Elite				Elite				Icy Cellar (H)										36	75	120	0
elite_quills4Z	2383	quills1	elite_quillsA	0	Cruciator	elite_quills4	elite_quills4	quillrat	QuillRat	mon_elite	SI	Story Side Area		Levels	1	1												6	9		8	8	1	quillrat	quillrat	10	3	2	1	80	80	80	55	55	55	100	100	100	7	7	7	1	1	1														flamespike4								1				1									1	1																																	140	100	100	-20	-20	-20		100						100	15	15	15	5		100	35	35	35	20	0				3	3	3	0	280	305	155	360	53	70	160	53	70	160				350	381	155	360	130	166	160	130	166	160				420	457	155	360	200	230	160	200	230	160																																														Elite				Elite				Elite										29	66	120	0
elite_evilpriest5Z	2384	evilpriest1	elite_evilpriestA	2	Deathless	elite_evilpriest5	elite_evilpriest5	vampire	Vampire	mon_elite	VA	Story Side Area		"Levels, Missiles"	1													2	3		12	12	1	vampire	vampire	11	3	2	1	80	80	80	15	10	5	95	98	100	100	100	100	50	50	50	2	2	2																			1				1		1				1			1	1									Targeted Wrath	seq_cleric	6	Targeted Holy Trap	seq_cleric	5				Targeted Wrath	seq_cleric	6													140	100	100	-20	-20	-20						100			15	15	15	100			35	35	35	100	0				19	19	19	0	240	395	140	365	186	206	290							300	493	140	365	233	258	290							360	592	140	365	280	310	290																																																	Elite				Elite				Elite										36	78	120	0
