name	*name	*type	* status	szFlavorText	code	alternategfx	namestr	type	type2	compactsave	version	level	levelreq	rarity	spawnable	minac	maxac	speed	nodurability	cost	gamble cost	auto prefix	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	special	Transmogrify	TMogType	TMogMin	TMogMax	useable	throwable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldesccalc	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HraltiMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	*eol
Dark Tome		Quest Special			dtm	bbk	dtm	thng		1	0	0	0	0	0			0	1				16	1	2	0	0	0	flpbbk	invdtm			0	xxx			0	0	item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescDarkPortal		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Terror Junket 1		Veteran Eyes			!@1	rda	!@1	thng		0	0	0	0	1	1			0	1				16	1	1	0	0	0	flpeye	evileye			0	xxx			0	0	item_monsterguts	14	item_monsterguts	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescEvilEye		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	1	xxx	xxx						0
Terror Junket 2		Veteran Eyes			!@2	rda	!@2	thng		0	0	0	0	1	1			0	1				16	1	1	0	0	0	flpeye	evileye			0	xxx			0	0	item_monsterguts	14	item_monsterguts	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescEvilEye		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	1	xxx	xxx						0
Terror Junket 3		Veteran Eyes			!@3	rda	!@3	thng		0	0	0	0	1	1			0	1				16	1	1	0	0	0	flpeye	evileye			0	xxx			0	0	item_monsterguts	14	item_monsterguts	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescEvilEye		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	1	xxx	xxx						0
Terror Junket 4		Veteran Eyes			!@4	rda	!@4	thng		0	0	0	0	1	1			0	1				16	1	1	0	0	0	flpeye	evileye			0	xxx			0	0	item_monsterguts	14	item_monsterguts	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescEvilEye		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	1	xxx	xxx						0
Terror Junket 5		Veteran Eyes			!@5	rda	!@5	thng		0	0	0	0	1	1			0	1				16	1	1	0	0	0	flpeye	evileye			0	xxx			0	0	item_monsterguts	14	item_monsterguts	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescEvilEye		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	1	xxx	xxx						0
Token #1		Special Emblems			#X1	#X1	#X1	thng		1	100	0	0	1	1			0	1				16	1	1	0	0	0	flpeye	newsignet1			0	xxx			0	0	skeleton_cast_poison	12	skeleton_cast_poison	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Token #2		Special Emblems			#X2	#X2	#X2	thng		1	100	0	0	1	1			0	1				16	1	1	0	0	0	flpeye	newsignet2			0	xxx			0	0	skeleton_cast_poison	12	skeleton_cast_poison	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Token #3		Special Emblems			#X3	#X3	#X3	thng		1	100	0	0	1	1			0	1				16	1	1	0	0	0	flpeye	newsignet3			0	xxx			0	0	skeleton_cast_poison	12	skeleton_cast_poison	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Token #4		Special Emblems			#X4	#X4	#X4	thng		1	100	0	0	1	1			0	1				16	1	1	0	0	0	flpeye	newtokenofter			0	xxx			0	0	skeleton_cast_poison	12	skeleton_cast_poison	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Token #5		Special Emblems			#X5	#X5	#X5	thng		1	100	0	0	1	1			0	1				16	1	1	0	0	0	flpeye	newsignet5			0	xxx			0	0	skeleton_cast_poison	12	skeleton_cast_poison	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Token #6		Special Emblems			#X6	#X6	#X6	thng		1	100	0	0	1	1			0	1				16	1	1	0	0	0	flpeye	newsignet6			0	xxx			0	0	skeleton_cast_poison	12	skeleton_cast_poison	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Gift Box		Special			#X9	#X9	#X9	thng		0	100	0	0	1	1			0	1				16	2	2	0	0	0	flpbox	reagentreward			0	xxx			0	0	skeleton_cast_poison	12		1	0	3	0	0	0	0	0	0	0			0	-1												1	DescGrowUp		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Mark of Infusion		Special			hnrx	gsg	hnrx	thng		1	100	0	0	1	1			0	1				16	1	1	0	0	0	flpwnd	cuscross			0	xxx			0	0	shrine_boink	12	shrine_boink	0	0	5	0	0	0	0	0	0	0			0	-1												1	CubeInfusionMark		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Wings of the Departed		Special			ripx	scr	ripx	hpot		1	100	0	0	1	1			0	1				16	1	1	0	0	0	flprun	DepartedWing			0	xxx			1	0	item_amulet	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1	9	charm_crushing	charm_crushing		15000	item_lightradius	20					1	DescRipX		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Pacman Scroll		Portal Consumable			kpac	hp5	kpac	thng		1	100	0	120	1	1			0	1				16	1	1	0	0	0	flprpl	cherries			0	xxx			1	0	item_monsterguts	14	item_monsterguts	0	0	5	0	1	0	0	0	0	0			0	-1	17				1		218		484		1				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Toraja Scroll		Portal Consumable			ktor	rsc	ktor	thng		1	100	0	125	1	1			0	1				16	1	1	0	0	0	flprsc	invrsc			0	xxx			1	0	item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	-1	16						153					1	DescKeyToraja		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Void Scroll		Portal Consumable			kvoi	rsc	kvoi	thng		1	100	0	130	1	1			0	1				16	1	1	0	0	0	flprsc	invrsc			0	xxx			1	0	item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	-1	16						214					1	DescKeyVoid		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Sam Scroll		Portal Consumable			ktox	rsc	ktox	thng		1	100	0	135	1	1			0	1				16	1	1	0	0	0	flprsc	invrsc			0	xxx			1	0	item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	-1	16						215					1	DescKeySamalel		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Belial Key		Portal Consumable			kbel	hp5	kbel	key		1	100	0	125	1	1			0	1				16	1	2	0	0	0	flpmph	invmph			0	xxx			1	0	item_key	12	item_key	0	0	5	0	1	0	0	0	0	0			0	-1	16						176					1	DescKeyBelial		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Azmodan Key		Portal Consumable			kazm	hp5	kazm	key		1	100	0	115	1	1			0	1				16	1	2	0	0	0	flpmph	invmph			0	xxx			1	0	item_key	12	item_key	0	0	5	0	1	0	0	0	0	0			0	-1	16						166					1	DescKeyAzmo		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Fauzt Scroll		Portal Consumable			kfau	hp5	kfau	key		1	100	0	125	1	1			0	1				16	1	1	0	0	0	flprsc	invrsc			0	xxx			1	0	item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	-1	16						155					1	DescKeyFauzt		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Angel Bag		Quest: Sunless Sea			sbag	rda	sbag	thng		1	100	0	0	1	1			0	1				16	1	2	0	0	0	flpamu	angelbag2			0	xxx			0	0	item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescAngelBag		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Bob Ross		Development			bob	rda	bob	grtz		0	100	0	0	1	1			0	1				16	2	2	0	0	0	flpnps	bobross			0	xxx			0	0	item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Heroic Torch		Challenge: Ennead			htor	rda	htor	thng		1	100	0	0	1	1			0	1				16	1	2	0	0	0	flptrch	invtrch			0	xxx			0	0	item_staff	12	item_staff	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescHeroicTorch		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
TheBlackRoad		Ubercharm			tbr	rda	tbr	grtz		0	100	0	110	1	1			0	1				16	1	1	0	0	0	flpbbk	invsbk3			0	xxx			0	0	item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	1	xxx	xxx						0
Pacman TakeBack		Quest: Pacman			pacb	hp5	pacb	thng		1	100	0	0	1	1			0	1				16	1	1	0	0	0	flprpl	cherries			0	xxx			1	0	item_monsterguts	14	item_monsterguts	0	0	5	0	1	0	0	0	0	0			0	-1	12						1					1	DescPacfidential		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Lylia's Charm		Quest: Toraja			|ld	rda	|ld	grtz		0	100	0	120	1	1			0	1				16	1	1	0	0	0	flphscr	lyliascharm			0	xxx			0	0	item_amulet	12	item_amulet	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	1	xxx	xxx						0
Dragon Claw		Quest: Bremmtown			|dc	rda	|dc	grtz		0	100	0	120	1	1			0	1				16	1	1	0	0	0	flphorn	invhorn			0	xxx			0	0	item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	1	xxx	xxx						0
Athulua Summon Scroll		Quest: Athulua			sath	rsc	sath	thng		1	100	0	120	1	1			0	1				16	1	1	0	0	0	flprsc	invblackscroll			0	xxx			1	0	item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	-1	15						(stat('enabler'.accr)==1)?(1208):0		1			1	DescAthuluaDesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Athulua's Charm		Quest: Athulua			|wc	rda	|wc	grtz		0	100	0	120	1	1			0	1				16	1	1	0	0	0	flphscr	invathulua			0	xxx			0	0	impact_lightning_1	12	impact_lightning_1	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	1	xxx	xxx						0
Baal Charm		Quest: Baal			blol	rda	blol	grtz		0	100	0	120	1	1			0	1				16	1	1	0	0	0	flpeye	vine			0	xxx			0	0	shrine_boink	12	shrine_boink	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	1	xxx	xxx						0
Cycle 01		Quest: Triune			cy01	rld	cyc	cyc1	cycl	0	100	0	0	1	1			0	1				16	1	1	0	0	0	flpchm1	invch1			0	xxx			0	0	item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1												1	david1		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Cycle 02		Quest: Triune			cy02	rld	cyc	cyc1	cycl	0	100	0	0	1	1			0	1				16	1	1	0	0	0	flpchm1	invch1			0	xxx			0	0	item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1												1	david2		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Cycle 03		Quest: Triune			cy03	rld	cyc	cyc1	cycl	0	100	0	0	1	1			0	1				16	1	1	0	0	0	flpchm1	invch1			0	xxx			0	0	item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1												1	david3		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Cycle 04		Quest: Triune			cy04	rld	cyc	cyc1	cycl	0	100	0	0	1	1			0	1				16	1	1	0	0	0	flpchm1	invch1			0	xxx			0	0	item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1												1	david4		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Cycle 05		Quest: Triune			cy05	rda	cyc	cyc2	cycl	0	100	0	0	1	1			0	1				16	1	2	0	0	0	flpchm2	invch2			0	xxx			0	0	item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1												1	david5		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Cycle 06		Quest: Triune			cy06	rda	cyc	cyc2	cycl	0	100	0	0	1	1			0	1				16	1	2	0	0	0	flpchm2	invch2			0	xxx			0	0	item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1												1	david6		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Cycle 07		Quest: Triune			cy07	rda	cyc	cyc2	cycl	0	100	0	0	1	1			0	1				16	1	2	0	0	0	flpchm2	invch2			0	xxx			0	0	item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1												1	david7		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Cycle 08		Quest: Triune			cy08	rda	cyc	cyc2	cycl	0	100	0	0	1	1			0	1				16	1	2	0	0	0	flpchm2	invch2			0	xxx			0	0	item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1												1	david8		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Cycle 09		Quest: Triune			cy09	rgd	cyc	cyc3	cycl	0	100	0	0	1	1			0	1				16	1	3	0	0	0	flpchm3	invsst			0	xxx			0	0	item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1												1	david9		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Cycle 10		Quest: Triune			cy10	rgd	cyc	cyc3	cycl	0	100	0	0	1	1			0	1				16	1	3	0	0	0	flpchm3	invsst			0	xxx			0	0	item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1												1	david10		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Cycle 11		Quest: Triune			cy11	rgd	cyc	cyc3	cycl	0	100	0	0	1	1			0	1				16	1	3	0	0	0	flpchm3	invsst			0	xxx			0	0	item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1												1	david11		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Cycle 12		Quest: Triune			cy12	rgd	cyc	cyc3	cycl	0	100	0	0	1	1			0	1				16	1	3	0	0	0	flpchm3	invsst			0	xxx			0	0	item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1												1	david12		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Cycle 13		Quest: Triune			cy13	rld	cyc	cyc1	cycl	0	100	0	0	1	1			0	1				16	1	1	0	0	0	flpchm1	invch1			0	xxx			0	0	item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1												1	david13		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Cycle 14		Quest: Triune			cy14	rda	cyc	cyc2	cycl	0	100	0	0	1	1			0	1				16	1	2	0	0	0	flpchm2	invch2			0	xxx			0	0	item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1												1	david14		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Cycle 15		Quest: Triune			cy15	rgd	cyc	cyc3	cycl	0	100	0	0	1	1			0	1				16	1	3	0	0	0	flpchm3	invsst			0	xxx			0	0	item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1												1	david15		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Cycle 16		Quest: Triune			cy16	rld	cyc	cyc1	cycl	0	100	0	0	1	1			0	1				16	1	1	0	0	0	flpchm1	invch1			0	xxx			0	0	item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1												1	david16		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Cycle 17		Quest: Triune			cy17	rda	cyc	cyc2	cycl	0	100	0	0	1	1			0	1				16	1	2	0	0	0	flpchm2	invch2			0	xxx			0	0	item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1												1	david17		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Cycle 18		Quest: Triune			cy18	rgd	cyc	cyc3	cycl	0	100	0	0	1	1			0	1				16	1	3	0	0	0	flpchm3	invsst			0	xxx			0	0	item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1												1	david18		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Cycle 19		Quest: Triune			cy19	rld	cyc	cyc1	cycl	0	100	0	0	1	1			0	1				16	1	1	0	0	0	flpchm1	invch1			0	xxx			0	0	item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1												1	david19		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Cycle 20		Quest: Triune			cy20	rda	cyc	cyc2	cycl	0	100	0	0	1	1			0	1				16	1	2	0	0	0	flpchm2	invch2			0	xxx			0	0	item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1												1	david20		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Cycle 21		Quest: Triune			cy21	rgd	cyc	cyc3	cycl	0	100	0	0	1	1			0	1				16	1	3	0	0	0	flpchm3	invsst			0	xxx			0	0	item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1												1	david21		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Cycle 22		Quest: Triune			cy22	rgd	cyc	cyc3	cycl	0	100	0	0	1	1			0	1				16	1	3	0	0	0	flpchm3	invsst			0	xxx			0	0	item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1												1	david22		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Cycle 23		Quest: Triune			cy23	rgd	cyc	cyc3	cycl	0	100	0	0	1	1			0	1				16	1	3	0	0	0	flpchm3	invsst			0	xxx			0	0	item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1												1	david23		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Cycle 24		Quest: Triune			cy24	rgd	cyc	cyc3	cycl	0	100	0	0	1	1			0	1				16	1	3	0	0	0	flpchm3	invsst			0	xxx			0	0	item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1												1	david24		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Cycle 25		Quest: Triune			cy25	rgd	cyc	cyc3	cycl	0	100	0	0	1	1			0	1				16	1	3	0	0	0	flpchm3	invsst			0	xxx			0	0	item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1												1	david25		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Cycle 26		Quest: Triune			cy26	rgd	cyc	cyc3	cycl	0	100	0	0	1	1			0	1				16	1	3	0	0	0	flpchm3	invsst			0	xxx			0	0	item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1												1	david26		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Cycle 27		Quest: Triune			cy27	rgd	cyc	cyc3	cycl	0	100	0	0	1	1			0	1				16	1	3	0	0	0	flpchm3	invsst			0	xxx			0	0	item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1												1	david27		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Cycle 28		Quest: Triune			cy28	rgd	cyc	cyc3	cycl	0	100	0	0	1	1			0	1				16	1	3	0	0	0	flpchm3	invsst			0	xxx			0	0	item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1												1	david28		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Cycle 29		Quest: Triune			cy29	rld	cyc	cyc1	cycl	0	100	0	0	1	1			0	1				16	1	1	0	0	0	flpchm1	invch1			0	xxx			0	0	item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1												1	david29		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Cycle 30		Quest: Triune			cy30	rda	cyc	cyc2	cycl	0	100	0	0	1	1			0	1				16	1	2	0	0	0	flpchm2	invch2			0	xxx			0	0	item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1												1	david30		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Cycle 31		Quest: Triune			cy31	rgd	cyc	cyc3	cycl	0	100	0	0	1	1			0	1				16	1	3	0	0	0	flpchm3	invsst			0	xxx			0	0	item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1												1	david31		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Beta Trinket 1		Beta	Charm create		bt06	elx	bt06	poti		1	100	1	666	1	1			0	1	10000			16	1	1	0	0	0	flpeye	newsignet2			0	xxx			0	0	skeleton_cast_poison	12	book_read	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescBeta06		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1	1		0
Beta Trinket 2		Beta	Crystals		bt03	elx	bt03	poti		1	100	1	666	1	1			0	1	100000			16	1	1	0	0	0	flpeye	newsignet6			0	xxx			0	0	skeleton_cast_poison	12	book_read	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescBeta03		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1	1		0
Beta Trinket 3		Beta	Shrines		bt04	elx	bt04	poti		1	100	1	666	1	1			0	1	150000			16	1	1	0	0	0	flpeye	newsignet3			0	xxx			0	0	skeleton_cast_poison	12	book_read	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescBeta04		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1	1		0
Beta Trinket 4		Beta	Stat Points		bt02	elx	bt02	poti		1	100	1	666	1	1			0	1	250000			16	1	1	0	0	0	flpeye	newtokenofter			0	xxx			1	0	skeleton_cast_poison	12	book_read	0	0	5	0	0	0	0	0	0	0			0	-1	3					statpts	"min(10,400-stat('potion_stat_cap'.accr)) "	potion_stat_cap	"min(10,400-stat('potion_stat_cap'.accr)) "			1	DescBeta02		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1	1		0
