Treasure Class	group	level	Picks	Unique	Set	Rare	Magic	NoDrop	Item1	Prob1	* Laz / pct	Item2	Prob2	* Laz / pct	Item3	Prob3	* Laz / pct	Item4	Prob4	* Laz / pct	Item5	Prob5	* Laz / pct	Item6	Prob6	* Laz / pct	Item7	Prob7	* Laz / pct	Item8	Prob8	* Laz / pct	Item9	Prob9	* Laz / pct	Item10	Prob10	* Laz / pct	SumItems	TotalProb	DropChance	Term
Act 1 (N) Super A	18	40	-4					0	Act 1 (N) Uitem A	2		Act 1 (N) Cpot A	2																													0
Act 1 (N) Super B	18	41	-4					0	Act 1 (N) Uitem B	2		Act 1 (N) Cpot B	2																													0
Act 1 (N) Super C	18	42	-4					0	Act 1 (N) Uitem C	2		Act 1 (N) Cpot C	2																													0
Act 2 (N) Super A	18	44	-4					0	Act 2 (N) Uitem A	2		Act 2 (N) Cpot A	2																													0
Act 2 (N) Super B	18	45	-4					0	Act 2 (N) Uitem B	2		Act 2 (N) Cpot B	2																													0
Act 2 (N) Super C	18	46	-4					0	Act 2 (N) Uitem C	2		Act 2 (N) Cpot C	2																													0
Act 3 (N) Super A	18	48	-4					0	Act 3 (N) Uitem A	2		Act 3 (N) Cpot A	2																													0
Act 3 (N) Super B	18	50	-4					0	Act 3 (N) Uitem B	2		Act 3 (N) Cpot B	2																													0
Act 3 (N) Super C	18	51	-4					0	Act 3 (N) Uitem C	2		Act 3 (N) Cpot C	2																													0
Act 4 (N) Super A	18	54	-4					0	Act 4 (N) Uitem A	2		Act 4 (N) Cpot A	2																													0
Act 4 (N) Super B	18	57	-4					0	Act 4 (N) Uitem B	2		Act 4 (N) Cpot B	2																													0
Act 4 (N) Super C	18	60	-4					0	Act 4 (N) Uitem B	2		Act 4 (N) Cpot B	2																													0
Act 5 (N) Super A	18	62	-4					0	Act 5 (N) Uitem A	2		Act 5 (N) Cpot A	2																													0
Act 5 (N) Super B	18	63	-4					0	Act 5 (N) Uitem B	2		Act 5 (N) Cpot B	2																													0
Act 5 (N) Super C	18	66	-4					0	Act 5 (N) Uitem C	2		Act 5 (N) Cpot C	2																													0
Act 1 (H) Super A	18	67	-4					0	Act 1 (H) Uitem A	2		Act 1 (H) Cpot A	2																													0
Act 1 (H) Super B	18	67	-4					0	Act 1 (H) Uitem B	2		Act 1 (H) Cpot B	2																													0
Act 1 (H) Super C	18	68	-4					0	Act 1 (H) Uitem C	2		Act 1 (H) Cpot C	2																													0
Act 2 (H) Super A	18	68	-4					0	Act 2 (H) Uitem A	2		Act 2 (H) Cpot A	2																													0
Act 2 (H) Super B	18	69	-4					0	Act 2 (H) Uitem B	2		Act 2 (H) Cpot B	2																													0
Act 2 (H) Super C	18	72	-4					0	Act 2 (H) Uitem C	2		Act 2 (H) Cpot C	2																													0
Act 3 (H) Super A	18	73	-4					0	Act 3 (H) Uitem A	2		Act 3 (H) Cpot A	2																													0
Act 3 (H) Super B	18	75	-4					0	Act 3 (H) Uitem B	2		Act 3 (H) Cpot B	2																													0
Act 3 (H) Super C	18	78	-4					0	Act 3 (H) Uitem C	2		Act 3 (H) Cpot C	2																													0
Act 4 (H) Super A	18	81	-4					0	Act 4 (H) Uitem A	2		Act 4 (H) Cpot A	2																													0
Act 4 (H) Super B	18	84	-4					0	Act 4 (H) Uitem B	2		Act 4 (H) Cpot B	2																													0
Act 4 (H) Super C	18	87	-4					0	Act 4 (H) Uitem B	2		Act 4 (H) Cpot B	2																													0
Act 5 (H) Super A	18	90	-4					0	Act 5 (H) Uitem A	2		Act 5 (H) Cpot A	2																													0
Act 5 (H) Super B	18	93	-4					0	Act 5 (H) Uitem B	2		Act 5 (H) Cpot B	2																													0
Act 5 (H) Super C	18	95	-4					0	Act 5 (H) Uitem C	2		Act 5 (H) Cpot C	2																													0
Countess Rune			3					15	Runes 5	10																																0
Countess Rune (N)			3					15	Runes 10	10																																0
Countess Rune (H)			3					15	Runes 15	10																																0
Countess Item			4					50	gld,mul=1280	80		Act 1 Equip C	40		Act 2 Junk	20		Act 2 Good	10																							0
Countess Item (N)			4					50	gld,mul=1536	80		Act 1 (N) Equip C	40		Act 2 (N) Junk	20		Act 2 (N) Good	10																							0
Countess Item (H)			4					50	gld,mul=2048	80		Act 1 (H) Equip C	40		Act 2 (H) Junk	20		Act 2 (H) Good	10																							0
Countess			-2	896	896	960	1024	0	Countess Item	1		Countess Rune	1																													0
Countess (N)			-2	896	896	960	1024	0	Countess Item (N)	1		Countess Rune (N)	1																													0
Countess (H)			-2	896	896	960	1024	0	Countess Item (H)	1		Countess Rune (H)	1																													0
Smith			-3					0	Act 1 Uitem C	3																																0
Smith (N)			-3					0	Act 1 (H) Uitem C	3																																0
Smith (H)			-3					0	Act 1 (H) Uitem C	3																																0
Andariel			5	896	896	960	1024		gld,mul=2048	40		Act 2 Equip A	90		Act 2 Junk	20		Act 2 Good	10		Runes 1	40																				0
Andariel (N)			5	896	896	960	1024		gld,mul=3072	40		Act 2 (N) Equip A	90		Act 2 (N) Junk	20		Act 2 (N) Good	10		Runes 8	40																				0
Andariel (H)			5	896	896	960	1024		gld,mul=4096	40		Act 2 (H) Equip A	90		Act 2 (H) Junk	20		Act 2 (H) Good	10		Runes 13	40																				0
Andarielq			6	912	912	976	1024		gld,mul=2048	40		Act 2 Equip A	100		Act 2 Good	20		Runes 1	40																							0
Andarielq (N)			6	912	912	976	1024		gld,mul=3072	40		Act 2 (N) Equip A	100		Act 2 (N) Good	20		Runes 8	40																							0
Andarielq (H)			6	912	912	976	1024		gld,mul=4096	40		Act 2 (H) Equip A	100		Act 2 (H) Good	20		Runes 13	40																							0
Summoner			5	896	896	960	1024	50	gld,mul=1280	50		Act 2 Equip C	50		Act 3 Junk	20		Act 3 Good	30																							0
Summoner (N)			5	896	896	960	1024	50	gld,mul=1536	50		Act 2 (N) Equip C	50		Act 3 (N) Junk	20		Act 3 (N) Good	30																							0
Summoner (H)			5	896	896	960	1024	50	gld,mul=2048	50		Act 2 (H) Equip C	50		Act 3 (H) Junk	20		Act 3 (H) Good	30																							0
Duriel			5	896	896	960	1024		gld,mul=2048	80		Act 3 Equip A	90		Act 3 Junk	20		Act 3 Good	10																							0
Duriel (N)			5	896	896	960	1024		gld,mul=3072	80		Act 3 (N) Equip A	90		Act 3 (N) Junk	20		Act 3 (N) Good	10																							0
Duriel (H)			5	896	896	960	1024		gld,mul=4096	80		Act 3 (H) Equip A	90		Act 3 (H) Junk	20		Act 3 (H) Good	10																							0
Durielq			6	912	912	976	1024		gld,mul=2048	80		Act 3 Equip A	100		Act 3 Good	20																										0
Durielq (N)			6	912	912	976	1024		gld,mul=3072	80		Act 3 (N) Equip A	100		Act 3 (N) Good	20																										0
Durielq (H)			6	912	912	976	1024		gld,mul=4096	80		Act 3 (H) Equip A	100		Act 3 (H) Good	20																										0
Trapped Soul			1					50	gld	50																																0
Trapped Soul (N)			1					50	gld	50																																0
Trapped Soul (H)			1					50	gld	50																																0
Mephisto			5	896	896	960	1024		gld,mul=2048	80		Act 4 Equip A	90		Act 4 Junk	20		Act 4 Good	10																							0
Mephisto (N)			5	896	896	960	1024		gld,mul=3072	80		Act 4 (N) Equip A	90		Act 4 (N) Junk	20		Act 4 (N) Good	10																							0
Mephisto (H)			5	896	896	960	1024		gld,mul=4096	80		Act 4 (H) Equip A	90		Act 4 (H) Junk	20		Act 4 (H) Good	10																							0
Mephistoq			5	912	912	976	1024		gld,mul=2048	80		Act 4 Equip A	100		Act 4 Good	20																										0
Mephistoq (N)			5	912	912	976	1024		gld,mul=3072	80		Act 4 (N) Equip A	100		Act 4 (N) Good	20																										0
Mephistoq (H)			5	912	912	976	1024		gld,mul=4096	80		Act 4 (H) Equip A	100		Act 4 (H) Good	20																										0
Izual			5	896	896	960	1024	50	gld,mul=1280	70		Act 4 Equip B	50		Act 4 Junk	10		Act 4 Good	20																							0
Izual (N)			5	896	896	960	1024	50	gld,mul=1536	70		Act 4 (N) Equip B	50		Act 4 (N) Junk	10		Act 4 (N) Good	20																							0
Izual (H)			5	896	896	960	1024	50	gld,mul=2048	70		Act 4 (H) Equip B	50		Act 4 (H) Junk	10		Act 4 (H) Good	20																							0
Haphesto			5	896	896	960	1024	50	gld,mul=2048	60		Act 5 Equip A	60		Act 5 Junk	20		Act 5 Good	10																							0
Haphesto (N)			5	896	896	960	1024	50	gld,mul=3072	60		Act 5 (N) Equip A	60		Act 5 (N) Junk	20		Act 5 (N) Good	10																							0
Haphesto (H)			5	896	896	960	1024	50	gld,mul=4096	60		Act 5 (H) Equip A	60		Act 5 (H) Junk	20		Act 5 (H) Good	10																							0
Diablo			5	896	896	960	1024		gld,mul=2048	80		Act 5 Equip A	90		Act 5 Junk	20		Act 5 Good	10																							0
Diablo (N)			5	896	896	960	1024		gld,mul=3072	80		Act 5 (N) Equip A	90		Act 5 (N) Junk	20		Act 5 (N) Good	10																							0
Diablo (H)			5	896	896	960	1024		gld,mul=4096	80		Act 5 (H) Equip A	90		Act 5 (H) Junk	20		Act 5 (H) Good	10																							0
Diabloq			5	912	912	976	1024		gld,mul=2048	80		Act 5 Equip A	100		Act 5 Good	20																										0
Diabloq (N)			5	912	912	976	1024		gld,mul=3072	80		Act 5 (N) Equip A	100		Act 5 (N) Good	20																										0
Diabloq (H)			5	912	912	976	1024		gld,mul=4096	80		Act 5 (H) Equip A	100		Act 5 (H) Good	20																										0
Nihlathak			5	896	896	960	1024		gld,mul=2048	80		Act 5 Equip B	100		Act 5 Junk	10		Act 5 Good	10																							0
Nihlathak (N)			5	896	896	960	1024		gld,mul=3072	80		Act 5 (N) Equip B	100		Act 5 (N) Junk	10		Act 5 (N) Good	10																							0
Nihlathak (H)			5	896	896	960	1024		gld,mul=4096	80		Act 5 (H) Equip B	100		Act 5 (H) Junk	10		Act 5 (H) Good	10																							0
Baal Reward (H)			1	1024	1024	1024	1024		Act 5 (H) Equip C	100																																0
Baal			4	896	896	960	1024		gld,mul=1280	30		Act 1 (N) Equip A	150		Act 1 (N) Junk	10		Act 1 (N) Good	10																							0
Baal (N)			4	896	896	960	1024		gld,mul=1536	30		Act 1 (H) Equip A	150		Act 1 (H) Junk	10		Act 1 (H) Good	10																							0
Baal (H)			4	896	896	960	1024		gld,mul=2048	25		Act 5 (H) Equip B	150		Act 5 (H) Junk	10		Act 5 (H) Good	10		Baal Reward (H)	5																				0
Baalq			6	912	912	976	1024		gld,mul=1280	30		Act 1 (N) Equip A	150		Act 1 (N) Good	20																										0
Baalq (N)			6	912	912	976	1024		gld,mul=1536	30		Act 1 (H) Equip A	150		Act 1 (H) Good	20																										0
Baalq (H)			6	912	912	976	1024		gld,mul=2048	25		Act 5 (H) Equip B	150		Act 5 (H) Good	20		Baal Reward (H)	5																							0
Andariel (D)			-2						Andariel	1		isc	1																													0
Andariel (N) (D)			-2						Andariel (N)	1		isc	1																													0
Andariel (H) (D)			-2						Andariel (H)	1		isc	1																													0
Andarielq (D)			-2						Andarielq	1		isc	1																													0
Andarielq (N) (D)			-2						Andarielq (N)	1		isc	1																													0
Andarielq (H) (D)			-2						Andarielq (H)	1		isc	1																													0
Duriel (D)			-2						Duriel	1		isc	1																													0
Duriel (N) (D)			-2						Duriel (N)	1		isc	1																													0
Duriel (H) (D)			-2						Duriel (H)	1		isc	1																													0
Durielq (D)			-2						Durielq	1		isc	1																													0
Durielq (N) (D)			-2						Durielq (N)	1		isc	1																													0
Durielq (H) (D)			-2						Durielq (H)	1		isc	1																													0
Mephisto (D)			-2						Mephisto	1		isc	1																													0
Mephisto (N) (D)			-2						Mephisto (N)	1		isc	1																													0
Mephisto (H) (D)			-2						Mephisto (H)	1		isc	1																													0
Mephistoq (D)			-2						Mephistoq	1		isc	1																													0
Mephistoq (N) (D)			-2						Mephistoq (N)	1		isc	1																													0
Mephistoq (H) (D)			-2						Mephistoq (H)	1		isc	1																													0
Diablo (D)			-2						Diablo	1		isc	1																													0
Diablo (N) (D)			-2						Diablo (N)	1		isc	1																													0
Diablo (H) (D)			-2						Diablo (H)	1		isc	1																													0
Diabloq (D)			-2						Diabloq	1		isc	1																													0
Diabloq (N) (D)			-2						Diabloq (N)	1		isc	1																													0
Diabloq (H) (D)			-2						Diabloq (H)	1		isc	1																													0
Baal (D)			-2						Baal	1		isc	1																													0
Baal (N) (D)			-2						Baal (N)	1		isc	1																													0
Baal (H) (D)			-2						Baal (H)	1		isc	1																													0
Baalq (D)			-2						Baalq	1		isc	1																													0
Baalq (N) (D)			-2						Baalq (N)	1		isc	1																													0
Baalq (H) (D)			-2						Baalq (H)	1		isc	1																													0
Azmodan Reward			-2	1024		1024	1024		AzmodansHeart	1																																0
Infernal Reward			-2	1024		1024	1024		OpticalDetector	1																																0
Akarat Reward			-2	1024		1024	1024		BookOfAkarat	1																																0
Tal Rasha Reward			-2	1024		1024	1024		ScrollOfKings	1																																0
Laser Reward			-2	1024		1024	1024		LaserFocusCrystal	1																																0
Butcher Reward			-2	1024		1024	1024		ButchersTooth	1																																0
Koth Reward			-2	1024		1024	1024		SacredWorldstoneKey	1																																0
Test TC			-6			1024	1024		OpticalDetector	1		BookOfAkarat	1		ScrollOfKings	1		InariusSoulstone	1		ButchersTooth	1		SacredWorldstoneKey	1																	0
Test TC 2			-2	1024		1024	1024		129	1		699	1																													0
