code	name	type	type2	version	compactsave	rarity	spawnable	minac	maxac	absorbs	speed	reqstr	reqdex	block	durability	nodurability	level	levelreq	cost	gamble cost	namestr	magic lvl	auto prefix	alternategfx	OpenBetaGfx	normcode	ubercode	ultracode	spelloffset	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	setinvfile	rArm	lArm	Torso	Legs	rSPad	lSPad	useable	throwable	stackable	minstack	maxstack	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	missiletype	durwarning	qntwarning	mindam	maxdam	StrBonus	DexBonus	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicLvl	ElzixMagicMin	ElzixMagicMax	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	nameable																																																			
w25	Preserved Head (Grade 1)	head	tier	100		4	1	35	67			0	11	1	36		4	1	99		w25		401	ne1	dr1	w25	w25	w25		10	2	2	1	1	2	flpne1	invne1														item_head	12	item_head			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1			xxx	xxx			1																																																			
w45	Preserved Head (Grade 2)	head	tier	100		4	1	68	114			0	16	1	36		18	5	728		w45		402	ne1	dr1	w45	w45	w45		10	2	2	1	2	2	flpne1	invne1														item_head	12	item_head			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1			xxx	xxx			1																																																			
w65	Preserved Head (Grade 3)	head	tier	100		4	1	113	179			0	23	1	36		33	10	2901		w65		402	ne1	dr1	w65	w65	w65		10	2	2	1	2	2	flpne1	invne1														item_head	12	item_head			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1			xxx	xxx			1																																																			
w85	Preserved Head (Grade 4)	head	tier	100		4	1	172	265			0	34	1	36		48	14	7900		w85		403	ne1	dr1	w85	w85	w85		10	2	2	1	3	2	flpne1	invne1														item_head	12	item_head			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1			xxx	xxx			1																																																			
e15	Preserved Head (Grade 5)	head	tier	100		4	1	246	371			0	49	1	36		62	18	16896		e15		403	ne1	dr1	e15	e15	e15		10	2	2	1	3	2	flpne1	invne1														item_head	12	item_head			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1			xxx	xxx			1																																																			
e35	Preserved Head (Grade 6)	head	tier	100		4	1	338	508			0	72	1	36		75	23	33586		e35		404	ne1	dr1	e35	e35	e35		10	2	2	1	4	2	flpne1	invne1														item_head	12	item_head			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1			xxx	xxx			1																																																			
@62	Preserved Head (Sacred)	qhed		100		1	1	1215	1300			0	436	1	36		75	30	33586		@62		404	ne1	dr1	@62	@62	@62		10	2	2	1	4	2	flpne1	invne1														item_head	12	item_head			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1			xxx	xxx			1																																																			
600	Quilted Armor (Grade 1)	tors	tier			20	1	24	50			10	0		27		1	0	69		600		401	qlt	qlt	600	600	600		1	2	3	1	2	1	flpqlt	invqlt					1									item_lightarmor	12	item_lightarmor			5						2							1					255					255		1		1	1					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
646	Quilted Armor (Grade 2)	tors	tier			20	1	59	98			19	0		27		15	4	468		646		403	qlt	qlt	646	646	646		1	2	3	1	3	1	flpqlt	invqlt					1									item_lightarmor	12	item_lightarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
692	Quilted Armor (Grade 3)	tors	tier			20	1	106	159			27	0		27		29	9	1907		692		404	qlt	qlt	692	692	692		1	2	3	1	4	1	flpqlt	invqlt					1									item_lightarmor	12	item_lightarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
738	Quilted Armor (Grade 4)	tors	tier			20	1	170	243			40	0		27		44	13	5442		738		404	qlt	qlt	738	738	738		1	2	3	1	4	1	flpqlt	invqlt					1									item_lightarmor	12	item_lightarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
784	Quilted Armor (Grade 5)	tors	tier			20	1	246	349			57	0		27		58	17	11949		784		405	qlt	qlt	784	784	784		1	2	3	1	5	1	flpqlt	invqlt					1									item_lightarmor	12	item_lightarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
830	Quilted Armor (Grade 6)	tors	tier			20	1	340	477			83	0		27		72	22	23775		830		406	qlt	qlt	830	830	830		1	2	3	1	6	1	flpqlt	invqlt					1									item_lightarmor	12	item_lightarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
@01	Quilted Armor (Sacred)	qtor				2	1	2263	2331			460	0		27		72	30	23775		@01		406	qlt	qlt	@01	@01	@01		1	2	3	1	6	1	flpqlt	invqlt					1									item_lightarmor	12	item_lightarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
604	Ring Mail (Grade 1)	tors	tier			20	1	85	173			37	0		51		6	2	193		604		401	rng	rng	604	604	604		1	2	3	1	2	1	flprng	invrng			1	1		1	1	1						item_chainarmor	12	item_chainarmor			5						2							1					255					255					255					255					255		1		1	1					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
650	Ring Mail (Grade 2)	tors	tier			20	1	152	285			54	0		51		20	6	1368		650		403	rng	rng	650	650	650		1	2	3	1	3	1	flprng	invrng			1	1		1	1	1						item_chainarmor	12	item_chainarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
696	Ring Mail (Grade 3)	tors	tier			20	1	240	430			78	0		51		35	10	5202		696		404	rng	rng	696	696	696		1	2	3	1	4	1	flprng	invrng			1	1		1	1	1						item_chainarmor	12	item_chainarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
742	Ring Mail (Grade 4)	tors	tier			20	1	357	621			113	0		51		50	15	13898		742		404	rng	rng	742	742	742		1	2	3	1	4	1	flprng	invrng			1	1		1	1	1						item_chainarmor	12	item_chainarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
788	Ring Mail (Grade 5)	tors	tier			20	1	508	868			164	0		51		64	19	29934		788		405	rng	rng	788	788	788		1	2	3	1	5	1	flprng	invrng			1	1		1	1	1						item_chainarmor	12	item_chainarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
834	Ring Mail (Grade 6)	tors	tier			20	1	689	1177			237	0		51		79	23	59387		834		406	rng	rng	834	834	834		1	2	3	1	6	1	flprng	invrng			1	1		1	1	1						item_chainarmor	12	item_chainarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
@05	Ring Mail (Sacred)	qtor				2	1	2437	2681			512	0		51		79	30	59387		@05		406	rng	rng	@05	@05	@05		1	2	3	1	6	1	flprng	invrng			1	1		1	1	1						item_chainarmor	12	item_chainarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
w21	Rondache (Grade 1)	ashd	tier	100		4	1	67	128			0	20	1	49		6	2	177		w21		402	pa1	spk	w21	w21	w21		7	2	2	1	2	2	flppa1	invpa2														item_metalshield	12	item_metalshield			5						1				100			3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255						xxx	xxx			1																																																			
w41	Rondache (Grade 2)	ashd	tier	100		4	1	121	211			0	30	1	49		21	6	1351		w41		402	pa1	spk	w41	w41	w41		7	2	2	1	2	2	flppa1	invpa2														item_metalshield	12	item_metalshield			5						1				100			3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255						xxx	xxx			1																																																			
w61	Rondache (Grade 3)	ashd	tier	100		4	1	191	324			0	43	1	49		36	10	4999		w61		402	pa1	spk	w61	w61	w61		7	2	2	1	2	2	flppa1	invpa2														item_metalshield	12	item_metalshield			5						1				100			3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255						xxx	xxx			1																																																			
w81	Rondache (Grade 4)	ashd	tier	100		4	1	283	469			0	63	1	49		50	15	12628		w81		403	pa1	spk	w81	w81	w81		7	2	2	1	3	2	flppa1	invpa2														item_metalshield	12	item_metalshield			5						1				100			3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255						xxx	xxx			1																																																			
e11	Rondache (Grade 5)	ashd	tier	100		4	1	400	653			0	92	1	49		65	19	27930		e11		403	pa1	spk	e11	e11	e11		7	2	2	1	3	2	flppa1	invpa2														item_metalshield	12	item_metalshield			5						1				100			3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255						xxx	xxx			1																																																			
e31	Rondache (Grade 6)	ashd	tier	100		4	1	547	890			0	134	1	49		80	24	55162		e31		404	pa1	spk	e31	e31	e31		7	2	2	1	4	2	flppa1	invpa2														item_metalshield	12	item_metalshield			5						1				100			3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255						xxx	xxx			1																																																			
@58	Rondache (Sacred)	qaur		100		1	1	1668	1840			0	440	1	49		80	30	55162		@58		404	pa1	spk	@58	@58	@58		7	2	2	1	4	2	flppa1	invpa2														item_metalshield	12	item_metalshield			5						1				100			3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255						xxx	xxx			1																																																			
627	Sash (Grade 1)	belt	tier			20	1	14	17			9	0		25		1	0	57		627		401	lbl	lbl	627	627	627		16	2	1	1	1	1	flplbl	invlbl														item_lightarmor	12	item_lightarmor			5			1			2							1		1		1	1		1		1	1					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
673	Sash (Grade 2)	belt	tier			20	1	45	50			13	0		25		14	4	335		673		402	lbl	lbl	673	673	673		16	2	1	1	2	1	flplbl	invlbl														item_lightarmor	12	item_lightarmor			5			1			2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
719	Sash (Grade 3)	belt	tier			20	1	85	93			19	0		25		28	8	1393		719		402	lbl	lbl	719	719	719		16	2	1	1	2	1	flplbl	invlbl														item_lightarmor	12	item_lightarmor			5			4			2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
765	Sash (Grade 4)	belt	tier			20	1	137	152			27	0		25		43	13	3969		765		402	lbl	lbl	765	765	765		16	2	1	1	2	1	flplbl	invlbl														item_lightarmor	12	item_lightarmor			5			0			2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
811	Sash (Grade 5)	belt	tier			20	1	202	226			40	0		25		58	17	8945		811		402	lbl	lbl	811	811	811		16	2	1	1	2	1	flplbl	invlbl														item_lightarmor	12	item_lightarmor			5			5			2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
857	Sash (Grade 6)	belt	tier			20	1	282	310			58	0		25		72	21	16853		857		402	lbl	lbl	857	857	857		16	2	1	1	2	1	flplbl	invlbl														item_lightarmor	12	item_lightarmor			5			3			2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
@28	Sash (Sacred)	belt	qblt			2	1	1013	1027			452	0		25		72	30	16853		@28		402	lbl	lbl	@28	@28	@28		16	2	1	1	2	1	flplbl	invlbl														item_lightarmor	12	item_lightarmor			5			6			2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
605	Scale Mail (Grade 1)	tors	tier			20	1	103	205			43	0		57		6	2	212		605		401	scl	scl	605	605	605		1	2	3	1	2	1	flpscl	invscl			1	1		1								item_chainarmor	12	item_chainarmor			5						2							1					255					255					255					255					255					255					255					255		1		1	1			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
651	Scale Mail (Grade 2)	tors	tier			20	1	176	332			62	0		57		21	6	1660		651		403	scl	scl	651	651	651		1	2	3	1	3	1	flpscl	invscl			1	1		1								item_chainarmor	12	item_chainarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
697	Scale Mail (Grade 3)	tors	tier			20	1	276	498			90	0		57		35	10	5827		697		404	scl	scl	697	697	697		1	2	3	1	4	1	flpscl	invscl			1	1		1								item_chainarmor	12	item_chainarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
743	Scale Mail (Grade 4)	tors	tier			20	1	405	714			131	0		57		50	15	15606		743		404	scl	scl	743	743	743		1	2	3	1	4	1	flpscl	invscl			1	1		1								item_chainarmor	12	item_chainarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
789	Scale Mail (Grade 5)	tors	tier			20	1	572	996			190	0		57		64	19	33748		789		405	scl	scl	789	789	789		1	2	3	1	5	1	flpscl	invscl			1	1		1								item_chainarmor	12	item_chainarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
835	Scale Mail (Grade 6)	tors	tier			20	1	776	1353			276	0		57		79	23	67314		835		406	scl	scl	835	835	835		1	2	3	1	6	1	flpscl	invscl			1	1		1								item_chainarmor	12	item_chainarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
@06	Scale Mail (Sacred)	qtor				2	1	2480	2769			525	0		57		79	30	67314		@06		406	scl	scl	@06	@06	@06		1	2	3	1	6	1	flpscl	invscl			1	1		1								item_chainarmor	12	item_chainarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
15!	Setzschild (Grade 1)	azsd	tier			4	1	365	718		40	47	0	1	90		17	6	599		15!		401	tow	buc	15!	15!	15!		7	2	4	1	1	2	flpgts	invutss														item_metalshield	12	item_metalshield			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
16!	Setzschild (Grade 2)	azsd	tier			4	1	607	1137		40	68	0	1	90		32	10	3324		16!		402	tow	buc	16!	16!	16!		7	2	4	1	2	2	flpgts	invutss														item_metalshield	12	item_metalshield			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
17!	Setzschild (Grade 3)	azsd	tier			4	1	937	1684		40	100	0	1	90		46	15	10097		17!		403	tow	buc	17!	17!	17!		7	2	4	1	3	2	flpgts	invutss														item_metalshield	12	item_metalshield			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
18!	Setzschild (Grade 4)	azsd	tier			4	1	1353	2409		40	145	0	1	90		61	19	25206		18!		404	tow	buc	18!	18!	18!		7	2	4	1	4	2	flpgts	invutss														item_metalshield	12	item_metalshield			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
19!	Setzschild (Grade 5)	azsd	tier			4	1	1897	3341		40	210	0	1	90		76	23	53868		19!		405	tow	buc	19!	19!	19!		7	2	4	1	5	2	flpgts	invutss														item_metalshield	12	item_metalshield			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
20!	Setzschild (Grade 6)	azsd	tier			4	1	2577	4527		40	305	0	1	90		90	28	101710		20!		406	tow	buc	20!	20!	20!		7	2	4	1	6	2	flpgts	invutss														item_metalshield	12	item_metalshield			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
21!	Setzschild (Sacred)	sasz				1	1	4774	5708		40	643	0	1	90		90	30	101710		21!		406	tow	buc	21!	21!	21!		7	2	4	1	6	2	flpgts	invutss														item_metalshield	12	item_metalshield			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
616	Skull Cap (Grade 1)	helm	tier			20	1	35	50			25	0		33		4	1	90		616		401	skp	skp	616	616	616			2	2	1	1	1	flpskp	invskp														item_helm	12	item_helm			5						2							1					255					255					255		1		1	1					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
662	Skull Cap (Grade 2)	helm	tier			20	1	73	98			36	0		33		19	5	699		662		402	skp	skp	662	662	662			2	2	1	2	1	flpskp	invskp														item_helm	12	item_helm			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
708	Skull Cap (Grade 3)	helm	tier			20	1	128	165			53	0		33		33	10	2483		708		403	skp	skp	708	708	708			2	2	1	3	1	flpskp	invskp														item_helm	12	item_helm			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
754	Skull Cap (Grade 4)	helm	tier			20	1	199	246			76	0		33		49	14	6765		754		403	skp	skp	754	754	754			2	2	1	3	1	flpskp	invskp														item_helm	12	item_helm			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
800	Skull Cap (Grade 5)	helm	tier			20	1	290	354			111	0		33		62	18	13785		800		404	skp	skp	800	800	800			2	2	1	4	1	flpskp	invskp														item_helm	12	item_helm			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
846	Skull Cap (Grade 6)	helm	tier			20	1	399	485			160	0		33		75	23	27480		846		404	skp	skp	846	846	846			2	2	1	4	1	flpskp	invskp														item_helm	12	item_helm			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
@17	Skull Cap (Sacred)	qhlm				2	1	1246	1289			486	0		33		75	30	27480		@17		404	skp	skp	@17	@17	@17			2	2	1	4	1	flpskp	invskp														item_helm	12	item_helm			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
622	Small Shield (Grade 1)	shie	tier			20	1	53	100			14	31	0	42		4	1	114		622		401	buc	buc	622	622	622		7	2	2	1	1	2	flpsml	invsml														item_woodshield	12	item_woodshield			5						2							1					255					255					255		1		1	1					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
668	Small Shield (Grade 2)	shie	tier			20	1	103	173			20	45	0	42		18	5	838		668		402	buc	buc	668	668	668		7	2	2	1	2	2	flpsml	invsml														item_woodshield	12	item_woodshield			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
714	Small Shield (Grade 3)	shie	tier			20	1	170	269			29	65	0	42		33	10	3337		714		403	buc	buc	714	714	714		7	2	2	1	3	2	flpsml	invsml														item_woodshield	12	item_woodshield			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
760	Small Shield (Grade 4)	shie	tier			20	1	258	399			43	95	0	42		48	14	9086		760		403	buc	buc	760	760	760		7	2	2	1	3	2	flpsml	invsml														item_woodshield	12	item_woodshield			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
806	Small Shield (Grade 5)	shie	tier			20	1	368	557			62	137	0	42		62	18	19431		806		404	buc	buc	806	806	806		7	2	2	1	4	2	flpsml	invsml														item_woodshield	12	item_woodshield			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
852	Small Shield (Grade 6)	shie	tier			20	1	508	762			90	199	0	42		75	23	38624		852		404	buc	buc	852	852	852		7	2	2	1	4	2	flpsml	invsml														item_woodshield	12	item_woodshield			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
@23	Small Shield (Sacred)	qshi				2	1	1649	1776			463	499	0	42		75	30	38624		@23		404	buc	buc	@23	@23	@23		7	2	2	1	4	2	flpsml	invsml														item_woodshield	12	item_woodshield			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
3@M	Spangenhelm (Grade 1)	azhm	tier			10	1	84	126			81	0		62		18	5	995		3@M		401	crn	crn	3@M	3@M	3@M			2	2	1	1	1	flpcrn	invxrnu														item_helm	12	item_helm			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
4@M	Spangenhelm (Grade 2)	azhm	tier			10	1	142	204			117	0		62		33	10	4244		4@M		402	crn	crn	4@M	4@M	4@M			2	2	1	2	1	flpcrn	invxrnu														item_helm	12	item_helm			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
5@M	Spangenhelm (Grade 3)	azhm	tier			10	1	222	311			170	0		62		47	14	11572		5@M		403	crn	crn	5@M	5@M	5@M			2	2	1	3	1	flpcrn	invxrnu														item_helm	12	item_helm			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
6@M	Spangenhelm (Grade 4)	azhm	tier			10	1	325	449			247	0		62		62	19	26864		6@M		403	crn	crn	6@M	6@M	6@M			2	2	1	3	1	flpcrn	invxrnu														item_helm	12	item_helm			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
7@M	Spangenhelm (Grade 5)	azhm	tier			10	1	455	628			358	0		62		77	23	54986		7@M		404	crn	crn	7@M	7@M	7@M			2	2	1	4	1	flpcrn	invxrnu														item_helm	12	item_helm			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
8@M	Spangenhelm (Grade 6)	azhm	tier			10	1	622	851			519	0		62		90	27	100440		8@M		404	crn	crn	8@M	8@M	8@M			2	2	1	4	1	flpcrn	invxrnu														item_helm	12	item_helm			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
9@M	Spangenhelm (Sacred)	szhm				1	1	1064	1179			606	0		62		90	30	100440		9@M		404	crn	crn	9@M	9@M	9@M			2	2	1	4	1	flpcrn	invxrnu														item_helm	12	item_helm			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
643	Spiked Shield (Grade 1)	bshi	tier			20	1	73	144			0	55	0	59		12	3	394		643		401	spk	buc	643	643	643		7	2	3	1	1	2	flpspk	invspk														item_metalshield	12	item_metalshield			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
689	Spiked Shield (Grade 2)	bshi	tier			20	1	134	240			0	80	0	59		26	8	1975		689		403	spk	buc	689	689	689		7	2	3	1	3	2	flpspk	invspk														item_metalshield	12	item_metalshield			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
735	Spiked Shield (Grade 3)	bshi	tier			20	1	218	368			0	116	0	59		41	12	6301		735		404	spk	buc	735	735	735		7	2	3	1	4	2	flpspk	invspk														item_metalshield	12	item_metalshield			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
781	Spiked Shield (Grade 4)	bshi	tier			20	1	322	533			0	168	0	59		56	16	15357		781		404	spk	buc	781	781	781		7	2	3	1	4	2	flpspk	invspk														item_metalshield	12	item_metalshield			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
827	Spiked Shield (Grade 5)	bshi	tier			20	1	458	748			0	243	0	59		70	21	31482		827		405	spk	buc	827	827	827		7	2	3	1	5	2	flpspk	invspk														item_metalshield	12	item_metalshield			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
873	Spiked Shield (Grade 6)	bshi	tier			20	1	625	1016			0	353	0	59		84	25	58838		873		406	spk	buc	873	873	873		7	2	3	1	6	2	flpspk	invspk														item_metalshield	12	item_metalshield			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
@44	Spiked Shield (Sacred)	qshi				2	1	1010	1205			0	550	0	59		84	30	58838		@44		406	spk	buc	@44	@44	@44		7	2	3	1	6	2	flpspk	invspk														item_metalshield	12	item_metalshield			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
w14	Spirit Mask (Grade 1)	pelt	tier	100		4	1	93	140			77	0		54		17	5	729		w14		402	dr1	dr1	w14	w14	w14			2	2	1	2	1	flpdr1	invdr5														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			8	8		xxx	xxx			1																																																			
w34	Spirit Mask (Grade 2)	pelt	tier	100		4	1	159	227			111	0		54		32	9	3109		w34		402	dr1	dr1	w34	w34	w34			2	2	1	2	1	flpdr1	invdr5														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			8	8		xxx	xxx			1																																																			
w54	Spirit Mask (Grade 3)	pelt	tier	100		4	1	247	346			161	0		54		46	14	8478		w54		402	dr1	dr1	w54	w54	w54			2	2	1	2	1	flpdr1	invdr5														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			8	8		xxx	xxx			1																																																			
