Treasure Class	* Laz / contains	group	level	Picks	Unique	Set	Rare	Magic	NoDrop	Item1	Prob1	* Laz / pct	Item2	Prob2	* Laz / pct	Item3	Prob3	* Laz / pct	Item4	Prob4	* Laz / pct	Item5	Prob5	* Laz / pct	Item6	Prob6	* Laz / pct	Item7	Prob7	* Laz / pct	Item8	Prob8	* Laz / pct	Item9	Prob9	* Laz / pct	Item10	Prob10	* Laz / pct	SumItems	TotalProb	DropChance	Term
Act 3 Uitem A		14	20	3				1024	6	Act 3 Equip A	120	86%	Act 3 Good	14	5%																												0
Act 3 Uitem B		14	22	3				1024	6	Act 3 Equip B	120	86%	Act 3 Good	14	5%																												0
Act 3 Uitem C		14	24	3				1024	6	Act 3 Equip C	120	86%	Act 3 Good	14	5%																												0
Act 4 Uitem A		14	26	3				1024	6	Act 4 Equip A	120	86%	Act 4 Good	14	5%																												0
Act 4 Uitem B		14	29	3				1024	6	Act 4 Equip B	120	86%	Act 4 Good	14	5%																												0
Act 5 Uitem A		14	32	3				1024	6	Act 5 Equip A	120	86%	Act 5 Good	14	5%																												0
Act 5 Uitem B		14	34	3				1024	6	Act 5 Equip B	120	86%	Act 5 Good	14	5%																												0
Act 5 Uitem C		14	36	3				1024	6	Act 5 Equip C	120	86%	Act 5 Good	14	5%																												0
Act 1 (N) Uitem A		14	38	3				1024	6	Act 1 (N) Equip A	120	86%	Act 1 (N) Good	14	5%																												0
Act 1 (N) Uitem B		14	40	3				1024	6	Act 1 (N) Equip B	120	86%	Act 1 (N) Good	14	5%																												0
Act 1 (N) Uitem C		14	41	3				1024	6	Act 1 (N) Equip B	120	86%	Act 1 (N) Good	14	5%																												0
Act 2 (N) Uitem A		14	42	3				1024	6	Act 2 (N) Equip A	120	86%	Act 2 (N) Good	14	5%																												0
Act 2 (N) Uitem B		14	44	3				1024	6	Act 2 (N) Equip B	120	86%	Act 2 (N) Good	14	5%																												0
Act 2 (N) Uitem C		14	45	3				1024	6	Act 2 (N) Equip B	120	86%	Act 2 (N) Good	14	5%																												0
Act 3 (N) Uitem A		14	46	3				1024	6	Act 3 (N) Equip A	120	86%	Act 3 (N) Good	14	5%																												0
Act 3 (N) Uitem B		14	48	3				1024	6	Act 3 (N) Equip B	120	86%	Act 3 (N) Good	14	5%																												0
Act 3 (N) Uitem C		14	50	3				1024	6	Act 3 (N) Equip B	120	86%	Act 3 (N) Good	14	5%																												0
Act 4 (N) Uitem A		14	51	3				1024	6	Act 4 (N) Equip A	120	86%	Act 4 (N) Good	14	5%																												0
Act 4 (N) Uitem B		14	54	3				1024	5	Act 4 (N) Equip B	120	86%	Act 4 (N) Good	14	5%																												0
Act 5 (N) Uitem A		14	57	3				1024	5	Act 5 (N) Equip A	120	86%	Act 5 (N) Good	14	5%																												0
Act 5 (N) Uitem B		14	60	3				1024	5	Act 5 (N) Equip B	120	86%	Act 5 (N) Good	14	5%																												0
Act 5 (N) Uitem C		14	62	3				1024	5	Act 5 (N) Equip C	120	86%	Act 5 (N) Good	14	5%																												0
Act 1 (H) Uitem A		14	63	3				1024	3	Act 1 (H) Equip A	120	86%	Act 1 (H) Good	14	5%																												0
Act 1 (H) Uitem B		14	66	3				1024	3	Act 1 (H) Equip B	120	86%	Act 1 (H) Good	14	5%																												0
Act 1 (H) Uitem C		14	68	3				1024	3	Act 1 (H) Equip B	120	86%	Act 1 (H) Good	14	5%																												0
Act 2 (H) Uitem A		14	69	3				1024	3	Act 2 (H) Equip A	120	86%	Act 2 (H) Good	14	5%																												0
Act 2 (H) Uitem B		14	71	3				1024	2	Act 2 (H) Equip B	120	86%	Act 2 (H) Good	14	5%																												0
Act 2 (H) Uitem C		14	72	3				1024	2	Act 2 (H) Equip B	120	86%	Act 2 (H) Good	14	5%																												0
Act 3 (H) Uitem A		14	74	3				1024	2	Act 3 (H) Equip A	120	86%	Act 3 (H) Good	14	5%																												0
Act 3 (H) Uitem B		14	75	3				1024	2	Act 3 (H) Equip B	120	86%	Act 3 (H) Good	14	5%																												0
Act 3 (H) Uitem C		14	77	3				1024	1	Act 3 (H) Equip B	120	86%	Act 3 (H) Good	14	5%																												0
Act 4 (H) Uitem A		14	78	3				1024	1	Act 4 (H) Equip A	120	86%	Act 4 (H) Good	14	5%																												0
Act 4 (H) Uitem B		14	80	3				1024	1	Act 4 (H) Equip B	120	86%	Act 4 (H) Good	14	5%																												0
Act 5 (H) Uitem A		14	81	3				1024	1	Act 5 (H) Equip A	120	86%	Act 5 (H) Good	14	5%																												0
Act 5 (H) Uitem B		14	83	3				1024	0	Act 5 (H) Equip B	120	86%	Act 5 (H) Good	14	5%																												0
Act 5 (H) Uitem C		14	85	3				1024	0	Act 5 (H) Equip C	120	86%	Act 5 (H) Good	14	5%																												0
Act 1 Unique A		15	0	-4					0	Act 1 Uitem A	2		Act 1 Cpot A	2																													0
Act 1 Unique B		15	5	-4					0	Act 1 Uitem B	2		Act 1 Cpot B	2																													0
Act 1 Unique C		15	9	-4					0	Act 1 Uitem C	2		Act 1 Cpot C	2																													0
Act 2 Unique A		15	12	-4					0	Act 2 Uitem A	2		Act 2 Cpot A	2																													0
Act 2 Unique B		15	15	-4					0	Act 2 Uitem B	2		Act 2 Cpot B	2																													0
Act 2 Unique C		15	18	-4					0	Act 2 Uitem C	2		Act 2 Cpot C	2																													0
Act 3 Unique A		15	20	-4					0	Act 3 Uitem A	2		Act 3 Cpot A	2																													0
Act 3 Unique B		15	22	-4					0	Act 3 Uitem B	2		Act 3 Cpot B	2																													0
Act 3 Unique C		15	24	-4					0	Act 3 Uitem C	2		Act 3 Cpot C	2																													0
Act 4 Unique A		15	26	-4					0	Act 4 Uitem A	2		Act 4 Cpot A	2																													0
Act 4 Unique B		15	29	-4					0	Act 4 Uitem B	2		Act 4 Cpot B	2																													0
Act 5 Unique A		15	32	-4					0	Act 5 Uitem A	2		Act 5 Cpot A	2																													0
Act 5 Unique B		15	34	-4					0	Act 5 Uitem B	2		Act 5 Cpot B	2																													0
Act 5 Unique C		15	36	-4					0	Act 5 Uitem C	2		Act 5 Cpot C	2																													0
Act 1 (N) Unique A		15	38	-4					0	Act 1 (N) Uitem A	2		Act 1 (N) Cpot A	2																													0
Act 1 (N) Unique B		15	40	-4					0	Act 1 (N) Uitem B	2		Act 1 (N) Cpot B	2																													0
Act 1 (N) Unique C		15	41	-4					0	Act 1 (N) Uitem C	2		Act 1 (N) Cpot C	2																													0
Act 2 (N) Unique A		15	42	-4					0	Act 2 (N) Uitem A	2		Act 2 (N) Cpot A	2																													0
Act 2 (N) Unique B		15	44	-4					0	Act 2 (N) Uitem B	2		Act 2 (N) Cpot B	2																													0
Act 2 (N) Unique C		15	45	-4					0	Act 2 (N) Uitem C	2		Act 2 (N) Cpot C	2																													0
Act 3 (N) Unique A		15	46	-4					0	Act 3 (N) Uitem A	2		Act 3 (N) Cpot A	2																													0
Act 3 (N) Unique B		15	48	-4					0	Act 3 (N) Uitem B	2		Act 3 (N) Cpot B	2																													0
Act 3 (N) Unique C		15	50	-4					0	Act 3 (N) Uitem C	2		Act 3 (N) Cpot C	2																													0
Act 4 (N) Unique A		15	51	-4					0	Act 4 (N) Uitem A	2		Act 4 (N) Cpot A	2																													0
Act 4 (N) Unique B		15	54	-4					0	Act 4 (N) Uitem B	2		Act 4 (N) Cpot B	2																													0
Act 5 (N) Unique A		15	57	-4					0	Act 5 (N) Uitem A	2		Act 5 (N) Cpot A	2																													0
Act 5 (N) Unique B		15	60	-4					0	Act 5 (N) Uitem B	2		Act 5 (N) Cpot B	2																													0
Act 5 (N) Unique C		15	62	-4					0	Act 5 (N) Uitem C	2		Act 5 (N) Cpot C	2																													0
Act 1 (H) Unique A		15	63	-4					0	Act 1 (H) Uitem A	2		Act 1 (H) Cpot A	2																													0
Act 1 (H) Unique B		15	66	-4					0	Act 1 (H) Uitem B	2		Act 1 (H) Cpot B	2																													0
Act 1 (H) Unique C		15	68	-4					0	Act 1 (H) Uitem C	2		Act 1 (H) Cpot C	2																													0
Act 2 (H) Unique A		15	69	-4					0	Act 2 (H) Uitem A	2		Act 2 (H) Cpot A	2																													0
Act 2 (H) Unique B		15	71	-4					0	Act 2 (H) Uitem B	2		Act 2 (H) Cpot B	2																													0
Act 2 (H) Unique C		15	72	-4					0	Act 2 (H) Uitem C	2		Act 2 (H) Cpot C	2																													0
Act 3 (H) Unique A		15	74	-4					0	Act 3 (H) Uitem A	2		Act 3 (H) Cpot A	2																													0
Act 3 (H) Unique B		15	75	-4					0	Act 3 (H) Uitem B	2		Act 3 (H) Cpot B	2																													0
Act 3 (H) Unique C		15	77	-4					0	Act 3 (H) Uitem C	2		Act 3 (H) Cpot C	2																													0
Act 4 (H) Unique A		15	78	-4					0	Act 4 (H) Uitem A	2		Act 4 (H) Cpot A	2																													0
Act 4 (H) Unique B		15	80	-4					0	Act 4 (H) Uitem B	2		Act 4 (H) Cpot B	2																													0
Act 5 (H) Unique A		15	81	-4					0	Act 5 (H) Uitem A	2		Act 5 (H) Cpot A	2																													0
Act 5 (H) Unique B		15	83	-4					0	Act 5 (H) Uitem B	2		Act 5 (H) Cpot B	2																													0
Act 5 (H) Unique C		15	85	-4					0	Act 5 (H) Uitem C	2		Act 5 (H) Cpot C	2																													0
Act 1 Super A		18	0	-4					0	Act 1 Uitem A	2		Act 1 Cpot A	2																													0
Act 1 Super B		18	5	-4					0	Act 1 Uitem B	2		Act 1 Cpot B	2																													0
Act 1 Super C		18	9	-4					0	Act 1 Uitem C	2		Act 1 Cpot C	2																													0
Act 2 Super A		18	12	-4					0	Act 2 Uitem A	2		Act 2 Cpot A	2																													0
Act 2 Super B		18	15	-4					0	Act 2 Uitem B	2		Act 2 Cpot B	2																													0
Act 2 Super C		18	18	-4					0	Act 2 Uitem C	2		Act 2 Cpot C	2																													0
Act 3 Super A		18	20	-4					0	Act 3 Uitem A	2		Act 3 Cpot A	2																													0
Act 3 Super B		18	22	-4					0	Act 3 Uitem B	2		Act 3 Cpot B	2																													0
Act 3 Super C		18	24	-4					0	Act 3 Uitem C	2		Act 3 Cpot C	2																													0
Act 4 Super A		18	26	-4					0	Act 4 Uitem A	2		Act 4 Cpot A	2																													0
Act 4 Super B		18	29	-4					0	Act 4 Uitem B	2		Act 4 Cpot B	2																													0
Act 4 Super C		18	32	-4					0	Act 4 Uitem B	2		Act 4 Cpot B	2																													0
Act 5 Super A		18	34	-4					0	Act 5 Uitem A	2		Act 5 Cpot A	2																													0
Act 5 Super B		18	36	-4					0	Act 5 Uitem B	2		Act 5 Cpot B	2																													0
Act 5 Super C		18	38	-4					0	Act 5 Uitem C	2		Act 5 Cpot C	2																													0
Act 1 (N) Super A		18	40	-4					0	Act 1 (N) Uitem A	2		Act 1 (N) Cpot A	2																													0
Act 1 (N) Super B		18	41	-4					0	Act 1 (N) Uitem B	2		Act 1 (N) Cpot B	2																													0
Act 1 (N) Super C		18	42	-4					0	Act 1 (N) Uitem C	2		Act 1 (N) Cpot C	2																													0
Act 2 (N) Super A		18	44	-4					0	Act 2 (N) Uitem A	2		Act 2 (N) Cpot A	2																													0
Act 2 (N) Super B		18	45	-4					0	Act 2 (N) Uitem B	2		Act 2 (N) Cpot B	2																													0
Act 2 (N) Super C		18	46	-4					0	Act 2 (N) Uitem C	2		Act 2 (N) Cpot C	2																													0
Act 3 (N) Super A		18	48	-4					0	Act 3 (N) Uitem A	2		Act 3 (N) Cpot A	2																													0
Act 3 (N) Super B		18	50	-4					0	Act 3 (N) Uitem B	2		Act 3 (N) Cpot B	2																													0
Act 3 (N) Super C		18	51	-4					0	Act 3 (N) Uitem C	2		Act 3 (N) Cpot C	2																													0
Act 4 (N) Super A		18	54	-4					0	Act 4 (N) Uitem A	2		Act 4 (N) Cpot A	2																													0
Act 4 (N) Super B		18	57	-4					0	Act 4 (N) Uitem B	2		Act 4 (N) Cpot B	2																													0
Act 4 (N) Super C		18	60	-4					0	Act 4 (N) Uitem B	2		Act 4 (N) Cpot B	2																													0
Act 5 (N) Super A		18	62	-4					0	Act 5 (N) Uitem A	2		Act 5 (N) Cpot A	2																													0
Act 5 (N) Super B		18	63	-4					0	Act 5 (N) Uitem B	2		Act 5 (N) Cpot B	2																													0
Act 5 (N) Super C		18	66	-4					0	Act 5 (N) Uitem C	2		Act 5 (N) Cpot C	2																													0
Act 1 (H) Super A		18	67	-4					0	Act 1 (H) Uitem A	2		Act 1 (H) Cpot A	2																													0
Act 1 (H) Super B		18	67	-4					0	Act 1 (H) Uitem B	2		Act 1 (H) Cpot B	2																													0
Act 1 (H) Super C		18	68	-4					0	Act 1 (H) Uitem C	2		Act 1 (H) Cpot C	2																													0
Act 2 (H) Super A		18	68	-4					0	Act 2 (H) Uitem A	2		Act 2 (H) Cpot A	2																													0
Act 2 (H) Super B		18	69	-4					0	Act 2 (H) Uitem B	2		Act 2 (H) Cpot B	2																													0
Act 2 (H) Super C		18	72	-4					0	Act 2 (H) Uitem C	2		Act 2 (H) Cpot C	2																													0
Act 3 (H) Super A		18	73	-4					0	Act 3 (H) Uitem A	2		Act 3 (H) Cpot A	2																													0
Act 3 (H) Super B		18	75	-4					0	Act 3 (H) Uitem B	2		Act 3 (H) Cpot B	2																													0
Act 3 (H) Super C		18	78	-4					0	Act 3 (H) Uitem C	2		Act 3 (H) Cpot C	2																													0
Act 4 (H) Super A		18	81	-4					0	Act 4 (H) Uitem A	2		Act 4 (H) Cpot A	2																													0
Act 4 (H) Super B		18	84	-4					0	Act 4 (H) Uitem B	2		Act 4 (H) Cpot B	2																													0
Act 4 (H) Super C		18	87	-4					0	Act 4 (H) Uitem B	2		Act 4 (H) Cpot B	2																													0
Act 5 (H) Super A		18	90	-4					0	Act 5 (H) Uitem A	2		Act 5 (H) Cpot A	2																													0
Act 5 (H) Super B		18	93	-4					0	Act 5 (H) Uitem B	2		Act 5 (H) Cpot B	2																													0
Act 5 (H) Super C		18	95	-4					0	Act 5 (H) Uitem C	2		Act 5 (H) Cpot C	2																													0
Albrecht				-3					0	Act 1 Super A	1		Crystal Divisor	2																													0
Countess Rune				3					15	Runes 5	10																																0
Countess Rune (N)				3					15	Runes 10	10																																0
Countess Rune (H)				3					15	Runes 15	10																																0
Countess Item				4					49	NDgold1	80		Act 1 Equip C	40		Act 2 Junk	20		Act 2 Good	10																							0
Countess Item (N)				4					49	NDgold2	80		Act 1 (N) Equip C	40		Act 2 (N) Junk	20		Act 2 (N) Good	10																							0
Countess Item (H)				4					48	NDgold3	80		Act 1 (H) Equip C	40		Act 2 (H) Junk	20		Act 2 (H) Good	10																							0
Countess				-2	512	896	1024	1024	0	Countess Item	1		Countess Rune	1																													0
Countess (N)				-2	512	896	1024	1024	0	Countess Item (N)	1		Countess Rune (N)	1																													0
Countess (H)				-2	512	896	1024	1024	0	Countess Item (H)	1		Countess Rune (H)	1																													0
Smith				-3					0	Act 1 Uitem C	2		Signets Minor	1																													0
Smith (N)				-3					0	Act 1 (H) Uitem C	2		Signets Minor	1																													0
Smith (H)				-3					0	Act 1 (H) Uitem C	2		Signets Full	1																													0
Andariel				4	512	896	1024	1024		Act 2 Equip A	90																																0
Andariel (N)				4	512	896	1024	1024		Act 2 (N) Equip A	90																																0
Andariel (H)				4	512	896	1024	1024		Act 2 (H) Equip A	90																																0
Andarielq				4	512	912	1024	1024		Act 2 Equip A	100																																0
Andarielq (N)				4	512	912	1024	1024		Act 2 (N) Equip A	100																																0
Andarielq (H)				4	512	912	1024	1024		Act 2 (H) Equip A	100																																0
Summoner				5	512	896	1024	1024	50	NDgold1	40		Act 2 Equip C	50		Act 3 Junk	20		Act 3 Good	30																							0
Summoner (N)				5	512	896	1024	1024	50	NDgold2	40		Act 2 (N) Equip C	50		Act 3 (N) Junk	20		Act 3 (N) Good	30																							0
Summoner (H)				5	512	896	1024	1024	50	NDgold3	35		Act 2 (H) Equip C	50		Act 3 (H) Junk	20		Act 3 (H) Good	30																							0
Duriel				4	512	896	1024	1024		Act 3 Equip A	90																																0
Duriel (N)				4	512	896	1024	1024		Act 3 (N) Equip A	90																																0
Duriel (H)				4	512	896	1024	1024		Act 3 (H) Equip A	90																																0
Durielq				4	512	912	1024	1024		Act 3 Equip A	100																																0
Durielq (N)				4	512	912	1024	1024		Act 3 (N) Equip A	100																																0
Durielq (H)				4	512	912	1024	1024		Act 3 (H) Equip A	100																																0
Trapped Soul				1					50	NDTC	50																																0
Trapped Soul (N)				1					50	NDTC	50																																0
Trapped Soul (H)				1					50	NDTC	50																																0
Mephisto				4	512	896	1024	1024		Act 4 Equip A	90																																0
Mephisto (N)				4	512	896	1024	1024		Act 4 (N) Equip A	90																																0
Mephisto (H)				4	512	896	1024	1024		Act 4 (H) Equip A	90																																0
Mephistoq				4	512	912	1024	1024		Act 4 Equip A	100																																0
Mephistoq (N)				4	512	912	1024	1024		Act 4 (N) Equip A	100																																0
Mephistoq (H)				4	512	912	1024	1024		Act 4 (H) Equip A	100																																0
Izual				5	512	896	1024	1024	50	NDgold1	69		Act 4 Equip B	50		Act 4 Junk	10		Act 4 Good	20																							0
Izual (N)				5	512	896	1024	1024	50	NDgold2	69		Act 4 (N) Equip B	50		Act 4 (N) Junk	10		Act 4 (N) Good	20																							0
Izual (H)				5	512	896	1024	1024	50	NDgold3	68		Act 4 (H) Equip B	50		Act 4 (H) Junk	10		Act 4 (H) Good	20																							0
Haphesto				5	512	896	1024	1024	50	NDgold3	59		Act 5 Equip A	60		Act 5 Junk	20		Act 5 Good	10																							0
Haphesto (N)				5	512	896	1024	1024	50	NDgold4	59		Act 5 (N) Equip A	60		Act 5 (N) Junk	20		Act 5 (N) Good	10																							0
Haphesto (H)				5	512	896	1024	1024	50	NDgold5	58		Act 5 (H) Equip A	60		Act 5 (H) Junk	20		Act 5 (H) Good	10																							0
Diablo				4	512	912	1024	1024		Act 5 Equip A	90																																0
Diablo (N)				4	512	912	1024	1024		Act 5 (N) Equip A	90																																0
Diablo (H)				4	512	912	1024	1024		Act 5 (H) Equip A	90																																0
Diabloq				4	512	896	1024	1024		Act 5 Equip A	100																																0
Diabloq (N)				4	512	896	1024	1024		Act 5 (N) Equip A	100																																0
Diabloq (H)				4	512	896	1024	1024		Act 5 (H) Equip A	100																																0
Nihlathak				3	512	912	1024	1024		Act 5 Equip B	100																																0
Nihlathak (N)				3	512	912	1024	1024		Act 5 (N) Equip B	100																																0
Nihlathak (H)				2	512	912	1024	1024		Act 5 (H) Equip B	100																																0
Baal				4	512	896	1024	1024		Act 1 (N) Equip A	150																																0
Baal (N)				4	512	896	1024	1024		Act 1 (H) Equip A	150																																0
Baal (H)				4	512	896	1024	1024		Act 5 (H) Equip B	150																																0
Baalq				4	512	912	1024	1024		Act 1 (N) Equip A	150																																0
Baalq (N)				4	512	912	1024	1024		Act 1 (H) Equip A	150																																0
Baalq (H)				4	512	912	1024	1024		Act 5 (H) Equip B	150																																0
Andariel Act				1	512	1024	996	1024		Act 2 Equip A	90																																0
Andariel (N) Act				1	512	1024	996	1024		Act 2 (N) Equip A	90																																0
Andariel (H) Act				2	512	1024	996	1024		Act 2 (H) Equip A	90																																0
Andarielq Act				1	512	1024	996	1024		Act 2 Equip A	100																																0
Andarielq (N) Act				1	512	1024	996	1024		Act 2 (N) Equip A	100																																0
Andarielq (H) Act				2	512	1024	996	1024		Act 2 (H) Equip A	100																																0
Duriel Act				1	512	1024	996	1024		Act 3 Equip A	90																																0
Duriel (N) Act				1	512	1024	996	1024		Act 3 (N) Equip A	90																																0
Duriel (H) Act				2	512	1024	996	1024		Act 3 (H) Equip A	90																																0
Durielq Act				1	512	1024	996	1024		Act 3 Equip A	100																																0
Durielq (N) Act				1	512	1024	996	1024		Act 3 (N) Equip A	100																																0
Durielq (H) Act				2	512	1024	996	1024		Act 3 (H) Equip A	100																																0
Mephisto Act				2	512	1024	996	1024		Act 4 Equip A	90																																0
Mephisto (N) Act				2	512	1024	996	1024		Act 4 (N) Equip A	90																																0
Mephisto (H) Act				3	512	1024	996	1024		Act 4 (H) Equip A	90																																0
Mephistoq Act				2	512	1024	996	1024		Act 4 Equip A	100																																0
Mephistoq (N) Act				2	512	1024	996	1024		Act 4 (N) Equip A	100																																0
Mephistoq (H) Act				3	512	1024	996	1024		Act 4 (H) Equip A	100																																0
Diablo Act				2	512	1024	996	1024		Act 5 Equip A	90																																0
Diablo (N) Act				3	512	1024	996	1024		Act 5 (N) Equip A	90																																0
Diablo (H) Act				4	512	1024	996	1024		Act 5 (H) Equip A	90																																0
Diabloq Act				2	512	1024	996	1024		Act 5 Equip A	100																																0
Diabloq (N) Act				3	512	1024	996	1024		Act 5 (N) Equip A	100																																0
Diabloq (H) Act				4	512	1024	996	1024		Act 5 (H) Equip A	100																																0
Baal Act				2	512	1024	996	1024		Act 1 (N) Equip A	150																																0
Baal (N) Act				3	512	1024	996	1024		Act 1 (H) Equip A	150																																0
Baal (H) Act				4	512	1024	996	1024		Act 5 (H) Equip B	150																																0
Baalq Act				2	512	1024	996	1024		Act 1 (N) Equip A	150																																0
Baalq (N) Act				3	512	1024	996	1024		Act 1 (H) Equip A	150																																0
Baalq (H) Act				4	512	1024	996	1024		Act 5 (H) Equip B	150																																0
Andariel (D)				-2	1024					Andariel Act	1		Runes 6	1																													0
Andariel (N) (D)				-3	1024					Andariel (N) Act	1		Runes 12	1		!@6	1																										0
Andariel (H) (D)				-3	1024					Andariel (H) Act	1		Runes 18	1		!@6	1																										0
Andarielq (D)				-2	1024					Andarielq Act	1		Runes 6	1																													0
Andarielq (N) (D)				-3	1024					Andarielq (N) Act	1		Runes 12	1		!@6	1																										0
Andarielq (H) (D)				-3	1024					Andarielq (H) Act	1		Runes 18	1		!@6	1																										0
Duriel (D)				-2	1024					Duriel Act	1		Runes 7	1																													0
Duriel (N) (D)				-3	1024					Duriel (N) Act	1		Runes 13	1		!@7	1																										0
Duriel (H) (D)				-3	1024					Duriel (H) Act	1		Runes 19	1		!@7	1																										0
Durielq (D)				-2	1024					Durielq Act	1		Runes 7	1																													0
Durielq (N) (D)				-3	1024					Durielq (N) Act	1		Runes 13	1		!@7	1																										0
Durielq (H) (D)				-3	1024					Durielq (H) Act	1		Runes 19	1		!@7	1																										0
Mephisto (D)				-2	1024					Mephisto Act	1		Runes 8	1																													0
Mephisto (N) (D)				-3	1024					Mephisto (N) Act	1		Runes 14	1		!@8	1																										0
Mephisto (H) (D)				-3	1024					Mephisto (H) Act	1		Runes 20	1		!@8	1																										0
Mephistoq (D)				-2	1024					Mephistoq Act	1		Runes 8	1																													0
Mephistoq (N) (D)				-3	1024					Mephistoq (N) Act	1		Runes 14	1		!@8	1																										0
Mephistoq (H) (D)				-3	1024					Mephistoq (H) Act	1		Runes 20	1		!@8	1																										0
Diablo (D)				-2	1024					Diablo Act	1		Runes 9	1																													0
Diablo (N) (D)				-3	1024					Diablo (N) Act	1		Runes 15	1		!@9	1																										0
Diablo (H) (D)				-3	1024					Diablo (H) Act	1		Runes 21	1		!@9	1																										0
Diabloq (D)				-2	1024					Diabloq Act	1		Runes 9	1																													0
Diabloq (N) (D)				-3	1024					Diabloq (N) Act	1		Runes 15	1		!@9	1																										0
Diabloq (H) (D)				-3	1024					Diabloq (H) Act	1		Runes 21	1		!@9	1																										0
Baal (D)				-2	1024					Baal Act	1		Runes 10	1																													0
Baal (N) (D)				-4	1024					Baalq (N) Act	1		Runes 12	1		!@A	1		96-	1																							0
Baal (H) (D)				-3	1024					Baal (H) Act	1		Runes 22	1		!@A	1																										0
Baalq (D)				-2	1024					Baalq Act	1		Runes 10	1																													0
Baalq (N) (D)				-4	1024					Baalq (N) Act	1		Runes 12	1		!@A	1		96-	1																							0
Baalq (H) (D)				-3	1024					Baalq (H) Act	1		Runes 22	1		!@A	1																										0
Nihlathak Signet				-2						zkq	1		Signets Minor	1																													0
Nihlathak (D)				-3	1024					Runes 15	1		Nihlathak	1																													0
Nihlathak (N) (D)				-3	1024					Runes 20	1		zkq	1		Nihlathak (N)	1																										0
Nihlathak (H) (D)				-5	1024					Runes 25	1		zkq	3		Nihlathak (H)	1																										0
Aldric Trinket				1						µ01	1		Blank TC	49																													0
Hidden Trinket				1						µ02	1		Blank TC	49																													0
Imperius Trinket				1						µ03	1		Blank TC	49																													0
Akarat Trinket				1						µ04	1		Blank TC	49																													0
Juris Khan Trinket				1						µ05	1		Blank TC	49																													0
Rathma Primus Trinket				1						µ07	1		Blank TC	49																													0
Inarius Trinket				1						µ08	1		Blank TC	49																													0
Hell Trinket				1						µ09	1		Blank TC	49																													0
Laz Trinket				1						µ10	1		Blank TC	49																													0
Astrogha Trinket				1						µ11	1		Blank TC	49																													0
Azmodan Trinket				1						µ12	1		Blank TC	49																													0
Azmodan Reward Charm				-2	1024		1024	1024		AzmodansHeart2	1		!@D	1																													0
Infernal Reward Charm				-1	1024		1024	1024		OpticalDetector	1																																0
Akarat Reward Charm				-1	1024		1024	1024		BookOfAkarat	1																																0
Tal Rasha Reward Charm				-1	1024		1024	1024		ScrollOfKings2	1																																0
Laser Reward Charm				-1	1024		1024	1024		LaserFocusCrystal	1																																0
Butcher Reward Charm				-1	1024		1024	1024		ButchersTooth	1																																0
Koth Reward Charm				-1	1024		1024	1024		SacredWorldstoneKey2	1																																0
Inarius Reward Charm				-2	1024		1024	1024		IdolOfVanity	1		!@I	1																													0
Overlord Reward Charm				-1	1024		1024	1024		SpiritOfDamnation	1																																0
Fleshdoom Reward Charm				-1	1024		1024	1024		CursedShadowfang	1																																0
Ennead Reward Charm				1	1024		1024	1024	11	HotTJ	1																																0
Malic Reward Charm				-1	1024		1024	1024		SixAngelBag	1																																0
Lucion Reward Charm				-1	1024		1024	1024		SunlessCrystalBird	1																																0
Zakarum Reward Charm				1	1024		1024	1024	11	ZakarumsEar	1																																0
Rathma Primus Reward Charm				1	1024		1024	1024	5	HerbalQuintessence	1																																0
Aldric Reward Charm				1	1024		1024	1024	5	TomeOfTheSpider	1																																0
Juris Khan Reward Charm				1	1024		1024	1024		EternalBonePile	1																																0
Hidden Reward Charm				1	1024		1024	1024		LegOfBlood	1																																0
Skovos Reward Charm				1	1024		1024	1024		SunstoneOfIce	1																																0
Philios Reward Charm				1	1024		1024	1024		SunstoneOfFire	1																																0
Lycander Reward Charm				1	1024		1024	1024		SunstoneOfThunder	1																																0
Hell Reward Charm				1	1024		1024	1024	5	SunstoneOfTheGods	1																																0
Imperius Reward Charm				1	1024		1024	1024		Xtalline2	1																																0
Toraja Reward Charm				1	1024		1024	1024	5	TorajaMacumbaStone	1																																0
Bone Reward Charm				1	1024		1024	1024	5	BloodRedScryingStone	1																																0
Rodeo Reward Charm				1	1024		1024	1024		FLSG	1																																0
Laz Reward Charm				1	1024		1024	1024		SROTA	1																																0
Astrogha Reward Charm				1	1024		1024	1024		VSTI	1																																0
Belial Reward Charm				-2	1024		1024	1024		TheBookOfLies2	1		!@E	1																													0
Azmodan Reward				-3						Azmodan Reward Charm	1		Azmodan Trinket	1		Baal (H)	1																										0
Infernal Reward				-2						Infernal Reward Charm	1		Act 5 (H) Super C	1																													0
Akarat Reward				-3						Akarat Reward Charm	1		Akarat Trinket	1		Act 5 (H) Cast C	1																										0
Tal Rasha Reward				-2						Tal Rasha Reward Charm	1		Act 5 (H) Cast C	1																													0
Laser Reward				-2						Laser Reward Charm	1		Act 5 (H) Super C	1																													0
Butcher Reward				-2						Butcher Reward Charm	1		Act 5 (H) Cast C	1																													0
Koth Reward				-2						Koth Reward Charm	1		Act 5 (H) Cast C	1																													0
Inarius Reward				-3						Inarius Reward Charm	1		Inarius Trinket	1		Baal (H)	1																										0
Overlord Reward				-2						Overlord Reward Charm	1		Act 5 (H) Cast C	1																													0
Fleshdoom Reward				-2						Fleshdoom Reward Charm	1		Act 5 (H) Cast C	1																													0
