Id	hcIdx	BaseId	NextInClass	MonStatsEx	MonProp	NameStr	DescStr	* category	* comment	*PresetLevel	* Marco / loc	enabled	killable	Align	switchai	noAura	boss	primeevil	petIgnore	flying	threat	Code	TransLvl	AI	Velocity	Run	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	aidel	aidel(N)	aidel(H)	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	noRatio	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	Crit	NoShldBlock	ToBlock	ToBlock(N)	ToBlock(H)	DamageRegen	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	MonType	MonSound	isMelee	lUndead	hUndead	demon	TreasureClass1	TreasureClass1(N)	TreasureClass1(H)	isSpawn	MinGrp	MaxGrp	Rarity	sparsePopulate	rangedtype	minion1	minion2	PartyMin	PartyMax	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	TCQuestId	TCQuestCP	placespawn	spawn	spawnx	spawny	spawnmode	SetBoss	BossXfer	opendoors	nomultishot	neverCount	interact	npc	inventory	inTown	deathDmg	genericSpawn	SkillDamage	UMonSound	zoo	SendSkills	Level	Level(N)	Level(H)	*eol
Unused2148	2148	Unused2148						Unused																	0																																																																																																																																																																																																																																									0
Unused2149	2149	Unused2149						Unused																	0																																																																																																																																																																																																																																									0
Unused2150	2150	Unused2150						Unused																	0																																																																																																																																																																																																																																									0
uldyex2	2151	uldyex2		attackrat	other	UlMemoRyX		Uberquests	Uldyssian		Map	1	1								5	~M	0	Brute	9	9	80	80	80				2	2	2	95	100	100	50	50	50													3	2	1																																																			500	500	50		420	450	350	420	450	350				0		50	50	50	0																				rat	1							1	1	1	1																																																										140	100	100	-20	-20	-20																												1			1		rat			1	101	120	0
uldyex3	2152	uldyex3		attackrat	other	UlMemoRyX		Uberquests	Uldyssian		Minion	1	1								5	~M	0	Brute	9	9	80	80	80				2	2	2	95	100	100	50	50	50													3	2	1																																																			500	500	50		420	450	350	420	450	350				0		50	50	50	0																				rat	1							1	1	1	1																																																										140	100	100	-20	-20	-20																												1			1		rat			1	101	120	0
Unused2153	2153	Unused2153						Unused																	0																																																																																																																																																																																																																																									0
uldyex5	2154	uldyex5		uldyex5		UlMemoRyX		Uberquests	Uldyssian		Map	1	1								10	FE	3	Fetish	12	13				100	100	100	10	9	8	4	4	4	33	33	33													15	14	13	SkeletonRaise	seq_fethisraise	1																																																177	190	125	75	60	95	500							0		24	24	24	0																			fetish	fetish	1			1				1	2	4	1																																																										140	100	100	-20	-20	-20																							1										fetish	1		95	101	120	0
uldyex6	2155	uldyex6		uldyex5		UlMemoRyX		Uberquests	Uldyssian		Map	1									10	FE	3	Fetish	12	13				100	100	100	10	9	8	4	4	4	33	33	33													15	14	13	SkeletonRaise	seq_fethisraise	1																																																177	190	125	75	60	95	500							0		24	24	24	0																			fetish	fetish	1			1				1	2	4	1																																																										140	100	100	-20	-20	-20																							1										fetish	1		95	101	120	0
Unused2156	2156	Unused2156						Unused																	0																																																																																																																																																																																																																																									0
Unused2157	2157	Unused2157						Unused																	0																																																																																																																																																																																																																																									0
uldyex8	2158	uldyex8		uldyex8	quest_ethereals	UlMemoRyX		Uberquests	Uldyssian		Map	1	1								10	MM	3	Mummy	5	5				25	25	25	50	50	50	100	100	100	55	55	55	10	10	10										15	14	13																																																			2000	2000	2000		500	500	2000	500	500	2000				0	1	75	75	75	0	2000					2000	2000					2000	2000					2000	mummy	mummy	1	1						1	3	4	1							A1	pois	100	5000	5000	25	100	5000	5000	25	100	5000	5000	25	A2	pois	100	5000	5000	25	100	5000	5000	25	100	5000	5000	25																								140	100	100	-20	-20	-20																												1					mummy	1		95	101	120	0
samael_aurabot2	2159	void_killer		invis_trap	samael_aurabot2	mon_irekyou		Uberquests	Samael	Broken Spaces	Map	1					1	1			14	AE	0	ArcaneTower	0	0	100	100	100	75	75	75	550	550	500	550	550	550	1	1	1	5	5	5	5	5	5							3	2	1	Samael1	seq_arcanetower	1	Samael1	seq_arcanetower	1																			500	550	100	50	3500	3500	20000	3500	3500	20000	3500	3500	20000	16000	16000	1200	2000	3800	3800	20000	3800	3800	20000	3800	3800	20000	16000	16000	1200	2000	3500	3500	20000	3500	3500	20000	3500	3500	20000	0		0	0	0	0	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	construct									1	1	1	1																																																										0																												1					1								95	101	150	0
ath_totem	2160	ath_totem		x_totem	athulua_allow	Blur		Uberquests	Athulua			1	1			1	1	1	1		1	AE	0	Idle	0	0	1	1	8																									1	1	1																								1																											250	250	0																200	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	construct									1	1	1	1																																																													-20	-20	-20																							1													1	1	1	0
uldyex12	2161	uldyex12		uldyex12	other	UlMemoRyX		Uberquests	Uldyssian		Missiles	1	1								9	VC	2	VileDog	12	15				100	100	100	5	5	5	85	85	85																15	14	13																																																			300	300	300		100	200	500							0					0																			vilekind	vilechild	1			1				1	1	1	1																																																										140	100	100	-20	-20	-20																																	vilechild	1		95	101	120	0
pacman_dot	2162	pacman_dot		pacman_dot	pacman_dot	TheVoidTrap		Uberquests	Pacman		Map	1	1			1					10	!Q	0	Summoner	0	0	5	5	5	100	100	100	5	5	5	75	75	75	40	40	40	120	100	80				3	3	3	40	40	40	15	13	10	Pacman Suicide	DD	1	Pacman Suicide	DD	1	Pacman Suicide	DD	1	Pacman Suicide	DD	1	Pacman Suicide	DD	1										1000	1000												1000	1000												1000	1000												0					0	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	construct	pacman_dot	1							1	1	1	1																																																																																							1									pacman_dot			60	101	120	0
uldyex14	2163	uldyex14		uldy6	uldyex14_FI	UlMemoRyX	StrAbsFire	Uberquests	Uldyssian		Missiles	1	1								10	DM	0	Megademon	12	20				50	65	80	40	50	55	80	85	90	70	70	70	50	50	50	75	60	45							15	13	11	Ring of Fire	A1	20																																																2000	2000	2000		2000	2000	2000	2000	2000	2000	2000	2000	2000	0	1	95	95	95	0									15	15	15	15	10		35	35	35	35	megademon	megademon				1				1	1	2	1																																																										140	100	100	-20	-20	-20																							1										megademon			90	101	120	0
uldyex13	2164	uldyex13		uldyex13	other	UlMemoRyX		Uberquests	Uldyssian		Minion	1		1						1	10	WW	2	FetishBlowgun	17	18	80	80	80	20	20	20	70	70	70																			3	2	1	SkeletonRaise	A1	1													deadlyxcenter																																			2000	2000	2000											0					0																			willowisp	willowisp				1				1	4	6	1	50	1																																																								0																												1					1					willowisp			90	101	120	0
uldyedyrem	2165	uldyedyrem		uldyedyrem	uldyrems_boss_PO	EdyremSpirit	StrAbsPois	Uberquests	Uldyssian		"Levels, Missiles"	1	1								11	0A	2	AbyssKnight	8	8	80	80	80	25	25	25	95	95	95	98	98	98	1	1	1	60	60	60	1	1	1	95	95	95	60	60	60	3	2	1	Takedown	A1	10	Short Holy Armor	A1	10																																													6500	6500	800		450	550	1200									19	19	19	0									15	15	15	15	10		35	35	35	35	human	act2hire								1	1	2	1	36	1					A1	fire									100	1200	1200																																							140	100	100	-20	-20	-20																							1	1				1					act2hire			90	101	120	0
Triune_Meteors	2166	Triune_Meteors		invis_trap	other	Temple Spire		Uberquests	Triune		Missiles	1				1			1		1	GT	0	Sarcophagus	0	0	60	60	60	1	1	1	1	1	1																			1	1	1	Fire Coil	seq_gargoyletrap	1																						2000	2000	100											2000	2000	100											2000	2000	100											0		0	0	0	0																			construct									1	1	1	0																																																										0			-20	-20	-20																								1												85	101	120	0
uldyfix1	2167	uldyfix1		invis_trap	other	UlMemoRyX		Uberquests	Uldyssian		Map	1				1			1		1	GT	0	Trap-Poison	0	0	120	120	120	50	50	50	1	1	1	15	15	15																1	1	1	Uldyssian Questcheck	seq_gargoyletrap	1																						2000	2000	100											2000	2000	100											2000	2000	100											0		0	0	0	0																			construct									1	1	1	0																																																										0			-20	-20	-20																								1												85	101	120	0
Unused2168	2168	Unused2168						Unused																	0																																																																																																																																																																																																																																									0
Unused2169	2169	Unused2169						Unused																	0																																																																																																																																																																																																																																									0
Unused2170	2170	Unused2170						Unused																	0																																																																																																																																																																																																																																									0
Unused2171	2171	Unused2171						Unused																	0																																																																																																																																																																																																																																									0
veilkings2	2172	veilkings2		veilkings	veilkings2	VeilKing		Skills				1	1	1	1						12	!9	4	NecroPet	14	15				85	85	85																						8	7	6	Veil King Instakill	seq_yourmine	20																					1	1	1	50		1	6	500	1	6	500				1	1	50		1	6	500	1	6	500				1	1	50		1	6	500	1	6	500				0		21	21	21	0	80						85	-50	-50	-50	-50	-50	90	-100	-100	-100	-100	-100	wraith	veilkingsound									1	1	1																																																										0			-20	-20	-20																							1		1				1				veilkingsound			1	1	1	0
hoplites	2173	hoplites		hoplites	hoplites	HpPet		Skills				1	1	1	1						8	ZZ	3	NecroPet	10	11				85	85	85																						8	7	6																								1	1	1	10		1	6	200	1	6	200				1	1	10		1	6	200	1	6	200				1	1	10		1	6	200	1	6	200				0		21	21	21	0	40						40	-50	-50	-50	-50	-50	40	-100	-100	-100	-100	-100	wraith	willowisp									1	1	1																																																										0			-20	-20	-20																							1		1				1				willowisp			1	1	1	0
pacman_ghost1	2174	pacman_ghost1		pacman_ghost	pacman_ghost1	PacmanBlinky		Uberquests	Pacman		Map	1	1		1						10	B!	0	Mosquito	5	5										100	100	100	20	20	20													15	14	13	Shattering Warp Blade	A1	30																						500	500			20000	20000	20000							500	500			20000	20000	20000							500	500			20000	20000	20000							0					0	1000	200	1000	1000	1000	1000	1000	200	1000	1000	1000	1000	1000	200	1000	1000	1000	1000	demon	pacman_ghost								1	1	1	1		1																																																								0			0	0	0																							1					1					pacman_ghost			60	101	120	0
pacman_ghost2	2175	pacman_ghost2		pacman_ghost	pacman_ghost2	PacmanClyde		Uberquests	Pacman		Map	1	1		1						10	B!	0	Mosquito	5	5										100	100	100	20	20	20													15	14	13	Shattering Warp Blade	A1	30																						500	500			20000	20000	20000							500	500			20000	20000	20000							500	500			20000	20000	20000							0					0	1000	200	1000	1000	1000	1000	1000	200	1000	1000	1000	1000	1000	200	1000	1000	1000	1000	demon	pacman_ghost								1	1	1	1		1																																																								0			0	0	0																							1					1					pacman_ghost			60	101	120	0
pacman_ghost3	2176	pacman_ghost3		pacman_ghost	pacman_ghost3	PacmanInky		Uberquests	Pacman		Map	1	1		1						10	B!	0	Mosquito	5	6										100	100	100	20	20	20													15	14	13	Shattering Warp Blade	A1	30																						500	500			20000	20000	20000							500	500			20000	20000	20000							500	500			20000	20000	20000							0					0	1000	200	1000	1000	1000	1000	1000	200	1000	1000	1000	1000	1000	200	1000	1000	1000	1000	demon	pacman_ghost								1	1	1	1		1																																																								0			0	0	0																							1					1					pacman_ghost			60	101	120	0
pacman_ghost4	2177	pacman_ghost4		pacman_ghost	pacman_ghost4	PacmanPinky		Uberquests	Pacman		Map	1	1		1						10	B!	0	Mosquito	5	6										100	100	100	20	20	20													15	14	13	Shattering Warp Blade	A1	30																						500	500			20000	20000	20000							500	500			20000	20000	20000							500	500			20000	20000	20000							0					0	1000	200	1000	1000	1000	1000	1000	200	1000	1000	1000	1000	1000	200	1000	1000	1000	1000	demon	pacman_ghost								1	1	1	1		1																																																								0			0	0	0																							1					1					pacman_ghost			60	101	120	0
void_bamazon	2178	void_bamazon		void_bamazon	void_statue	NephalemStatue		Uberquests	Twin Seas		Map	1									1	W%	0	Idle	1	1																																																							1	1												1	1												1	1																	0																			human									1	1	1	1																																																										0																																									100	115	130	0
void_bassassin	2179	void_bassassin		void_bassassin	void_statue	NephalemStatue		Uberquests	Twin Seas		Map	1									1	W%	0	Idle	1	1																																																							1	1												1	1												1	1																	0																			human									1	1	1	1																																																										0																																									100	115	130	0
void_bbarbarian	2180	void_bbarbarian		void_bbarbarian	void_statue	NephalemStatue		Uberquests	Twin Seas		Map	1									1	W%	0	Idle	1	1																																																							1	1												1	1												1	1																	0																			human									1	1	1	1																																																										0																																									100	115	130	0
void_bdruid	2181	void_bdruid		void_bdruid	void_statue	NephalemStatue		Uberquests	Twin Seas		Map	1									1	W%	0	Idle	1	1																																																							1	1												1	1												1	1																	0																			human									1	1	1	1																																																										0																																									100	115	130	0
void_bnecromancer	2182	void_bnecromancer		void_bnecromancer	void_statue	NephalemStatue		Uberquests	Twin Seas		Map	1									1	W%	0	Idle	1	1																																																							1	1												1	1												1	1																	0																			human									1	1	1	1																																																										0																																									100	115	130	0
void_bpaladin	2183	void_bpaladin		void_bpaladin	void_statue	NephalemStatue		Uberquests	Twin Seas		Map	1									1	W%	0	Idle	1	1																																																							1	1												1	1												1	1																	0																			human									1	1	1	1																																																										0																																									100	115	130	0
void_bsorceress	2184	void_bsorceress		void_bsorceress	void_statue	NephalemStatue		Uberquests	Twin Seas		Map	1									1	W%	0	Idle	1	1																																																							1	1												1	1												1	1																	0																			human									1	1	1	1																																																										0																																									100	115	130	0
void_amazon	2185	void_amazon		void_amazon				Soon™	SIGMA													A%	1	Idle	0																																																																																																																							human																																																																						0																																												0
void_assassin	2186	void_assassin		void_assassin				Soon™	SIGMA													Z%	0	Idle	0																																																																																																																							human																																																																						0																																												0
void_barbarian	2187	void_barbarian		void_barbarian				Soon™	SIGMA													B%	0	Idle	0																																																																																																																							human																																																																						0																																												0
void_druid	2188	void_druid		void_druid				Soon™	SIGMA													D%	0	Idle	0																																																																																																																							human																																																																						0																																												0
void_necromancer	2189	void_necromancer		void_necromancer				Soon™	SIGMA													N%	0	Idle	0																																																																																																																							human																																																																						0																																												0
void_paladin	2190	void_paladin		void_paladin				Soon™	SIGMA													P%	0	Idle	0																																																																																																																							human																																																																						0																																												0
void_sorceress	2191	void_sorceress		void_sorceress				Soon™	SIGMA													S%	0	Idle	0																																																																																																																							human																																																																						0																																												0
pacman_finish	2192	pacman_finish		pacman_totems	pacman_finish	TheVoidTrap		Uberquests	Pacman		Map	1	1								9	k9	0	Idle	0	0																												5	4	3																									500	500												500	500												500	500																	0	1000	50	1000	1000	1000	1000	1000	50	1000	1000	1000	1000	1000	50	1000	1000	1000	1000	construct						Pacman Reward	Pacman Reward	Pacman Reward	1	1	1	1																																																										0			-20	-20	-20																																				1	60	110	0
athulua_lowguard	2193	athulua_lowguard		athulua_guard	athulua_guard_PO	TwinSeaPirate	StrAbsPois	Uberquests	Twin Seas	Island of Skartara	Levels	1	1				1				10	GU	3	AbyssKnight	6	6	80	80	80	40	40	40	90	90	90	97	97	97	1	1	1				1	1	1	99	99	99				3	2	1	Hyena Strike	A1	25	MPestilence	A1	50																			1500	1500	200		200	200	500							2000	2000	200		200	200	500							2000	2000	200		200	200	500							0		27	27	27	0									15	15	15	15	10		35	35	35	35	human	act2hire	1							1	1	1	6		1																																																								140	100	100	-20	-20	-20																							1										act2hire			50	101	120	0
athulua	2194	athulua		athulua	athulua	AthuluaHerself		Uberquests	Twin Seas	Island of Skartara	Map	1	1				1	1			14	A%	0	Summoner	15	16	80	80	80	100	100	100	32	33	34	90	90	90	25	25	25	25	25	25				8	8	8	25	25	25	3	2	1	Athulua Bow	A1	40	Mickey Mouse	A1	50	Athulua Bow	A1	40	Eureka	A1	50	Athulua Punisher	A1	10										975	1330	250		200	300	400	200	300	2000				2000	2000	2000	2000	200	300	2000	200	300	2000				7000	7000	1000	2000	200	300	2000	200	300	2000				0					0	35	35	70	70	70	70	35	35	70	70	70	70	40	28	70	70	70	70	human	athulua				1	Baal	Baal (N)	Athulua Reward	1	1	1	1																																																										140	100	100	-20	-20	-20																							1					1					athulua			95	101	120	0
insanity1	2195	insanity1						Soon™	Duncraig														0		0																																																																																																																																																																																													0																																												0
insanity2	2196	insanity2						Soon™	Seram														0		0																																																																																																																																																																																													0																																												0
insanity3	2197	insanity3						Soon™	Fauztinville														0		0																																																																																																																																																																																													0																																												0
insanity4	2198	insanity4						Soon™	Triune														0		0																																																																																																																																																																																													0																																												0
insanity5	2199	insanity5						Soon™	Vizjun														0		0																																																																																																																																																																																													0																																												0
insanity6	2200	insanity6						Soon™	Kingdom of Shadow														0		0																																																																																																																																																																																													0																																												0
insanity7	2201	insanity7						Soon™	Twin Seas														0		0																																																																																																																																																																																													0																																												0
summon_scimitar	2202	summon_scimitar		ulti_sword	ulti_sword	SummBladeSpirit	mon_scim	Skills				1	1	1	1						8	ST	2	NecroPet	12	13				85	85	85																						8	7	6																								1	1	1	10		1	11	200	1	11	200				1	1	10		1	11	200	1	11	200				1	1	10		1	11	200	1	11	200				0		21	21	21	0	10						20	-50	-50	-50	-50	-50	30	-100	-100	-100	-100	-100	construct	flyingscimitar									1	1	1																																																										0			-20	-20	-20																							1		1			1	1				flyingscimitar			1	1	1	0
uldyXV1	2203	uldyXV1		uldyXV1	other_FCL	UlMemoRyX	StrAbsFCL	Uberquests	Uldyssian		Map	1	1		1						10	FA	3	Brute	13	14	80	80	80				0	0	0	100	100	100	50	50	50													3	2	1																									1000	1000	300		200	300	500	200	300	500				1000	1000	300		200	300	500	200	300	500				1000	1000	300		200	300	500	200	300	500				0	1	25	25	25	0									15	15	15	15	10		35	35	35	35	fallen	fallen	1			1				1			1							A1	ltng	100	200	300	50	100	200	300	100	100	200	300	150																																						140	100	100	-20	-20	-20																							1					1					fallen	1		41	79	110	0
fort_rat	2204	fort_rat		attackrat	other	Sewer Rat		Uberquests	Mbwiru Eikura		Minion	1									2	~M	0	Brute	9	9	80	80	80				2	2	2	95	100	100	50	50	50													3	2	1																									500	500	150		320	350	350	320	350	350				500	500	150		370	400	350	370	400	350				500	500	150		420	450	350	420	450	350				0		50	50	50	0	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500		rat	1							1	0	1	1			sew_trap		0	1																																																				140	100	100	-20	-20	-20																												1			1		rat			75	100	110	0
cultist1_res	2205	cultist1	cultist2	cultist1	other_PO	Cultist	StrAbsPois	Reanimates				1	1		1						10	!5	0	FetishBlowgun	7	7	80	80	80	20	20	20	45	45	45																			3	2	1																singleskull									1800	2040	120	105	25	35	100	25	35	100	100	140	100	1800	2040	120	105	25	35	100	25	35	100	25	35	100	2700	2820	120	105	25	35	100	25	35	100	25	35	100	0		6	6	6	0									15	15	15	15	10		35	35	35	35	human	goatman				1				1	3	4	1		1																																																								140	100	100	-20	-20	-20																							1					1					goatman			13	58	110	0
icedemon2_res	2206	icedemon1	icedemon3	icedemon2	other_CO	CrystalLord	StrAbsCold	Reanimates				1	1		1						10	f0	0	FingerMage	9	9	80	80	80	80	85	90	80	85	90	75	75	75	25	35	45	15	18	21	5	5	5	40	40	40	9	7	5	3	2	1	Ice Beam	A1	4																						1560	1920	100	100	15	30	200							1560	1920	100	100	15	30	200							2580	2760	100	100	15	30	200							0		48	48	48	0									15	15	15	15	10		35	35	35	35	frozenhorror	frozenhorror				1				1	3	5	1							A1	cold	100	30	100	50	100	50	120	100	100	70	140	150																																						140	100	100	-20	-20	-20																												1			1		frozenhorror			38	77	110	0
archskel1_res	2207	archskel1	archskel2	archskel1	other_CO	SkeletonArcher	StrAbsCold	Reanimates				1	1		1						10	SK	0	SkeletonBow	4	4	80	80	80	75	80	85	3	2	1	10	10	10	5	5	5	40	40	40										3	2	1																skbowarrow1									960	1200	100	80	25	26	100							960	1200	100	80	15	19	100							2280	2400	100	80	5	13	100							0		15	15	15	0									15	15	15	15	10		35	35	35	35	skeleton	sk_archer		1						1	3	5	1		1																																																								140	100	100	-20	-20	-20																							1					1					sk_archer			3	45	110	0
archskel2_res	2208	archskel1	archskel3	archskel2	other_PO	ReturnedArcher	StrAbsPois	Reanimates				1	1		1						10	SK	1	SkeletonBow	4	4	80	80	80	80	85	90	3	2	1	10	10	10	5	5	5	40	40	40										3	2	1																skbowarrow2									960	1200	100	80	25	26	100							960	1200	100	80	15	19	100							2280	2400	100	80	5	13	100							0		23	23	23	0									15	15	15	15	10		35	35	35	35	skeleton	sk_archer		1						1	3	5	1		1																																																								140	100	100	-20	-20	-20																							1					1					sk_archer			9	48	110	0
elite_evilpriestA_res	2209	evilpriest1		elite_evilpriestA	elite_evilpriestA_PO	DaystarZ	StrAbsPois	Reanimates				1	1		1						11	VA	4	Vampire	11	12	80	80	80	5	5	5	95	95	95	100	100	100	50	50	50	2	2	2										3	2	1	Targeted Holy Trap	seq_cleric	1	Targeted Holy Trap	seq_cleric	1				Targeted Holy Trap	seq_cleric	1													1920	3156	93	243	35	39	193							2400	3936	93	243	44	48	193							3240	4728	93	243	53	58	193							0		19	19	19	0									15	15	15	15	10		35	35	35	35	vampire	vampire		1						1	3	4	1	36																																																									140	100	100	-20	-20	-20																							1					1					vampire			25	75	110	0
crystal1_res	2210	crystal1	crystal2	crystal1	crystal1_MA	CrystalWitch	StrAbsMag	Reanimates				1	1		1						10	B#	0	Fetish	6	6	80	80	80	100	100	100	4	3	2	4	4	4	25	25	25													3	2	1																									960	1200	90	110	25	30	200	25	30	200				960	1200	90	110	31	38	200	31	38	200				2280	2400	90	110	38	45	200	38	45	200				0		50	50	50	0									15	15	15	15	10		35	35	35	35	succubus	act1hire	1			1				1	3	4	1																																																										140	100	100	-20	-20	-20																												1			1		act1hire			9	48	110	0
elite_archskelA_res	2211	archskel1		elite_archskelA	elite_archskelA_PO	CorruptorArcherZ	StrAbsPois	Reanimates				1	1		1						10	SK	2	SkeletonBow	8	8	80	80	80	100	100	100	1	1	1	10	10	10	5	5	5	40	40	40										3	2	1																skbowarrow5									1680	1920	100	160	8	19	126							2100	2400	100	160	9	23	126							3060	3240	100	160	11	28	126							0		45	45	45	0									15	15	15	15	10		35	35	35	35	skeleton	sk_archer		1						1	4	7	1	36	1					A1	pois	100	40	110	50	100	70	160	75	100	100	190	100																																						140	100	100	-20	-20	-20																							1					1					sk_archer			7	75	110	0
spidey4_res	2212	spidey1	elite_spidey4	spidey4	spidey4_PO	SoulSpider	StrAbsPois	Reanimates				1	1		1						10	SP	1	Brute	9	9	80	80	80				0	0	0	100	100	100	50	50	50													3	2	1																									1200	1560	100	100	25	35	200							1200	1560	100	100	25	35	200							2400	2580	100	100	25	35	200							0		12	12	12	0									15	15	15	15	10		35	35	35	35	arach	arach	1							1	3	5	1							A1	ltng	100	1	150		100	1	225		100	1	300																																							140	100	100	-20	-20	-20																												1					arach	1		36	76	110	0
toraja_celebrant_res	2213	toraja_celebrant		toraja_celebrant	other_toraja	DarkCelebrant	mon_hitsthelseplz	Reanimates				1	1		1						8	RG	4	FetishBlowgun	9	14	80	80	80	20	20	20	70	70	70																			3	2	1	SkeletonRaise	A1	1													arrow									3120	3960	25	380	95	120	550							4320	5160	25	380	145	170	550							5520	6360	25	380	195	220	550							0		0	0	0	0	75		75	75	75	75	75		75	75	75	75	75		75	75	75	75	human	act1hire								1	3	5	1																																																										140	100	100	-20	-20	-20																							1	1				1					act1hire			90	101	120	0
toraja_morlufiend_res	2214	toraja_morlufiend		toraja_morlufiend	other_toraja	MorluFiend	mon_hitsthelseplz	Reanimates				1	1		1						11	5(	0	Mosquito	9	10	80	80	80							100	100	100	15	15	15													3	2	1	Teleport	A2	1																						16800	19200	30		70	103	750	70	103	750				17400	20400	30		100	123	750	100	123	750				18000	21600	30		130	143	750	130	143	750				0		50	50	50	0	75		75	75	75	75	75		75	75	75	75	75		75	75	75	75	bloodlord	bloodlord	1			1				1	3	5	1																																																										140	100	100	-20	-20	-20																							1	1				1					bloodlord			90	101	120	0
sew_ele2_res	2215	sew_ele2		sew_ele2		TeganzeSpirit	mon_teganze2	Uberquests	Teganze		Levels	1	1								8	FW	1	AbyssKnight	8	12	50	50	50	50	50	50	100	100	100	100	100	100	10	10	10				5	5	5	15	15	15				3	2	1	xy_BLUE	SC	1	xy_BLUE	SC	1																			12000	18000	500	500	75	75	500							12000	18000	500	500	75	75	500							12000	18000	500	500	75	75	500							0					5					50				15	15	60	15	10		35	35	70	35		fetishshaman	1				Unformed Land	Unformed Land (N)	Unformed Land (H) Bias	1	1	2	1																																																										0			-20	-20	-20					Unformed Land	Unformed Land		Unformed Land (N)	Unformed Land (N)		Unformed Land (H) Champ	Unformed Land (H) Champ																					fetishshaman			85	101	120	0
fort_minion_res	2216	fort_minion		g_mazegiant	sew_regulargiant	sew_minion		Reanimates				1	1					1			10	]4	0	AbyssKnight	5	5	120	120	120	40	40	40	90	90	90	97	97	97	1	1	1				50	50	50	99	99	99				3	2	1	Other Banish	A2	30	Mon Engage Frenzy Mode	A2	1																			12000	12000	600	250	100	125	600	100	125	600	100	125	600	12000	12000	600	250	100	125	600	100	125	600	100	125	600	12000	12000	600	250	100	125	600	100	125	600	100	125	600	0		15	15	15	0		25	75	75	75	75		25	75	75	75	75		25	75	75	75	75	brute	claygolem	1			1				1	1	1	1		1	fort_rat		2	4																																																				140	100	100	-20	-20	-20																							1					1					claygolem			85	101	120	0
landmassM_res	2217	landmassM	landmassM2	landmassM	landmassM_CO	LandmassM	StrAbsCold	Reanimates				1	1					1			10	~B	0	Mosquito	5	5	80	80	80							100	100	100	15	15	15													3	2	1	Aerials Disaster	A1	8																						12960	14760	200	250	31	56	750	31	56	750	31	56	750	16200	18432	200	250	38	63	750	38	63	750	38	63	750	19440	22140	200	250	44	69	750	44	69	750	44	69	750	0		15	15	15	0									15	15	15	15	10		35	35	35	35	demon	claygolem	1			1				1	1	1	1			landmassM		2	2	A1	stun					100			50	100			250																																						140	100	100	-20	-20	-20																					1	1	1					1					claygolem			35	95	110	0
