Id	* Laz / Reasoning	prop1	* Laz / skill 1	chance1	par1	min1	max1	prop2	* Laz / skill 2	chance2	par2	min2	max2	prop3	* Laz / skill 3	chance3	par3	min3	max3	prop4	* Laz / skill 4	chance4	par4	min4	max4	prop5	* Laz / skill 5	chance5	par5	min5	max5	prop6	* Laz / skill 6	chance6	par6	min6	max6	prop1 (N)	chance1 (N)	par1 (N)	min1 (N)	max1 (N)	prop2 (N)	chance2 (N)	par2 (N)	min2 (N)	max2 (N)	prop3 (N)	chance3 (N)	par3 (N)	min3 (N)	max3 (N)	prop4 (N)	chance4 (N)	par4 (N)	min4 (N)	max4 (N)	prop5 (N)	chance5 (N)	par5 (N)	min5 (N)	max5 (N)	prop6 (N)	chance6 (N)	par6 (N)	min6 (N)	max6 (N)	prop1 (H)	chance1 (H)	par1 (H)	min1 (H)	max1 (H)	prop2 (H)	chance2 (H)	par2 (H)	min2 (H)	max2 (H)	prop3 (H)	chance3 (H)	par3 (H)	min3 (H)	max3 (H)	prop4 (H)	chance4 (H)	par4 (H)	min4 (H)	max4 (H)	prop5 (H)	chance5 (H)	par5 (H)	min5 (H)	max5 (H)	prop6 (H)	chance6 (H)	par6 (H)	min6 (H)	max6 (H)	*eol
baalset_gargoyle4	Baal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	fade				1	1	state	fullsetgeneric		175	1	1							mon-buff	50		50	50	hit-skill		483	100	1	death-skill		989	1	33	fade			1	1	state		175	1	1						mon-buff	75		75	75	hit-skill		483	100	1	death-skill		989	1	33	red-dmg%	2		75	75	fade			1	1	state		175	1	1	0
baalset_treeppl2	Baal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	hit-skill	Mon Famine Heal		504	25	1													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		989	1	33	hit-skill		504	33	5											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		989	1	33	red-dmg%	2		75	75	hit-skill		504	50	8						0
baalset_berserk2	Baal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	hit-skill	Mon Gift of the Wild		513	15	1	slow				40	40							mon-buff	50		50	50	hit-skill		483	100	1	death-skill		989	1	33	hit-skill		513	15	5	slow			60	60						mon-buff	75		75	75	hit-skill		483	100	1	death-skill		989	1	33	red-dmg%	2		75	75	hit-skill		513	15	8	slow			80	80	0
baalset_fellfiend2	Baal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1																			mon-buff	50		50	50	hit-skill		483	100	1	death-skill		989	1	33																mon-buff	75		75	75	hit-skill		483	100	1	death-skill		989	1	33	red-dmg%	2		75	75											0
clawstormM	Veterans	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	damage-skill	Weapon Amazing Grace Mod		84	3	1													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	damage-skill		84	4	1	pierce-pois			50	50						mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	res-pois-len			75	75	damage-skill		84	10	1	pierce-pois			150	150	0
shadowcreeperM	Veterans	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	damage-skill	Weapon Amazing Grace Mod		84	3	1													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	damage-skill		84	4	1	res-pois-len			50	50						mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	res-pois-len			75	75	damage-skill		84	10	1	knock			1	1	0
landmassM	Veterans	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	damage-skill	Weapon Amazing Grace Mod		84	3	1	hit-skill	Item Shower of Rocks		595	10	6							mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	damage-skill		84	4	1	hit-skill		595	10	16						mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	res-pois-len			75	75	damage-skill		84	20	1	hit-skill		595	50	29	0
glowingM	Veterans	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	damage-skill	Weapon Amazing Grace Mod		84	3	1	hit-skill	Parasite Item		101	15	2							mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	damage-skill		84	4	1	hit-skill		101	25	12						mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	res-pois-len			75	75	damage-skill		84	10	1	hit-skill		101	50	25	0
faewitchM	Veterans	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	damage-skill	Weapon Amazing Grace Mod		84	3	1													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	damage-skill		84	4	1	pierce-fire			25	25						mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	res-pois-len			75	75	damage-skill		84	5	1	pierce-fire			50	50	0
blackpantherM	Veterans	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	damage-skill	Weapon Amazing Grace Mod		84	3	1	att-skill	Spiral Proc		982	5	5							mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	damage-skill		84	4	1	att-skill		982	10	17						mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	res-pois-len			75	75	damage-skill		84	5	1	att-skill		982	25	30	0
porkchop_elite	Elite	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1																			mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1																mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1																0
thepack_elite	Elite	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1																			mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1																mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1																0
blot_elite	Elite	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1																			mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1																mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1																0
psychorbM	Veterans	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	damage-skill	Weapon Amazing Grace Mod		84	3	1													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	damage-skill		84	4	1											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	res-pois-len			75	75	damage-skill		84	20	1						0
sonofhefaestusM	Veterans	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	damage-skill	Weapon Amazing Grace Mod		84	3	1	hit-skill	Flamestrike		453	25	49							mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	damage-skill		84	4	1	hit-skill		453	25	53						mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	res-pois-len			75	75	damage-skill		84	20	1	hit-skill		453	25	56	0
countess	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	state	necroshadowspirit		68	1	1	death-skill	Item Deathstrikes		962	100	15							mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	state		68	1	1	death-skill		962	100	19	death-skill		989	100	50	mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	state		68	1	1	death-skill		962	100	22						0
smith	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	swing3				50	50	hit-skill	Bloodlust		96	15	3							mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	swing3			50	50	hit-skill		96	15	7						mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	swing3			50	50	hit-skill		96	15	10						0
hephaesto	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	swing3				50	50	hit-skill	Bloodlust		96	15	3	crush				100	100	mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	swing3			50	50	hit-skill		96	15	7	crush			100	100	mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	swing3			50	50	hit-skill		96	15	10	crush			100	100	0
andariel	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	mon-avall				25	25	hit-skill	Meteor Shower		824	5	12							mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	mon-avall			50	50	hit-skill		824	5	16	extra-fire			125	125	mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	mon-avall			75	75	hit-skill		824	5	19	extra-fire			250	250	0
duriel	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	mon-avall				25	25	att-skill	Untimered Fortress		804	20	15	pierce-fire				25	25	mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	mon-avall			50	50	att-skill		804	20	19	pierce-fire			50	50	mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	mon-avall			75	75	att-skill		804	20	22	pierce-fire			75	75	0
mephisto	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	mon-avall				25	25													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	mon-avall			50	50											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	mon-avall			75	75											0
diablo	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	mon-avall				25	25	slow				50	50	hit-skill	Mon Respawner		485	100	1	mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	mon-avall			50	50	slow			75	75	hit-skill		485	100	1	mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	mon-avall			75	75	slow			100	100	hit-skill		485	100	1	0
baal	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	mon-avall				25	25	hit-skill	Mon Respawner		485	50	1							mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	mon-avall			50	50	hit-skill		485	50	1						mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	mon-avall			75	75	hit-skill		485	50	1						0
electronics	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	crush				10	10	ignore-ac		50		1	1							mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	crush			20	20	ignore-ac	50		1	1						mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	crush			30	30	ignore-ac	50		1	1						0
electronics_slow	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	crush				10	10	ignore-ac		50		1	1	slow				25	25	mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	crush			20	20	ignore-ac	50		1	1	slow			50	50	mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	crush			30	30	ignore-ac	50		1	1	slow			75	75	0
towerspecial	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	damage-skill	Weapon Amazing Grace Mod		84	1	1													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	damage-skill		84	1	1											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	damage-skill		84	1	1											0
azmospecial	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	aura	Mon Shield Aura		532	1	1	hit-skill	Fire Star		632	50	55	extra-fire				100	100	mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	aura		532	1	1	hit-skill		632	50	59	extra-fire			300	300	mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	aura		532	1	1	hit-skill		632	50	62	extra-fire			500	500	0
quest_fleshdoom	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	mon-avall				25	25	state	darkstardragons		220	1	1							mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	mon-avall			50	50	state		220	1	1						mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	mon-avall			75	75	state		220	1	1						0
horazonastralguard	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	hit-skill	Shield Curse		82	100	1	state	darkstardragons		220	1	1							mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	hit-skill		82	100	1	state		220	1	1						mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	hit-skill		82	100	1	state		220	1	1						0
cougar	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	death-skill	Mon Super Gift of Inner Fire		539	100	22													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	death-skill		539	100	24											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	death-skill		539	100	22											0
junglesnake	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	hit-skill	Snake Poison		53	33	10													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	hit-skill		53	33	32											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75	hit-skill		53	33	50						0
lantern	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	state	preventheal		52	1	1													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	state		52	1	1											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	state		52	1	1											0
quest_akarat	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	kill-skill	Mon Super Gift of Inner Fire		539	100	22	state			181	1	1	mon-avall				25	25	mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	kill-skill		539	100	26	state		181	1	1	mon-avall			50	50	mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	kill-skill		539	100	29	state		181	1	1	mon-avall			75	75	0
quest_follower	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	kill-skill	Mon Super Gift of Inner Fire		539	100	22	death-skill	Mon Weakening Nova		546	100	1							mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	kill-skill		539	100	26	death-skill		546	100	1						mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	kill-skill		539	100	29	death-skill		546	100	1						0
quest_talrasha	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	mon-avall				25	25	aura	Mon Baal Morph Aura		493	1	1	pierce-all				50	50	mon-buff	50		50	50	hit-skill		483	100	1	death-skill		989	100	25	mon-avall			50	50	aura		493	1	1	pierce-all			150	150	mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	mon-avall			75	75	aura		493	1	1	pierce-all			250	250	0
quest_horadric	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	aura	Mon Shield Aura		532	1	1	pierce-all				50	50							mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	aura		532	1	1	pierce-all			100	100						mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	aura		532	1	1	pierce-all			150	150						0
quest_laser	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	mon-avall				25	25													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	mon-avall			50	50											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	mon-avall			75	75											0
quest_priest	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	kill-skill	Mon Super Gift of Inner Fire		539	100	5	aura	Mon Un-Shield Aura		545	1	1							mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	kill-skill		539	100	9	aura		545	1	1						mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	kill-skill		539	100	12	aura		545	1	1						0
quest_butcher	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	hit-skill	Mon Binding Circle		35	20	1	hit-skill	Bloodlust		96	15	1	mon-avall				25	25	mon-buff	50		50	50	hit-skill		483	100	1	death-skill		641	100	5	hit-skill		35	20	1	hit-skill		96	15	5	mon-avall			50	50	mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	hit-skill		35	20	1	hit-skill		96	15	8	mon-avall			75	75	0
quest_koth	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	state	frenzygraphic		211	1	1	aura	Mon Diablo Morph Aura		502	1	1	mon-avall				25	25	mon-buff	50		50	50	hit-skill		483	100	1	death-skill		641	100	9	state		211	1	1	aura		502	1	1	mon-avall			50	50	mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	state		211	1	1	aura		502	1	1	mon-avall			75	75	0
quest_shaman	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	aura	Mon Shield Aura		532	1	1													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	aura		532	1	1											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	aura		532	1	1											0
quest_inarius	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	state			216	1	1	fade				1	1	death-skill	Death Speech Skill		583	100	1	mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	state		216	1	1	fade			1	1	death-skill		583	100	1	mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	state		216	1	1	fade			1	1	death-skill		583	100	1	0
quest_subboss	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1																			mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1																mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1																0
quest_overlord	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	state			216	1	1	mon-avall				25	25	slow				25	25	mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	state		216	1	1	mon-avall			50	50	slow			50	50	mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	state		216	1	1	mon-avall			75	75	slow			75	75	0
quest_rogue	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1																			mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1																mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1																0
quest_crystal	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	aura	Mon Shield Aura		532	1	1													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	aura		532	1	1											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	aura		532	1	1											0
quest_subordinate	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	state			216	1	1	aura	Mon Invis Shield Aura		584	1	1	slow				25	25	mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	state		216	1	1	aura		584	1	1	slow			50	50	mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	state		216	1	1	aura		584	1	1	slow			75	75	0
quest_unused	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	hit-skill	Merc Forked Lightning		579	100	20	state			32	1	1	pierce-ltng				50	50	mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	hit-skill		579	100	24	state		32	1	1	pierce-ltng			75	75	mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	hit-skill		579	100	27	state		32	1	1	pierce-ltng			100	100	0
quest_familiar	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	death-skill	Supernova		680	100	8	death-skill	Death Speech 2 Skill		585	100	1	hit-skill	Merc Forked Lightning		579	100	20	mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	death-skill		680	100	12	death-skill		585	100	1	hit-skill		579	100	24	mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	death-skill		680	100	15	death-skill		585	100	1	hit-skill		579	100	27	0
quest_messenger	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	death-skill	Death Speech 3 Skill		597	100	20	hit-skill			579	100	20							mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	death-skill		597	100	24	hit-skill		579	100	24						mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	death-skill		597	100	27	hit-skill		579	100	27						0
quest_lucion	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	aura	Mon Shield Aura		532	1	1	hit-skill	Teleport		54	50	1	pierce-pois				100	100	mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	aura		532	1	1	hit-skill		54	50	1	pierce-pois			150	150	mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	aura		532	1	1	hit-skill		54	50	1	pierce-pois			200	200	0
quest_primus	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	death-skill	Mon Respawner		485	100	1	aura	Mon Shield Aura		532	1	1	death-skill	Boon of Inarius		598	100	1	mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	death-skill		485	100	1	aura		532	1	1	death-skill		598	100	1	mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	death-skill		485	100	1	aura		532	1	1	death-skill		598	100	1	0
quest_lightwells	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	pierce-pois				25	25													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	pierce-pois			50	50											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	pierce-pois			75	75											0
quest_spitter	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1																			mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1																mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1																0
rathma_primus	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	state			117	1	1	fade				1	1	death-skill	Immolation Bomb		154	100	55	mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	state		117	1	1	fade			1	1	death-skill		154	100	59	mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	state		117	1	1	fade			1	1	death-skill		154	100	62	0
rathma_ghost	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	state			216	1	1	aura	Thrill of the Hunt		1015	1	1	death-skill	Mon Delayed Respawner		623	100	1	mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	state		216	1	1	aura		1015	2	2	death-skill		623	100	1	mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	state		216	1	1	aura		1015	3	3	death-skill		623	100	1	0
rathma_dog	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	state			117	1	1	fade				1	1	death-skill	Mon Delayed Respawner		623	100	1	mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	state		117	1	1	fade			1	1	death-skill		623	100	1	mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	state		117	1	1	fade			1	1	death-skill		623	100	1	0
quest_aldric	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	mon-avall				25	25	death-skill	Mon Singularity		860	100	18	dmg-elem			25	250	500	mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	mon-avall			50	50	death-skill		860	100	20	dmg-elem		50	500	750	mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	mon-avall			75	75	death-skill		860	100	24	dmg-elem		50	750	1000	0
quest_royalguard	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	aura	Mon Shield Aura		532	1	1	death-skill	Mon Singularity		860	100	18	dmg-elem			25	250	500	mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	aura		532	1	1	death-skill		860	100	20	dmg-elem		50	500	750	mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	aura		532	1	1	death-skill		860	100	25	dmg-elem		50	750	1000	0
ureh_undeadknight	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	state			181	1	1	extra-fire				100	100	aura	Thrill of the Hunt		1015	1	1	mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	state		181	1	1	extra-fire			100	100	aura		1015	2	2	mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	state		181	1	1	extra-fire			100	100	aura		1015	3	3	0
ureh_summoner	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	state			216	1	1	aura	Mon Invis Shield Aura		584	1	1							mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	state		216	1	1	aura		584	1	1						mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	state		216	1	1	aura		584	1	1						0
karcheuspriestess	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			641	100	3	death-skill	Glacial Nova		702	100	5													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		641	100	8	death-skill		702	100	9											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	death-skill		702	100	12											0
hefaetruspriestess	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			641	100	2	death-skill	Cataclysm		699	100	10													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	death-skill		699	100	14											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	death-skill		699	100	17											0
zeraepriestess	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			641	100	4	death-skill	Supernova		680	100	10													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		651	100	8	death-skill		680	100	14											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	death-skill		680	100	17											0
karcheushimself	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	state			11	1	1	freeze				5	5							mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	state		11	1	1	freeze			6	6						mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	state		11	1	1	freeze			6	6						0
robotnikboss	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	state			175	1	1	att%				400	400							mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	state		175	1	1	att%			400	400						mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	state		175	1	1	att%			400	400						0
super_kabraxis	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	swing3				50	50	hit-skill	Bloodlust		313	15	1	fade				3	3	mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	swing3			50	50	hit-skill		313	15	4	fade			3	3	mon-buff	75		75	75	hit-skill		483	100	1	death-skill		641	100	10	swing3			50	50	hit-skill		313	15	9	fade			3	3	0
summon_kingkong	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	crush				50	50													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	crush			50	50											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	crush			50	50											0
hiddenboss	Boss or small uber minions	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1																			mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1																mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1																0
