code	name	type	type2	version	compactsave	rarity	spawnable	minac	maxac	absorbs	speed	reqstr	reqdex	block	durability	nodurability	level	levelreq	cost	gamble cost	namestr	magic lvl	auto prefix	alternategfx	OpenBetaGfx	normcode	ubercode	ultracode	spelloffset	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	setinvfile	rArm	lArm	Torso	Legs	rSPad	lSPad	useable	throwable	stackable	minstack	maxstack	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	missiletype	durwarning	qntwarning	mindam	maxdam	StrBonus	DexBonus	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicLvl	ElzixMagicMin	ElzixMagicMax	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	nameable
814	Heavy Belt (Grade 3)	belt	tier			20	1	591	742			195	0		52		69	20		6940	814		402	mbl	mbl	814	814	814		16	2	1	1	2	1	flptbl	invtbl														item_belt	12	item_belt			5			5			2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
860	Heavy Belt (Grade 4)	belt	tier			20	1	806	1010			404	0		52		84	25		13880	860		402	mbl	mbl	860	860	860		16	2	1	1	2	1	flptbl	invtbl														item_belt	12	item_belt			5			3			2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
@31	Heavy Belt (Sacred)	belt	qblt			2	1	1275	1377			568	0		52		84	30		13880	@31		402	mbl	mbl	@31	@31	@31		16	2	1	1	2	1	flptbl	invtbl														item_belt	12	item_belt			5			6			2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
638	Heavy Boots (Grade 1)	boot	tier			20	1	27	39			28	0		42		5	1		96	638		407	vbt	vbt	638	638	638		16	2	2	1	1	1	flpvbt	invvbt														item_boots	12	item_boots			5						2							1					255					255					255		1		1	1					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
730	Heavy Boots (Grade 2)	boot	tier			20	1	109	141			41	0		42		34	10		384	730		407	vbt	vbt	730	730	730		16	2	2	1	2	1	flpvbt	invvbt														item_boots	12	item_boots			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
822	Heavy Boots (Grade 3)	boot	tier			20	1	248	310			87	0		42		63	19		1920	822		407	vbt	vbt	822	822	822		16	2	2	1	3	1	flpvbt	invvbt														item_boots	12	item_boots			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
868	Heavy Boots (Grade 4)	boot	tier			20	1	346	427			179	0		42		77	23		3840	868		407	vbt	vbt	868	868	868		16	2	2	1	4	1	flpvbt	invvbt														item_boots	12	item_boots			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
@39	Heavy Boots (Sacred)	qbot				2	1	696	737			492	0		42		77	30		3840	@39		407	vbt	vbt	@39	@39	@39		16	2	2	1	4	1	flpvbt	invvbt														item_boots	12	item_boots			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
633	Heavy Gloves (Grade 1)	glov	tier			20	1	14	27			24	0		32		5	1		89	633		401	vgl	vgl	633	633	633		16	2	2	1	1	1	flpvgl	invvgl														item_gloves	12	item_gloves			5						2							1					255					255					255		1		1	1					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
725	Heavy Gloves (Grade 2)	glov	tier			20	1	88	109			35	0		32		34	10		356	725		402	vgl	vgl	725	725	725		16	2	2	1	2	1	flpvgl	invvgl														item_gloves	12	item_gloves			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
817	Heavy Gloves (Grade 3)	glov	tier			20	1	208	248			74	0		32		63	19		1780	817		403	vgl	vgl	817	817	817		16	2	2	1	3	1	flpvgl	invvgl														item_gloves	12	item_gloves			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
863	Heavy Gloves (Grade 4)	glov	tier			20	1	287	346			154	0		32		77	23		3560	863		404	vgl	vgl	863	863	863		16	2	2	1	4	1	flpvgl	invvgl														item_gloves	12	item_gloves			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
@34	Heavy Gloves (Sacred)	qglv				2	1	492	522			484	0		32		77	30		3560	@34		404	vgl	vgl	@34	@34	@34		16	2	2	1	4	1	flpvgl	invvgl														item_gloves	12	item_gloves			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
617	Helm (Grade 1)	helm	tier			20	1	56	82			39	0		39		7	2		157	617		401	hlm	hlm	617	617	617			2	2	1	1	1	flphlm	invhlm														item_helm	12	item_helm			5						2							3					255					255					255					255					255					255		1		1	1					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
709	Helm (Grade 2)	helm	tier			20	1	176	229			57	0		39		36	11		628	709		403	hlm	hlm	709	709	709			2	2	1	3	1	flphlm	invhlm														item_helm	12	item_helm			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
801	Helm (Grade 3)	helm	tier			20	1	375	483			120	0		39		46	19		3140	801		404	hlm	hlm	801	801	801			2	2	1	4	1	flphlm	invhlm														item_helm	12	item_helm			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
847	Helm (Grade 4)	helm	tier			20	1	516	658			250	0		39		81	24		6280	847		404	hlm	hlm	847	847	847			2	2	1	4	1	flphlm	invhlm														item_helm	12	item_helm			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
@18	Helm (Sacred)	qhlm				2	1	1304	1375			516	0		39		81	30		6280	@18		404	hlm	hlm	@18	@18	@18			2	2	1	4	1	flphlm	invhlm														item_helm	12	item_helm			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
w22	Heraldic Shield (Grade 1)	ashd	tier	100		4	1	93	180			28	0	1	59		9	2		326	w22		402	pa3	spk	w22	w22	w22		7	2	4	1	2	2	flppa3	invpa3														item_metalshield	12	item_metalshield			5						1				100			3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255						xxx	xxx			1
w62	Heraldic Shield (Grade 2)	ashd	tier	100		4	1	243	430			42	0	1	59		38	11		1304	w62		402	pa3	spk	w62	w62	w62		7	2	4	1	2	2	flppa3	invpa3														item_metalshield	12	item_metalshield			5						1				100			3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255						xxx	xxx			1
e12	Heraldic Shield (Grade 3)	ashd	tier	100		4	1	502	862			88	0	1	59		67	20		6520	e12		403	pa3	spk	e12	e12	e12		7	2	4	1	3	2	flppa3	invpa3														item_metalshield	12	item_metalshield			5						1				100			3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255						xxx	xxx			1
e32	Heraldic Shield (Grade 4)	ashd	tier	100		4	1	684	1169			182	0	1	59		82	24		13040	e32		404	pa3	spk	e32	e32	e32		7	2	4	1	4	2	flppa3	invpa3														item_metalshield	12	item_metalshield			5						1				100			3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255						xxx	xxx			1
@59	Heraldic Shield (Sacred)	qaur		100		1	1	1737	1980			442	0	1	59		82	30		13040	@59		404	pa3	spk	@59	@59	@59		7	2	4	1	4	2	flppa3	invpa3														item_metalshield	12	item_metalshield			5						1				100			3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255						xxx	xxx			1
w17	Horned Helm (Grade 1)	phlm	tier	100		4	1	64	96			55	0		47		9	3		247	w17		402	ba3	bhm	w17	w17	w17			2	2	1	2	1	flpba3	invba3														item_helm	12	item_helm			5						3							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			5	8		xxx	xxx			1
w57	Horned Helm (Grade 2)	phlm	tier	100		4	1	191	259			81	0		47		39	11		988	w57		402	ba3	bhm	w57	w57	w57			2	2	1	2	1	flpba3	invba3														item_helm	12	item_helm			5						3							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			5	8		xxx	xxx			1
w97	Horned Helm (Grade 3)	phlm	tier	100		4	1	399	531			172	0		47		68	20		4940	w97		403	ba3	bhm	w97	w97	w97			2	2	1	3	1	flpba3	invba3														item_helm	12	item_helm			5						3							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			5	8		xxx	xxx			1
e27	Horned Helm (Grade 4)	phlm	tier	100		4	1	548	725			357	0		47		82	24		9880	e27		404	ba3	bhm	e27	e27	e27			2	2	1	4	1	flpba3	invba3														item_helm	12	item_helm			5						3							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			5	8		xxx	xxx			1
@54	Horned Helm (Sacred)	qphm		100		1	1	1145	1235			451	0		47		82	30		9880	@54		404	ba3	bhm	@54	@54	@54			2	2	1	4	1	flpba3	invba3														item_helm	12	item_helm			5						3							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			5	8		xxx	xxx			1
43!	Hundsgugel (Grade 1)	pzhm	tier			4	1	88	131			18	0		24		4	1		88	43!		402	fhl	dr1	43!	43!	43!			2	2	1	2	1	flpci2	invhlmu														item_helm	12	item_helm			5						3							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
45!	Hundsgugel (Grade 2)	pzhm	tier			4	1	232	325			26	0		24		33	9		352	45!		402	fhl	dr1	45!	45!	45!			2	2	1	2	1	flpci2	invhlmu														item_helm	12	item_helm			5						3							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
47!	Hundsgugel (Grade 3)	pzhm	tier			4	1	474	654			55	0		24		62	18		1760	47!		403	fhl	dr1	47!	47!	47!			2	2	1	3	1	flpci2	invhlmu														item_helm	12	item_helm			5						3							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
48!	Hundsgugel (Grade 4)	pzhm	tier			4	1	649	887			115	0		24		76	22		3520	48!		404	fhl	dr1	48!	48!	48!			2	2	1	4	1	flpci2	invhlmu														item_helm	12	item_helm			5						3							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
49!	Hundsgugel (Sacred)	sphz				1	1	1109	1228			363	0		24		76	30		3520	49!		404	fhl	dr1	49!	49!	49!			2	2	1	4	1	flpci2	invhlmu														item_helm	12	item_helm			5						3							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
w15	Jawbone Cap (Grade 1)	phlm	tier	100		4	1	29	43			26	0		34		4	1		94	w15		401	ba1	dr1	w15	w15	w15			2	2	1	1	1	flpba1	invba1														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			5	8		xxx	xxx			1
w55	Jawbone Cap (Grade 2)	phlm	tier	100		4	1	112	142			39	0		34		33	10		376	w55		402	ba1	dr1	w55	w55	w55			2	2	1	2	1	flpba1	invba1														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			5	8		xxx	xxx			1
w95	Jawbone Cap (Grade 3)	phlm	tier	100		4	1	251	307			81	0		34		62	18		1880	w95		403	ba1	dr1	w95	w95	w95			2	2	1	3	1	flpba1	invba1														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			5	8		xxx	xxx			1
e25	Jawbone Cap (Grade 4)	phlm	tier	100		4	1	346	421			168	0		34		75	23		3760	e25		404	ba1	dr1	e25	e25	e25			2	2	1	4	1	flpba1	invba1														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			5	8		xxx	xxx			1
@52	Jawbone Cap (Sacred)	qphm		100		1	1	1045	1083			442	0		34		75	30		3760	@52		404	ba1	dr1	@52	@52	@52			2	2	1	4	1	flpba1	invba1														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			5	8		xxx	xxx			1
6@H	Kazarghand (Grade 1)	stor	tier			10	1	140	286			0	55		74		9	3		431	6@H		401	brs	brs	6@H	6@H	6@H		1	2	3	1	2	1	flpbrs	invxaru						1	1	1						item_platearmor	12	item_platearmor			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
8@H	Kazarghand (Grade 2)	stor	tier			10	1	370	682			0	81		74		39	12		1724	8@H		404	brs	brs	8@H	8@H	8@H		1	2	3	1	4	1	flpbrs	invxaru						1	1	1						item_platearmor	12	item_platearmor			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
1@I	Kazarghand (Grade 3)	stor	tier			10	1	753	1356			0	170		74		68	20		8620	1@I		405	brs	brs	1@I	1@I	1@I		1	2	3	1	5	1	flpbrs	invxaru						1	1	1						item_platearmor	12	item_platearmor			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
2@I	Kazarghand (Grade 4)	stor	tier			10	1	1027	1837			0	353		74		84	25		17240	2@I		406	brs	brs	2@I	2@I	2@I		1	2	3	1	6	1	flpbrs	invxaru						1	1	1						item_platearmor	12	item_platearmor			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
3@I	Kazarghand (Sacred)	sstr				1	1	2772	3178			0	550		74		84	30		17240	3@I		406	brs	brs	3@I	3@I	3@I		1	2	3	1	6	1	flpbrs	invxaru						1	1	1						item_platearmor	12	item_platearmor			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
624	Kite Shield (Grade 1)	shie	tier			20	1	117	226		3	30	59	0	62		9	2		343	624		401	kit	buc	624	624	624		7	2	3	1	1	2	flpkit	invkit														item_metalshield	12	item_metalshield			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255		1		1	1					255					255					255					255			2	8		xxx	xxx			1
716	Kite Shield (Grade 2)	shie	tier			20	1	304	538		3	44	87	0	62		38	11		1372	716		403	kit	buc	716	716	716		7	2	3	1	3	2	flpkit	invkit														item_metalshield	12	item_metalshield			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
808	Kite Shield (Grade 3)	shie	tier			20	1	628	1078		3	93	183	0	62		67	20		6860	808		404	kit	buc	808	808	808		7	2	3	1	4	2	flpkit	invkit														item_metalshield	12	item_metalshield			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
854	Kite Shield (Grade 4)	shie	tier			20	1	855	1462		3	192	378	0	62		82	24		13720	854		404	kit	buc	854	854	854		7	2	3	1	4	2	flpkit	invkit														item_metalshield	12	item_metalshield			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
@25	Kite Shield (Sacred)	qshi				2	1	1822	2126		3	497	559	0	62		82	30		13720	@25		404	kit	buc	@25	@25	@25		7	2	3	1	4	2	flpkit	invkit														item_metalshield	12	item_metalshield			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
8@G	Lamellar Armor (Grade 1)	stor	tier			10	1	75	155			0	31		50		7	2		227	8@G		401	stu	stu	8@G	8@G	8@G		1	2	3	1	2	1	flpstu	invxrss					1	1								item_platearmor	12	item_platearmor			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
1@H	Lamellar Armor (Grade 2)	stor	tier			10	1	223	391			0	46		50		36	11		908	1@H		404	stu	stu	1@H	1@H	1@H		1	2	3	1	4	1	flpstu	invxrss					1	1								item_platearmor	12	item_platearmor			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
3@H	Lamellar Armor (Grade 3)	stor	tier			10	1	473	795			0	96		50		65	19		4540	3@H		405	stu	stu	3@H	3@H	3@H		1	2	3	1	5	1	flpstu	invxrss					1	1								item_platearmor	12	item_platearmor			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
4@H	Lamellar Armor (Grade 4)	stor	tier			10	1	646	1080			0	199		50		79	24		9080	4@H		406	stu	stu	4@H	4@H	4@H		1	2	3	1	6	1	flpstu	invxrss					1	1								item_platearmor	12	item_platearmor			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
5@H	Lamellar Armor (Sacred)	sstr				1	1	2582	2800			0	499		50		79	30		9080	5@H		406	stu	stu	5@H	5@H	5@H		1	2	3	1	6	1	flpstu	invxrss					1	1								item_platearmor	12	item_platearmor			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
623	Large Shield (Grade 1)	shie	tier			20	1	85	162			22	45	0	52		6	2		186	623		401	lrg	buc	623	623	623		7	2	3	1	1	2	flplrg	invlrg														item_metalshield	12	item_metalshield			5						2							3					255					255					255					255					255					255		1		1	1					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
715	Large Shield (Grade 2)	shie	tier			20	1	240	405			32	67	0	52		36	10		744	715		403	lrg	buc	715	715	715		7	2	3	1	3	2	flplrg	invlrg														item_metalshield	12	item_metalshield			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
807	Large Shield (Grade 3)	shie	tier			20	1	501	817			68	139	0	52		65	19		3720	807		404	lrg	buc	807	807	807		7	2	3	1	4	2	flplrg	invlrg														item_metalshield	12	item_metalshield			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
853	Large Shield (Grade 4)	shie	tier			20	1	684	1113			141	288	0	52		80	24		7440	853		404	lrg	buc	853	853	853		7	2	3	1	4	2	flplrg	invlrg														item_metalshield	12	item_metalshield			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
@24	Large Shield (Sacred)	qshi				2	1	1737	1952			480	529	0	52		80	30		7440	@24		404	lrg	buc	@24	@24	@24		7	2	3	1	4	2	flplrg	invlrg														item_metalshield	12	item_metalshield			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
601	Leather Armor (Grade 1)	tors	tier			20	1	39	78			19	0		33		3	1		92	601		401	lea	lea	601	601	601		1	2	3	1	2	1	flplea	invlea					1		1	1						item_lightarmor	12	item_lightarmor			5						2							1					255					255		1		1	1					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
693	Leather Armor (Grade 2)	tors	tier			20	1	141	229			28	0		33		30	9		368	693		404	lea	lea	693	693	693		1	2	3	1	4	1	flplea	invlea					1		1	1						item_lightarmor	12	item_lightarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
785	Leather Armor (Grade 3)	tors	tier			20	1	310	477			59	0		33		59	17		1840	785		405	lea	lea	785	785	785		1	2	3	1	5	1	flplea	invlea					1		1	1						item_lightarmor	12	item_lightarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
831	Leather Armor (Grade 4)	tors	tier			20	1	427	653			122	0		33		72	22		3680	831		406	lea	lea	831	831	831		1	2	3	1	6	1	flplea	invlea					1		1	1						item_lightarmor	12	item_lightarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
@02	Leather Armor (Sacred)	qtor				2	1	2306	2419			474	0		33		72	30		3680	@02		406	lea	lea	@02	@02	@02		1	2	3	1	6	1	flplea	invlea					1		1	1						item_lightarmor	12	item_lightarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
632	Leather Gloves (Grade 1)	glov	tier			20	1	6	8			10	0		25		1	0		54	632		401	lgl	lgl	632	632	632		16	2	2	1	1	1	flplgl	invlgl														item_gloves	12	item_gloves			5						2							1		1		1	1		1		1	1					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
724	Leather Gloves (Grade 2)	glov	tier			20	1	70	75			15	0		25		28	8		216	724		402	lgl	lgl	724	724	724		16	2	2	1	2	1	flplgl	invlgl														item_gloves	12	item_gloves			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
816	Leather Gloves (Grade 3)	glov	tier			20	1	176	184			31	0		25		57	17		1080	816		403	lgl	lgl	816	816	816		16	2	2	1	3	1	flplgl	invlgl														item_gloves	12	item_gloves			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
862	Leather Gloves (Grade 4)	glov	tier			20	1	243	258			64	0		25		72	21		2160	862		404	lgl	lgl	862	862	862		16	2	2	1	4	1	flplgl	invlgl														item_gloves	12	item_gloves			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
@33	Leather Gloves (Sacred)	qglv				2	1	470	477			454	0		25		72	30		2160	@33		404	lgl	lgl	@33	@33	@33		16	2	2	1	4	1	flplgl	invlgl														item_gloves	12	item_gloves			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
628	Light Belt (Grade 1)	belt	tier			20	1	45	61			27	0		34		5	1		108	628		401	vbl	vbl	628	628	628		16	2	1	1	1	1	flpvbl	invvbl														item_belt	12	item_belt			5			1			2							1					255					255					255		1		1	1					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
720	Light Belt (Grade 2)	belt	tier			20	1	152	184			40	0		34		34	10		432	720		402	vbl	vbl	720	720	720		16	2	1	1	2	1	flpvbl	invvbl														item_belt	12	item_belt			5			4			2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
812	Light Belt (Grade 3)	belt	tier			20	1	332	396			83	0		34		64	19		2160	812		402	vbl	vbl	812	812	812		16	2	1	1	2	1	flpvbl	invvbl														item_belt	12	item_belt			5			5			2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
858	Light Belt (Grade 4)	belt	tier			20	1	458	541			173	0		34		77	23		4320	858		402	vbl	vbl	858	858	858		16	2	1	1	2	1	flpvbl	invvbl														item_belt	12	item_belt			5			3			2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
@29	Light Belt (Sacred)	belt	qblt			2	1	1101	1143			490	0		34		77	30		4320	@29		402	vbl	vbl	@29	@29	@29		16	2	1	1	2	1	flpvbl	invvbl														item_belt	12	item_belt			5			6			2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
635	Light Gauntlets (Grade 1)	glov	tier			20	1	29	56			52	0		46		11	3		239	635		401	mgl	mgl	635	635	635		16	2	2	1	1	1	flptgl	invtgl														item_glovesmetal	12	item_glovesmetal			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255		1		1	1					255					255					255					255			2	8		xxx	xxx			1
727	Light Gauntlets (Grade 2)	glov	tier			20	1	120	176			76	0		46		40	12		956	727		402	mgl	mgl	727	727	727		16	2	2	1	2	1	flptgl	invtgl														item_glovesmetal	12	item_glovesmetal			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
819	Light Gauntlets (Grade 3)	glov	tier			20	1	273	381			161	0		46		69	20		4780	819		403	mgl	mgl	819	819	819		16	2	2	1	3	1	flptgl	invtgl														item_glovesmetal	12	item_glovesmetal			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
865	Light Gauntlets (Grade 4)	glov	tier			20	1	375	522			333	0		46		83	25		9560	865		404	mgl	mgl	865	865	865		16	2	2	1	4	1	flptgl	invtgl														item_glovesmetal	12	item_glovesmetal			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
@36	Light Gauntlets (Sacred)	qglv				2	1	536	610			544	0		46		83	30		9560	@36		404	mgl	mgl	@36	@36	@36		16	2	2	1	4	1	flptgl	invtgl														item_glovesmetal	12	item_glovesmetal			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
611	Light Plate (Grade 1)	tors	tier			20	1	195	393			79	0		93		13	4		837	611		401	ltp	ltp	611	611	611		1	2	3	1	2	1	flpltp	invltp			1	1	2	1	2	2						item_platearmor	12	item_platearmor			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255		1		1	1					255			2	8		xxx	xxx			1
703	Light Plate (Grade 2)	tors	tier			20	1	477	903			116	0		93		42	12		3348	703		404	ltp	ltp	703	703	703		1	2	3	1	4	1	flpltp	invltp			1	1	2	1	2	2						item_platearmor	12	item_platearmor			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
795	Light Plate (Grade 3)	tors	tier			20	1	957	1772			244	0		93		71	21		16740	795		405	ltp	ltp	795	795	795		1	2	3	1	5	1	flpltp	invltp			1	1	2	1	2	2						item_platearmor	12	item_platearmor			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
841	Light Plate (Grade 4)	tors	tier			20	1	1300	2402			506	0		93		85	25		33480	841		406	ltp	ltp	841	841	841		1	2	3	1	6	1	flpltp	invltp			1	1	2	1	2	2						item_platearmor	12	item_platearmor			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
