#code	name	spelldescstr	width	height	gentype	stackable	rlvl	rstr	rdex	1h2h	2h	1hMinDmg	1hMaxDmg	2hMinDmg	2hMaxDmg	throwMinDmg	throwMaxDmg	image	quest	type	sockettype	class
48-	\red;Pearl of Wisdom	\dgrey;they cannot be bought or gambled.\nitems. However,\neven more powerful than the best tier 6\nThe Sacred tier of weapons and armor is\n\n-- Sacred Items --	1	1	2		0	0	0									ShinieWhite		thng		-1
mp4	Greater Mana Potion	Mana Regeneration +125% for 7 seconds	1	1	2		0	0	0									invmp4		mpot		-1
2x9	\dgreen;Epsilon Brain		1	1	2		0	0	0									invbrnz		thng		-1
09-	\red;Pearl of Wisdom	\dgrey;with a certain amount of Crafting Points.\nMany recipes require you to wear armor\nto unlock the secrets of the Horadric Cube.\nIt takes the right signs and incantations\n\n-- Crafting Points --	1	1	2		0	0	0									ShinieWhite		thng		-1
zen	Median XL - Ultimative XIII\n\red; READ ME 	[put in the cube and click transmute]\n\n\orange;Lachdanan in Travincal.\n- Khalims Will now drops from\nthe Claw Viper Temple Level 2\n- Horadric Staff now drops in\n\red;IMPORTANT NOTE\n\n\gold;MedianXL-U XIII by \grey;MarcoNecroX & \purple;BrotherLaz\n\n\red;Thanks for playing!	1	2	2		0	0	0									invjbi		woot		-1
r18	\purple;Ko Rune		1	1	2		39	0	0									invrKo		rune		-1
ned	Amulet		1	1	2		0	0	0									invamu		amul		-1
yq9	Aerial's Skull		1	1	2		0	0	0									skullstar		grtz		-1
47-	\red;Pearl of Wisdom	\dgrey;certain places to summon ancient evils...\nMeditation Candles. Use the Book in\nthree Victim's Hearts and three\nTo create a Book of Summoning, cube\n\n-- Book of Summoning --	1	1	2		0	0	0									shinieYellow		thng		-1
\\4	\purple;Great Saphire		1	1	2		0	0	0									invgsbe		thng		-1
k@k	The Book of Lies		1	1	2		0	0	0									invsbk2		grtz		-1
P0+	\orange;Divine Shrine (10 Charges)		1	2	2		0	0	0									jbscross		prsh		-1
fng	Fang		1	1	2		0	0	0									invfang		body		-1
a68	Horazon's Focus		1	1	2		0	0	0									newhorazonsfocus		grtz		-1
mp3	Mana Potion	Mana Regeneration +100% for 8 seconds	1	1	2		0	0	0									invmp3		mpot		-1
r29	\purple;Sur Rune		1	1	2		61	0	0									invrSur		rune		-1
&75	\orange;Mystic Orb\nApple of Discord	\blue;+10 Required Level\n+20 to Mana\n+20 to Life\n1% Chance to cast level 13 Dire Charm on Attack\n\white;Cube with Item to Add Bonus	1	1	2		0	0	0									orb_any		asaa,asa#		-1
ear	Ear		1	1	2		0	0	0									invear		play		-1
s@s	Assur's Bane		1	1	2		0	0	0									ring08		kill		-1
eo9	\red;Elixir of Lightning	Lightning Spell Damage +50% for 60 seconds	1	1	2		0	0	0									invxyz		hpot		-1
L0+	\orange;Mysterious Shrine (10 Charges)		1	2	2		0	0	0									jbscross		prsh		-1
#Y^	Creator's Hand\nCongratulations!		2	2	2		120	0	0									veryowncharm		grtz		-1
zkq	\dgreen;Signet of Learning	Right-click: Free Attribute Points:	1	1	2		0	0	0									sigil1B		poti		-1
z3+	\orange;Mystic Orb	\blue;+2 Required Level\n+1 to Summon Daystar\n\white;Cube with Ring/Amulet to Add Bonus	1	1	2		0	0	0									orb_misc		asaa		-1
ba9	Amulet		1	1	2		0	0	0									invamu		amul		-1
hrt	Heart		1	1	2		0	0	0									invhrt		body		-1
zoh	\red;Energy Pack	Right-click: Mana Restored:	1	1	2		0	0	0									stoneearth		poti		-1
C9+	\orange;Quiet Shrine (1 Charge)		1	2	2		0	0	0									@Quiet		prsh		-1
9ar	Amulet		1	1	2		0	0	0									invamu		amul		-1
yq2	Six Angel Bag		1	1	2		0	0	0									newsixangelbag		grtz		-1
ey9	\red;Elixir of Adrenaline (Disabled)	Cancels Running Skill Timers	1	1	2		0	0	0									invpotr		hpot		-1
ob9	Amulet		1	1	2		0	0	0									invamu		amul		-1
r97	\red;Unknown Skull		1	1	2		0	0	0									unknownskull2		thng		-1
14^	\dgreen;Custom Signet of Learning	Right-click: Free Attribute Points:	1	1	2		0	0	0									newlearningFTW		poti		-1
\\8	Lucion's Soulstone		1	1	2		0	0	0									invch7		grtz		-1
am4	Amulet		1	1	2		0	0	0									invamu		amul		-1
pa5	Amulet		1	1	2		0	0	0									invamu		amul		-1
µ10	\orange;Quov Tsin Trophy	Cube with the Silver Seal of Ureh...	1	1	2		0	0	0									kTsin		thng		-1
51+	\orange;Mystic Orb	\blue;+2 Required Level\n5% Faster Run/Walk\n\white;Cube with Any Armor to Add Bonus	1	1	2		0	0	0									orb_armo		asaa		-1
7$a	\purple;Chipped Turquoise		1	1	2		1	0	0									invgsta		gemo,gem0		-1
48+	\orange;Mystic Orb	\blue;+2 Required Level\n1% Reanimate As: Skeleton\n\white;Cube with Any Armor to Add Bonus	1	1	2		0	0	0									orb_armo		asaa		-1
\\3	\purple;Great Topaz		1	1	2		0	0	0									invgsye		thng		-1
pab	Amulet		1	1	2		0	0	0									invamu		amul		-1
P6+	\orange;Divine Shrine (4 Charges)		1	2	2		0	0	0									jbscross		prsh		-1
R3+	\orange;Stone Shrine (7 Charges)		1	2	2		0	0	0									@Stone		prsh		-1
am1	Amulet		1	1	2		0	0	0									invamu		amul		-1
B2+	\orange;Abandoned Shrine (8 Charges)		1	2	2		0	0	0									@Abandoned		prsh		-1
T5+	\orange;Cryptic Shrine (5 Charges)		1	2	2		0	0	0									jbscross		prsh		-1
14-	\red;Pearl of Wisdom	\dgrey;(See documentation for details)\nReward: class charm upgrade, new learnable skill\n- Completion of five Trials\nRequires:\n\n-- Black Road Challenge --	1	1	2		0	0	0									ShinieBlue		thng		-1
M8+	\orange;Spiritual Shrine (2 Charges)		1	2	2		0	0	0									@Spiritual		prsh		-1
H0+	\orange;Fascinating Shrine (10 Charges)		1	2	2		0	0	0									@Fascinating		prsh,sh10		-1
58+	\orange;Mystic Orb	\blue;+2 Required Level\n1% Chance to cast level 6 Crucify on Attack\n\white;Cube with Any Weapon to Add Bonus	1	1	2		0	0	0									orb_weap		asaa		-1
G6+	\orange;Tainted Shrine (4 Charges)		1	2	2		0	0	0									@Tainted		prsh		-1
et1	\red;Elixir of Concentration	Buff/Debuff/Cold Skill Duration +25% for 60 seconds	1	1	2		0	0	0									invpob		hpot		-1
38-	\red;Pearl of Wisdom	\dgrey;Location: Act 2 Halls of the Dead 3\nHard (4/8)\nUberlevel\n\n-- Tran Athulua --	1	1	2		0	0	0									shinieGreen		thng		-1
µ07	\orange;Rathma Square Trophy	Cube with the Spirit Trance Herb...	1	1	2		0	0	0									kRathma		thng		-1
lawl	Soulkeeper\nCongratulations!		1	1	2		0	0	0									invnps		grtz		-1
&05	\orange;Mystic Orb	\blue;+2 Required Level\n+1% to Fire Spell Damage\n\white;Cube with Item to Add Bonus	1	1	2		0	0	0									orb_any		asaa		-1
r11	\purple;Amn Rune		1	1	2		25	0	0									invrAmn		rune		-1
&84	\orange;Mystic Orb\nThe Demon Core	\blue;+10 Required Level\n+4% to Poison Spell Damage\n+4% to Fire Spell Damage\n1% Chance to cast level 17 Gamma Field when you Kill an Enemy\n1% Chance to cast level 17 Apocalypse when you Kill an Enemy\n\white;Cube with Any Weapon to Add Bonus	1	1	2		0	0	0									orb_weap		asaa,asa#		-1
&91	\orange;Mystic Orb\nEssence of Itherael	\blue;+10 Required Level\nTotal Character Defense Plus 5%\nEnhanced Weapon Damage +15%\n\white;Cube with Any Armor to Add Bonus	1	1	2		0	0	0									orb_armo		asaa,asa#		-1
gfw	\purple;Flawed Diamond		1	1	2		5	0	0									invgswb		gemd,gem1		-1
2x8	\dgreen;Delta Brain		1	1	2		0	0	0									invbrnz		thng		-1
yq7	Hard Mode Charm		2	2	2		0	0	0									hardmode		grtz		-1
07-	\red;Pearl of Wisdom	\dgrey;attack. Keep your distance!\nan instant death teleport\nThese stationary monsters guard an area with\n\n-- Witches --	1	1	2		0	0	0									ShinieWhite		thng		-1
z2+	\orange;Mystic Orb	\blue;+2 Required Level\nPoison Length Reduced by 2%\n\white;Cube with Ring/Amulet to Add Bonus	1	1	2		0	0	0									orb_misc		asaa		-1
16-	\red;Pearl of Wisdom	\dgrey;also need 3 perfect gems.\nNonmagical items and runewords\nfrom the item.\nto separate the socket fillers\nCube any item with an Oil of Disjunction\n\n-- Unsocketing --	1	1	2		0	0	0									shinieYellow		thng		-1
!@9	\dgreen;Dogma of Terror		1	1	2		0	0	0									zTerror		thng		-1
F4+	\orange;Gloomy Shrine (6 Charges)		1	2	2		0	0	0									@Gloomy		prsh		-1
nea	Amulet		1	1	2		0	0	0									invamu		amul		-1
20^	\dgreen;Custom Signet of Learning	Right-click: Free Attribute Points:	1	1	2		0	0	0									newlearningFTW		poti		-1
K9+	\orange;Shimmering Shrine (1 Charge)		1	2	2		0	0	0									@Shimmering		prsh		-1
&26	\orange;Mystic Orb	\blue;+2 Required Level\n+15% Enhanced Defense\n\white;Cube with Any Armor to Add Bonus	1	1	2		0	0	0									orb_armo		asaa		-1
I7+	\orange;Ornate Shrine (3 Charges)		1	2	2		0	0	0									@Ornate		prsh		-1
S1+	\orange;Religious Shrine (9 Charges)		1	2	2		0	0	0									jbscross		prsh		-1
dr9	Amulet		1	1	2		0	0	0									invamu		amul		-1
box	Horadric Cube		2	2	2		0	0	0									invbox	10	ques		-1
M6+	\orange;Spiritual Shrine (4 Charges)		1	2	2		0	0	0									@Spiritual		prsh		-1
ne3	Amulet		1	1	2		0	0	0									invamu		amul		-1
T3+	\orange;Cryptic Shrine (7 Charges)		1	2	2		0	0	0									jbscross		prsh		-1
19+	\orange;Mystic Orb	\blue;+2 Required Level\n+25 Defense\n\white;Cube with Ring/Amulet to Add Bonus	1	1	2		0	0	0									orb_misc		asaa		-1
31-	\red;Pearl of Wisdom	\dgrey;Location: Act 5 Nihlathak's Temple\nVery Hard (5/8)\nSummoning Uberquest\n\n-- Lord Aldric Jitan --	1	1	2		0	0	0									shiniePurple		thng		-1
&39	\orange;Mystic Orb	\blue;+2 Required Level\n1% Chance of Crushing Blow\n\white;Cube with Any Weapon to Add Bonus	1	1	2		0	0	0									orb_weap		asaa		-1
18+	\orange;Mystic Orb	\blue;+2 Required Level\n+1 to Wyrd\n\white;Cube with Ring/Amulet to Add Bonus	1	1	2		0	0	0									orb_misc		asaa		-1
G0+	\orange;Tainted Shrine (10 Charges)		1	2	2		0	0	0									@Tainted		prsh,sh10		-1
ba7	Amulet		1	1	2		0	0	0									invamu		amul		-1
O0+	\orange;Enchanted Shrine (10 Charges)		1	2	2		0	0	0									@Enchanted		prsh,sh10		-1
C6+	\orange;Quiet Shrine (4 Charges)		1	2	2		0	0	0									@Quiet		prsh		-1
&37	\orange;Mystic Orb	\blue;+2 Required Level\n+10 to Maximum Damage\n\white;Cube with Any Weapon to Add Bonus	1	1	2		0	0	0									orb_weap		asaa		-1
r01	\purple;El Rune		1	1	2		11	0	0									invrEl		rune		-1
01+	\orange;Mystic Orb	\blue;+2 Required Level\n+2 to Strength\n\white;Cube with Item to Add Bonus	1	1	2		0	0	0									orb_any		asaa		-1
||;		\nMax. Level: 5\n\nwithout dying!\ntraps, and kill him afterwards,\nYou need to take down his\nsummon Volrath the vile.\nUse the summon quest skill to	1	2	2		0	0	0									invjbi		grtz		-1
41-	\red;Pearl of Wisdom	\dgrey;Location: Act 5 Pit of Acheron\nExtreme (6/8)\nUberlevel\n\n-- Ghosts of Old Bremmtown --	1	1	2		0	0	0									shinieGreen		thng		-1
jaw	Jawbone		1	1	2		0	0	0									invjaw		body		-1
F2+	\orange;Gloomy Shrine (8 Charges)		1	2	2		0	0	0									@Gloomy		prsh		-1
9tw	Amulet		1	1	2		0	0	0									invamu		amul		-1
&27	\orange;Mystic Orb	\blue;+2 Required Level\nTotal Character Defense Plus 2%\n\white;Cube with Any Armor to Add Bonus	1	1	2		0	0	0									orb_armo		asaa		-1
&63	\orange;Mystic Orb	\blue;+2 Required Level\nEnhanced Weapon Damage Plus 10%\n\white;Cube with Any Weapon to Add Bonus	1	1	2		0	0	0									orb_weap		asaa		-1
59+	\orange;Mystic Orb	\blue;+2 Required Level\nLuck Trial\n\white;Cube with Any Weapon to Add Bonus	1	1	2		0	0	0									orb_weap		asaa		-1
D7+	\orange;Eerie Shrine (3 Charges)		1	2	2		0	0	0									@Eerie		prsh		-1
F3+	\orange;Gloomy Shrine (7 Charges)		1	2	2		0	0	0									@Gloomy		prsh		-1
Kx4	\red;Light Stone	\orange;Cube with an unknown skull	1	1	2		0	0	0									ltng-rune		thng		-1
&83	\orange;Mystic Orb\nNor Tiraj's Flaming Sphere	\blue;+10 Required Level\nFire Resist +10%\n+5% to Fire Spell Damage\nAdds 25-50 Fire Damage\n1% Chance to cast level 30 Flamefront when Attacked\n\white;Cube with Any Weapon to Add Bonus	1	1	2		0	0	0									orb_weap		asaa,asa#		-1
A5+	\orange;Creepy Shrine (5 Charges)		1	2	2		0	0	0									@Creepy		prsh		-1
J8+	\orange;Sacred Shrine (1 Charges)		1	2	2		0	0	0									@Sacred		prsh		-1
I8+	\orange;Ornate Shrine (2 Charges)		1	2	2		0	0	0									@Ornate		prsh		-1
qux	Cube Reagent (3/4)\n\orange;Brilliant Arcane Crystal		1	1	2		0	0	0									orb_misc		thng		-1
98-	\red;Pearl of Wisdom	\dgrey;Location: Act 1 Cave Level 2\nExtreme (6/8)\nUberlevel\n\n-- Duncraig (bonus uberquest) --	1	1	2		0	0	0									shinieGreen		thng		-1
J2+	\orange;Sacred Shrine (8 Charges)		1	2	2		0	0	0									@Sacred		prsh		-1
amc	Amulet		1	1	2		0	0	0									invamu		amul		-1
hpo	FLYING POLAR BUFFALO ERROR		1	1	2		0	0	0									invrps		hpot		-1
cqv	Bolt Quiver		1	3	2	1	0	0	0									invcqv		xboq	2	-1
05-	\red;Pearl of Wisdom	\dgrey;difficulty may yield wondrous rewards!\nages past. Doing so on Destruction\nareas to summon legendary evils from\nHoradric Cube and use it in designated\nCraft a Book of Summoning in the\n\n-- Summoning Uberquests --	1	1	2		0	0	0									ShinieWhite		thng		-1
ob3	Amulet		1	1	2		0	0	0									invamu		amul		-1
7cs	Amulet		1	1	2		0	0	0									invamu		amul		-1
||.	\grey;Cube Reagent\n\orange;Blessed Crystal		1	1	2		0	0	0									red_gemm		thng		-1
M3+	\orange;Spiritual Shrine (7 Charges)		1	2	2		0	0	0									@Spiritual		prsh		-1
drf	Amulet		1	1	2		0	0	0									invamu		amul		-1
gcg	\purple;Chipped Emerald		1	1	2		1	0	0									invgsga		geme,gem0		-1
eo8	\red;Elixir of Cold	Cold Spell Damage +50% for 60 seconds	1	1	2		0	0	0									invxyz		hpot		-1
a61	Sacred Worldstone Key		1	1	2		0	0	0									newsacwk		grtz		-1
#3^	\grey;Cube Reagent\n\orange;Arcane Shards #2		1	1	2		0	0	0									invfary2		thng		-1
B1+	\orange;Abandoned Shrine (9 Charges)		1	2	2		0	0	0									@Abandoned		prsh		-1
O3+	\orange;Enchanted Shrine (7 Charges)		1	2	2		0	0	0									@Enchanted		prsh		-1
H7+	\orange;Fascinating Shrine (3 Charges)		1	2	2		0	0	0									@Fascinating		prsh		-1
||`	\orange;Broken Crystal		1	1	2		0	0	0									useless_gemmy		thng		-1
3oµ	Cube Reagent\n\orange;Catalyst of Disenchantment		1	1	2		0	0	0									catal2		thng		-1
amu	Amulet		1	1	2		0	0	0									invamu		amul		-1
x06	Eye of Divinity		1	1	2		0	0	0									invgmy		araf		3
gcb	\purple;Chipped Sapphire		1	1	2		1	0	0									invgsba		gems,gem0		-1
z4+	\orange;Mystic Orb	\blue;+2 Required Level\n+1 to Summon Shredder\n\white;Cube with Ring/Amulet to Add Bonus	1	1	2		0	0	0									orb_misc		asaa		-1
I4+	\orange;Ornate Shrine (6 Charges)		1	2	2		0	0	0									@Ornate		prsh		-1
r31	\purple;Jah Rune		1	1	2		65	0	0									invrJo		rune		-1
r49	\purple;Lai Rune		1	1	2		100	0	0									r-a-02		rune		-1
gly	\purple;Flawless Topaz		1	1	2		15	0	0									invgsyd		gemt,gem3		-1
17+	\orange;Mystic Orb	\blue;+2 Required Level\n3% Bonus to Poison Skill Duration\n\white;Cube with Ring/Amulet to Add Bonus	1	1	2		0	0	0									orb_misc		asaa		-1
glg	\purple;Flawless Emerald		1	1	2		15	0	0									invgsgd		geme,gem3		-1
zky	\dgreen;Greater Signet of Learning	Right-click: Free Attribute Points:	1	1	2		0	0	0									sigilXL		poti		-1
&85	\orange;Mystic Orb\nUldyssian's Spirit	\blue;+10 Required Level\n+2% to Spell Damage\n+25% Damage to Demons\n+5 Energy Factor to Spell Damage\n+5 Strength Factor to Spell Damage\n\white;Cube with Any Weapon to Add Bonus	1	1	2		0	0	0									orb_weap		asaa,asa#		-1
A2+	\orange;Creepy Shrine (8 Charges)		1	2	2		0	0	0									@Creepy		prsh		-1
D0+	\orange;Eerie Shrine (10 Charges)		1	2	2		0	0	0									@Eerie		prsh,sh10		-1
dr3	Amulet		1	1	2		0	0	0									invamu		amul		-1
42+	\orange;Mystic Orb	\blue;+2 Required Level\n-1% to Enemy Cold Resistance\n\white;Cube with Item to Add Bonus	1	1	2		0	0	0									orb_any		asaa		-1
!@6	\dgreen;Dogma of Suffering		1	1	2		0	0	0									zPain		thng		-1
rvs	Rejuvenation Potion	Regenerates Life and Mana over 8 seconds	1	1	2		0	0	0									invvps		rpot		-1
obe	Amulet		1	1	2		0	0	0									invamu		amul		-1
7lw	Amulet		1	1	2		0	0	0									invamu		amul		-1
L8+	\orange;Mysterious Shrine (2 Charges)		1	2	2		0	0	0									jbscross		prsh		-1
10+	\orange;Mystic Orb	\blue;+2 Required Level\nDamage Reduced by 2\n\white;Cube with Item to Add Bonus	1	1	2		0	0	0									orb_any		asaa		-1
|\#	Brachyceran's Token		1	1	2		0	0	0									maggotlairfag		grtz		-1
&44	\orange;Mystic Orb	\blue;+2 Required Level\n-1% to Enemy Poison Resistance\n\white;Cube with Item to Add Bonus	1	1	2		0	0	0									orb_any		asaa		-1
&65	\orange;Mystic Orb	\blue;+2 Required Level\n3% Increased Attack Speed\n\white;Cube with Any Weapon to Add Bonus	1	1	2		0	0	0									orb_weap		asaa		-1
r35	\purple;Lah Rune		1	1	2		75	0	0									r-a-06		rune		-1
0oµ	Cube Reagent\n\orange;Catalyst of Learning		1	1	2		0	0	0									catal1		thng		-1
&55	\orange;Mystic Orb	\blue;+2 Required Level\n1% Chance to cast level 1 Teleport when Struck\n\white;Cube with Any Armor to Add Bonus	1	1	2		0	0	0									orb_armo		asaa		-1
E6+	\orange;Weird Shrine (4 Charges)		1	2	2		0	0	0									@Weird		prsh		-1
bps	FLYING POLAR BUFFALO ERROR		1	1	2	1	0	0	0									invbps		mpot		-1
43+	\orange;Mystic Orb	\blue;+2 Required Level\n-1% to Enemy Lightning Resistance\n\white;Cube with Item to Add Bonus	1	1	2		0	0	0									orb_any		asaa		-1
G1+	\orange;Tainted Shrine (9 Charges)		1	2	2		0	0	0									@Tainted		prsh		-1
gcy	\purple;Chipped Topaz		1	1	2		1	0	0									invgsya		gemt,gem0		-1
ne5	Amulet		1	1	2		0	0	0									invamu		amul		-1
voi1	\purple;Scroll of Greed		1	1	2		0	0	0									invrsc		thng		-1
&76	\orange;Mystic Orb\nIdol of Stars	\blue;+10 Required Level\n+3 to Energy\n+3 to Vitality\n+4 to Dexterity\n+4 to Strength\n\white;Cube with Any Armor to Add Bonus	1	1	2		0	0	0									orb_armo		asaa,asa#		-1
ey6	\red;Elixir of Dexterity	+40% Dexterity for 60 seconds	1	1	2		0	0	0									invxyz		hpot		-1
voXX	Rathma's Supremacy		1	2	2		0	0	0									invbwnu		grtz		-1
#X6	\red;Token of Lies	\orange;Usable for powerful recipes\n\orange;Secret Reagent!	1	1	2		0	0	0									newsignet6		thng		-1
12+	\orange;Mystic Orb	\blue;+2 Required Level\n+2% Bonus to Summoned Minion Damage\n\white;Cube with Item to Add Bonus	1	1	2		0	0	0									orb_any		asaa		-1
r15	\purple;Hel Rune		1	1	2		33	0	0									invrHel		rune		-1
02^	\dgreen;Custom Signet of Learning	Right-click: Free Attribute Points:	1	1	2		0	0	0									newlearningFTW		poti		-1
ob2	Amulet		1	1	2		0	0	0									invamu		amul		-1
K3+	\orange;Shimmering Shrine (7 Charges)		1	2	2		0	0	0									@Shimmering		prsh		-1
02-	\red;Pearl of Wisdom	\dgrey;and you may survive combat more easily!\nmode. The loss of speed is minimal\nTo avoid this penalty, hit R to enter walk\nchance to block are reduced when you run.\nAs in the regular game, your defense and\n\n-- Defense Penalty --	1	1	2		0	0	0									ShinieWhite		thng		-1
4oµ	Cube Reagent\n\orange;Oil of Enhancement		1	1	2		0	0	0									oil_enhancement		thng		-1
ob6	Amulet		1	1	2		0	0	0									invamu		amul		-1
yqx	Spirit Trance Herb		1	1	2		0	0	0									invhrb		grtz		-1
toa	\dgrey;(Only works in Diablo II 1.13 and up)\n\red;Right-click to reset Stat/Skill Points\nBelladonna Extract		1	1	2		0	0	0									pot04		ques		-1
40+	\orange;Mystic Orb	\blue;+2 Required Level\n+4 Life after each Kill\n\white;Cube with Any Weapon to Add Bonus	1	1	2		0	0	0									orb_weap		asaa		-1
µ06	\orange;Duncraig Trophy	Cube with the Demonsbane...	1	1	2		0	0	0									kDuncraig		thng		-1
x0x	Eternal Bone Pile		1	1	2		0	0	0									invbonr3		grtz		-1
T9+	\orange;Cryptic Shrine (1 Charge)		1	2	2		0	0	0									jbscross		prsh		-1
gfb	\purple;Flawed Sapphire		1	1	2		5	0	0									invgsbb		gems,gem1		-1
hp3	Healing Potion	Regenerates 100% Life in 8 seconds	1	1	2		0	0	0									invhp3		hpot		-1
elx	Elixir		1	1	2		0	0	0									invpot		elix		-1
vic	Cube Reagent\n\orange;Sacrifical Heart		1	1	2		0	0	0									invhrt		thng		-1
0g7	\red;Elixir of Power	+15 Skill Levels for 60 seconds	1	1	2		0	0	0									invnpl		hpot		-1
&66	\orange;Mystic Orb\nKara's Trinket	\blue;+10 Required Level\n+5% Bonus to Summoned Minion Life\n+5% Bonus to Summoned Minion Attack Rating\n+10% Bonus to Summoned Minion Damage\n3% Faster Cast Rate\n\white;Cube with Ring/Amulet to Add Bonus	1	1	2		0	0	0									orb_misc		asaa,asa#		-1
06^	\dgreen;Custom Signet of Learning	Right-click: Free Attribute Points:	1	1	2		0	0	0									newlearningFTW		poti		-1
O7+	\orange;Enchanted Shrine (3 Charges)		1	2	2		0	0	0									@Enchanted		prsh		-1
&78	\orange;Mystic Orb\nThe Moon Crystal	\blue;+10 Required Level\nRegenerate Mana +10%\nLightning Resist 5%\nCold Resist 5%\n5% Faster Cast Rate\n\white;Cube with Any Armor to Add Bonus	1	1	2		0	0	0									orb_armo		asaa,asa#		-1
µ01	\orange;Lord Aldric Jitan Trophy	Cube with the Moon of the Spider...	1	1	2		0	0	0									kLAJ		thng		-1
18^	\dgreen;Custom Signet of Learning	Right-click: Free Attribute Points:	1	1	2		0	0	0									newlearningFTW		poti		-1
B5+	\orange;Abandoned Shrine (5 Charges)		1	2	2		0	0	0									@Abandoned		prsh		-1
22^	\dgreen;Custom Signet of Learning	Right-click: Free Attribute Points:	1	1	2		0	0	0									newlearningFTW		poti		-1
gld	\gold;Gold		1	1	2	1	0	0	0									invgld		gold		-1
pa7	Amulet		1	1	2		0	0	0									invamu		amul		-1
r23	\purple;Mal Rune		1	1	2		49	0	0									invrMal		rune		-1
qin	Ring (Sacred)		1	1	2		75	0	0									invrin		qrin		-1
o@o	\dgreen;Eyegouger's Sigil		1	1	2		0	0	0									ring06		thng		-1
r07	\purple;Tal Rune		1	1	2		17	0	0									invrTal		rune		-1
06+	\orange;Mystic Orb	\blue;+2 Required Level\n+1% to Cold Spell Damage\n\white;Cube with Item to Add Bonus	1	1	2		0	0	0									orb_any		asaa		-1
qqv	Arrow Quiver (Sacred)		1	3	2	1	75	0	0									invqvr		qaqv	2	-1
obf	Amulet		1	1	2		0	0	0									invamu		amul		-1
µ15	\orange;Triune Trophy	Cube with the Lucion's Soulstone...	1	1	2		0	0	0									kTR		thng		-1
r36	\purple;Kur Rune		1	1	2		78	0	0									r-a-07		rune		-1
&43	\orange;Mystic Orb	\blue;+2 Required Level\n-1% to Enemy Lightning Resistance\n\white;Cube with Item to Add Bonus	1	1	2		0	0	0									orb_any		asaa		-1
ey2	\red;Elixir of Experience	+100% Experience for 60 seconds	1	1	2		0	0	0									invpog		hpot		-1
37-	\red;Pearl of Wisdom	\dgrey;Location: Act 5 Infernal Pit\nTricky (3/8)\nUberlevel\n\n-- Khalimgrad --	1	1	2		0	0	0									shinieGreen		thng		-1
voi4	\purple;Scroll of Wrath		1	1	2		0	0	0									invrsc		thng		-1
lok	Crystalline Flame Medallion		1	1	2		0	0	0									invvip		grtz		-1
gcv	\purple;Chipped Amethyst		1	1	2		1	0	0									invgsva		gema,gem0		-1
wms	Thawing Potion		1	1	2		0	0	0									invyps		wpot		-1
rin	Ring		1	1	2		0	0	0									invrin		ring		-1
&72	\orange;Mystic Orb\nFarnham's Lost Marble	\blue;+10 Required Level\nRandom Run/Walk Speed\n+10 Mana on Striking in Melee\n+10 Life on Striking in Melee\n\white;Cube with Item to Add Bonus	1	1	2		0	0	0									orb_any		asaa,asa#		-1
&12	\orange;Mystic Orb	\blue;+2 Required Level\n+2% Bonus to Summoned Minion Damage\n\white;Cube with Item to Add Bonus	1	1	2		0	0	0									orb_any		asaa		-1
pae	Amulet		1	1	2		0	0	0									invamu		amul		-1
F9+	\orange;Gloomy Shrine (1 Charge)		1	2	2		0	0	0									@Gloomy		prsh		-1
M4+	\orange;Spiritual Shrine (6 Charges)		1	2	2		0	0	0									@Spiritual		prsh		-1
g$a	\purple;Chipped Onyx		1	1	2		1	0	0									invgsoa		gemq,gem0		-1
8oµ	Cube Reagent\n\orange;Oil of Absolution		1	1	2		0	0	0									oil_absolution		thng		-1
am7	Amulet		1	1	2		0	0	0									invamu		amul		-1
pa6	Amulet		1	1	2		0	0	0									invamu		amul		-1
R0+	\orange;Stone Shrine (10 Charges)		1	2	2		0	0	0									@Stone		prsh,sh10		-1
K2+	\orange;Shimmering Shrine (8 Charges)		1	2	2		0	0	0									@Shimmering		prsh		-1
F5+	\orange;Gloomy Shrine (5 Charges)		1	2	2		0	0	0									@Gloomy		prsh		-1
r56	\grey;Great Rune\n\purple;Sha'ad Rune		1	1	2		100	0	0									r-d-12		rune		-1
qhr	Khalim's Heart		1	1	2		0	0	0									invhrt	17	ques		-1
C8+	\orange;Quiet Shrine (2 Charges)		1	2	2		0	0	0									@Quiet		prsh		-1
62+	\orange;Mystic Orb	\blue;+2 Required Level\n+2 Energy Factor to Spell Damage\n\white;Cube with Any Weapon to Add Bonus	1	1	2		0	0	0									orb_weap		asaa		-1
&22	\orange;Mystic Orb	\blue;+2 Required Level\nCold Resist +6%\n\white;Cube with Any Armor to Add Bonus	1	1	2		0	0	0									orb_armo		asaa		-1
r53	\grey;Great Rune\n\purple;Qor Rune		1	1	2		100	0	0									r-d-11		rune		-1
eyz	Eye		1	1	2		0	0	0									inveye		body		-1
35+	\orange;Mystic Orb	\blue;+2 Required Level\n25% Bonus to Attack Rating\n\white;Cube with Any Weapon to Add Bonus	1	1	2		0	0	0									orb_weap		asaa		-1
&36	\orange;Mystic Orb	\blue;+2 Required Level\n+15% Enhanced Damage\n\white;Cube with Any Weapon to Add Bonus	1	1	2		0	0	0									orb_weap		asaa		-1
ey4	\red;Elixir of Wealth	+300% Gold Find for 60 seconds	1	1	2		0	0	0									invxyz		hpot		-1
am5	Amulet		1	1	2		0	0	0									invamu		amul		-1
